"title","mgg.type","type","star.type","city","state","description","publication","country","geocode.value","lon","lat","year"
"Full Circle Books",NA,"Bookstores",NA,"Albuquerque","NM","Tel 266 0022 They sell Gaia's Guide","Gaia's Guide","United States","Albuquerque, NM, United States",-106.650422,35.0843859,1983
"Crickets Country Club",NA,"Bars","Bars, Clubs, Coffeehouses","Albuquerque","NM","Tel 831 9915 and 836 2088 A private club that's for women and owned and operated collectively however reports have it that they let straight men in and the atmosphere can be quite tense and sometimes rough","Gaia's Guide","United States","Albuquerque, NM, United States",-106.650422,35.0843859,1983
"Book Stop III",NA,"Bookstores",NA,"Las Vegas","NV","Tel 456 4856 Used books and tries to carry lots of women's books","Gaia's Guide","United States","Las Vegas, NV, United States",-115.1391009,36.171563,1983
"Imagine That",NA,"Centers",NA,"Reno","NV","Tel 323 7903 Very mixed/drag queens/straight
","Gaia's Guide","United States","Reno, NV, United States",-119.8142691,39.529919,1983
"Maxies",NA,"Bars","Bars, Clubs, Coffeehouses","Las Vegas","NV","Tel 452 3994 Open 24 hours women only
","Gaia's Guide","United States","Las Vegas, NV, United States",-115.1391009,36.171563,1983
"Paul's Lounge",NA,"Centers","Organizations","Reno","NV","Tel 329 2878","Gaia's Guide","United States","Reno, NV, United States",-119.8142691,39.529919,1983
"Reno Vip Club",NA,"Centers","Organizations","Reno","NV","Tel 786 0525 Gay men's bar but a lot of women go at night","Gaia's Guide","United States","Reno, NV, United States",-119.8142691,39.529919,1983
"Scorpio",NA,"Centers","Organizations","Reno","NV","Tel 747 1643 90% gay women","Gaia's Guide","United States","Reno, NV, United States",-119.8142691,39.529919,1983
"Garage",NA,"Bars","Bars, Clubs, Coffeehouses","Las Vegas","NV","Tel 732 8567 The hottest gay disco in Vegas","Gaia's Guide","United States","Las Vegas, NV, United States",-115.1391009,36.171563,1983
"The Galliard",NA,"Resort",NA,"Las Vegas","NV","No Phone Listed A Gay resort on a 7 acre site behind the Tropicana in Las Vegas
","Gaia's Guide","United States","Las Vegas, NV, United States",-115.1391009,36.171563,1983
"B Jay Motor Lodge",NA,"Hotel/Motel",NA,"Reno","NV","Tel 322 2230","Gaia's Guide","United States","Reno, NV, United States",-119.8142691,39.529919,1983
"Dave's Westside Motel",NA,"Hotel/Motel",NA,"Reno","NV","Tel 786 Swimming Pool","Gaia's Guide","United States","Reno, NV, United States",-119.8142691,39.529919,1983
"Women's Center",NA,"Centers","Organizations","Reno","NV","No Phone Listed Counseling and referrals","Gaia's Guide","United States","Reno, NV, United States",-119.8142691,39.529919,1983
"1610",NA,"Bars","Bars, Clubs, Coffeehouses","Las Vegas","NV","No Phone Listed A Las Vegas tradition","Gaia's Guide","United States","Las Vegas, NV, United States",-115.1391009,36.171563,1983
"St Marks Clinic",NA,"Centers",NA,"New York City","NY","Tel 691 828 Health service for any woman with lesbian/gay staff","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Women Make Movies",NA,"Distributors",NA,"New York City","NY","Tel 929 6477","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Martha Washington",NA,"Hotel/Motel",NA,"Manhattan","NY","Tel 689 1900 'Dirty rooms, filthy furniture and I was harassed by the male staff ... the hotel is for women only and a degrading terrible place it
is.· However, a recent report from the Women's Center NYC, is that the Martha Washington
Hotel is OK.","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"132 North Main",NA,"Hotel/Motel",NA,"East Hampton","NY","Tel 324 2246 Resort: main house and 2 acres also cabin and bunk house. Sexy swimming pool in the woods 1 1/2 mile from the beach. Mostly gay men about 10-20% gay women","Gaia's Guide","United States","East Hampton, NY, United States",-71.9994067,41.083151,1983
"Friar's",NA,"Bars","Bars, Clubs, Coffeehouses","Rochester","NY","Tel. 232 9803. Juke box, small dance floor.","Gaia's Guide","United States","Rochester, NY, United States",-77.6088465,43.1565779,1983
"Sojourners",NA,"Coffeehouse",NA,"Woodstock","NY","Tel. 246 8081. women's coffeehouse which meets several times a month. Women entertainers, community benefits. Snacks, etc.","Gaia's Guide","United States","Woodstock, NY, United States",-74.1181971,42.0409247,1983
"Snake Sisters Cafe",NA,"Restaurant","Bars, Clubs, Coffeehouses","Rochester","NY","Tel. 271 6405. A women's collective restaurant. Sunday Brunch: great food and the Times (New York and New Women's) around the
woodstove. Linger over a chess game or chat with the cooks. regular (but not routine) weekend cottee house. Call for details. Open Wed-SAt 5.30-11.00pm. Sun 11am-3pm.
Vegetarian meals, music, films, poetry.","Gaia's Guide","United States","Rochester, NY, United States",-77.6088465,43.1565779,1983
"Harlem Metropolitan Community Church",NA,"Religious Groups",NA,"New York City","NY","No Phone Listing","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Pleasure Chest",NA,"Bars","Bars, Clubs, Coffeehouses","Manhattan","NY","Tel 242 4372 or 838 8417","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Lambda Legal Defense and Education Fund",NA,"Information Services",NA,"New York City","NY","Tel 944 9488 One of the major gay legal research and defense organizations in the country","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Down Under",NA,"Bars","Bars, Clubs, Coffeehouses","Manhattan","NY","No Phone Listing Women only on Sunday","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Dignity",NA,"Religious Groups",NA,"New York City","NY","Tel 869 3050","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Bunkhouse",NA,"Bars","Bars, Clubs, Coffeehouses","Babylon","NY","No Phone Listed Located across the street from Club M&M
","Gaia's Guide","United States","Babylon, NY, United States",NA,NA,1983
"The Bar",NA,"Bars","Bars, Clubs, Coffeehouses","Manhattan","NY","No Phone Listing Pool table no cover charge uke box","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"The Feminist Press",NA,"Centers",NA,"Old Westbury","NY","Tel. 997 7660. They produce the WOMEN'S STUDIES QUARTERLY NEWSLETTER and otter educational services such as speaker's
bureau, in-service training for school personnel. They publish non-sexist curriculum guides.
'1983, our 13th year'. Write for their excellent catalogue","Gaia's Guide","United States","Old Westbury, NY, United States",NA,NA,1983
"Now NY Lesbian Rights Committee",NA,"Group",NA,"New York City","NY","Tel 989 7230 Political action group","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Lloyd's Restaurant",NA,"Restaurant","Restaurants","Rochester","NY","Tel. 546 2211. Gay owned. Nice atmosphere","Gaia's Guide","United States","Rochester, NY, United States",-77.6088465,43.1565779,1983
"The Ice Palace",NA,"Bars","Bars, Clubs, Coffeehouses","Fire Island","NY","Tel 597 6600 Super disco overflowing with gay gals and guys","Gaia's Guide","United States","Fire Island, NY, United States",-73.1459474,40.6475997,1983
"Committee for the Visibility of the Other Black Woman (VOBW)",NA,"Group",NA,"New York City","NY","Tel 565 8365 or 860 4936","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Blue Whale",NA,"Bars","Bars, Clubs, Coffeehouses","Fire Island","NY","Tel 537 0499/1","Gaia's Guide","United States","Fire Island, NY, United States",-73.1459474,40.6475997,1983
"Talking Leaves",NA,"Bookstores",NA,"Buffalo","NY","
Tel 837 8554 Gay periodicals and books, feminist titles","Gaia's Guide","United States","Buffalo, NY, United States",-78.8783689,42.8864468,1983
"Aubrey Leis",NA,"Lawyers",NA,"New York City","NY","Tel 242 0160 Specializes in criminal law and handles bankruptcy, divorce, and wills","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"New York Women Against Rape",NA,"Information Services",NA,"New York City","NY","Tel 777 4000 free and confidential counseling and referrals for victims of sexual assault and their families","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Paralelle",NA,"Bars","Bars, Clubs, Coffeehouses","Nyack","NY","Tel. 268 9800. Very friendly place. Pool
tables. Woman owned and operated. Open 7pm-late/closed Mon and Thurs. Recommended.
","Gaia's Guide","United States","Nyack, NY, United States",-73.9179146,41.0906519,1983
"The Glines",NA,"Theater/Art",NA,"Brooklyn","NY","No Phone Listing","Gaia's Guide","United States","Brooklyn, NY, United States",-73.9441579,40.6781784,1983
"Silkwood Books",NA,"Bookstores",NA,"Rochester","NY","Tel. 473 8110.","Gaia's Guide","United States","Rochester, NY, United States",-77.6088465,43.1565779,1983
"Willow Secretarial Service",NA,"Secretarial Typing Services",NA,"New York City","NY","Tel 619 3431 Tape Transcriptions","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"WOW",NA,"Theater/Art",NA,"New York City","NY","Tel 777 9307 A performance space in a resource center","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"New York Roommate Service",NA,"Room Mate Service",NA,"New York City","NY","Tel 505 0770","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Crystal Quilt",NA,"Group",NA,"New York City","NY","Tel 622 7545 Discussion, workshops, referrals","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Van Buren's",NA,"Bars","Bars, Clubs, Coffeehouses","Manhattan","NY","Tel 581 0222 Women only on Thursdays, Fridays and Saturdays the rest of the week it is a Jazz club.","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Alice Krause",NA,"Lesbian Accountants",NA,"New York City","NY","Tel 473 5269 A really nice person","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Herizon",NA,"Information Services",NA,"Binghamton","NY","Tel 723 3200 Runs lesbian switchboard on Monday nights 7pm-9pm","Gaia's Guide","United States","Binghamton, NY, United States",-75.9179738,42.0986867,1983
"Night Wing",NA,"Bar/Restuarant","Bars, Clubs, Coffeehouses","Manhattan","NY","Tel 807 1879 Very gay real low key kind of bar restaurant.","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Tavern on the Turn",NA,"Bars","Bars, Clubs, Coffeehouses","Queens","NY","Tel. 5261800. Gaywomen,""gay
men.","Gaia's Guide","United States","Queens, NY, United States",-73.7948516,40.7282239,1983
"Rivendell Marketing Company",NA,"Public Relations",NA,"New York City","NY","Tel 242 6863 Specializes in securing national advertising for the gay press across the U.S.","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Walking Tour of Village",NA,"Walking Tour",NA,"New York City","NY","Tel 226 1426 Two hour guided tour daily","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Lesbian and Gay Coalition/Village Voice",NA,"Group",NA,"New York City","NY","Tel 475 3300","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Wimmin for Womyn",NA,"Group",NA,"New York City","NY","Tel 490 0070 A great lesbian organization","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"220 Club",NA,"Bars","Bars, Clubs, Coffeehouses","Manhattan","NY","No Phone Listing Women's Disco private","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Hikin' Dykes",NA,"Group",NA,"New York City","NY","Tel 569 1888/799 2553/677 9142 Call or write to get on their mailing list","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Women's Network",NA,"Publication",NA,"Bronx","NY","Tel 597 7091 National newsletter for women. Totally grass roots approach to the lesbian scene in America. The format is running open forum with letters and responses from everywhere. Interviews, book reviews and the opinion of anyone who wants to contribute.","Gaia's Guide","United States","Bronx, NY, United States",-73.8648268,40.8447819,1983
"The Laurel Tree",NA,"Bars",NA,"Syracuse","NY","Tel. 471 2813. Downstairs
wine bar. Part disco, part country and western and still popular. Hours: 4pm-2am and Sat
7pm-2an (DJ). Cover charge Fri and Sat nights. Highly recommended.","Gaia's Guide","United States","Syracuse, NY, United States",-76.1474244,43.0481221,1983
"Breadstix",NA,"Bars","Bars, Clubs, Coffeehouses","Queens","NY","Tel. 263 0300. Cocktail hours and Monday night movies. Used to be TOUCH OF CLASS.","Gaia's Guide","United States","Queens, NY, United States",-73.7948516,40.7282239,1983
"Brazil",NA,"Bars","Bars, Clubs, Coffeehouses","Staten Island","NY","Tel. 447 9590. Bar& restaurant, free parking. disco plus piano bar
& patio. 'The best chili anywhere'. Friendly people. Open 7 days a week: 2pm-4am/Sundays
4pm-4am.","Gaia's Guide","United States","Staten Island, NY, United States",-74.1502007,40.5795317,1983
"Heresies",NA,"Publication",NA,"New York City","NY","Tel 431 9060","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Coachman",NA,"Bars","Bars, Clubs, Coffeehouses","Sayville","NY","Tel 589 99683 Quiet bar jukebox some dancing. This is Long Island's longest running gay bar
","Gaia's Guide","United States","Sayville, NY, United States",-73.0820556,40.7359317,1983
"The Congress Restaurant",NA,"Bar/Restuarant","Restaurants","Oswego","NY","Tel. 486 9068. Open everyday until 4am.
'Fine food and beverages/dancing. Same ownership since 1949","Gaia's Guide","United States","Oswego, NY, United States",-76.5104973,43.4553461,1983
"Blythwood",NA,"Bars","Bars, Clubs, Coffeehouses","Schenectady","NY","Tel. 382 9755. Juke box/pool table/pac man, but very few
women.","Gaia's Guide","United States","Schenectady, NY, United States",-73.9395687,42.8142432,1983
"Sally Graham",NA,"Secretarial Typing Services",NA,"New York City","NY","Tel 777 6647/924 5451 Experienced in dissertations and theses","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Susan Weed",NA,"Herbal Medicine and Psychic Skills",NA,"Woodstock","NY","Tel. 246 8081. Herbal medicine classes and healing. Re-learning the Amazon lore of healing with plants and psychic energy.","Gaia's Guide","United States","Woodstock, NY, United States",-74.1181971,42.0409247,1983
"Metamorphosis",NA,"Centers",NA,"New York City","NY","Tel 728 4615 Peer and professional counseling available","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Big Apple Dyke News (Bad News)",NA,"Publication",NA,"New York City","NY","Tel 226 2621","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"National Gay Task Force",NA,"Group",NA,"New York City","NY","Tel 741 5800 Crisis line 1-800-221-7044 for reporting violence. A powerhouse of political and legislative organization. Media monitor and contact center with countries where all homosexuality is illegal also the base for local gay ask forces in cities throughout the USA.","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Incentra Village Apartments",NA,"Hotel/Motel",NA,"Manhattan","NY","Tel 691 7010 Deep in the heart of
Greenwich Village. Holiday apartments, clientele, again, mostly gay men.","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Karate School for Women",NA,"Martial Arts",NA,"New York City","NY","Tel 982 4739 Lots of lesbians there","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Women's Information Center",NA,"Centers","Organizations","Syracuse","NY","Tel. 478 4636, 478-INFO. 'A
safe place for all women to learn and grow is the basic philosophy of the WOMEN'S
INFORMATION CENTER. Woman to woman counseling, feminist school, newsletter, library
and support groups and job bulletin board to advertise women's businesses etc. This house,s
owned by the CENTER COLLECTIVE: 'A place for any woman to come.' Annual retreat
WOMA","Gaia's Guide","United States","Syracuse, NY, United States",-76.1474244,43.0481221,1983
"Nice N Sleazy Post Cards",NA,"Post Cards",NA,"New York City","NY","Tel 968 2005 Post Cards with lesbian theme. They are tasteless, obscene and vulgar. Also exquisite, hilarious, and gorgeous high camp. The perfect greeting card, party invitation and special message. I just love them.","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Peeches N Creem",NA,"Bar/Restuarant","Bars, Clubs, Coffeehouses","Manhattan","NY","Tel 888 1609 or 88 1608 A bar restaurant where you can sit around and talk or go into the back room and dance.","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Lost and Found",NA,"Bars","Bars, Clubs, Coffeehouses","Manhattan","NY","No Phone Listing Women only on Sunday","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"The Hideaway",NA,"Bars","Bars, Clubs, Coffeehouses","Queens","NY","Tel. 657-4585. Disco.","Gaia's Guide","United States","Queens, NY, United States",-73.7948516,40.7282239,1983
"Chelsea Gay Association",NA,"Information Services",NA,"New York City","NY","Tel 722 0404 mostly men dealing with anti gay violence","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Mischief Mime CO",NA,"Theater/Art",NA,"Ithaca","NY","Tel 273 2171 Original Feminist Theater presents witty, intelligent, enjoyable theater by women for everyone.","Gaia's Guide","United States","Ithaca, NY, United States",-76.5018807,42.4439614,1983
"Buster Brown's",NA,"Bars",NA,"Syracuse","NY","Tel. 471 9545. Basically a gay men's bar. Mature crowd. Quiet. Pool table, pinball, juke box. Some gay women. Open 4pm-2am 7 days a week.","Gaia's Guide","United States","Syracuse, NY, United States",-76.1474244,43.0481221,1983
"The Voodoo",NA,"Bars","Bars, Clubs, Coffeehouses","Albany","NY","No Phone Listed Very nice disco, clientele mixed gays (across the street from the Eightballs)","Gaia's Guide","United States","Albany, NY, United States",-73.7562317,42.6525793,1983
"Identity House",NA,"Centers",NA,"Manhattan","NY","Tel 243 8181 Free lesbian walk-in counseling and rap groups","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"The Riverview",NA,"Bars","Bars, Clubs, Coffeehouses","Rochester","NY","Tel. 325 9772. Nowadays it's Rochester's quiet bar for women. Juke box, pool table, football. A great place for meeting people and having a conversation, not so hot for dancing.","Gaia's Guide","United States","Rochester, NY, United States",-77.6088465,43.1565779,1983
"Senior Action in a Gay Environment (SAGE)",NA,"Group",NA,"New York City","NY","Tel 741 2247 Offers very good rap groups for gay men and women 55 years of age and older","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Church of Beloved Disciple",NA,"Religious Groups",NA,"New York City","NY","Tel 242 6616","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Bunk House",NA,"Bars",NA,"Syracuse","NY","Tel. 471 9517. Western decor, dance floor. Cruise bar but only about 30% gay women. Open 9pm-2am. Sunday 12 noon-2am.","Gaia's Guide","United States","Syracuse, NY, United States",-76.1474244,43.0481221,1983
"Mr Chips",NA,"Bars","Bars, Clubs, Coffeehouses","Lake George","NY","Tel 792 9434 Disco dancing relaxed atmosphere","Gaia's Guide","United States","Lake George, NY, United States",-73.7123408,43.4261809,1983
"Sara is Back",NA,"Jewelry",NA,"New York City","NY","Tel 673 1230 mainly silver and men's jewelry and ear piercings","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Villa Capri",NA,"Bars","Bars, Clubs, Coffeehouses","Buffalo","NY","Tel 886 9469 Open 7 days a week dancing","Gaia's Guide","United States","Buffalo, NY, United States",-78.8783689,42.8864468,1983
"Women on the Move",NA,"Special Events and Holidays",NA,"Bronx","NY","Tel 881 7142","Gaia's Guide","United States","Bronx, NY, United States",-73.8648268,40.8447819,1983
"Zodiac Zoo",NA,"Bars","Bars, Clubs, Coffeehouses","Queens","NY","No Phone Listing. Mixed gay/straight crowd.","Gaia's Guide","United States","Queens, NY, United States",-73.7948516,40.7282239,1983
"Smedley's Bookshop",NA,"Bookstores",NA,"Ithaca","NY","Tel 273 2325 Women operated they sell Gaia's guide","Gaia's Guide","United States","Ithaca, NY, United States",-76.5018807,42.4439614,1983
"Dominique's",NA,"Bars","Bars, Clubs, Coffeehouses","Buffalo","NY","Tel 882 48474 Primarily a gay men's bar but women do go there and are readily accepted","Gaia's Guide","United States","Buffalo, NY, United States",-78.8783689,42.8864468,1983
"Silkwood Books",NA,"Bookstores",NA,"Rochester","NY","No Phone Listing","Gaia's Guide","United States","Rochester, NY, United States",-77.6088465,43.1565779,1983
"Lesbian Sex Mafia",NA,"Group",NA,"New York City","NY","No Phone Listing believed to have moved but all mail will be forwarded","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Ellen M Holloran",NA,"Jewelry",NA,"New York City","NY","Tel 982 0098 Specializing in rings for partners","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Women's Interart Center",NA,"Theater/Art",NA,"Manhattan","NY","Tel 246 1050 Performance center/training programs/film, teleplay video.","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Conditions",NA,"Publication",NA,"New York City","NY","Tel 788 8654 Extremely high quality feminist literary review","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Michael's Thing",NA,"Publication",NA,"New York City","NY","Glossy gay weekly entertainment magazine, male-oriented but does include the bi-weekly woman about town section","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Company Restaurant Piano Bar",NA,"Bar/Restuarant","Bars, Clubs, Coffeehouses","Manhattan","NY","Tel 532 5222. One of the best","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Lavender Left",NA,"Group",NA,"New York City","NY","No Phone Listing","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Waterfall Graphics",NA,"Graphic Design",NA,"New York City","NY","No Phone Listing Type setting designs, printing, posters, etc.","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Le Trainon",NA,"Bars","Bars, Clubs, Coffeehouses","Manhattan","NY","No Phone Listing. Women's Club Saturday only","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Joy Scorpio",NA,"Hairdressing",NA,"New York City","NY","Tel 674 3187","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Victims Services Agency",NA,"Information Services",NA,"New York City","NY","Tel 577 7777 After you've been a victim of a crime they give you support information","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"The Playroom",NA,"Bars",NA,"Yonkers","NY","Tel. 969 2320.","Gaia's Guide","United States","Yonkers, NY, United States",-73.8987469,40.9312099,1983
"The Brown Derby",NA,"Bar/Restuarant","Bars, Clubs, Coffeehouses","Poughkeepsie","NY","Tel. 452 9165. Disco bar with restaurant. Food
served till 2am most evenings. Sizeable disco bar. At the moment the clientele is mostly
lesbians, but might become more integrated as far as the sexes go. Highly recommended.","Gaia's Guide","United States","Poughkeepsie, NY, United States",-73.9209701,41.7003713,1983
"Chap's & Rusty's",NA,"Bars","Bars, Clubs, Coffeehouses","Manhattan","NY","No Phone Listing Hot club mostly Hispanic women, friendly","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"NYC Commission on the Status of Women",NA,"Group",NA,"New York City","NY","Tel 566 3830 They publish resource guides","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Gay Alliance of Genessee Valley",NA,"Centers","Bars, Clubs, Coffeehouses","Rochester","NY","Tel. 244 8640 or 244 9030.
Includes LESBIAN RESOURCE CENTER, Rochester Gay Task Force and the Empty Closet collective.","Gaia's Guide","United States","Rochester, NY, United States",-77.6088465,43.1565779,1983
"Oscar Wilde Memorial Bookshop",NA,"Bookstores",NA,"Manhattan","NY","Tel 255 8097 Open Mon
11am-9pm; Tues-Sat 11am-9pm; Sun noon-6pm. World's first Lesbian and Gay Liberation
bookshop (founded 1967) featuring over 600 good Gay and Lesbian books, periodicals,
buttons, T-shirts, cards, records. Send $1 to be put on mailing list.' They sell GAIA'S GUIDE.","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Metropolitan Community Church",NA,"Religious Groups",NA,"New York City","NY","Tel 242 1212","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"New York Feminist Art Institute",NA,"Theater/Art",NA,"New York City","NY","Tel 242 1343 Workshops, events, slide lectures","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Star Wars",NA,"Bars","Bars, Clubs, Coffeehouses","Queens","NY","Tel. 821 8152. Take lnterborough Parkway, get off at Cypress Ave. Exit, make left on Cypress Ave. 'The only women's bar in Queens featuring
live entertainment in our NEW Entertainment Room.' Also, disco, women's bands, cocktails.
Very, very highly recommended place.","Gaia's Guide","United States","Queens, NY, United States",-73.7948516,40.7282239,1983
"Gertrudestein Book Collective",NA,"Bookstores",NA,"Albany","NY","Tel 465 2718 For men and women","Gaia's Guide","United States","Albany, NY, United States",-73.7562317,42.6525793,1983
"New York City Lesbian Switchboard",NA,"Information Services",NA,"New York City","NY","Tel 741 2610","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Kelly's Village",NA,"Bars","Bars, Clubs, Coffeehouses","Manhattan","NY","No Phone Listing Gay and straight, men and women, cabaret. Pool table.","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Christine Moser",NA,"Insurance",NA,"New York City","NY","Tel 841 8400","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Lesbians Rising",NA,"Publication",NA,"New York City","NY","Tel 570 5199 Huge resource list including a women's bar and restaurant guide to New York","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Beth Simchat Torah",NA,"Religious Groups",NA,"New York City","NY","Tel 929 9498","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"The Island Queen",NA,"Bars","Bars, Clubs, Coffeehouses","Fire Island","NY","No Phone Listed","Gaia's Guide","United States","Fire Island, NY, United States",-73.1459474,40.6475997,1983
"Daniel Gillan",NA,"Insurance",NA,"New York City","NY","Tel 354 4550  Real helpful in getting anyone Insurance Policies","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Ariel",NA,"Bars","Bars, Clubs, Coffeehouses","Manhattan","NY","Tel 691 1979 Jukebox dancing, but live DJ Wed/Fri/Sat/Sun. Snacks are served. Sunday buffet. Relaxed atmosphere and extremely popular. Not too glamorous but very, very friendly. Women only.","Gaia's Guide","United States","Manhattan, NY, United States",-73.9712488,40.7830603,1983
"Women's Center of Brooklyn College",NA,"Centers","Organizations","Brooklyn","NY","Tel 780 5777 No small operation. Quite a bit going on. Very well organized. Very helpful.","Gaia's Guide","United States","Brooklyn, NY, United States",-73.9441579,40.6781784,1983
"Lenny's",NA,"Bars","Bars, Clubs, Coffeehouses","Binghamton","NY","Tel 722 9677 Pinball machines, video games, disco, basically a men's cruise bar but always about 25% gay women","Gaia's Guide","United States","Binghamton, NY, United States",-75.9179738,42.0986867,1983
"Lutherans Concerned",NA,"Religious Groups",NA,"New York City","NY","Tel 596 3829/278 5066 They meet 1st and 3rd Sundays each month","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Gay Teachers Association",NA,"Group",NA,"New York City","NY","Tel 255 5969/499 1060 They meet once a month a very right on group emphasizing lesbian rights","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Uncensored Swinger",NA,"Publication",NA,"New York City","NY","No Phone Listing. Comes out twice a year. Some people say the swinger movement has something to offer.","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Capital District Gay Community Center",NA,"Centers","Organizations","Albany","NY","Tel 462 6138 Their publication is 'Alive' mostly gay men but they are really trying to reach out to the lesbian community","Gaia's Guide","United States","Albany, NY, United States",-73.7562317,42.6525793,1983
"The Pink Pussycat",NA,"Sex Shops",NA,"New York City","NY","Tel 243 0077 This short has soft core porn and is heterosexually oriented but they do carry some stuff lesbians could use.","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Women's Center",NA,"Centers",NA,"Binghamton","NY","Tel 722 4256 and 723 3200 answering service not an open center as such no regular meetings but they do publish a newspaper HOSA","Gaia's Guide","United States","Binghamton, NY, United States",-75.9179738,42.0986867,1983
"Spring's Guest House",NA,"Hotel/Motel",NA,"East Hampton","NY","Tel 324 9577 Fives miles to the village, 10 minutes to the Ocean, 1 minute to the Bay Beach and woods","Gaia's Guide","United States","East Hampton, NY, United States",-71.9994067,41.083151,1983
"Qui Travel",NA,"Travel Agents",NA,"New York City","NY","Tel 567 6711 Lesbian owned and operated and very, very highly recommended.","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
"Fotografia",NA,"Lesbian Photographers",NA,"New York City","NY","Tel 966 0498 Contact Roberts Raeburn - she's very good","Gaia's Guide","United States","New York City , NY, United States",NA,NA,1983
