"title","description","type","address","city","state","country","publication","year","notes","unclear.address","full.address","lon","lat","geoAddress","status","amenityfeatures"
"Rooster Rock State Park","'BA' beach, E. end—
30 mi. E. of Portland","Cruising Areas","","Portland","OR",NA,"Bob Damron's Address Book",1988,"","checked",", OR",-122.236468,45.546833,"unclear_coded_by_hand","Verified Location","(BA),Cruisy Area"
"Salmon","btw. 3rd & 6th","Cruising Areas","","Portland","OR",NA,"Bob Damron's Address Book",1988,"","checked",", OR",-122.678385,45.515232,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.","Cruisy Area"
"Saudi's Island","'BA' beach—
W. end nr. last parking lot","Cruising Areas","","Portland","OR",NA,"Bob Damron's Address Book",1988,"","checked",", OR",-122.678385,45.515232,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.","(BA),Cruisy Area"
"Washington Park","by Lewis & Clark Monument","Cruising Areas","","Portland","OR",NA,"Bob Damron's Address Book",1988,"","checked",", OR",-122.685162,45.52085,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Washington Park","Also 'Daisy Patch' area, Burnside & 25th","Cruising Areas","","Portland","OR",NA,"Bob Damron's Address Book",1988,"","checked",", OR",-122.685162,45.52085,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Arena","(Patio)","Bars/Clubs","4025 Maple","Dallas","TX",NA,"Bob Damron's Address Book",1988,"",NA,"4025 Maple, Dallas, TX",-96.8168123,32.8060897,"4025 maple ave, dallas, tx 75219, usa","Google Verified Location","(*),(D)"
"Baby's","(Yuppies)(Disco) (3 bars) (Valet Parking)","Bars/Clubs","3501 Mckinney","Dallas","TX",NA,"Bob Damron's Address Book",1988,"",NA,"3501 Mckinney, Dallas, TX",-96.7984708,32.8066995,"3501 mckinney ave, dallas, tx 75204, usa","Google Verified Location","(D),(*),(YC),(AH),(V)"
"Big Daddies","(Disco)","Cruising Areas,Bars/Clubs","3913 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1988,"",NA,"3913 Cedar Springs, Dallas, TX",-96.8110754,32.8107397,"3913 cedar springs rd, dallas, tx 75219, usa","Google Verified Location","(*),(D)"
"Buddie's","(Some L)","Bars/Clubs","3514 Mahanna","Dallas","TX",NA,"Bob Damron's Address Book",1988,"",NA,"3514 Mahanna, Dallas, TX",-96.8195288,32.8242021,"3514 mahanna st, dallas, tx 75209, usa","Google Verified Location","(L-1980-1989)"
"BWMT","(204) 521-3146 or 559-4339","Hotlines","","Dallas","TX",NA,"Bob Damron's Address Book",1988,"","checked",", TX",-96.796988,32.776664,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",""
"Century Book Store","","Book Store","3420 Oak Lawn Ave.","Dallas","TX",NA,"Bob Damron's Address Book",1988,"",NA,"3420 Oak Lawn Ave., Dallas, TX",-96.8057926,32.8114055,"3420 oak lawn ave, dallas, tx 75219, usa","Google Verified Location",""
"Club Body Center","","Bathhouses","2616 Swiss Ave.","Dallas","TX",NA,"Bob Damron's Address Book",1988,"",NA,"2616 Swiss Ave., Dallas, TX",-96.7880611,32.7867706,"2616 swiss ave, dallas, tx 75204, usa","Google Verified Location","(IGHC)"
"Club Delman","(Th-Sun.) (Disco)","Bars/Clubs","3319 Raleigh","Dallas","TX",NA,"Bob Damron's Address Book",1988,"",NA,"3319 Raleigh, Dallas, TX",-96.8180468,32.8198672,"3319 raleigh st, dallas, tx 75219, usa","Google Verified Location","(D)"
"Copa of Dallas","(Disco)","Bars/Clubs","115 N. Carroll","Dallas","TX",NA,"Bob Damron's Address Book",1988,"",NA,"115 N. Carroll, Dallas, TX",-96.7681145,32.7918683,"115 n carroll ave, dallas, tx 75226, usa","Google Verified Location","(D)"
"Crackers","","Restaurant","2621 McKinney","Dallas","TX",NA,"Bob Damron's Address Book",1988,"",NA,"2621 McKinney, Dallas, TX",-96.8018884,32.7972698,"2621 mckinney ave, dallas, tx 75204, usa","Google Verified Location","(M-1965-1989),(R-1965-1989)"
"Crews Inn","","Cruising Areas,Bars/Clubs","3215 N. Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1988,"",NA,"3215 N. Fitzhugh, Dallas, TX",-96.7934028,32.8165762,"3215 n fitzhugh ave, dallas, tx 75204, usa","Google Verified Location","(*),(D),(PT),(SM)"
"Crossroads Market","(Boutiques & books)","Book Store","3930 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1988,"",NA,"3930 Cedar Springs, Dallas, TX",-96.8107444,32.8110753,"3930 cedar springs rd, dallas, tx 75219, usa","Google Verified Location",""
"Dallas Gay Alliance","(214) 528-4233","Organization","","Dallas","TX",NA,"Bob Damron's Address Book",1988,"","checked",", TX",-96.796988,32.776664,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",""
"Dallas Voice","(Publication)","Publications","2727 Oak Lawn, Suite 105","Dallas","TX",NA,"Bob Damron's Address Book",1988,"",NA,"2727 Oak Lawn, Suite 105, Dallas, TX",-96.8118624,32.8070214,"2727 oak lawn ave #105, dallas, tx 75219, usa","Google Verified Location",""
"Eighth Day","(Some YC, Hustlers) (Go go boys)","Bars/Clubs","2509 N. Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1988,"",NA,"2509 N. Fitzhugh, Dallas, TX",-96.7837218,32.8122391,"2509 n fitzhugh ave, dallas, tx 75204, usa","Google Verified Location",""
"Eurotan","","Business","4012 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1988,"",NA,"4012 Cedar Springs, Dallas, TX",-96.8114233,32.8115021,"4012 cedar springs rd, dallas, tx 75219, usa","Google Verified Location",""
"Fantastic Voyage","","Travel Service","3701 Fairmont St.","Dallas","TX",NA,"Bob Damron's Address Book",1988,"",NA,"3701 Fairmont St., Dallas, TX",-96.8128699,32.8041125,"3701 fairmount st, dallas, tx 75219, usa","Google Verified Location","(IGTA)"
"Fitness Exchange Gym","","Gym","2615 Oaklawn","Dallas","TX",NA,"Bob Damron's Address Book",1988,"",NA,"2615 Oaklawn, Dallas, TX",-96.8129538,32.8059099,"2615 oak lawn ave, dallas, tx 75219, usa","Google Verified Location","(*)"
"4001 Club","(Preppy) (Disco) (May be changing name)","Bars/Clubs","4001 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1988,"",NA,"4001 Cedar Springs, Dallas, TX",-96.8116146,32.810988,"4001 cedar springs rd, dallas, tx 75219, usa","Google Verified Location","(*),(D),(C-1965-1989),(AH)"
"Fraternity House","(Preppie)","Bars/Clubs","3903 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1988,"",NA,"3903 Cedar Springs, Dallas, TX",-96.8109781,32.8104099,"3903 cedar springs rd, dallas, tx 75219, usa","Google Verified Location","(E)"
