"","title","city","state","year","notes","publication","country","Entity.Type","description","mgg.type","geocode.value","lon","lat","geoAddress","type","star.type","Other.Entities","Content.Type","Vol..","Issue..","Month","ID","concat_key","orig.lc.long","orig.lc.lat","amenityfeatures","address","unclear.address","stars","mentions.race","mentions.disability","Last.Modified","Notes.2"
"7203","U. of Wise. - Oshkosh - Student Union & Library basement","Oshkosh","WI",1983,"","Bob Damron's Address Book","United States",NA,"T-Rooms","Cruising Areas","Oshkosh, WI, United States",-88.5426136,44.0247062,"oshkosh, wi, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7204","U. W. M.","Milwaukee","WI",1983,"","Bob Damron's Address Book","United States",NA,"T-Rooms","Cruising Areas","Milwaukee, WI, United States",-87.9064736,43.0389025,"milwaukee, wi, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area,(AYOR)",NA,NA,NA,NA,NA,NA,NA
"7205","U.C.D.","Davis","CA",1983,"","Bob Damron's Address Book","United States",NA,"(4th floor) (Shields Library)","Cruising Areas","Davis, CA, United States",-121.7405167,38.5449065,"davis, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7206","U.C.D.","Davis","CA",1983,"","Bob Damron's Address Book","United States",NA,"(T Rooms) (TB5 Bldg.)","Cruising Areas","Davis, CA, United States",-121.7405167,38.5449065,"davis, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7207","U.C.L.A.","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States",NA,"(Powell Library) (T-Rooms)","Cruising Areas","Los Angeles, CA, United States",-118.2436849,34.0522342,"los angeles, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7208","U.C.L.A.","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States",NA,"(T-Rooms) (Royce Hall Basement)","Cruising Areas","Los Angeles, CA, United States",-118.2436849,34.0522342,"los angeles, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7209","U.C.L.A.","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States",NA,"(T-Rooms) (Student Union)","Cruising Areas","Los Angeles, CA, United States",-118.2436849,34.0522342,"los angeles, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7210","U.C.R.","Riverside","CA",1983,"","Bob Damron's Address Book","United States",NA,"(T-Rooms) (Phys. Ed. Bldg.)","Cruising Areas","Riverside, CA, United States",-117.3754942,33.9806005,"riverside, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7211","U.C.S.B.","Santa Barbara","CA",1983,"","Bob Damron's Address Book","United States",NA,"(evenings) (Old showes)","Cruising Areas","Santa Barbara, CA, United States",-119.6981901,34.4208305,"santa barbara, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7212","U.C.S.B.","Santa Barbara","CA",1983,"","Bob Damron's Address Book","United States",NA,"(Phelps Hall) (T-Room)","Cruising Areas","Santa Barbara, CA, United States",-119.6981901,34.4208305,"santa barbara, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7213","U.C.S.B.","Santa Barbara","CA",1983,"","Bob Damron's Address Book","United States",NA,"(South Hall) (2nd floor T-Room)","Cruising Areas","Santa Barbara, CA, United States",-119.6981901,34.4208305,"santa barbara, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7214","U.I.C.","Chicago","IL",1983,"","Bob Damron's Address Book","United States",NA,"(2nd floor T-Room) (Lincoln)","Cruising Areas","Chicago, IL, United States",-87.6297982,41.8781136,"chicago, il, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7215","U.I.C.","Chicago","IL",1983,"","Bob Damron's Address Book","United States",NA,"(2nd floor T-Room) (Stevenson)","Cruising Areas","Chicago, IL, United States",-87.6297982,41.8781136,"chicago, il, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7216","U.I.C.","Chicago","IL",1983,"","Bob Damron's Address Book","United States",NA,"Douglas Hall","Cruising Areas","Chicago, IL, United States",-87.6297982,41.8781136,"chicago, il, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7217","U.N.C. - Carroll Hall","Chapel Hill","NC",1983,"","Bob Damron's Address Book","United States",NA,"(1st floor) T-Rooms","Cruising Areas","Chapel Hill, NC, United States",-79.0558445,35.9131996,"chapel hill, nc, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7218","U.N.C. - Wilson Library","Chapel Hill","NC",1983,"","Bob Damron's Address Book","United States",NA,"(Basement)","Cruising Areas","Chapel Hill, NC, United States",-79.0558445,35.9131996,"chapel hill, nc, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7219","U.N.C.G. - Forney Hall","Greensboro","NC",1983,"","Bob Damron's Address Book","United States",NA,"T-Rooms (3rd floor)","Cruising Areas","Greensboro, NC, United States",-79.7919754,36.0726354,"greensboro, nc, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area,(AYOR)",NA,NA,NA,NA,NA,NA,NA
"7220","U.N.C.G. - Library, Tower, & Elliott Center","Greensboro","NC",1983,"","Bob Damron's Address Book","United States",NA,"T-Rooms","Cruising Areas","Greensboro, NC, United States",-79.7919754,36.0726354,"greensboro, nc, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7221","U.S.L.","Lafayette","LA",1983,"","Bob Damron's Address Book","United States",NA,"(2nd & 3rd floor T-Rooms) (Wharton Hall)","Cruising Areas","Lafayette, LA, United States",-92.0198427,30.2240897,"lafayette, la, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7222","U.S.L.","Lafayette","LA",1983,"","Bob Damron's Address Book","United States",NA,"(Library)","Cruising Areas","Lafayette, LA, United States",-92.0198427,30.2240897,"lafayette, la, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7223","U.T.C. - Race Hall","Chattanooga","TN",1983,"","Bob Damron's Address Book","United States",NA,"Downstairs T-Room","Cruising Areas","Chattanooga, TN, United States",-85.3093995,35.0457984,"chattanooga, tn, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7224","UMC Women's Center","Columbia","MO",1983,"1 Gentry Hall, University of Colombia 66201","Gaia's Guide","United States",NA,"Tel 882 6621 Social Services, counseling, referrals and resources",NA,"Columbia, MO, United States",-92.3340724,38.9517053,"columbia, mo, usa","Centers","Organizations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","checked","****","","","",NA
"7225","Un-Abridged Books Inc","Chicago","IL",1983,"","Gaia's Guide","United States",NA,"tel. 883-9119. Gay literature/women/fine magazines.",NA,"Chicago, IL, United States",-87.6297982,41.8781136,"chicago, il, usa","Bookstores","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3251 N Broadway ","","","","","Lilly Smith",NA
"7226","Un-Named Women's Bar","Kettering","OH",1983,"","Gaia's Guide","United States",NA,"No Phone Listing.",NA,"Kettering, OH, United States",-84.1688274,39.6895036,"kettering, oh, usa","Bars","Bars, Clubs, Coffeehouses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","checked","***","","","",NA
"7227","Unabridge Books, Inc.","Chicago","IL",1983,"","Bob Damron's Address Book","United States",NA,"","Book Store","Chicago, IL, United States",-87.6297982,41.8781136,"chicago, il, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"7228","Uncensored Swinger","New York City ","NY",1983,"Room 603","Gaia's Guide","United States",NA,"No Phone Listing. Comes out twice a year. Some people say the swinger movement has something to offer. ",NA,"New York City , NY, United States",-74.0059728,40.7127753,"new york, ny, usa","Publication","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"147 W 42nd St ","","","","","",NA
"7229","Uncle Charlie's","Miami","FL",1983,"","Bob Damron's Address Book","United States",NA,"(Disco)(WE*)","Bars/Clubs","Miami, FL, United States",-80.1917902,25.7616798,"miami, fl, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(D),(WE),(*)",NA,NA,NA,NA,NA,NA,NA
"7230","Uncle Charlie's 'Rustlers'","Boston","MA",1983,"","Bob Damron's Address Book","United States",NA,"(Some W, SM )(WE*) Diplomat Hotel,","Bars/Clubs,Hotel","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(W),(SM),(WE),(*)",NA,NA,NA,NA,NA,NA,NA
"7231","Uncle Charlie's North","New York City","NY",1983,"","Bob Damron's Address Book","United States",NA,"(Cruisy) at 75th St.","Bars/Clubs,Cruising Areas","New York City, NY, United States",-74.0059728,40.7127753,"new york, ny, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*),(YC)",NA,NA,NA,NA,NA,NA,NA
"7232","Uncle Charlie's Restaurant","New York City","NY",1983,"","Bob Damron's Address Book","United States",NA,"at 36th St.","Restaurant","New York City, NY, United States",-74.0059728,40.7127753,"new york, ny, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(R),(*)",NA,NA,NA,NA,NA,NA,NA
"7233","Uncle Charlie's South","New York City","NY",1983,"","Bob Damron's Address Book","United States",NA,"('Top' lower midtown East Side cruise bar) at 38th St.","Bars/Clubs","New York City, NY, United States",-74.0059728,40.7127753,"new york, ny, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*),(YC)",NA,NA,NA,NA,NA,NA,NA
"7234","Unde Charlie's Downtown","New York City","NY",1983,"","Bob Damron's Address Book","United States",NA,"","Restaurant","New York City, NY, United States",-74.0059728,40.7127753,"new york, ny, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*),(R)",NA,NA,NA,NA,NA,NA,NA
"7235","Under Construction","Cincinnati","OH",1983,"","Bob Damron's Address Book","United States",NA,"(Some 'Hustlers')(Open Sundays* )(Good cocktail hour)","Bars/Clubs","Cincinnati, OH, United States",-84.5120196,39.1031182,"cincinnati, oh, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*)",NA,NA,NA,NA,NA,NA,NA
"7236","Underground","Detroit","MI",1983,"","Bob Damron's Address Book","United States",NA,"(WE-AH, 2-4am) at Greenfield","Bars/Clubs","Detroit, MI, United States",-83.0457538,42.331427,"detroit, mi, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(D),(WE),(AH)",NA,NA,NA,NA,NA,NA,NA
"7237","Underground","Manhattan","NY",1983,"","Gaia's Guide","United States",NA,"No Phone Listing Very gay and owned by a woman. When a lesbian's feeling sleazy it is a nice place to go. ",NA,"Manhattan, NY, United States",-73.9712488,40.7830603,"manhattan, new york, ny, usa","Bars","Bars, Clubs, Coffeehouses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"390 West St","","**","","","",NA
"7238","Underground","New York City","NY",1983,"","Bob Damron's Address Book","United States",NA,"(An erotic emporium - books, 'toys', etc.) (Dock Strip)","Erotic Shop,Book Store","New York City, NY, United States",-74.0059728,40.7127753,"new york, ny, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"7239","Underground","Portland","ME",1983,"","Bob Damron's Address Book","United States",NA,"(Tops in area')(Disco)(Liquor)","Bars/Clubs,Restaurant","Portland, ME, United States",-70.2568189,43.6590993,"portland, me, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*),(YC),(D),(R)",NA,NA,NA,NA,NA,NA,NA
"7240","UNH Women's Center","Durham","NH",1983,"","Gaia's Guide","United States",NA,"Tel 862 1968 Workshops, varied programs, and lectures, lending library, political and general resource center for women's interests. ",NA,"Durham, NH, United States",-70.9264393,43.1339545,"durham, nh 03824, usa","Centers","Organizations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134 Memorial Union Building ","","****","","","",NA
"7241","Unicorn","Baltimore","MD",1983,"","Bob Damron's Address Book","United States",NA,"(Fun neighborhood bar *)","Bars/Clubs","Baltimore, MD, United States",-76.6121893,39.2903848,"baltimore, md, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(D),(*)",NA,NA,NA,NA,NA,NA,NA
"7242","Unicorn","Santa Barbara","CA",1983,"","Bob Damron's Address Book","United States",NA,"(Some W, SM, L)(WE*)","Bars/Clubs","Santa Barbara, CA, United States",-119.6981901,34.4208305,"santa barbara, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(D),(W),(SM),(L),(PT),(WE),(*)",NA,NA,NA,NA,NA,NA,NA
"7243","Unicorn Book Store","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States",NA,"","Book Store","Los Angeles, CA, United States",-118.2436849,34.0522342,"los angeles, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*)",NA,NA,NA,NA,NA,NA,NA
"7244","Unicorn Club Ltd.","Chicago","IL",1983,"","Bob Damron's Address Book","United States",NA,"(Baths)","Bathhouses","Chicago, IL, United States",-87.6297982,41.8781136,"chicago, il, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*)",NA,NA,NA,NA,NA,NA,NA
"7245","Unicorn Shop","San Antonio","TX",1983,"","Bob Damron's Address Book","United States",NA,"(Cards & Gifts)","Business","San Antonio, TX, United States",-98.4945922,29.4251905,"san antonio, tx, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"7246","Unicorn Travel","New York City ","NY",1983,"","Gaia's Guide","United States",NA,"Tel 696 9460",NA,"New York City , NY, United States",-74.0059728,40.7127753,"new york, ny, usa","Travel Agents","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"347 5th Ave ","","","","","",NA
"7247","Union 76 'Truck Stop'","El Paso","TX",1983,"","Bob Damron's Address Book","United States",NA,"& 1-10 from Viscount to Sunland Px.","Cruising Areas","El Paso, TX, United States",-106.4850217,31.7618778,"el paso, tx, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7248","Union 76 Truck Stop","Oklahoma City","OK",1983,"","Bob Damron's Address Book","United States",NA,"","Cruising Areas","Oklahoma City, OK, United States",-97.5164276,35.4675602,"oklahoma city, ok, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area,(AYOR)",NA,NA,NA,NA,NA,NA,NA
"7249","Union 76 Truck Stop","Ontario","CA",1983,"","Bob Damron's Address Book","United States",NA,"opp. Ontario Speedway (I-10)","Cruising Areas","Ontario, CA, United States",-117.6508876,34.0633443,"ontario, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7250","Union 76 Truck Stop","Tuscaloosa","AL",1983,"","Bob Damron's Address Book","United States",NA,"(T-Room)","Cruising Areas","Tuscaloosa, AL, United States",-87.5691735,33.2098407,"tuscaloosa, al, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7251","Union Adult Boutique","Spartanburg","SC",1983,"","Bob Damron's Address Book","United States",NA,"","Erotic Shop","Spartanburg, SC, United States",-81.9320482,34.9495672,"spartanburg, sc, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"7252","Union Jack","Dallas","TX",1983,"","Bob Damron's Address Book","United States",NA,"(Clothing store)","Business","Dallas, TX, United States",-96.7969879,32.7766642,"dallas, tx, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"7253","Union Jack","Houston","TX",1983,"","Bob Damron's Address Book","United States",NA,"(clothing)","","Houston, TX, United States",-95.3698028,29.7604267,"houston, tx, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"7254","Union Square Liquors","Kailua-Kona","HI",1983,"","Bob Damron's Address Book","United States",NA,"","Cruising Areas","Kailua-Kona, HI, United States",-155.9962255,19.6419129,"kailua-kona, hi, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7255","Union St.","Cumberland","MD",1983,"","Bob Damron's Address Book","United States",NA,"nr. Holiday Inn","Cruising Areas","Cumberland, MD, United States",-78.7625185,39.6528654,"cumberland, md 21502, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7256","Union Station","Hartford","CT",1983,"","Bob Damron's Address Book","United States",NA,"","Cruising Areas","Hartford, CT, United States",-72.6733723,41.7658043,"hartford, ct, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7257","Unique News & parking lot","Niagra Falls","NY",1983,"","Bob Damron's Address Book","United States",NA,"","Cruising Areas","Niagra Falls, NY, United States",-79.0377388,43.0962143,"niagara falls, ny, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7258","United Bookstore","Worcester","MA",1983,"","Bob Damron's Address Book","United States",NA,"","Book Store","Worcester, MA, United States",-71.8022934,42.2625932,"worcester, ma, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"7259","United Comm. Church","El Paso","TX",1983,"","Bob Damron's Address Book","United States",NA,"","Religious Institution","El Paso, TX, United States",-106.4850217,31.7618778,"el paso, tx, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"7260","United Community Church","Dallas","TX",1983,"","Bob Damron's Address Book","United States",NA,"","Religious Institution","Dallas, TX, United States",-96.7969879,32.7766642,"dallas, tx, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"7261","United Discounts","Boston","MA",1983,"","Bob Damron's Address Book","United States",NA,"(Books, Jewelry, etc.)","Book Store,Business","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"7262","United Sisters","","NJ",1983,"PO Box 41 Garwood NJ 07027-041","Gaia's Guide","United States",NA,"Tel 233 3848 Strictly a social group ",NA,", NJ, United States",-74.4056612,40.0583238,"new jersey, usa","Information Services","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","checked","","","","",NA
"7263","Univ. of Dayton","Dayton","OH",1983,"","Bob Damron's Address Book","United States",NA,"4th & 6th floor T-Rooms","Cruising Areas","Dayton, OH, United States",-84.1916069,39.7589478,"dayton, oh, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7264","Univ. of N.D. Student Union","Grand Forks","ND",1983,"","Bob Damron's Address Book","United States",NA,"T-Room - main floor","Cruising Areas","Grand Forks, ND, United States",-97.0328547,47.9252568,"grand forks, nd, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7265","Universal Fellowship of Metropolitan Community Church (UFMCC)","Los Angeles","CA",1983,"","Gaia's Guide","United States",NA,"International headquarters of the METROPOLITAN COMMUNITY CHURCHES(M.C.C.)- contact them for the latest details about the local churches. They publish a directory of all local M.C.C.'s -over 150 in 8 countries.",NA,"Los Angeles, CA, United States",-118.2436849,34.0522342,"los angeles, ca, usa","Religious Groups","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5300 Santa Monica Blvd","","","","","Lilly Smith",NA
"7266","Universal Fellowship of Metropolitan Community Churches","Washington","DC",1983,"","Gaia's Guide","United States",NA,"NE Suite 210 20005 Tel. 543-2260. Pubhcat,on: GAYSON THE HILL.",NA,"Washington, DC, United States",-77.0368707,38.9071923,"washington, dc, usa","Religious Groups","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"110 Maryland Ave","","","","","Lilly Smith",NA
"7267","Universe Travel Service","Pittsburgh","PA",1983,"","Bob Damron's Address Book","United States",NA,"","Travel Service","Pittsburgh, PA, United States",-79.9958864,40.4406248,"pittsburgh, pa, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"7268","Universe Travel Service","Pittsburgh","PA",1983,"","Bob Damron's Address Book","United States",NA,"","Travel Service","Pittsburgh, PA, United States",-79.9958864,40.4406248,"pittsburgh, pa, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"7269","University Ave.","Gainesville","FL",1983,"","Bob Damron's Address Book","United States",NA,"(Late - AYOR)","Cruising Areas","Gainesville, FL, United States",-82.3248262,29.6516344,"gainesville, fl, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area,(AYOR)",NA,NA,NA,NA,NA,NA,NA
"7270","University Drug Store","Albuquerque","NM",1983,"","Bob Damron's Address Book","United States",NA,"","Cruising Areas","Albuquerque, NM, United States",-106.650422,35.0843859,"albuquerque, nm, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7271","University of Iowa Women's Resource & Action Center","Iowa City","IA",1983,"","Gaia's Guide","United States",NA,"52240 Tel. 353-6265. Hope of the lesbian Alliance- their publication is BETTER HOMES AND DYKES- newsletter. They have a full range of social activities and facilities including sports teams, also cultural and political activities...concerts, workshops and much much more. NOW Support group for new gay women. The Center is open from 9am to 5pm every weekend and Tuesday and Thursday evenings during the academic year. ",NA,"Iowa City, IA, United States",-91.5346169,41.6578257,"iowa city, ia, usa","Center","Organizations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"130 N Madison","","****(*)","","","Lilly Smith",NA
"7272","Up the Street","Ft. Wayne","IN",1983,"","Bob Damron's Address Book","United States",NA,"(Disco)(Showbar)","Restaurant","Ft. Wayne, IN, United States",-85.1393513,41.079273,"fort wayne, in, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*),(YC),(D),(R)",NA,NA,NA,NA,NA,NA,NA
"7273","Update","San Diego","CA",1983,"","Bob Damron's Address Book","United States",NA,"(Publication)","Publication","San Diego, CA, United States",-117.1610838,32.715738,"san diego, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"7274","Upper Darby","Philadelphia","PA",1983,"","Bob Damron's Address Book","United States",NA,"69th St. area 'hustlers'","Cruising Areas","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"7275","Upstage 54","Knoxville","TN",1983,"","Bob Damron's Address Book","United States",NA,"(Disco)(S-E)(2 Floors)","Bars/Clubs","Knoxville, TN, United States",-83.9207392,35.9606384,"knoxville, tn, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*),(YC),(D),(S),(E)",NA,NA,NA,NA,NA,NA,NA
"7276","Upstairs Lounge","Richmond","VA",1983,"","Bob Damron's Address Book","United States",NA,"(Disco) (Open Thur - Fri -Sat only)","Bars/Clubs","Richmond, VA, United States",-77.4360481,37.5407246,"richmond, va, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(YC),(D),(*)",NA,NA,NA,NA,NA,NA,NA
"7277","Upstairs Lounge","Richmond","VI",1983,"","Gaia's Guide","United States",NA,"Tel. 355 0549. Exact address unknown.",NA,"Richmond, VI, United States",-77.4360481,37.5407246,"richmond, va, usa","Bars","Bars, Clubs, Coffeehouses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","checked","**","","","",NA
"7278","Upstream","New York City","NY",1983,"","Bob Damron's Address Book","United States",NA,"","Restaurant","New York City, NY, United States",-74.0059728,40.7127753,"new york, ny, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(M),(R)",NA,NA,NA,NA,NA,NA,NA
"7279","Uptown Book Store","Youngstown","OH",1983,"","Bob Damron's Address Book","United States",NA,"","Book Store","Youngstown, OH, United States",-80.6495194,41.0997803,"youngstown, oh, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"7280","Uptown Book Stores","Detroit","MI",1983,"","Bob Damron's Address Book","United States",NA,"","Book Store","Detroit, MI, United States",-83.0457538,42.331427,"detroit, mi, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*)",NA,NA,NA,NA,NA,NA,NA
"7281","Uptown Book Stores","Detroit","MI",1983,"","Bob Damron's Address Book","United States",NA,"","Book Store","Detroit, MI, United States",-83.0457538,42.331427,"detroit, mi, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*)",NA,NA,NA,NA,NA,NA,NA
"7282","Uptown Connection","Indianapolis","IN",1983,"","Bob Damron's Address Book","United States",NA,"(Looks promising)","Bars/Clubs","Indianapolis, IN, United States",-86.158068,39.768403,"indianapolis, in, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(D)",NA,NA,NA,NA,NA,NA,NA
"7283","Uptown Strutters Ball","Provincetown","MA",1983,"","Bob Damron's Address Book","United States",NA,"(Clothing store)","Business","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"7284","Urghyli Lounge","Lebanon","NH",1983,"","Bob Damron's Address Book","United States",NA,"","Bars/Clubs","Lebanon, NH, United States",-72.2517569,43.6422934,"lebanon, nh, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(M)",NA,NA,NA,NA,NA,NA,NA
