"geocode.value","lon","lat","geoAddress"
"Port Salerno, FL, United States",-80.2006014,27.1442168,"port salerno, fl 34997, usa"
"Albany, FL, United States",-81.5157535,27.6648274,"florida, usa"
"Westtown, NY, United States",-74.5398821,41.336761,"westtown, ny 10998, usa"
"Passaic Park, NJ, United States",-74.1284764,40.8567662,"passaic, nj, usa"
"Grand Ronde, OR, United States",-123.6092771,45.060113,"grand ronde, or 97347, usa"
"Little River, CA, United States",-123.7899217,39.2717465,"little river, ca, usa"
"Weimar, CA, United States",-120.9724425,39.0373968,"weimar, ca 95713, usa"
"Cave Creek, AZ, United States",-111.9507042,33.8333716,"cave creek, az 85331, usa"
"Trumbull, CT, United States",-73.2006639,41.2428563,"trumbull, ct 06611, usa"
"Briarwood, NY, United States",-73.813561,40.7109315,"briarwood, queens, ny, usa"
"Rego Park, NY, United States",-73.8624893,40.7255722,"rego park, queens, ny, usa"
"West Islip, NY, United States",-73.3062302,40.7062104,"west islip, ny, usa"
"Southampton, NY, United States",-72.3895296,40.884267,"southampton, ny 11968, usa"
"Congers, NY, United States",-73.9454159,41.150651,"congers, ny, usa"
"Lynn, MA, United States",-70.9494938,42.466763,"lynn, ma, usa"
"Boerum Hill, NY, United States",-73.9844722,40.6848689,"boerum hill, brooklyn, ny, usa"
"Fairview, NJ, United States",-73.999028,40.8126006,"fairview, nj 07022, usa"
"North Merrick, NY, United States",-73.5635312,40.6913859,"north merrick, ny, usa"
"Treasure Island, FL, United States",-82.7689906,27.7691937,"treasure island, fl, usa"
"Sudbury, MA, United States",-71.4161725,42.3834278,"sudbury, ma, usa"
"Nevada City, CA, United States",-121.0160594,39.2615606,"nevada city, ca 95959, usa"
"West New York, NJ, United States",-74.0143064,40.7878788,"west new york, nj 07093, usa"
"East Palo Alto, CA, United States",-122.1410751,37.4688273,"east palo alto, ca, usa"
"Pomfret, CT, United States",-71.9625736,41.8975977,"pomfret, ct, usa"
"Morehead, NC, United States",-76.7260436,34.7229391,"morehead city, nc, usa"
"Morehead City, NC, United States",-76.7260436,34.7229391,"morehead city, nc, usa"
"Conway, NH, United States",-71.1203479,43.9791831,"conway, nh, usa"
"Convent Station, NJ, United States",-74.4457962,40.7802559,"convent station, morris twp, nj 07960, usa"
"Glasser, NJ, United States",-74.6358345,40.971853,"glasser, hopatcong, nj 07837, usa"
"Big Bear Lake, CA, United States",-116.9114215,34.2438963,"big bear lake, ca, usa"
"Woburn, MA, United States",-71.1522765,42.4792618,"woburn, ma, usa"
"North Vancouver, BC, Canada",-123.0724139,49.3199816,"north vancouver, bc, canada"
"Valhalla, NY, United States",-73.7751326,41.0748188,"valhalla, ny, usa"
"Merritt Parkway, CT, United States",-73.3740875,41.163739,"merritt pkwy, connecticut, usa"
"Gastonia, NC, United States",-81.1870849,35.2621735,"gastonia, nc, usa"
"College Park, MD, United States",-76.93776,38.9896967,"college park, md, usa"
"Kodiak Island, AK, United States",-153.495022,57.4912463,"kodiak island, alaska, usa"
"Owensboro, KY, United States",-87.1111676,37.7719074,"owensboro, ky, usa"
"Dodson, LA, United States",-92.660428,32.0804373,"dodson, la 71422, usa"
"Charlottsville, VA, United States",-78.4766781,38.0293059,"charlottesville, va, usa"
"Schaumburg, IL, United States",-88.0834059,42.0333607,"schaumburg, il, usa"
"Tri-Cities, WA, United States",-119.2233014,46.2349999,"tri-cities, wa, usa"
"Wisconsin Rapids, WI, United States",-89.8173465,44.3835763,"wisconsin rapids, wi, usa"
"Ft.Bragg, CA, United States",-123.8052935,39.445723,"fort bragg, ca 95437, usa"
"Hinesburg, VT, United States",-73.110679,44.3292199,"hinesburg, vt, usa"
"Alexandra, LA, United States",-92.4451371,31.3112936,"alexandria, la, usa"
"Jacksonville, AL, United States",-85.7613536,33.8137125,"jacksonville, al 36265, usa"
"Sussex, NJ, United States",-74.6076614,41.2098177,"sussex, nj 07461, usa"
"Woodland Hills, CA, United States",-118.6089752,34.165357,"woodland hills, los angeles, ca, usa"
"Wallace, ID, United States",-115.9279387,47.4740945,"wallace, id 83873, usa"
"Noel, MO, United States",-94.485217,36.5456293,"noel, mo 64854, usa"
"Glenbrook, CT, United States",-73.5262337,41.064819,"glenbrook, stamford, ct 06906, usa"
"Central Falls, RI, United States",-71.3922785,41.8906553,"central falls, ri 02863, usa"
"East Greenwich, RI, United States",-71.5130445,41.6342619,"east greenwich, ri 02818, usa"
"Metairie, LA, United States",-90.1528519,29.9840922,"metairie, la, usa"
"Metaririe, LA, United States",-90.1528519,29.9840922,"metairie, la, usa"
"St. Claire, OH, United States",-80.90176,40.0803199,"st clairsville, oh 43950, usa"
"Brinnon, WA, United States",-122.8982142,47.679259,"brinnon, wa 98320, usa"
"North Beach, MD, United States",-76.5310669,38.7073406,"north beach, md, usa"
"Greenburg, PA, United States",-79.5389289,40.3014581,"greensburg, pa 15601, usa"
"Greensburg, PA, United States",-79.5389289,40.3014581,"greensburg, pa 15601, usa"
"Wolf Creek, OR, United States",-123.3953424,42.6953954,"wolf creek, or 97497, usa"
"Sunapee, NH, United States",-72.0878634,43.3875746,"sunapee, nh, usa"
"Wheatfield, NY, United States",-78.8722341,43.0851069,"wheatfield, ny, usa"
"Grand Portage, MN, United States",-89.6848121,47.963776,"grand portage, mn 55605, usa"
"Hampton, VA, United States",-76.3452218,37.0298687,"hampton, va, usa"
"Linden, NJ, United States",-74.2445902,40.6220478,"linden, nj, usa"
"Hatfield, MA, United States",-72.5963431,42.3732554,"hatfield, ma, usa"
"Mt. Vernon, WA, United States",-122.3374542,48.4201105,"mount vernon, wa, usa"
"Remer, MN, United States",-93.9160687,47.0560649,"remer, mn 56672, usa"
"East Hardwick, VT, United States",-72.3075291,44.520629,"east hardwick, hardwick, vt 05836, usa"
"Reed, KY, United States",-87.3541718,37.851156,"reed, ky 42451, usa"
"Kent, WA, United States",-122.234771,47.3830671,"kent, wa, usa"
"Greenbelt, MD, United States",-76.8755282,39.0045544,"greenbelt, md, usa"
"Hardwick, VT, United States",-72.3486803,44.5416243,"hardwick, vt, usa"
"Glouchester, MA, United States",-70.6619888,42.6159285,"gloucester, ma, usa"
"Indio, CA, United States",-116.2155619,33.7205771,"indio, ca, usa"
"Babylon, NY, United States",-73.3256753,40.6956552,"babylon, ny, usa"
"Lancaster, NY, United States",-78.6703062,42.9006144,"lancaster, ny, usa"
"Wailuku, Maui, HI, United States",-156.5048344,20.8869433,"wailuku, hi 96793, usa"
"Hamburg, PA, United States",-75.9818772,40.5556484,"hamburg, pa 19526, usa"
"Bellevue, NE, United States",-95.9177224,41.151465,"bellevue, ne, usa"
"Hammonasset, CT, United States",-72.6003321310466,41.3392466728331,"hammonasset river, connecticut, usa"
"Hampton, NH, United States",-70.8389219,42.9375932,"hampton, nh, usa"
"Willow Springs, MO, United States",-91.9698742,36.9922768,"willow springs, mo 65793, usa"
"Herndon, CA, United States",-119.916389,36.836667,"herndon, ca 93722, usa"
"Monroe, OH, United States",-84.3610458,39.4450552,"monroe, oh, usa"
"Idaho Springs, CO, United States",-105.5136081,39.7424881,"idaho springs, co, usa"
"Bay Shore, NY, United States",-73.2453946,40.7250986,"bay shore, ny, usa"
"Perth Amboy, NJ, United States",-74.2654234,40.5067723,"perth amboy, nj, usa"
"Morro Bay, CA, United States",-120.8499924,35.3659445,"morro bay, ca, usa"
"Orland, ME, United States",-68.7378128,44.5706252,"orland, me, usa"
"Saguache, CO, United States",-106.1419671,38.0875,"saguache, co 81149, usa"
"High Point, NC, United States",-80.0053176,35.9556923,"high point, nc, usa"
"Azusa, CA, United States",-117.9075627,34.1336186,"azusa, ca, usa"
"Crestwood, IL, United States",-87.7525511,41.6611444,"crestwood, il, usa"
"Elmont, NY, United States",-73.712909,40.700936,"elmont, ny, usa"
"Lewiston, ID, United States",-117.0011889,46.4004089,"lewiston, id 83501, usa"
"New Rochelle, NY, United States",-73.7823549,40.9114882,"new rochelle, ny, usa"
"Dotham, AL, United States",-85.3904888,31.2232313,"dothan, al, usa"
"Dothan, AL, United States",-85.3904888,31.2232313,"dothan, al, usa"
"Dundee, IA, United States",-91.5465384,42.5791517,"dundee, ia 52038, usa"
"Hauppauge, NY, United States",-73.2026138,40.8256536,"hauppauge, ny, usa"
"Bearsville, NY, United States",-74.1588668,42.0414635,"bearsville, ny 12409, usa"
"Martinsville, IN, United States",-86.4283279,39.4278253,"martinsville, in 46151, usa"
"Cold Spring, NY, United States",-73.954583,41.4200937,"cold spring, ny 10516, usa"
"Fort Dodge, IA, United States",-94.1680158,42.4974694,"fort dodge, ia 50501, usa"
"Ft. Dodge, IA, United States",-94.1513764,42.3974963,"iowa, usa"
"Highland Park, MI, United States",-83.096868,42.4055925,"highland park, mi 48203, usa"
"Glendora, CA, United States",-117.865339,34.1361187,"glendora, ca, usa"
"Jamaica, NY, United States",-73.7889689,40.702677,"jamaica, queens, ny, usa"
"Antioch, IL, United States",-88.0956396,42.4772418,"antioch, il 60002, usa"
"El Dorado, AR, United States",-92.6655716,33.207471,"el dorado, ar 71730, usa"
"Bethlehem, NH, United States",-71.6875364,44.2803843,"bethlehem, nh, usa"
"Arlington, VT, United States",-73.1539734,43.0747858,"arlington, vt 05250, usa"
"Gibson, PA, United States",-75.6440751,41.803413,"gibson, pa 18847, usa"
"Plainview, TX, United States",-101.7068417,34.1847936,"plainview, tx 79072, usa"
"Ft. Belvoir, VA, United States",-77.1542684,38.7188716,"fort belvoir, va, usa"
"Sault Ste. Marie, MI, United States",-84.3475876,46.4977115,"sault ste. marie, mi 49783, usa"
"Tupelo, MS, United States",-88.7033859,34.2576066,"tupelo, ms, usa"
"Point Loma, CA, United States",-117.2466838,32.70003,"point loma, san diego, ca, usa"
"Murpheesboro, TN, United States",-86.39027,35.8456213,"murfreesboro, tn, usa"
"Pierre, SD, United States",-100.3537522,44.3667876,"pierre, sd 57501, usa"
"Buckingham, PA, United States",-75.3062326,41.8665956,"buckingham township, pa, usa"
"Calgary, Alberta, Canada",-114.0718831,51.0447331,"calgary, ab, canada"
"Hinsdale, IL, United States",-87.9370052,41.8008642,"hinsdale, il, usa"
"Greenwhich, CT, United States",-73.6281964,41.0262417,"greenwich, ct, usa"
"Greenwich, CT, United States",-73.6281964,41.0262417,"greenwich, ct, usa"
"Warren, VT, United States",-72.8559474,44.112005,"warren, vt 05674, usa"
", DE, United States",-75.5276699,38.9108325,"delaware, usa"
"Milton, DE, United States",-75.3099136,38.7776124,"milton, de 19968, usa"
"Waitsfield, VT, United States",-72.7798479,44.1926386,"waitsfield, vt, usa"
"Paris Pike, KY, United States",-84.4081432,38.1069042,"paris pike, kentucky, usa"
"Lava Hot Springs, ID, United States",-112.0110712,42.6193625,"lava hot springs, id 83246, usa"
"White River Junction, VT, United States",-72.3192579,43.6489596,"white river junction, hartford, vt, usa"
"Aguas Buenas, PR, United States",-66.1029442,18.2568989,"aguas buenas, puerto rico"
"Southboro, MA, United States",-71.5245087,42.3056501,"southborough, ma, usa"
"Long Wharf, CT, United States",-72.92134,41.2968149,"long wharf, new haven, ct, usa"
"Meridien, CT, United States",-72.8070435,41.5381535,"meriden, ct, usa"
"Kouts, IN, United States",-87.0258594,41.3167058,"kouts, in 46347, usa"
"La Jolla, CA, United States",-117.2712717,32.8328112,"la jolla, san diego, ca, usa"
"Midway City, CA, United States",-117.9863236,33.7446861,"midway city, ca, usa"
"Shelby, NC, United States",-81.5356463,35.2923513,"shelby, nc, usa"
"Byfield, MA, United States",-70.9475103,42.7595355,"byfield, newbury, ma 01922, usa"
", TN, United States",-86.5804473,35.5174913,"tennessee, usa"
"Marseilles, IL, United States",-88.7081293,41.3308666,"marseilles, il 61341, usa"
"Groton, CT, United States",-72.0790717,41.3497456,"groton, ct, usa"
"Wethersfield, CT, United States",-72.6596244,41.7063537,"wethersfield, ct, usa"
"Miamisburg, OH, United States",-84.2866083,39.6428362,"miamisburg, oh, usa"
"Ridgewood, NJ, United States",-74.1165313,40.9792645,"ridgewood, nj 07450, usa"
"Argyle, NY, United States",-73.4915018,43.2378519,"argyle, ny 12809, usa"
"Long Branch, NJ, United States",-73.9923596,40.3042778,"long branch, nj 07740, usa"
"East Haven, CT, United States",-72.8684565,41.2841687,"east haven, ct, usa"
"Cupertino, CA, United States",-122.0321823,37.3229978,"cupertino, ca, usa"
"Evanston, IL, United States",-87.6876969,42.0450722,"evanston, il, usa"
"East Barnet, VT, United States",-72.0493779,44.2968323,"barnet, vt, usa"
"San Cristobal, NM, United States",-105.6394538,36.596413,"san cristobal, nm 87529, usa"
"Winfield, KS, United States",-96.9955918,37.2397486,"winfield, ks, usa"
"Vero Beach, FL, United States",-80.3972736,27.6386434,"vero beach, fl, usa"
"Dixmore, IL, United States",-87.6609098,41.6298973,"dixmoor, il, usa"
"Los Altos, CA, United States",-122.1141298,37.3852183,"los altos, ca, usa"
"Mineola, NY, United States",-73.6406845,40.7492678,"mineola, ny, usa"
"Asan, GU, United States",-95.712891,37.09024,"united states"
"Beverly Hills, CA, United States",-118.4003563,34.0736204,"beverly hills, ca, usa"
"Hodges, SC, United States",-82.2442889,34.2876186,"hodges, sc 29653, usa"
"Newport, KY, United States",-84.4957757,39.091449,"newport, ky 41071, usa"
"Syosset, NY, United States",-73.502068,40.8262101,"syosset, ny, usa"
"Shelby, MI, United States",-86.3639633,43.6086194,"shelby, mi 49455, usa"
"Watertown, NY, United States",-75.9107565,43.9747838,"watertown, ny 13601, usa"
"Miramar, PR, United States",-95.712891,37.09024,"united states"
"Prestonburg, KY, United States",-82.7715486,37.6656527,"prestonsburg, ky 41653, usa"
"Titusville, FL, United States",-80.8075537,28.6122187,"titusville, fl, usa"
"Richland Center, WI, United States",-90.3867928,43.3347053,"richland center, wi 53581, usa"
"Pittsefield, MA, United States",-73.2453824,42.4500845,"pittsfield, ma 01201, usa"
"Seaside, CA, United States",-121.822098,36.6149217,"seaside, ca, usa"
"Highlands Park, NJ, United States",-74.4243178,40.4959379,"highland park, nj 08904, usa"
"Norwalk, CA, United States",-118.081733,33.9022367,"norwalk, ca, usa"
"New Port Richey, FL, United States",-82.7192671,28.2441768,"new port richey, fl, usa"
"Creswell, OR, United States",-123.0245261,43.9179023,"creswell, or 97426, usa"
", NJ, United States",-74.4056612,40.0583238,"new jersey, usa"
"Westford, MA, United States",-71.4378411,42.5792583,"westford, ma 01886, usa"
"Norcross, GA, United States",-84.2137443,33.9411081,"norcross, ga, usa"
"Chamblee, GA, United States",-84.2988126,33.8920468,"chamblee, ga, usa"
"Newington, CT, United States",-72.7228293,41.6972996,"newington, ct, usa"
"Youngsville, NY, United States",-74.8854771,41.8054769,"youngsville, ny 12758, usa"
"Cape May, NJ, United States",-74.9060053,38.9351125,"cape may, nj 08204, usa"
"Kailua, HI, United States",-157.743368,21.3945828,"kailua, hi, usa"
"Kailua, Oahu, HI, United States",-157.743368,21.3945828,"kailua, hi, usa"
"Kihei, Maui, HI, United States",-156.4541873,20.7399409,"kihei, hi 96753, usa"
"Kalapana, HI, United States",-154.9667406,19.3625206,"kalapana, hi 96778, usa"
"Lewisburg, WV, United States",-80.4456303,37.8017879,"lewisburg, wv 24901, usa"
"PIscataway, NJ, United States",-74.4642861,40.554887,"piscataway, nj 08854, usa"
"North Salt Lake City, UT, United States",-111.9068824,40.8485564,"north salt lake, ut, usa"
"Bathurst, New South Wales, Australia",149.578693,-33.4111857,"bathurst nsw 2795, australia"
"Wrightstown, NJ, United States",-74.6179344,40.0362241,"wrightstown, nj, usa"
"Lompoc, CA, United States",-120.4579409,34.6391501,"lompoc, ca, usa"
"Floral Park, NY, United States",-73.7048532,40.7237133,"floral park, ny 11001, usa"
"Alleghany, CA, United States",-120.8429926,39.4692306,"alleghany, ca 95910, usa"
"Lihue, HI, United States",-159.3672769,21.9742235,"lihue, hi 96766, usa"
"Lihue, Kauai, HI, United States",-159.3672769,21.9742235,"lihue, hi 96766, usa"
"Paris, IL, United States",-87.6961374,39.611146,"paris, il 61944, usa"
"Cool, CA, United States",-121.016225,38.8880247,"cool, ca 95614, usa"
"Kingston, NJ, United States",-74.6134903,40.3753844,"kingston, south brunswick township, nj, usa"
"Avon, MA, United States",-71.0411582,42.1306554,"avon, ma, usa"
"Kingman, AZ, United States",-114.0530065,35.189443,"kingman, az, usa"
"Latham, NY, United States",-73.760537,42.7477661,"latham, ny 12110, usa"
"Nice, CA, United States",-122.848327,39.1232253,"nice, ca, usa"
"Kona, HI, United States",-155.9962255,19.6419129,"kailua-kona, hi, usa"
"Agana, GU, United States",-95.712891,37.09024,"united states"
"Barnegat Light, NJ, United States",-74.1062466,39.7576202,"barnegat light, nj, usa"
"Cos Cob, CT, United States",-73.5996472,41.0340436,"cos cob, greenwich, ct, usa"
"Northport, NY, United States",-73.3431727,40.9009313,"northport, ny 11768, usa"
"Baldwin Park, CA, United States",-117.9608978,34.0852868,"baldwin park, ca, usa"
"Cortland, NY, United States",-76.1804843,42.6011813,"cortland, ny 13045, usa"
"Honor, WI, United States",-86.0181451,44.6638886,"honor, mi 49640, usa"
"Tolland, CT, United States",-72.3686931,41.8714865,"tolland, ct 06084, usa"
"Renosa, Mexico, United States",-98.2978951,26.0508406,"reynosa, tamaulipas, mexico"
"Guttenberg, NJ, United States",-74.0037505,40.7920454,"guttenberg, nj 07093, usa"
"Reston, VA, United States",-77.3570028,38.9586307,"reston, va, usa"
"Rogers, AK, United States",-94.1256953,36.3335129,"rogers, ar, usa"
"Crown Point, IN, United States",-87.3653135,41.4169806,"crown point, in 46307, usa"
"Lake Alfred, FL, United States",-81.7234114,28.091963,"lake alfred, fl, usa"
"Paris, TN, United States",-88.3267107,36.3020023,"paris, tn 38242, usa"
"Belvidere, NJ, United States",-75.0776747,40.82982,"belvidere, nj 07823, usa"
"Pence, WI, United States",-90.2715658,46.4152257,"pence, wi 54550, usa"
"Landisville, NJ, United States",-74.938343,39.5251132,"landisville, buena, nj, usa"
"Bridgeport, PA, United States",-75.3451838,40.1051084,"bridgeport, pa, usa"
"Norristown, PA, United States",-75.3399048,40.121497,"norristown, pa, usa"
"Russellville, AR, United States",-93.1337007,35.278116,"russellville, ar, usa"
"Uniontown, PA, United States",-79.7164326,39.900076,"uniontown, pa 15401, usa"
"Unitown, PA, United States",-79.7164326,39.900076,"uniontown, pa 15401, usa"
"Lincolnville Beach, ME, United States",-69.0081405,44.2822204,"2402 us-1, lincolnville, me 04849, usa"
"Northport, ME, United States",-68.9613175,44.3377823,"northport, me 04849, usa"
"Methvan, MA, United States",-71.1908924,42.7262016,"methuen, ma 01844, usa"
"Hermon, NY, United States",-75.2304859,44.467283,"hermon, ny 13652, usa"
"Riviera Beach, FL, United States",-80.0580969,26.7753405,"riviera beach, fl, usa"
"Houghton, MI, United States",-88.5694182,47.1211331,"houghton, mi 49931, usa"
"Rogersville, TN, United States",-83.0054423,36.407317,"rogersville, tn 37857, usa"
"LaCrosse, WI, United States",-91.2519017,43.8137751,"la crosse, wi, usa"
"New York City, New York, United States",-74.0059728,40.7127753,"new york, ny, usa"
"Enumclaw, WA, United States",-121.9915003,47.2042681,"enumclaw, wa 98022, usa"
"London, England, United Kingdom",-0.1275862,51.5072178,"london, uk"
"Libertyville, IL, United States",-87.9531303,42.2830786,"libertyville, il, usa"
"Leeuwarden, , Netherlands",5.7999133,53.2012334,"leeuwarden, netherlands"
"Auburn, WA, United States",-122.2284532,47.3073228,"auburn, wa, usa"
"Cicero, IL, United States",-87.7539448,41.8455877,"cicero, il, usa"
"Lakeport, CA, United States",-122.9158293,39.0429506,"lakeport, ca 95453, usa"
"Palm Beach, FL, United States",-80.0364297,26.7056206,"palm beach, fl, usa"
"Norfolk, CA, United States",-76.2846096,36.8471208,"800 e city hall ave # 600, norfolk, va 23510, usa"
"Cape Coral, FL, United States",-81.9495331,26.5628537,"cape coral, fl, usa"
"Pass-a-Grille Beach, FL, United States",-82.7367372,27.6956855,"pass-a-grille beach, st pete beach, fl 33706, usa"
"Port Huron, MI, United States",-82.4249142,42.9708634,"port huron, mi, usa"
"Port Isabel, TX, United States",-97.2085844,26.0734119,"port isabel, tx, usa"
"Ocracoke Island, NC, United States",-75.9810097,35.1146152,"ocracoke, nc 27960, usa"
"Camp Verde, AZ, United States",-111.8543178,34.5636358,"camp verde, az 86322, usa"
"Proctorsville, VT, United States",-72.6358134,43.3910072,"proctorsville, cavendish, vt, usa"
"Cedar Crest, NM, United States",-106.3728019,35.1075459,"cedar crest, nm, usa"
"Mountainair, NM, United States",-106.241127,34.5203411,"mountainair, nm 87036, usa"
"Mt Pleasant, MI, United States",-84.7675139,43.5978075,"mt pleasant, mi 48858, usa"
"Chester, OH, United States",-81.9226372,39.0875777,"chester, oh 45720, usa"
"Imperial Beach, CA, United States",-117.1130849,32.5839444,"imperial beach, ca, usa"
"Santurce, PR, United States",-66.0641969,18.4481441,"santurce, san juan, puerto rico"
"Tempe, AR, United States",-111.9400054,33.4255104,"tempe, az, usa"
"Livingston, NJ, United States",-74.3300842,40.7862871,"livingston, nj 07039, usa"
"Livonia, MI, United States",-83.3527097,42.36837,"livonia, mi, usa"
"Conneaut Lake, PA, United States",-80.3053416,41.6033874,"conneaut lake, pa 16316, usa"
"Brimfield, MA, United States",-72.2005059,42.1225482,"brimfield, ma, usa"
"Urbana, OH, United States",-83.7524298,40.1083912,"urbana, oh 43078, usa"
"Newtown, CT, United States",-73.3035656,41.4141116,"newtown, ct, usa"
"Lake Havasu City, AZ, United States",-114.3224548,34.483901,"lake havasu city, az, usa"
"Arcadia, CA, United States",-118.0353449,34.1397292,"arcadia, ca, usa"
"Middletown, RI, United States",-71.2834538,41.5218243,"middletown, ri, usa"
"Whitethorn, CA, United States",-123.9430274,40.0236386,"whitethorn, ca 95589, usa"
"Emmaus, PA, United States",-75.4968502,40.5395421,"emmaus, pa 18049, usa"
"Media, PA, United States",-75.387693,39.9167783,"media, pa 19063, usa"
"Orono, ME, United States",-68.6719411,44.8831125,"orono, me, usa"
"Penobscot, ME, United States",-68.7111393,44.4645202,"penobscot, me, usa"
"Nixa, MO, United States",-93.294353,37.0433863,"nixa, mo 65714, usa"
"Washington, VA, United States",-78.1590813,38.7134301,"washington, va 22747, usa"
"Birmingham, MI, United States",-83.2113192,42.5467012,"birmingham, mi, usa"
"Lantana, FL, United States",-80.0519859,26.5867358,"lantana, fl, usa"
"Oakland, PA, United States",-80.3695096,40.989783,"oakland, pa 16101, usa"
"Goodland, MN, United States",-93.1357597,47.1618835,"goodland, mn 55742, usa"
"West Covina, CA, United States",-117.9389526,34.0686208,"west covina, ca, usa"
"Balboa, CA, United States",-117.924131,33.607795,"balboa peninsula, newport beach, ca, usa"
"Seagrove Beach, FL, United States",-86.1294365,30.3170641,"seagrove beach, fl 32459, usa"
"Fernandina Beach, FL, United States",-81.4625919,30.6696818,"fernandina beach, fl 32034, usa"
"Fort Knox, KY, United States",-85.9652686,37.8836637,"fort knox, ky, usa"
"Lansdale, PA, United States",-75.2837862,40.2414952,"lansdale, pa, usa"
"Monroe City, IN, United States",-87.3544609,38.6153256,"monroe city, in 47557, usa"
"Garrison, NY, United States",-73.9404737,41.3804881,"garrison, philipstown, ny 10524, usa"
"Preston Hollow, NY, United States",-74.2032581,42.443751,"preston hollow, preston-potter hollow, ny 12469, usa"
"Park Forest, IL, United States",-87.6744891,41.4914236,"park forest, il, usa"
"Portage, IN, United States",-87.1761455,41.5758707,"portage, in, usa"
"Makena, HI, United States",-156.4425,20.6544444,"makena, wailea-makena, hi 96753, usa"
"Makena, Maui, HI, United States",-156.4425,20.6544444,"makena, wailea-makena, hi 96753, usa"
"Melvindale, MI, United States",-83.175203,42.2825383,"melvindale, mi 48122, usa"
"N/A, CT, United States",-95.712891,37.09024,"united states"
"St. Cloud, MN, United States",-94.1632404,45.5579451,"st cloud, mn, usa"
"East Dummerston, VT, United States",-72.538599,42.9292184,"east dummerston, dummerston, vt 05346, usa"
"Harlingen, TX, United States",-97.6961026,26.1906306,"harlingen, tx, usa"
"Point Richmond, CA, United States",-122.383404,37.9252463,"point richmond, richmond, ca, usa"
"Virginia City, NV, United States",-119.6499793,39.3095135,"virginia city, nv 89440, usa"
"West Orange, NJ, United States",-74.2390828,40.7985699,"west orange, nj 07052, usa"
"Sunbury, PA, United States",-76.7944104,40.862585,"sunbury, pa 17801, usa"
"Indian Valley, VA, United States",-80.5520059,36.9087407,"indian valley, va 24105, usa"
"Eastport, MD, United States",-76.4813371,38.9703471,"eastport, annapolis, md 21403, usa"
"Freeport, MD, United States",-76.6412712,39.0457549,"maryland, usa"
"Columbiana, OH, United States",-80.6939643,40.8883931,"columbiana, oh 44408, usa"
"Ferrisburg, VT, United States",-73.2462341,44.2056098,"ferrisburgh, vt, usa"
"Millfield, OH, United States",-82.0966442,39.4327866,"millfield, oh 45761, usa"
"Morristown, NJ, United States",-74.4815438,40.7967667,"morristown, nj 07960, usa"
"Glenford, NY, United States",-74.1533563,42.0058485,"glenford, west hurley, ny, usa"
"Fox Lake, IL, United States",-88.1836965,42.3966874,"fox lake, il, usa"
"Hoboken, NJ, United States",-74.0323626,40.7439905,"hoboken, nj, usa"
"New Castle, PA, United States",-80.347009,41.0036719,"new castle, pa, usa"
"Rochester, MI, United States",-83.1338214,42.680588,"rochester, mi, usa"
"Athens, VT, United States",-72.5679089,43.1330826,"athens, vt, usa"
"Enid, OK, United States",-97.8783911,36.3955891,"enid, ok, usa"
"Leverett, MA, United States",-72.5011335,42.4519581,"leverett, ma, usa"
"West Somerville, MA, United States",-71.1285122,42.4082395,"west somerville, somerville, ma, usa"
"Valdosta, FL, United States",-83.2784851,30.8327022,"valdosta, ga, usa"
"Valdosta, GA, United States",-83.2784851,30.8327022,"valdosta, ga, usa"
"Angleton, TX, United States",-95.4318847,29.16941,"angleton, tx 77515, usa"
"Oshikosh, WI, United States",-88.5426136,44.0247062,"oshkosh, wi, usa"
"Willimsburg, VA, United States",-76.7074571,37.2707022,"williamsburg, va, usa"
"Wimberly, TX, United States",-98.0986204,29.9974362,"wimberley, tx, usa"
"Keene, NH, United States",-72.2781409,42.933692,"keene, nh, usa"
"Bowling Green, KY, United States",-86.4808043,36.9685219,"bowling green, ky, usa"
"Hart, MI, United States",-86.3639652,43.6983407,"hart, mi, usa"
"Mt. Pleasant, MI, United States",-84.7675139,43.5978075,"mt pleasant, mi 48858, usa"
"Wilcox, AZ, United States",-109.8320124,32.2528519,"willcox, az 85643, usa"
"Willcox, AZ, United States",-109.8320124,32.2528519,"willcox, az 85643, usa"
"Six Lakes, MI, United States",-85.1489282,43.4267153,"six lakes, mi 48886, usa"
"Milford, CT, United States",-73.064036,41.2306979,"milford, ct, usa"
"Jumping Branch, WV, United States",-80.9764795,37.6576185,"jumping branch, wv 25951, usa"
"Lyons, IL, United States",-87.8181128,41.8133651,"lyons, il, usa"
"Lawrence, MO, United States",-93.8248241,37.1500679,"lawrence county, mo, usa"
"Westerly, RI, United States",-71.8272871,41.3775987,"westerly, ri, usa"
"Petoskey, MI, United States",-84.9553296,45.3733428,"petoskey, mi 49770, usa"
"Roslyn, NY, United States",-73.6509622,40.7998227,"roslyn, ny, usa"
"Newport, WA, United States",-117.0432583,48.1796277,"newport, wa 99156, usa"
"Monroeville, PA, United States",-79.7881024,40.4211798,"monroeville, pa, usa"
"Guysville, OH, United States",-81.9233193,39.2899083,"guysville, oh, usa"
"Galloway, WV, United States",-80.121949,39.2323377,"galloway, wv 26416, usa"
"Rockland Lake, NY, United States",-73.9370823,41.1384289,"rockland lake, congers, ny 10920, usa"
"Washingtonville, NY, United States",-74.1659798,41.4278716,"washingtonville, ny 10992, usa"
"Covina, CA, United States",-117.8903397,34.0900091,"covina, ca, usa"
"Applegate, OR, United States",-123.1683833,42.2570662,"applegate, or 97527, usa"
