Name of Site/Org,Site Type,Address,Unclear Address?,City,State,Description (copy & paste),Stars,Star Type,Mentions Race?,Mentions Disability?,Notes to review (if any)
Heads or Tails,Gay/Alternative Bookstore,3764 North Meridian,,Fort Wayne,IN,Tel. 923-6216.,**,"Bars, Clubs, Coffeehouses",,,
Stepping Stone,"Alcoholism, Chemical Dependency, Drug Abuse Counseling",3767 Central Ave,,San Diego,CA,Tel. 284-9318. For lesbian/gay alcoholics.,,,,,
Vermie's ,Bars,3772 E Foothill Blvd,,Pasadena,CA,"(at Michilinda) Tel. 578-9359. Dancing, pool table. Local clientele -good atmosphere. Open Mon-Thurs 4pm-2am. Fn & Sat noon-2am; Sunday noon-midnight. Very, very highly recommended. Activities: sponsor softball and bowling teams. They sell GAIA'S GUIDE.",****,"Bars, Clubs, Coffeehouses",,,
New Women's Inn,Hotel,3777 25th St,,San Francisco,CA," 94110Tel. 285-4140.Women-only hotel/rooming house.Very friendly place, very reasonable rates. My friend Dee stayed there and said,'I was the only straight woman thereI!!!· Very, very highly recommended",,,,,
Jerry's Place,Bars,3780 Madison Pike Highway,,Covington,KY,"Tel. 358-3524. Dancing. Food served. No cover charge. Atmosphere homely, nice and quiet. Clientele: almost all gay women. Open 12 noon-2:30am and recommended very, very highly. Be sure to say 'hi' from GAIA. ",***,"Bars, Clubs, Coffeehouses",,,
Park Palace,Bars/Restaurants,3811 Park Blvd,,San Diego,CA,"Tel. 299-7086. 'Fashioned after the game of Monopoly, this bar-restaurant combo is a pleasant change from the disco scene. PARK PLACE is a small bar with a pool table- a good place to take a friend for a drink and talk. THE BOARDWALK CAFE is an elegant restaurant serving dinner, lunch and brunch. Really reasonable prices and good wine and things like homemade soups. Outdoorflining too! No reservations required. Open 4pm-2am/4am. Clientele: mostly gay men but always some women there too - and always most welcome.",**,"Bars, Clubs, Coffeehouses",,,
Sharron Voorhees,Attorney,3852 3rd Ave,,San Diego,CA,Tel. 298-8450. Attorney At Law. State Bar-certified family law specialist. Wills/partnerships/living together agreements/joint purchase agreements/dissolution of joint purchases/divorce/arbitration of property disputes.,,,,,
The East West Healing Center,Healing Center,3895 18th St,,San Francisco,CA,(at Sanchez) Tel.863-1980 Hours are from 9am to 5pm on Wednesdays.The clinic offers both diagnostic and therapeutic services through acupuncture and Chinese herbal medicine.The clinic will concentrate much of its effort on treatingSTS(sexually transmitted diseases),,,,,
The Go-Between,Coffeehouse,3928 Sunset Blvd,,Los Angeles,CA,Tel. 660-3178,****,"Bars, Clubs, Coffeehouses",,,
Town Crier Books,Bookstores,3937 SW Gage Center Dr,,Topeka,KS,Tel. 272 5080. Gay & feminist titles. ,,,,,
Papillon,Bars,3976 W Hillsborough Ave,,Tampa,FL,Tel. ?,***,"Bars, Clubs, Coffeehouses",,,
A Different Light,Feminist Bookstore,4014 Santa Monica Blvd,,Hollywood,CA,"90020. Tel. 668-0629. Gay literature-periodicals - aesthetera. They sell GAIA'S GUIDE. ""We are a gay/lesbian literature store carrying a complete collection of available books and periodicals. Our clientel is approximately 60% gay male - 40% lesbian. We have a small gallery space with a new show each month. Book signing and reading parties. A complete m~I order catalog ($1.50). A terrific resource center for the lesbians and gay men of Southern California.""",,,,,
Grace Kubota Ybarra,Attorney,4020 Moorpark Ave Suite 111,,San Jose,CA,Tel. 241-9950.,,,,,
Becky Jacofsky,Insurance Agent,4020 Telegraph Ave,,Berkely/Oakland,CA,"Tel.655-6761. a wonderful. helpful woman insurance agent-she advertises 'proud to be gay, proud to serve gays'••• 'I've used her for years, the best ever I' Located across from the Women's Place",,,,,
The Palace/Rawhide Room,Bars,4030 E Belmont Ave,,Fresno,CA,"Tel. 264-8283. Dance floor/juke box/video games/4 pool tables. ""Your best bet in Fresno"". Hours: 3pm-2am.",***,"Bars, Clubs, Coffeehouses",,,
The Neon Chicken,Restaurant,4063 18th St,,San Francisco,CA,"'More than just another restaurant'. Very, very gay.'",*,Restaurants,,,
Catch One Disco,Bars,4067 W Pico Blvd,,Los Angeles,CA,Tel. 734-8849. Open Weds. through Sat. only. OJ/pool tables/video games/2 floors - the ground floor is for women. 9pm-4am Fri. + 9pm-5am Sat. Lots of birthday parties.,****,"Bars, Clubs, Coffeehouses",,,
The Book Mark,Bookstores,4077 Adams Ave,,San Diego,CA,"92116 Tel. 280-3091. Gay and feminist titles. They sell GAIA'S GUIDE and are open Mon-Thurs 1Oam-6pm, Fri & Sat 1Oam-midnight. Near Ken Cinema Bookstore and cafe. Now, they have their own cafe featuring coffee, tea, light menu. Taped classical music in the background.",,,,,
Double Standard,Publication,4090 Jason,,Denver,CO,Tel. 477-5561. Denver's lesbian newspaper.,,,,,
Eddie's Bar,Bars,4101 Arden Dr,,El Monte,CA,Tel. 448-6579. Beer/pool table/clientele: all gay women and men. Atmosphere: very friendly. Highly recommended. Open 2pm-2amn days a week.,**,"Bars, Clubs, Coffeehouses",,,
The Butterfly,Bars,4119 E Lombard,,Baltimore,MD,Tel. 276 9087. Mostly women. Neighborhood. Live entertainment. Open daytime.,***,"Bars, Clubs, Coffeehouses",,,
Melody Club,Bars,4130 NW 6th St,,Gainesville,FL,"Tel. 378-3772. Two bars, one for men and one for women. Pool tables and video games. ",***,"Bars, Clubs, Coffeehouses",,,
Metropolitan Community Church Fresno,Religious Groups,4144 N Melbrook,,Fresno,CA,meets at Unitarian Church Tel.441--0105(taped message).Sunday meeting at 5pm at the Church.,,,,,
Womanplace,Bookstores,4201 N 32nd St,,Phoenix,AZ,"Tel. 956-0456.Feminist and lesbian books. newspapers, periodicals, records. buttons, greetings cards. stickers, jewelry etc. Three mail order booklists; lesbian, feminist, non-sexist children's. Send a S.20 stamp for each list. We sell GAIA'S GUIDE.",,,,,
Paradise (née Willie's),Bars,4206 W Lane,,Stockton,CA,Tel. 466-2277. One of the nicest bars in the,**,"Bars, Clubs, Coffeehouses",,,
Fanny's ,Supper Club,4230 18th St,,San Francisco,CA,Tel.621-5570. Lunch and dinner and entertainment nightly.,**,Restaurants,,,
Noble Pies,Restaurant,4301 24th St,,San Francisco,CA,(near Diamond) Tel. 826-7437. Gay owned and operated restaurant and take-away.,*,Restaurants,,,
Santa Rosa Inn,Bars,4301 Santa Rosa Ave,,Santa Rosa,CA,(near the Expressway) Tel. 584-0345. Recommended. Very loud disco. Pool Table. (Alternate phone number: 584-9805) 80% gay men/ 20% gay women.,**(MGM),"Bars, Clubs, Coffeehouses",,,
Nickelodeon,Bars,4321 Fairmount Ave,,San Diego,CA,"Tel. 284-9518. Draft and bottled beers, fine wine. Open Mon-Fri 4pm-8pm, happy hour. A small bar (20x40)/video games/pinball.",**(MGM),"Bars, Clubs, Coffeehouses",,,
Zoo,Bars/Restaurants,4322 Melrose Ave ,,Los Angeles,CA,"Tel. 661 7337. Owned by gay men but quite O.K. for gay women, too. Excellent food in the restaurant. Recommended.",**(MGM),"Bars, Clubs, Coffeehouses",,,
On The Fringe,Art Gallery,4328 Melrose Ave,,Los Angeles,CA,(at Heliotrope) Next to the Zoo Restaurant (Hollywood) Tel. 662-2921. Many letters recommending this place. See LESBIAN NEWS of Los Ange!Aa for current happenings.,,,,,
BJ'S (née Margie's),Bars,4427 W Kennedy Boulevard,,Tampa,FL,Tel. 879-9459. A dance bar with a good table and very friendly atmosphere. Clientele: mostly gay women. Open till 3am and recommended. ,***,"Bars, Clubs, Coffeehouses",,,
The Box Office,Bars,4450 Alvarado Canyon Rd,,San Diego,CA,"Tel. 284-5644. 'Nice atmosphere. Pool tables. Plenty of room for dancing. No cover charge. Video games. 95% women.' Very, very highly recommended. Opened in 1982. Especially popular with women of color.",****,"Bars, Clubs, Coffeehouses",checked,,
The Prophet: International Vegetarian Restaurant,Restaurant,4481 University Ave,,San Diego,CA,"Tel. 283-7448. Survival food from the sea. 'PLANKTON is a total food source containing all the vitamins and minerals necessary for life. We are featuring these Spirulina plankton drinks: Plankton Smoothie, Prana High Cocktail, Neptune Seafood Delight, Radiant Light Mint Julep.' Lunch: Wed-Fri 11.30am-2.30m. Dinner: Tues-Thurs, Sun, 5.30-l0pm. Fri, Sat 5.30pm-11pm. Closed Monday.",,,,,
The Globe Internaitonal,Bars,4501 Logan ,,Denver,CO," (at 45th) Tel. 294-0323. A gay women's bar/ owned and operated by women. Great disco and pool room. Very highly recommended. Open 7pm-2am Tues-Sat.
",****,"Bars, Clubs, Coffeehouses",,,
Charmed Circle Feminist Books,Feminist Bookstore,4603 Park Blvd,,San Diego,CA,"92116 (One block south of Adams) Tel. 296-9024. Records and tapes, non-sexist children's books, women's reading room, lesbian literature, cards and posters, women's art and jewelry. Hours: Tues-Fri 12 noon-7pm. Sat 10am-6pm. Sun 12 noon-5pm.",,,,,
Stage Coach Saloon,Bars,4612 Park Blvd,,San Diego,CA,4612 Park Blvd,**,"Bars, Clubs, Coffeehouses",,,
Phillip's,Bars,4631 N 7th Ave,,Phoenix,AZ,"Tel. 248-9271. New to the Phoenix scene and very, very promising. Women bartenders.",**,"Bars, Clubs, Coffeehouses",,,
Castaways,Bars,4643 W Kennedy Blvd,,Tampa,FL,Tel. 876-9510. Open 11:00am-3:00am.,****,"Bars, Clubs, Coffeehouses",,,
Peg's Place,Bars,4737 Geary Blvd,,San Francisco,CA,"(Between 11th and 12th Ave.) Tel. 668-5050. Cozy fireplace in front, disco in back. Dancing, pool table and other games. Very highly recommended. Open 4pm-2am. ""Probably your best bet in San Francisco if you're on your own."" Regulars are older professional types. ",****,"Bars, Clubs, Coffeehouses",,,
Dodd's Books,Bookstores,4818 E. 2nd St,,Long Beach,CA,Tel.438-9948.Feminist/lesbian and gay titles.,,,,,
The Big Horn,Bars,4882 Lankershim Blvd,,Hollywood,CA,(N Hollywood) Tel. 760-9792. A real old-timer and still going strong. 'One of the best' & 'Excellent for women who are seeking a variety of music and not having to pay a cover charge for it.,****,"Bars, Clubs, Coffeehouses",,,
Interlude,Bars/Restaurants,4942 Stevens Creek Blvd,,San Jose,CA,Tel.244-2829. Piano bar and dancing. Gay women use the restaurant more than they do the bar.,**(MGM),"Bars, Clubs, Coffeehouses",,,
Community,Cafe/Bookstore,4949 Bethesda Ave ,,Bethesda,MD,Tel. 837 3363. General bookstore - gay and feminist titles.,,,,,
Metropolitan Community Church,Religious Groups,4949 Foothill Rd,,Ventura,CA,"Ventura Ca 93001. (Uses Unitarian Church, Sunday evening services 7pm) Tel. 653 5291. Many women involved, Sunday services plus social activities and resources. ",,,,,
Hotel Newport,Hotels/Motels/Guest Houses/ETC,4961 Newport Ave,,San Diego,CA,92107 Tel. 224-9406. TV lounge/private patio/ security building 1⁄2 block to the beach. Rates from $12.00 per night single/$19.45 double. Also cheap weekly rates. 10-15 minutes from the bars.A recommended hotel for gay women and men.,,,,,
MCC,Religious Groups,4986 Fairfax Ave,,Oakland,CA,Tel. 533-4848. They own their own church and have a lesbian pastor plus lesbian student ministers. The congregation is about 60% lesbian and they have many social activities and dances as well as religious services and counseling. Worship is Sundays at 6pm and Thursdays at 7pm.,,,,,
Crane's Nest,Bars,5004 S Dixie Highway,,West Palm Beach,FL,Tel. 582-9860. Highly recommended by the other (men's) gay bars in West Palm Beach.,***,"Bars, Clubs, Coffeehouses",,,
Gay Life,Publication,5023 N Clark,,Chicago,IL,"from Your Style Publishers, Inc: 5023 N Clark 60640 (Suite 400) Tel. 728-0633. Big gay newspaper includes a directory/bar guide which actually indicates women's bars, men's bars and which bars are frequented by both. Also has an up-dated guide to special interest groups, religious groups, social groups, handicapped groups and social events. Classified ads, too. Extremely political. Mid-Western bi-weekly. Covers Wisconsin, Illinois, Michigan and Indiana. Features some excellent stuff by top-notch women writers. Six months $25.00.",,,,,
Bookstop III,Bookstores,5065 El Cajon Blvd,,San Diego,CA,"92115. Tel. 582-2121. Well stocked bookstore with feminist titles and much, much more. Hours Mon-Sat 11am-9pm. Sunday noon-9pm.",,,,,
De Colores Metropolitan Community Church,Religious Groups,5080 Maywood Ave,,Los Angeles,CA,(Eagle Rock; 90041) Tel. 257-8370. Office: 2-6pm M-Th./Sunday worship: 5.30pm. Weds. 7pm-women only. A ministry for all colors - primarily women.,,,checked,,
The Grans Camel Club,Bars/Restaurants,5105 N 43rd Ave,,Phoenix,AZ,"Tel. 841-9807. Multi-level super bar/restaurant/disco/game room -pin-ball, video, pool table. Open daily noon-1am. Friendly and intimate, serving dinner nightly. Sunday brunch at 12 noon.",**,"Bars, Clubs, Coffeehouses",,,
Commanche,Bars,5211 N Atlantic Ave,,Long Beach,CA,Tel. 428 5545. Used to be INSPIRATION. Disco-dance floor/pool table/video game,**(MGM),"Bars, Clubs, Coffeehouses",,,
Plush Pony,Bars,5261 E Alhambra ,,Los Angeles,CA,"Tel. 226-9302. Women's bar. Dancing/juke box/pool/disco Fri. Sat. Open 7 days a week, 2pm-2am. 17 years old and still going strong.",****,"Bars, Clubs, Coffeehouses",,,
Universal Fellowship of Metropolitan Community Church (UFMCC),Religious Groups,5300 Santa Monica Blvd,,Los Angeles,CA,International headquarters of the METROPOLITAN COMMUNITY CHURCHES(M.C.C.)- contact them for the latest details about the local churches. They publish a directory of all local M.C.C.'s -over 150 in 8 countries.,,,,,
Womantours,Travel Agency,5314 N Figueroe St,,Los Angeles,CA,"Tel. 255-1115. Estilita Gnmaldo, Travel Consultant.",,,,,
For Yourself,Sexuality Boutique,5467 College Ave,,Berkely/Oakland,CA,"(near Rockridge BART) Tel. 658-1904. Sensuous supplies. vibrators. body oils, books, erotic art. Monday through Sat. 12 noon-6pm.",,,,,
Faces,Bars,5620 Santa Monica Blvd,,Hollywood,CA,(Hollywood) Tel. 466-1094. Thu-Sat. OJ/disco. 'Monday night at the Movies'. Very highly recommended.,****,"Bars, Clubs, Coffeehouses",,,
Evening Edition,Bars,5676 N Atlantic Ave,,Cocoa Beach,FL,Tel. 784-6626,**,"Bars, Clubs, Coffeehouses",,,
M.C.C in the Valley,Religious Groups,5730 Cahuenga Blvd,,Hollywood,CA, (N.Hollywood) Tel 762-1133,,,,,
Top Flight Travel,Travel Agency,5804 Tyler St,,Hollywood,FL,"33021 Tel. 963-0940. enquire about the Gay Windjammer Cruises for women and men. ""Out of the closet-and into the plane!"" Alternative phone number: 625-3113. ",,,,,
Rogers Park Gay Community Center,Center,5823 North Ridge,,Chicago,IL,60660 Tel. 561-0277. Very active all-gay center with women's events and special happening,***(**),Organizations,,,
Asian/Pacific Lesbian and Gays,Special Interest Groups,5825 Sunset Blvd,,Los Angeles,CA,(210-18) Tel. 894-7723,*,Organizations,,,
Zombies,Bars,5828 Georgia Ave,,Washington,DC,Tel. 723-0313. 'Clientele: quite enthusiastic and basically a good time.·,****,"Bars, Clubs, Coffeehouses",,,
Growth House,Center,5919 Ranchito Ave ,,Van Nuys,CA,787-1090. Offering; 'The Friday Night Club'- an alternative to the bars for gay women and men. Highly recommended. General counsellingandpsychotherapy.Educationadlegreeprograms.Affiliatedwith3universities,***(**),Organizations,,,
Women's Resource Center,Women's Center,6000 J St,,Sacramento,CA,95819 Tel.454-6817. Call For Different meetings.,****(*),Organizations,,,
Temple Beth Chayim Chadashim,Religious Groups,6000 W Pico Blvd,,Los Angeles,CA,"Tel.931-530 ""Serving the lesbian/gay and Jewish Communities"" They have their own temple building and their publication is G'vavim (the Temple Newsletter). Social activities and counseling services.""Everyone is welcome to attend weekly Friday evening services at 8.30pm at our Temple.""",,,checked,,
Westwide Bar ,Bars/Restaurants,6112 Venice Blvd.,,Los Angeles,CA," Tel. 935-1274. Piano bar, low key and friendly. Mostly gay men but quite good for women too. Recommended. Open 10am-2am Sun. 11am-2am other days",**,"Bars, Clubs, Coffeehouses",,,
Aquarian Lounge,Bars,6120 Lillian Highway,,Pensacola,FL,"32506 Tel. 455-9006. All women's show and disco. Games and women's entertainment nights. Happy hour from 5pm-8pm, Tues., Weds and Thurs. 'Young crowd, beautiful women, very friendly clientele. In the process of forming their own band.' Right near the pretty white beaches of Sarasota.",****,"Bars, Clubs, Coffeehouses",,,
Jerry Krieger,Lawyer,6255 Sunset Blvd. Suite 2000,,Hollywood,CA,Tel. 463-5161. General Civil Practice.,,,,,
Lipps,Bars,6300 W Colfax,,Denver,CO,Tel. 233-5420. A gay bar for women and their gay men friends.,***,"Bars, Clubs, Coffeehouses",,,
Amazon Sweet Shop,Ice Cream Shop,6309 El Cajon Blvd,,San Diego,CA,"(in Campus Shopping Center) Tel. 286-9987. Woman-owned lesbian hang-out serving the best tasting ice-cream in the world., It's all home-made and they serve natural fruit drinks and spring water. Bulletin board/feminist and lesbian periodicals on sale. Open: Tues-Sun noon-11pm. Highly recommended. I get many letters all the time saying what friendly helpful people the women of AMAZON SWEETSHOP are.",**,"Bars, Clubs, Coffeehouses",,,
N.O.W./Lesbian Task Force,Special Interest Groups,"6363 Wilshire Blvd, Suite 310",,Los Angeles,CA,90048655-3331/2. National Organisation of Women.,**,Organizations,,,
Feminist Women's Health Center,Health Center,6411 Hollywood Blvd,,Hollywood,CA,"90028 Tel. 469-4844. Self-help clinic, promoting self-exam, increasing abortion care. Programs, workshops, referrals.",,,,,
Frontrunner Tours and Travel,Travel Agency,6430 Sunset Blvd Suite 905,,Los Angeles,CA, Tel.469-7323.,,,,,
Celebrity Club,Bars,6465 n Mannheim ,,Chicago,IL,Tel. 297-2100. Basement dance bar.,**,"Bars, Clubs, Coffeehouses",,,
Lesbian News,Publication,6507 Franrivers,,Canoga Park,CA,Tel. 704-7825. L.A. Oriented monthly in big news-letter form. It's full of local resources and information- includes a very useful classified section. It's one of my own favorites. Subscription rates: Working women $8.50 per year or $10.00 per year for a family. Now in its 8th year.,,,,,
Willow,Retreat,6517 Dry Creek Road,,Napa,CA,"94558 Tel. 944-8173. A secluded, get-away-from-it-all women s retreat on 40 acres, located one hour north of San Francisco in the mountains. A large wood and glass structure with hot tub, sauna, tennis court and swimming pool. Private bedrooms with bath for single or double or group occupancy. Trails for hiking or jogging. Intimate, comfortable and relaxing. A beautiful environment ... a very special place. Reservations required.",,,,,
Imperial Motel,Hotels/Motels/Guest Houses/ETC,6624 El Cajon Blvd,,San Diego,CA,(East San Diego) Tel. 463-9245. 'A place where two people can feel comfortable asking for one bed.' Motel. $26.00 per day/$140.00 per week.,,,,,
Back Door Disco,Bars,6644 Arlington Rd,,Jacksonville,FL,"32211: Tel. 725-9749. ""We are a disco for gay women. Beer and wine- boutique and western bar. Disco, pool tables, other games, food is served and there's occasional women's entertainment rights. Open 4pm-2am Mon-Sat Very highly recommended. Say that GAIA sent you. ",****,"Bars, Clubs, Coffeehouses",,,
B. Dalton,Bookstores,6743 Hollywood Blvd,,Los Angeles,CA,90028 Tel. 469-8191. Gay titles/alternative life-styles section.,,,,,
The Homosexual Information Center,Services,6758 Hollywood Blvd Suite 208,,Hollywood,CA,"Tel. 464-8431. Data files, information services. Library/newsletter/biography etc Afternoon only. Weekends by appointment. Call first.",,,,,
Fellini's,Restaurant,6810 Melrose Ave,,Los Angeles,CA,2 1⁄2 blocks west of Highland) Tel. 936 3100. Open from 11.30am till about 2am - Sunday brunch is especially recommended. Look for discount coupons in local LA gay publications. Also get information about the new gay bar night next door and report back.,*,"Bars, Clubs, Coffeehouses",,,
Bojangles,Bars,7042 Folsom Blvd,,Sacramento,CA,Tel. 383-9882. VERY young crowd. I think it's mixed gay/straight. Closed Tues.,**,"Bars, Clubs, Coffeehouses",,,
The Women's Garage,Women's Garage,7249 Deering Ave,,Canoga Park,CA,"Tel. 884-5983. Owned and operated by two women and staffed by full-time female mechanics. Oil changes to engine rebuild - We take the time to explain things to customers"". Full service automotive repair. Foreign and domestic. Excellent reputation for quality and professionalism.",,,,,
Hideaway II,Bars,7301 W Roosevelt Rd,,Forest Park,IL,Tel. 771 9600,**,"Bars, Clubs, Coffeehouses",,,
Yukon Mining CO,Restaurant,7328 Santa Monica Blvd,,Los Angeles,CA,Tel. 851-1149. Coffeeshop/restaurant open 24 hours. Chentele: lots of gay women.,*,"Bars, Clubs, Coffeehouses",,,
Camping Women,Special Interest Groups,7378 Nelmark,,Sacramento,CA,"Tel. 424-5100. ""We provide camping trips for women'. This group is a real old-timer and still has an excellent reputation. The ideal alternative to the bar scene, it offers outdoor activities and social events too numerous to mention here.",,,,,
Gay A_A,Group,"7509 Cantrell suite 102, Tanglewood Shopping Center",checked,Little Rock,AR,,*,Organizations,,,
Thursday's Child,Publication,7910 Ivanhoe Suite 38,,San Diego,CA,"La Jolla; 92037 Tel. 456-0957. Lesbian/feminist newspaper for the San Diego area. Includes DATE MATE column- complete events calender. Also news, reviews, poetry. Subscription/donation: $10.00 per year.",,,,,
The Roommate Connection,Room Mate Service,7964 Santa Monica Blvd Suite 212,,Los Angeles,CA,in French Market Tel. 822-9866. A recommended service for gay men and women.,,,,,
Peanuts Disco,Bars,7969 Santa Monica Blvd ,,Hollywood,CA,"(West Hollywood) Tel. 654-0280. Mostly gay women, but 'straight couples tend to try to monopolize the dance floor' -young clientele, ultra loud music - but good. A good-time place but not the scene for a quiet chat.",***,"Bars, Clubs, Coffeehouses",,,
Southern California Physicians for Human Rights,Special Interest Groups,7985 Santa Monica Blvd Box 109,checked,Los Angeles,CA,Tel. 858-6767.,*,Organizations,,,
Children of Gay Parentage,Special Interest Groups,8306 Wilshire Blvd No 222,,Beverly Hills,CA,Tel (213) 738-1008,**,Organizations,,,
The Palms,Bars,8572 Santa Monica Blvd,,Hollywood,CA,(West Hollywood) Tel. 652-6188. A real old-timer that might be closing/changing hands in 1983. Has been picketed by WHITE WOMEN AGAINST RACISM for alleged harassment of black women. Be sure and phone first to check new details (& report back),***,"Bars, Clubs, Coffeehouses",checked,,
The Mug,Bars,8612 Garden Grove Blvd,,Garden Grove,CA,Tel. 534-9943. Entertainment center. Women's pool tournaments. The men outnumber the women but apparently it's quite OK.,**(**),"Bars, Clubs, Coffeehouses",,,
Marty's,Restaurant,8657 W Pico Blvd,,Los Angeles,CA," Tel. 272-1048. Dining/wining/desserts. Open every day from 6pm, Fn. Sat. till 1am. Clientele: mostly gay women.",**,"Bars, Clubs, Coffeehouses",,,
Herotica,Sexuality Boutique,8722 Santa Monica Blvd,,Los Angeles,CA, Tel. 854-1038. Vibrators/dildoes/lingene. Open Mon-Sat. 11am-7pm.,,,,,
Rumour Hazzit,Bars,8741 Garden Grove Blvd,,Garden Grove,CA,"534-9370. Pool table, good disco music, young crowd.",**,"Bars, Clubs, Coffeehouses",,,
Revolver,Bars,8851 Santa Monica Blvd,,Los Angeles,CA,"Tel. 657-5583. Video bar mostly gay men, but includes the separate women's space: Dyke Lounge.",**(**),"Bars, Clubs, Coffeehouses",,,
The Greenery,Restaurant,8945 Santa Monica Blvd,,Los Angeles,CA,Tel. 275-9518. Restaurant with a nice little coffee-shop atmosphere. The neighborhood 1sgood & gay and gay women are always more than welcome.,*,"Bars, Clubs, Coffeehouses",,,
George Sand Books,Feminist Bookstore,9011 Melrose Ave,,Los Angeles,CA,90069Tel. 858-1648.,,,,,
Rusty Nail,Bars/Restaurants,9117 River Road,,Forestville,CA,Tel. 887-1322. A gay people's bar and restaurant. Dancing/pool table/outdoor patio area. Highly recommended old-timer.,,,,,
Mathewson Hammock Beach,Beach,9610 Old Cutler Rd,,Coconut Grove,FL,Tel. 444-8484.,,,,,
Saturday's ,Bars,9760 W New Haven Ave,,Melbourne,FL,Tel. 724-1510. Unconfirmed.,**,"Bars, Clubs, Coffeehouses",,,
Diamond Butterfly (née Jason's Pub),Bars,10089 Folsom Blvd,,Sacramento,CA,"Tel. 366-9392. A women's bar/woman-owned. Some straight clientele too, I think. Your reports?",***,"Bars, Clubs, Coffeehouses",,,
Kevin's,Bars,10095 Saich Way,,San Jose,CA,(Cupertino). Kevin also owns the women's bar TOYON.,**(MGM),"Bars, Clubs, Coffeehouses",,,
The Ranch,Camp Grounds,11101 E Side Rd,,Hopland/Talmadge,CA,"Tel.824-5352. Camping, swimming, hiking, star gazing, and bonfire. It's woman-owned. Special events in the summer.",,,,,
Papa Beach Paperbacks,Bookstores,11317 Santa Monica Blvd.,,Los Angeles,CA,90025 Tel. 478-2374. Gay literature and small press publications. Open Mon-Thurs 9.30am-11 pm; Fri & Sat midnight. Sun noon-9pm.,,,,,
Womanyes,Clothing,11336 Ranchito St,,El Monte,CA, Tel. 444-9862 (recorded message) Custom and feminist T-shirts/retail/mail order catalogue 25c,,,,,
Mi Wei,Bars,11513 Washington Blvd,,Culver City,CA,"Tel. 391-9264. Dancing, DJ Fri. & Sat. nights. pool tables. Clientele 95% gay women. Mixed races, ages. Open 1Oam-2am 7 days a week.",****,"Bars, Clubs, Coffeehouses",checked,,
Chez André,Restaurant,11622 Ventura Blvd,,Studio City,CA,(Studio City) Tel. 508-6066. Casualdining in a warm and friendly atmosphere.,*,"Bars, Clubs, Coffeehouses",,,
Wilde Oscars,Restaurant,11622 Ventura Blvd,,Studio City,CA,(Studio City) Tel. 762-1151.,*,"Bars, Clubs, Coffeehouses",,,
"Ash- Alcohol Services for Homosexuals, INC",Drug/Alcohol Services,11918 Garden Grove Blvd,,Garden Grove,CA,Tel. 537-9968.,,,,,
Happy Hour,Bars,12081 Garden Grove Blvd,,Garden Grove,CA,"Tel. 537-9079. Dance bar with entertainment games and community benefits. The ALL GIRL BAND plays on Weds, Friday and Saturday, Sunday is western night. Happy hour Mon-Fri 4pm-7pm and it's a women's bar but men are welcome. Open 2pm-2am weekdays and Sat/Sun noon-2am. A very, very highly recommended old-timer.",****,"Bars, Clubs, Coffeehouses",,,
Dummy Up,Bars,12179 1⁄2 Ventura Blvd,,Studio City,CA,"(Studio City) (one block west of Laurel Canyon, on alley off Ventura) Tel. 760-9936. Friendly, casual old-timer. Mixed races and ages.",****,"Bars, Clubs, Coffeehouses",checked,,
All's Framery,Framing Shop,12333 A Washington Blvd,checked,Los Angeles,CA,"Tel. 398,8231. Conservation museum quality - wood & metal + framing and stretching by friendly, helpful lesbians. B~ sure and say 'hi' to Ali from GAIA.",,,,,
Center For Feminist Therapy,Center,12581 Venice Blvd,,Venice,CA,"Tel. 391-6321 Lesbian drop-in, a great way to meet new women and an excellent alternative to the bar scene. On Friday nights. The center also offers individual/relationship/group therapy",****(*),Organizations,,,
Center For Feminist Therapy,Counseling,12581 Venice Blvd. Suite 204,,Los Angeles,CA,"Tel. 391-6321. Individual, relationship, group therapy",,,,,
Rogers Backdoor,Bars,12821 Venice Blvd,,Culver City,CA,"(Culver City) Tel. 391-9088. Mostly gay men no;;, but they are trying to encourage more gay women & it is a nice place. (Located north east comer Venice Blvd. & Beethoven Avenue).",**(MGM),"Bars, Clubs, Coffeehouses",,,
Gay and Lesbian Community Service Center of Orange County,Center,12832 Garden Grove Blvd Suite 200,,Orange County,CA,"92643. Tel. 534-3280 (HOTLINE) 6.30- 10:30 pm; 534-0862 (COUNSELING); 534-3263 (EVENTS LINE: RECORDED ANNOUNCEMENT 24 hrs/day, 7 days/week}. Women's group and social happenings. Referrals. counseling, library, newsletter, outreach. Many activities and sub-groups. Your essential contact in Orange County. Your best bet when new to Orange County.",***(**),Organizations,,,
Gay and Lesbian Community Services Center of Orange County,Center,"12832 Garden Grove Blvd, Suite 200",,Garden Grove,CA,"Tel. 534-3280 (HOTLINE) 6.30- 10.30pm; 534--0862 (COUNSELING); 534-3263 (EVENTS LINE: RECORDED ANNOUNCEMENT 24 hrs/day, 7 days/week). Women's group and social happenings. Referrals. counseling, library, newsletter, outreach. Many activities and sub-groups. Your essential contact in Orange County. Your best bet when new to Orange County.",***(**),Organizations,,,
D.O.K. West,Bars,12889 Garden Grove Blvd,,Garden Grove,CA,Tel. 534-9712,**,"Bars, Clubs, Coffeehouses",,,
