title,type,address,statewide.address,unclear.address,city,state,description,stars,star.type,Mentions Race?,Mentions Disability?,notes,Last Modified By,Last Modified,year
The Mug,Bars,8612 Garden Grove Blvd.,,,Garden Grove,CA,Tel. 534-9943,**(MGM),"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Rumour Hazzit,Bars,8741 Garden Grove Blvd.,,,Garden Grove,CA,Tel. 534-9370,*,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Macie's Landing,Bars,8514 Garden Grove Blvd. ,,,Garden Grove,CA,Tel. 537-9958.,***,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Driftwood Lounge,Bars,22170 Mission Boulevard,,,Hayward,CA,"Tel. 581-2050.
Disco-light show and mist machine/pool tables and video games. Open
every day 2pm-2am.",****,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
The Turf Club,Bars,22517 Mission Blvd,,,Hayward,CA,Tel. 881-9877,**(MGM),"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Big Mama's,Bars,22615 Mission Blvd,,,Hayward,CA,Tel. 881-9310,*,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Mainstreet,Bars,1460 South Coast Highway,,,Laguna Beach,CA,-Tel.494-0056.,**(MGM),"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Fahrenheit 451,Bookstores,509 South Coast Highway,,,Laguna Beach,CA,"Tel. 494-5151.
Gay/lesbian literature and periodicals. They sell GAIA'S GUIDE.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Coast Inn,"Hotels / Motels / Guest Houses / B&B, etc.",1401 South Coast Highway,,,Laguna Beach,CA,Tel.494- 7588,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
A Different Drummer - Bookshoppe,Feminist / Lesbian Bookstore,1027 North Coast Highway,,,Laguna Beach,CA,"Suite 'A';92651. A feminist/lesbian bookstore with a strong
gay section. Also excellent new age psychology/spirituality/and
health section. Lesbian and gay music/women's music/buttons/
posters/T-shirts. Free literature and a bulletin board for events.
'We carry GAIA'S GUIDE' ... be sure and say 'hi' from GAIA.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
The Center,Gay / Lesbian Center,2025 10th Street,,,Long Beach,CA,"Street;-Tel.434-4455. Information/library/
counselling/rap groups for lesbians and gay men. Hours: 10am-10pm.
Monday-Friday.",***,Organizations,,,,Amanda Regan,4/11/2024 4:42pm,1987
Metropolitan Community Church ,Religious Groups,1231 Locust Avenue,,,Long Beach,CA,Tel.432-3641. Sunday services at 9 & 11 am & 7:30pm.,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Le Chat,Bars,1435 East Broadway ,,,Long Beach,CA,"Tel.432-4146. A woman's bar for
everyone",****,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Dodd's Books,Bookstores,4818 East 2nd Street,,,Long Beach,CA,"Tel.438-9948. Feminist/gay/lesbian titles.
They sell GAIA'S GUIDE.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Rock'os,Bar / Restaurants,674 Redondo Ave,,,Long Beach,CA,"Tel.434-9921. Open 9am-4pm 7 days
a week. so·s style cafe.",**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
"Que Sera, Sera",Bars,1923 East 7th Street,,,Long Beach,CA,Tel.599-6170,****,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Executive Suite,Bars,3428 East Pacific Coast Highway,,,Long Beach,CA,Tel.597 -3884.,****,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Hoop's Coop,Bars,2718 East Anaheim Street,,,Long Beach,CA,Tel.434-1449,****,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Chelsea Bookstore,Bookstores,2501 East Broadway,,,Long Beach,CA,"Broadway;-Tel.434-2220.
Alternative bookstore, wide selection of lesbian and gay books,
women's studies and women's music. They sell GAIA'S GUIDE.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
The Uprising,Cultural Complex,3125 East 7th Street,,,Long Beach,CA,"Street;-Tel.(213)438-8922.
Bookstore/coffeehouse/gallery/playhouse- -strong emphasis on
women's culture, but NOT women only space. Say 'hi' from GAIA",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Hotel Lynford,"Hotels / Motels / Guest Houses / B&B, etc.",612 West 3rd Street,,,Long Beach,CA,el.437-4830.,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Lesbian News,Publications,1025 Coronado ,,,Long Beach,CA,"c/o Pat Sampson, .Long
Beach,CA;90804. Essential for finding out what is happening in the L.A,
area. Pick one up at any of the bookstores mentioned in GAIA'S GUIDE",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
The Other Side,Lesbian Social Group,,,checked,San Rafael,CA,"write: P.O.Box 132, San Rafael;94915. Strictly
social group. Dances/dinner and movie nights/swimming parties/
cook-outs and brunches. NEWSLETTER. Membership: $16.00 p.a.,
say 'hi' from GAIA.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Great Outdoors,Special Interest Groups,2772 West 8th Street,,,Los Angeles,CA,"Tel (818)
763-9040/4496",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Community Yellow Pages,Publications,2305 Canyon Drive,,,Los Angeles,CA,";90068- Tel. (213)468-4454. Lesbian/gay yellow pages. Pick
one up at most of the bookstores.etc. listed in GAIA'S GUIDE.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
L.A. Rape & Battery Hotline,Victim / Emergency Services,,,checked,Los Angeles,CA,Tel.(213)392-9874.,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Homosexual Information Service,Service,6758 Hollywood Blvd.,,,Los Angeles,CA,"suite 208,;90028-Tel.(213)464-8431. Data files/library/
bibliography/newsletter. Phone for appointment",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
L.A. Commission on Assaults Against Women,Victim / Emergency Services,543 North Fairfax,,,Los Angeles,CA,90036-Tel.(213)655-4235.,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Hotlines,Victim / Emergency Services,,,checked,Los Angeles,CA,Tel.(213)392-8381 & (213)626-3393.,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Women's Referral Service,Service,,,checked,Los Angeles,CA,"Tel.(818)995-6646. For all services
and products.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
One Institute,Centers,3340 Country Club Drive,,,Los Angeles,CA,"90019-Tel.(213)735-5252. The oldest gay organization that I
know of. Now offering courses and resources for gay women as well as
men.",***,Organizations,,,,Amanda Regan,4/11/2024 4:42pm,1987
Whitman-Brooks Center,Centers,,,checked,Los Angeles,CA,"P.O.Box 60029;-Tel.(213)657-8282
or (714)995-4337. Educational programs for lesbians and gay men.",***(**),Organizations,,,,Amanda Regan,4/11/2024 4:42pm,1987
The Woman's Building,Centers,1727 North Spring Street,,,Los Angeles,CA,"Tel.(213)221-6161. Meeting space/art gallery/and much.
much more. Watch LESBIAN NEWS for their schedule of events.",****(*),Organizations,,,,Amanda Regan,4/11/2024 4:42pm,1987
Church of the Followers of the Great Mother,Women's Spirituality,735 Sunnyhill Drive,,,Los Angeles,CA,90065- (no phone),,,,,,Amanda Regan,4/11/2024 4:42pm,1987
De Colores Metropolitan Community Church ,Religious Groups,4590 Glenalbyn,,,Los Angeles,CA,Tel.(213)222-1946,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Metropolitan Community Church in the Valley,Religious Groups,5730 Cahuenga Blvd,,,Los Angeles,CA,"91601- Tel.(818)762-1133. Sunday services, 9am &
11am.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Metropolitan Community Church ,Religious Groups,1050 South Hill street,,,Los Angeles,CA,90015- Tel.(213)748-0121.,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Beth Chayim Chadashim,Religious Groups,6000 West Pico Boulevard,,,Los Angeles,CA,"CA;90035- Tel.(213)931 - 7023. Member of the Union of
American Hebrew Congregations. Their newsletter: G'VANIM. Rabbi
Janet Ross Marder invites you to share in the services & social activities.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
National Organization for Women - L.A. Chapter,N.O.W.,1242 South La Cienega Boulevard,,,Los Angeles,CA,Tel.(213)652-5572.,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Project Rainbow - The Society for Senior Gay & Lesbians Citizens,Older Lesbian Groups,255 South Hill Street,,,Los Angeles,CA,"Downtonw L.A. office: 255 South Hill Streetm room
410,-Tel.(213)621-3180. & Hollywood office in the Gay/Lesbian
Community Services Center, 1213 North Highland, room
203- Tel.(213)464- 7400, ext.490.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Entre Nous,Bars,2214 Stoner Avenue,,,Los Angeles,CA,West L.A.-Tel.(213)851-9094.,****,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
The Sling,Bars,1170 North Western Avenue,,,Los Angeles,CA,"Tel.462-9685. Leather
women.",***,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
The Go-Between,Coffeehouse / Cafe,3928 Sunset Blvd,,,Los Angeles,CA,Tel.660-3178.,****,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Sisterhood Bookstore,Feminist Bookstore,1351 Westwood Blvd,,,Los Angeles,CA,"Tel.477-7300 &
473-9090. Complete selection of feminist and lesbian books +
pamphlets/journals/record albums/non -sexist children's books/posters
and jewelry. They sell GAIA'S GUIDE & LESBIAN NEWS.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
The Westside,Coffeehouse / Cafe,6112 Venice Boulevard,,,Los Angeles,CA,"Tel.(213)935-1274 or
935-3540.",**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Rosalind's,Restaurants,1941 South La Cienega Blvd,,,Los Angeles,CA,"Tel.(213)559-8816.
Woman owned, West African cuisine.",*,Restaurants,,,,Amanda Regan,4/11/2024 4:42pm,1987
The Bookworks,Feminist Bookstore,3617 Centinela Avenue,,,Los Angeles,CA,"(between Palms Ave. &
Venice Blvd)- ;90066- Tel.(213)398-1932. Books of interest to & about
lesbians/women's studies/social sciences/humanities/new and used
books/women's music and much.much more. They sell GAIA'S GUIDE.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
George Sands Bookstore,General and Alternative Bookstore,9011 Melrose Ave,,,Los Angeles,CA,"Tel.858-1648.
Feminist and lesbian/gay titles + author's nights. Posters/records, etc.
They sell GAIA'S GUIDE.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Lawyer Referral Service of the Gay & Lesbian Community Services Center,Attorneys,,,checked,Los Angeles,CA,Tel. (213) 467-4141,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Unicorn Bookstore,Gay / Lesbian Bookstore,8940 Santa Monica,,,Los Angeles,CA,90069-Tel.652-6253,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Body Builders Gym for Women ,Women's Gym,3407 Glendale Boulevard,,,Los Angeles,CA,Tel.(213)661-9456.,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
"Clayton J. Beaver, Jr.",Attorneys,2307 Vasanta Way,,,Los Angeles,CA,"90068-Tel. {213)
462-6776",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Westside Women's Clinic,Counseling / Health / Clinics / Medical Treatment,1711 Ocean Park,,,Los Angeles,CA,"Tel.(213)450-2191. General gynecological clinic. Special services
include a menopause program & counselling services.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Alcoholism Center for Women,Counseling / Health / Clinics / Medical Treatment,1147 South Alvarado Street,,,Los Angeles,CA,90026-Tel.(213)381- 7805,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Women's Choice Clinic,Counseling / Health / Clinics / Medical Treatment,6221 Wilshire Blvd,,,Los Angeles,CA,"Suite
419;90045-Tel.(213)938-9838. General gynecological clinic. Donor
insemination available",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
L.A. Women's Therapy Center,Counseling / Health / Clinics / Medical Treatment,728 South La Brea,,,Los Angeles,CA,"Metro Plaza Building, 728 South
La Brea, suite 200,L.A.;-Tel.(213)935-9889, counselling and referrals,
focus on providing services for low-income women.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Open Quest Institute,Counseling / Health / Clinics / Medical Treatment,1305 South Alvarado,,,Los Angeles,CA,"90026. Group
conselhng and lots of social activities. See LESBIAN NEWS for current
details.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Words and Numbers,Business Consultants,3924 West Sunset Blvd,,,Los Angeles,CA,"(Ste.
A):90029-Tel.(213)661-8795. A woman owned business designed to
help other women with small businesses. 1 )writing/editing/resumes/ads/
publications/flyers. 2)bookeeping/tax accounting/financial planning.
Very helpful, reliable people.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Womantours,Travel Agents,5314 North Figueroa Street,,,Los Angeles,CA,-Tel.255-1115,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Connexxus Women's Center,Centers,9054 Santa Monica Blvd,,,West Hollywood,CA,"90069- Tel.(213)859-3960. Drop in space + referral services.
Newsletter and many, many lesbian activities and groups. Good
reports, too.",****(*),Organizations,,,,Amanda Regan,4/11/2024 4:42pm,1987
The New Palms,Bars,8572 Santa Monica Blvd,,,West Hollywood,CA,Tel. 654-0280,****,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Peanuts Disco,Bars,7969 Santa Monica Blvd,,,West Hollywood,CA,Tel.654-0280. Under 21 & punk,***,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
The Patio,Restaurants,450 North Robertson Blvd,,,West Hollywood,CA,"Tel.
(213)659-8381",*,Restaurants,,,,Amanda Regan,4/11/2024 4:42pm,1987
Wholistic Health for Women,Counseling / Health / Clinics / Medical Treatment,8235 Santa Monica Boulevard,,,West Hollywood,CA,"suite 201, West Hollywood; 90046 -Tel:(213)655-2126.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
International Lesbian and Gay Archives ,Archives,1654 North Hudson Avenue,,,Hollywood,CA,"(formerly National
Gay Archives/Natalie Barney/Edward Carpenter Library, 1654
North Hudson Avenue, Hollywood.CA;- Tel.(213)463-5450. Over
22,000 books and periodicals. Cultural and educational events. Hours:
12noon-5pm Tuesday-Sat.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Lesbian Central of the Gay and Lesbian Community Services Center,Centers,1231 North Highland Ave,,,Hollywood,CA,"90038- Tel.464- 7400,ext. 205. Too many services,
activities and support groups for lesbians to be mentioned here, &
always a warm welcome for visitors at this most well organized of all gay
centers in the world.",*****,Organizations,,,,Amanda Regan,4/11/2024 4:42pm,1987
Project Rainbow - The Society for Senior Gay & Lesbians Citizens,Older Lesbian Groups,1213 North Highland,,,Hollywood,CA,"Downtonw L.A. office: 255 South Hill Streetm room
410,-Tel.(213)621-3180. & Hollywood office in the Gay/Lesbian
Community Services Center, 1213 North Highland, room
203- Tel.(213)464- 7400, ext.490.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Faces,Bars,5520 Santa Monica Blvd,,,Hollywood,CA,Tel.(213)466-1094,****,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
A Different Light,Gay / Lesbian Bookstore,4014 Santa Monica Blvd,,,Hollywood,CA,"90020-(at
Sanborn)-Tel.668-0629. Lesbian and 'non adult' gay titles/women:s
studies/magazines and newspapers/buttons/women's music/+ bulletin
board/reading tables. Don't miss their LESBIAN WRITERS
SERIES- -phone for recent schedule, great reports. They sell GAIA'S
GUIDE",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
"Helyn Luechauer, D.D.S.",Dentists,3169 Barbara Court,,,Hollywood,CA,;90068-Tel.(213)876-6440.,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Sante,Fitness Center,847 San Pablo Avenue,,,Albany,CA,"Tel. 526-5900. Fully
equipped gym/sauna/ jacuzzi/steam baths/ personalized exercise
program/ massage. Managed and operated by women.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Meadow Lake,Guest Houses,41524 Acorn Road,,,Auberry,CA,93602- Tel. (209)855-8994.,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Metropolitan Community Church ,Religious Groups,148 East 22nd Street,,,Costa Mesa,CA,"Tel.
545-6117",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Gays & Lesbians at Davis (GLAD),Political Group,433 Russell Boulevard,,,Davis,CA,"(LESBIAN NETWORK, Tel. 753-2090",*,Organizations,,,,Amanda Regan,4/11/2024 4:42pm,1987
Humboldt United Gays,Group,207 'G' Street,,,Eureka,CA,"Suite 104. Tel.
442-5604. Answerphone.",*,Organizations,,,,Amanda Regan,4/11/2024 4:42pm,1987
Driftwood Tavern,Bars,200 First Street,,,Eureka,CA,"Tel. 442-9788. Gay some
evenings only.",**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Les Biens - Women Prefering Women,Group,,,checked,Fairfield,CA,"Tel. (707)448-1010.
(for messages and information)-Solano county women's support
group. Free newsletter, nice women.",**,Organizations,,,,Amanda Regan,4/11/2024 4:42pm,1987
The Front Runner,Publications,164 North Blackstone Ave,,,Fresno,CA,"(suite 119);93701.
Monthly local gay newspaper. Free at bars or $12.00 p.a.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Fresno Gay Hotline,Service,,,checked,Fresno,CA,Tel. 264-HELP,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Metropolitan Community Church of the Vineyard,Religious Groups,606 East Belmont,,,Fresno,CA,Tel.441-0105,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Valley Women,Feminist Bookstore,805 East Olive,,,Fresno,CA,,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Gordick's,Gay / Lesbian Bookstore,6015 North Palm Avenue,,,Fresno,CA,"93704;Tel. 435-1845. Full
selection of lesbian and gay titles, newspapers, including Front
Runner,etc. Open Mon-Fri. 10am-6pm/Sat. till 5pm/Closed Sundays.
They sell GAIA'S GUIDE. Very nice people, say 'hi' from GAIA.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
High Energy,Bars,2250 North Weber,,,Fresno,CA,"(near Clinton)-New dance bar,
open 5pm-2am & Sundays from 2pm.",**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
The Palace / Rawhide Room,Bars,4030 East Belmont Ave,,,Fresno,CA,"Tel.
264-8283",**(MGM),"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Meadow Lake Camp,Women's Holiday Rentals,,,checked,Fresno,CA,"Box 15419; Tel. (209)855-8994. Cabins,
rooms and camp spaces. Women-only camp secure and secluded in
the Sierras.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Metropolitan Community Church - Divine Redeemer,Religious Groups,346 Riverdale Drive,,,Glendale,CA,Tel.(213)500- 7124,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
New York Company Bar and Grill ,Bar / Restaurants,2470 Fletcher Drive,,,Glendale,CA,Tel.(213)665-1115,**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
New Hope Christian Church ,Religious Groups,14811 1/4 Oxnard St,,,Van Nuys,CA,Tel.(818)765-1590.,,,,,,Lilly Smith,7/24/2024 11:46am,1987
Oxwood Inn,Bars,13713 Oxnard Street,,,Van Nuys,CA,"Tel. (818)997-96~6.
An old favorite, country & western bar with live entertainment, dancing
and pool tables/other games.",****,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Cheers,Bars,10700 Vanowen,,,North Hollywood,CA,Tel.(818)506-1998,****,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Club 22,Bars,4882 Lankershim Blvd.,,,North Hollywood,CA,"Tel.
(818)760-9792. Disco with DJ, occasional live entertainment.",****,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Thi Is It,Bars,5416 Whitsett Boulevard,,,North Hollywood,CA,"'-Tel.(818)760-5416. Woman owned women's dance bar,
video, etc.",****,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
In Touch East,Bars,10437 Burbank Blvd,,,North Hollywood,CA,Tel.(818)508- 7008,****,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Rumors,Bars,10622 Magnolia Blvd,,,North Hollywood,CA,Tel.506-9651,****,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
The Connection,Bars,4363 Sepulveda,,,Culver City,CA,"90230- Tel.(213)391-6817. Pool tables/live entertainmenV
cocktail lounge.",****,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Nancy Clarke,Accounting and Income Tax Services,11462 Patom Drive,,,Culver City,CA,90230-Tel.(213)391-5650.,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Bread & Roses,Feminist Bookstore,13812 Ventura Blvd,,,Sherman Oaks,CA,"Tel.986-5376. Huge selection of women's books & they serve
coffee/tea/wine & snacks. They sell GAIA'S GUIDE.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Between the Lines,Feminist Bookstore,9028 Tampa Avenue,,,Northridge,CA,"Tel.701-6758. Specializing in books for women,
non-sexist books for children/small press publications/unusual gifts &
cards.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Diane M. Goodman,Attorneys,16000 Ventura Blvd,,,Encino,CA,"(suite 1208),
91436- Tel. (213) 872-1577.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Associated Women's Health Services,Counseling / Health / Clinics / Medical Treatment,22554 Ventura Boulevard,,,Woodland Hills,CA,"suite 208, Woodland Hills,CA;91364- Tel. (818)710-9231 or
(213)822-6200. Artificial insemination and alternative birth center +
obstetrics and gynecology.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Feminist Wicce,Counseling / Health / Clinics / Medical Treatment,2050 Waveview Drive,,,Topanga,CA,"90290-Tel.
(213)455-1464. Mail order service: books, tarot & tools of the craft.
Consultations by appointment. $2.50 for catalogue",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
