title,type,address,unclear.address,city,state,statewide.address,description,stars,Star Type,Mentions Race?,Mentions Disability?,notes,Questions/Unsure Dr. R should check,year,Last Modified By,Last Modified
Metropolitan Community Church ,Religious Groups,208 W 13th St,,New York City,NY,,"Tel. 242 1212:Theabove
address is their own church and racially mixed center.",,,checked,,,,1985,,8/8/2024 8:42am
The Gay Roomate Service,Roommate Service,,checked,New York City,NY,,"Tel.580-7696. guaranteeing manymore apartments
to share than any other service in the city. $55registration fee. No fee to list your
apartment. Many lesbianlistings and we want more of them",,,,,,,1985,,8/8/2024 8:42am
New York Lesbian Switchboard,Services,New York City,checked,New York City,NY,,"Tel. 741-2610.hoursMon-Fri 6pm-10pm.
Referrals and peer counselling or if you can't getthem try GAY SWllCHBOARD Tel.
777-1800 (taped message) ",,,,,,,1985,,8/8/2024 8:42am
Women’s Studies,Radio Program,,checked,New York City,NY,,"Tel. 297 0707.'Lesbian hour'Weds. 7pm. Call
them for details of programs as times vary. Lesbianprograms, gay programs and
women's programs. WBAI is the listenersupported progressive radio station and
has a variety of programs thatmay be of interest.",,,,,,,1985,,8/8/2024 8:42am
Women’s Network,Publications,2137 Quimby Ave,,New York City,NY,,Tel. 597-7091,,,,,,,1985,,8/8/2024 8:42am
New York Feminist Art Institute ,Special Interest Groups,91 Franklin St,,New York City,NY,,"Tel. 219-9590 Classes, workshops,,lectures. Performances by and for women in the arts. Call or write for
complete listing of current program.",,,,,,,1985,,8/8/2024 8:42am
Lesbian Feminist Liberation,Services,,checked,New York City,NY,,Tel. 691-5460,,,,,,,1985,,8/8/2024 8:42am
Washington Square Church,Religious Groups,135 W. 4th Street.,,New York City,NY,,Tel 777-2528,,,,,,,1985,,8/8/2024 8:42am
St. Marks Women’s Health Collective,Health Center,92nd Ave,,New York City,NY,,"Tel. 2287482. All lesbian
staff, offering general medical care for lesbians.older women, identified women.
Herbal and alternative are available.Wheelchair access. Spanish spoken, low fees,
sliding scale.",,,,checked,,,1985,,8/8/2024 8:42am
The Women’s Center (Lesbian Feminist Liberation),Women's Centers,243 West 20th St,,New York City,NY,,"Tel.691-5460. Lesbian activities - speakers.bureau/dances/parties and concerts, and
the Women's Center KarateClub. Tel. 868 330. Meet Monday, 6pm, plus regular
Sunday programs.",****(*),Center,,,,,1985,,8/8/2024 8:42am
Lutheran for Lesbian & Gay Concerns,Religious Groups,PO Box 2217 ,checked,New York City,NY,,"Tel.278-5066
DIGNITY, PO Box 15, Tel. 869-3050",,,,,,,1985,,8/8/2024 8:42am
Blue Boys ,Bars,520 Niagara St,,Niagara Falls,NY,,Tel. 284-0152. Open 7 days aweek.,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Birds of a Feather,Bars, Bloomer Road ,checked,North Salem,NY,,"Tel.669-5650. Clientel 50% gay
men, 50% gay women_.They want to keepstraights out completely. Free bullet
Sunday. Parties and holidays. DJs 5 nights a week. Closed Mon & Tue. Pool, video.
Occasional dragshows. Other live entertainment. Open 8pm-4am. Recommended
Say'hi'from GAIA Rt. 121",**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Paralelle,Bars, 75 North Rt 92,,Nyack,NY,,"Tel. 268-9800. Veryfriendly place. 90% women. Pool
tables. Woman owned and operated. Open7pm - late/closed Mon and Thurs.
Recommended",****,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
The Congress Restaurant ,Bar/Restaurant,411 Main Mall East. ,,Poughkeepsie,NY,,"Tel.486-9068. Open every day
until 4am. Fine food and beverages/dancing.Same ownership since 1949'.Clientele:
mixed gy people and straight.",,,,,,,1985,,8/8/2024 8:42am
Village Green Bookstore,Feminist Bookstore,766 Monroe Ave. ,,Rochester,NY,,"Tel.442 1151.Women's/lesbian/gay
titles, magazines and newspapers, posters.buttons, greetings cards, women's music.
Author's nights. Open 7 days10-10pm",,,,,,,1985,,8/8/2024 8:42am
The Other Place,Bars, Main at Mustard,checked,Rochester,NY,,"Wide age range.Busy on weekends. Small
dance floor. Video. No food served.",****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Lloyd's Restaurant ,Bar/Restaurant,289 Alexander St,,Rochester,NY,,"Tel. 546 2211. Gayowned. Nice
atmosphere.",*,Restaurants,,,,,1985,,8/8/2024 8:42am
N.O.W,Bar/Restaurant,Genessee Valley,checked,Rochester,NY,,Tel. 235 7223,,,,,,,1985,,8/8/2024 8:42am
Gay Alliance of Genesee Valley,Publications,713 Monroe Ave,,Rochester,NY,,"Tel.244-8640. Includes
LESBIAN RESOURCE CENTER, ROCHESTER GAY TASKFORCE and the EMPTY
CLOSET newspaper, published monthly (exceptAugust). Social - coffeehouse Sat
eves. 9-midnight. Political/counseling/many referrals/library/speakers bureau.
",***(**),Publication,,,,,1985,,8/8/2024 8:42am
La Saloon ,Bars,48 Lake Ave.,,Rochester,NY,,"Tel. 546-1621. Bar and restaurant.good drinks. Not fancy
but comfortable. Owned by a gay man and a gaywoman. Open 7 days a week,
10am-2am. Sunday noon to 2am. All gay, wideage range. Juke box, video games,
pool tables, drag shows. Very nice.helpful friendly people. Be sure and say hi from
GAIA",**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Silkwood Books,Feminist Bookstore,633 Monroe Ave.,,Rochester,NY,,"Tel. 473-8110. Books.periodicals, records,
art, posters, buttons, I-shirts. Closed Monday.Open Tues & Weds noon-6pm, Thurs
& Fri till 9pm, Sat 12-6, Sun 12-5.Mail order and special orders accepts. They sell
GAIA'S GUIDE.",,,,,,,1985,,8/8/2024 8:42am
The Allen Club,Bars,278 Allen St. ,,Rochester,NY,,"Tel. 325-9342. THE women'sdisco in Rochester.
Large dance floor with DJ and good music & pooltable and football. Wednesday
is 2 for 1 night. Highly recommended.",****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
The Riverview,Bars,242South Ave.,,Rochester,NY,,"Tel. 325-9772.Nowadays.it's Rochester's quiet bar
for women. Juke box, pool table, football.A great place for meeting people and having
a conversation, not so holler dancing.",****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
New Women’s Times,Publications,804 Meigs St.,,Rochester,NY,,"Tel. 271-5523. Monthlyfeminist newspaper
with events calendars (national and local), guideto woman-owned businesses, news
and reviews. Also classifieds.Subscription $15 per year.",,,,,,,1985,,8/8/2024 8:42am
Rosie's,Bars,219 Monroe Ave,,Rodchester,NY,,Tel. 454-6598. Disco & juice bar.,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Abracadabra,Bars,86 Mills Ave. ,,Staten Island,NY,,"Gust across theVerrazano Bridge). Tel.
447-9365. Over bridge off South Beach Exit onto Lily Pond Rd. 2nd traffic light, make
rrght on to McLean Ave.Straight 3 or 4 blocks to Mills Ave, make left; all the way
down tothe Abracadabra Club. Parking in rear. And when you get there you'llfind
it's a mixed gay club where women are welcome.
NEW ROCHELLE (914)
BAR
**** RUMORS: 480 Main Street. Tel. 235 9805. New Rochelle'sfirst Girl's Bar. Open Wed
- Sun. Weds $0.25 night/$3.00 admission;Sats show night, Suns movie night. Plus
pool tournament.
NIAGARA FALLS
BAR
** BLUE BOYS: 520 Niagara St. Tel. 284-0152. Open 7 days aweek.
NORTH SALEM (914)
BAR
** BIRDS OF A FEATHER: Bloomer Road & Rt. 121. Tel.669-5650. Clientel 50% gay
men, 50% gay women_.They want to keepstraights out completely. Free bullet
Sunday. Parties and holidays. DJs 5 nights a week. Closed Mon & Tue. Pool, video.
Occasional dragshows. Other live entertainment. Open 8pm-4am. Recommended
Say'hi'from GAIA. •
NYACK (914)
BAR
**** PARALELLE: 75 North Rt 92. Tel. 268-9800. Veryfriendly place. 90% women. Pool
tables. Woman owned and operated. Open7pm - late/closed Mon and Thurs.
Recommended.
POUGHKEEPSIE (914)
BAR/RESTAURANT
** THE CON?RESS RESTAURANT 411 Main Mall East. Tel.486-9068. Open every day
until 4am. Fine food and beverages/dancing.Same ownership since 1949'.Clientele:
mixed gy people and straight.
ROCHESTER (715)
N.O.W.
NOW: Genessee Valley. Tel. 235 7223.
PUBLICATION
***(**)
NEW WOMEN'S TIMES: 804 Meigs St. Tel. 271-5523. Monthlyfeminist newspaper
with events calendars (national and local), guideto woman-owned businesses, news
and reviews. Also classifieds.Subscription $15 per year.
GAY ALLIANCE OF GENESEE VALLEY: 713 Monroe Ave.Tel.244-8640. Includes
LESBIAN RESOURCE CENTER, ROCHESTER GAY TASKFORCE and the EMPTY
CLOSET newspaper, published monthly (exceptAugust). Social - coffeehouse Sat
eves. 9-midnight. Political/counseling/many referrals/library/speakers bureau. South Beach
",,,,,,,1985,,8/8/2024 8:42am
Gayphone,Services,,checked,Syracuse,NY,,Tel. 423-3599,,,,,,,1985,,8/8/2024 8:42am
Ryan's,Bars,"Pearl Street, ",checked,Syracuse,NY,,We hear it's a mixed gay bar next to Nettleton Shoe Factory,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Bay of Hope Metropolitan Community Church ,Religious Groups,819 Madison St,,Syracuse,NY,,"Tel.
458-7658",,,,,,,1985,,8/8/2024 8:42am
The Laurel Tree,Bars,210 Hawley Ave. ,,Syracuse,NY,,"Tel. 471-2813.Downstairs wine bar. Part disco,
part country and western and stillpopular. Hours: 4pm-2am and Sat 7pm-2am (DJ).
Women only. Highlyrecommended.",****,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Burnet Books,Bookstore,303 Burnet Ave,,Syracuse,NY,,"Tel. 471-9230 Gay and lesbiantitles. GAIA'S
GUIDE",,,,,,,1985,,8/8/2024 8:42am
Women’s Information Center,Women's Centers,601 Allen St.,,Syracuse,NY,,"Tel.478-4636.'Asafe place for all
women to learn an grow is the basicphilosophy of the WOMEN'S INFORMATION
CENTER. Woman to womancounselling, feminist school, newsletter, library and
support groups &job bulletin board to advertise women's businesses etc. This house
isowned by the Center Collective. 'A place for any woman to come'. OpenMon-Fri
10am-4pm. Tues 10am-7pm. Tel for more info",****,Center,,,,,1985,,8/8/2024 8:42am
Susan Weed- Green Witch,Herbalist, PO Box 64 Woodstock,checked,Woodstock,NY,,"Tel. 246-8081.Workshops
for women on healing with plants and psychic skills - freebrochure.",,,,,,,1985,,8/8/2024 8:42am
Sojourners's,Coffeehouses,PO Box 165 Kingston. ,checked,Woodstock,NY,,"Tel 246-8081.Women's coffeehouse which
meets every other Friday night. Sept thruJune. Women entertainers, community
benefits. Snacks, etc.
",****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Maveric,Bars,"Route 28, Glenford",checked,Woodstock,NY,,Tel 657 8927. 2 bars anddisco. Mixed gay people,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Satans Inc,Bars,839 S. Arlington St,,Akron,OH,,Tel. 773-9317,***,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Old Plantation,Bars,417 Kenmore Place,,Akron,OH,,Tel. 375-5275,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Jox,Bars,1433 South Main,,Akron,OH,,Tel. 724-3711,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Berea Books,Feminist Bookstore, 2 Berea Common,,Berea,OH,, Tel. 243-5963,,,,,,,1985,,8/8/2024 8:42am
Jacobers,Bars,36 West 5th,,Cincinnati ,OH,,Tel 381-5005,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
LAB-Lesbian Activist Bureau,Organization and Services,P.O. Box 1485;45201.,checked,Cincinnati ,OH,,Newsletter on request,**,Organizations,,,,,1985,Amanda Regan,7/22/2025 3:30pm
The Greater Cincinnati Gay Coalition,Groups,PO Box 19158,checked,Cincinnati ,OH,,Tel. 851-3326 Umbrella organization for lesbian and gay groups working for equal rights in the Cincinnati area,*,Group,,,,,1985,,8/8/2024 8:42am
Talbott Street,Bars,2506 Kemper Lane,,Cincinnati ,OH,,Tel. 961-3400,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Metropolitan Community Church ,Religious Groups, 65 Hollister St.,,Cincinnati ,OH,,Tel. 241-5610,,,,,,,1985,,8/8/2024 8:42am
Gay Community Switchboard,Switchboard ,,checked,Cincinnati ,OH,,Tel. 221-7800. Mon-Sat. 7pm-11pm.,,,,,,,1985,,8/8/2024 8:42am
Badlands Territory,Bars,419 Plum St,,Cincinnati ,OH,,Tel. 721- 9620,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
The Yellow Pages,Publications, PO Box 5009,checked,Cincinnati ,OH,," Tel. 621-4839. Lesbian/gay paper full of
local resources and Info. Very helpful to GAIA'S GUIDE. $8.00 ",,,,,,,1985,,8/8/2024 8:42am
Metro,Bars,616 Ruth Lyons Lane,,Cincinnati ,OH,,Tel 421-3760,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Women Helping Women,Organization and Services,9th & Walnut St,,Cincinnati ,OH,,"Tel. 381-5610(Iesbian line)or 381-6003.
Home of these and more groups: Slightly Older Lesbians, peer counseling, lesbian
resource library.",****(*),Organizations,,,,,1985,,8/8/2024 8:42am
Alternative Currents,Radio Program,,checked,Cincinnati ,OH,,WAIF 88.3 FM Gay radio run by lesbians ,,,,,,,1985,,8/8/2024 8:42am
The Crazy Ladies Bookstore,Feminist Bookstore,4112 Hamilton Ave,,Cincinnati ,OH,,"Tel. 541-4198. Women's
books, cards, posters, I-shirts, and gift items by local craftswoman. Also non-sexist kids books and GAIA'S GUIDE . Local info center
",,,,,,,1985,,8/8/2024 8:42am
The Side Door ,Bars,619 Walnut,checked,Cincinnati ,OH,,Tel 721-9551  (in Gano Alley),**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Ginzzy's,Bars,11814 Detroit Ave,,Cleveland,OH,,Tel 226-9801,***,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Woman Space,Centers,1258 Euclid Avenue,,Cleveland,OH,,,,,,,,,1985,,8/8/2024 8:42am
Paradise Inn,Bars,4488 State Road ,,Cleveland,OH,,Tel 741-9819,***,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
The Godmother,Bars,1014 East 63rd St,,Cleveland,OH,,Tel 316-5712,****,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Gay Hotline and Switchboard ,Services,PO Box 6177,checked,Cleveland,OH,,Tel 651-7111,,,,,,,1985,,8/8/2024 8:42am
The Inn on Coventry ,Restaurants,2785 Euclid Heights Blvd ,,Cleveland,OH,,Tel 3711-811,,,,,,,1985,,8/8/2024 8:42am
Club ISIS,Bars,1400 West 6th ,,Cleveland,OH,,"Tel 589-5866 Disco, nice atmosphere. Private club Closed Tuesdays",****,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Bookstore on West 25th,Bookstores,1921 West 25th St,,Cleveland,OH,,Tel 566-8897,,,,,,,1985,,8/8/2024 8:42am
Exedra,Bars,1762 East 18th St,,Cleveland,OH,,Tel 621-8414,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Bernie's,Restaurants,67. E Gay St,,Columbus,OH,,Tel 221-0071,,,,,,,1985,,8/8/2024 8:42am
Mel’s Place,Bar/Restaurant,785 Bank St,,Columbus,OH,,Tel 445 9196. Created by and for gay women,****,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Calico’s Coffeehouse,Coffeehouses,47 W 5th Ave,,Columbus,OH,,Tel 299-2878,,,,,,,1985,,8/8/2024 8:42am
Summit Station,Bars,2210 Summit St,,Columbus,OH,,"Tel 261 9634 Exclusively a women's bar, pool tables, dancing, and live entertainment. Highly recommended ",****,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Gay Infoline,Services,,,Columbus,OH,,Tel 422-9212,,,,,,,1985,,8/8/2024 8:42am
Gay Hotline,Services,Box 28,checked,Dayton,OH,,Tel 228-4875 7pm- 11pm,,,,,,,1985,,8/8/2024 8:42am
Metropolitan Community Church,Religious Groups,,checked,Dayton,OH,, Tel. 254-4533 (24 hour phone,,,,,,,1985,,8/8/2024 8:42am
Changes,Bars,35 West 5th St ,,Dayton,OH,," Tel. 445-9077. Recommended as being good for drinks
after work. (which is more than London (home) can boast!!",**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Iris Books ,Feminist Bookstore,1100 North Main,,Dayton,OH,,. Tel. 228-1534,,,,,,,1985,,8/8/2024 8:42am
Dayton Lesbian & Gay Center Inc,Gay Centre,665 Salem Ave,,Dayton,OH,,Tel 228-4875,***(**),Center,,,,,1985,,8/8/2024 8:42am
1470 West,Bars,1470 West Dorthy Lane,,Dayton,OH,,"Tel.293-0066. Gay/lesbian entertainment
complex. Open Fri & Sat. 8:30pm-5am/Tu./Weds/Th/Sun. 8:30pm-2:30am.
Recommended. 293-0573",**(**),Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Martinique ,Bars,148 Salem Ave,,Dayton,OH,,". Tel. 226-9017. Cocktail lounge with dance area/juke
box",***,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Ragtime,Groups,PO Box 31123,checked,Dayton,OH,,"Tel 228-4875  Support group for lesbian and other
women exploring their sexuality",**,Group,,,,,1985,,10/11/2024 9:55pm
Stonewall Cottages ,Guest House,233 West Riverview,,Dayton,OH,, Tel. 222-0605 Uust gay men?,,,,,,,1985,,8/8/2024 8:42am
Springfield Farm,Resorts,5704 Highpoint Road,,Glenford,OH,,"Tel. (614)
659-2364. Recent update: A quiet retreat owned and operated by
Lesbians. Swimming pool/recreation barn/luxurious spa-night lighting/
picnic tables.
** SOMEWHERE IN TIME, 804 West North Street; Tel. 227-7288
LORAIN
BAR
** CLUB 1504: 1504 Broadway. Tel. 245-9413
MANSFIELD
** WOODY'S 157 N. Main St. Tel. 526-9403
PIQUA
** THE WATER MAIN, 202 North Main; Tel. 773-9277
SPRINGFIELD
BAR
*** GASLITE INN, 638 West Main Street (Light & Main) Tel. 324-0383. Pool tables,
women's entertainment, video screens. 7pm-2:20am-7 days a week.
SANDUSKY
** RAIDERS, 402 West Water; Tel. 627-9192
",,,,,,,1985,,8/8/2024 8:42am
Somewhere in Time,Resorts,804 West North Street,,Lima,OH,,; Tel. 227-728,**,Resort,,,,,1985,,8/8/2024 8:42am
Club 1504,Bars,1504 Broadway,,Loraine,OH,,. Tel. 245-941,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Woody's,Bars,154 N Main St,,Mansfield,OH,,. Tel. 526-940,**,,,,"no site type listed
",,1985,Amanda Regan,7/22/2025 3:35pm
Raiders,Bars,402 West Water,,Sandusky,OH,, Tel. 627-919,,,,,no site type listed,,1985,Amanda Regan,7/22/2025 3:35pm
Gaslite Inn,Bars,638 West Main Street,,Springfield,OH,," Tel. 324-0383. Pool tables,
women's entertainment, video screens. 7pm-2:20am-7 days a we",,,,,,,1985,Amanda Regan,7/22/2025 3:36pm
David's,Bars,160 North 4th St,,Stubenville,OH,,"Tel.598-4402; Dance bar/pool tables/good food/drag
shows. This private club will admit women guests with a copy of GAIA'S GUIDE
+ valid I.D.-open 7pm-2:30am & Fri. from 11am",***,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Pro-Toledo (Personal Rights Organization),Groups,PO Box 4642 ,checked,Toledo,OH,,"Tel.
243-9351. 24 hour hotline. Political, social and outreach activities. Newsletter",*,Group,,,,,1985,,8/8/2024 8:42am
Silver Slipper,Bars,702 Monroe ,,Toledo,OH,,Tel. 241-5997,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
The Jon Bryant Center,Centers,100 Dayton St ,,Yellow Springs,OH,,Tel. 767-9011,,,,,,,1985,,8/8/2024 8:42am
Epic Book Shop,Bookstores,232 Xenia Ave,,Yellow Springs,OH,,Tel. 767-7997,,,,,,,1985,,8/8/2024 8:42am
Winds Cafe,Restaurants,230 Xenia Ave,,Yellow Springs,OH,,Tel. 767-1144,,,,,,,1985,,8/8/2024 8:42am
Antioch College Lesbian & Gay Centre 4,Centers,Antioch University,checked,Yellow Springs,OH,,"located in Birchspace on the
Antioch Campus. Tel. 767-7331",,,,,,,1985,,8/8/2024 8:42am
Troubadour Lounge ,Bars,2618 Market St,,Youngstown,OH,,"Tel. 788-4379. Very highly
recommended lesbian/gay entertainment complex. Danclng,pool tabies,drag
shows & women's entertainment/community benefits. They sell GAIA'S
GUIDE. Say 'hi' from GAI",**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
The Water Main,Restaurants,202 North Main,,Piqua,OH,,; Tel. 773-9277,**,,,,,,1985,Amanda Regan,7/22/2025 3:37pm
King Arthur ,Bars, 2024 NW 11th St,,Oklahoma City,OK,,"Tel.528-9671.Their own ad includes
'ladies night 0 Iadies wearing dresses drink free draw beer 8 to midnight. Pool
tournaments. c & w night, disco. Also knows as KA'S",***,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
The Gayly Okalahoman,Publications,PO Box 60930-73146,checked,Oklahoma City,OK,,"Tel. 528-0800/Tulsa: 599-9380.
Statewide guide and events calendar",,,,,,,1985,,8/8/2024 8:42am
Herland Sister Resources,Feminist Bookstore,1630 NW 19th,,Oklahoma City,OK,checked," Women's studies and lesbian titles/magazines and newspapers/
posters/buttons/women' music/local women's art/jewlery/ crafts + bulletin
board and referrals, reading area, tea and coffee, they sponsor concerts and
poetry readings, monthly coffee-house nights, workshops and lectures. They
publish their own newsletter which Is full of local and national lnfo.-verygood
reading. They're always very helpful to GAIA'S GUIDE, be sure and say'hi'
from GAIA",,,,,,,1985,,8/8/2024 8:42am
DJ’s Club,Bars,2805 NW 38th St,,Oklahoma City,OK,,"Tel. 942-9658. Dancing/pool tables/other games.
Owned and operated by gay women. Age groups of DJ'S clientel: 21-55 & it's one
old-timer that still gets recommendations from travelling visitors from all over the
world. Your best bet in OKC. Say'hi' from GAIA.-Now: country and western
dances/Sunday afternoon-free buffet",****,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Christ the King Metropolitan Community Church ,Religious Groups,PO Box 26223,checked,Oklahoma City,OK,,"Tel.
521-8352",,,,,,,1985,,8/8/2024 8:42am
Our Place,Bars,NW 12th ,checked,Oklahoma City,OK,, Tel 528-9396 at Pennsylvania ,***,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Barabra’s Nite Life,Bars,21200 NW 39th,,Oklahoma City,OK,,Tel. 528-9056,***,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Oklahoma Human Rights Gay Information Line,Services,,checked,Tulsa,OK,,"Tel. 587-GAYS
ZIPPERS GAY INFORMATION LINE: Tel. 749-9797, 583-9479",,,,,,,1985,Amanda Regan,7/22/2025 3:40pm
The Club,Bars,1229 South Memorial Dr,,Tulsa,OK,,"Tel.838-9283. Disco, patio and game room/pool
tables. Private club. but a copy of GAIA'S GUIDE will probably get you in.
ZIPPERS: 4812 East 33rd St. Tel. 749-9798",****,"Bars, Clubs, Coffeehouses",,,,,1985,Amanda Regan,7/22/2025 3:40pm
Over the Rainbow ,Bars,1164 South Garnett ,checked,Tulsa,OK,,"Tel.
438-1471. Happy hour M-F:4pm-7pm. (in the Redbud Shopping Center)",****,"Bars, Clubs, Coffeehouses",,,,,1985,Amanda Regan,7/22/2025 3:40pm
Seeker’s Choice,Bars, 6710 East Admiral Place,,Tulsa,OK,,Tel. 838-9442.,***,"Bars, Clubs, Coffeehouses",,,,,1985,Amanda Regan,7/22/2025 3:40pm
Zippers,Bars,4812 East 33rd St. ,,Tulsa,OK,,Tel. 749-9798 ,,,,,,,1985,Amanda Regan,7/22/2025 3:41pm
Peralandra,Bookstores,790 E. 11th Ave. ,,Eugene,OR,,Tel. 485-4848.  Say hi to GAIA,,,,,,,1985,,8/8/2024 8:42am
Keystone Cafe,Restaurants,395 West 5th St.,,Eugene,OR,,Tel. 342-2075,,,,,,,1985,,8/8/2024 8:42am
Zoo’s Zoo’s Natural Foods Restraunt,Restaurants,454 Williamette St.,,Eugene,OR,,"Tel. 344-4764.
*
Women's Tea House every other Friday, women entertainers . Recommended by
WOMEN'S PRESS. Open from 8am-9pm & till midnight on women's nights.",**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
The Book and Tea Shop,Feminist Bookstore,1646 East 19th Ave,,Eugene,OR,,"Tel. 344-3422. Open M-Sat.
10am-6pm/Sun. noon-5pm. Very friendly women.",,,,,,,1985,,8/8/2024 8:42am
Marlene Drescher (Attorney at Law),Attorneys,593 Jefferson St. ,,Eugene,OR,,"Tel 42-5591. A
feminist in the practice of law, emphasizing real estate, small business, domestic
relations, etc.",,,,,,,1985,,8/8/2024 8:42am
Cassidy's,Bars,539 E. 13th ,,Eugene,OR,,Tel. 484-9983,MGM**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Owl Farm,Women's Retreat,Box 133,checked,Eugene,OR,,"Days Creek;97429. Open wimmin's land in the hills of southern
Oregon.-A haven for any woman who needs it, temporarily or permanently ",,,,,,,1985,,8/8/2024 8:42am
Paradox,Bookstores,825 East 13th,,Eugene,OR,,"Tel. 343-6705. Emphasis on women authors
and women's issues. Buttons, women's music. They sell GAIA's Guides
",,,,,,,1985,,10/11/2024 9:53pm
Genesis Juice Bar,Restaurants,296 East 5th St.,,Eugene,OR,,"Tel. 342-3053. Open 7am-6pm Th-Sat. &
9am-5pm Sun",*,Restaurants,,,,,1985,,8/8/2024 8:42am
Rivera Room,Bars,39-41 West 10th St,,Eugene,OR,,Tel. 344-4022. Disco and restaurant.,***,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Lesbian/ Gay Alliance ,Group ,University of Oregon ,checked,Eugene,OR,,Tel. 686-3360,,,,,,,1985,,8/8/2024 8:42am
Metropolitan Community Church ,Religious Groups,1236 Kincaid St.,,Eugene,OR,,Tel. 485-3665,,,,,,,1985,,8/8/2024 8:42am
Women’s Press ,Publications,PO Box 562,checked,Eugene,OR,,"Exce!lent feminist
newspaper. World famous, In fact, for high standard Journalism",,,,,,,1985,,8/8/2024 8:42am
Mother Kali’s Books ,Feminist Bookstore,541 Blaire Boulevard ,,Eugene,OR,,"Tel. 343-4864. Very well
stocked, as well as books have: newspapers and magazines (The Women""s
Press), + posters, buttons, jewlery, women's music. Acknowledged info.
center. They sell GAIA'S GUIDE, say 'hi' from GAIA.",,,,,,,1985,,8/8/2024 8:42am
It’s Natural ,Food Store,226 2nd Ave.NW,,Myrtle Creek,OR,,"Tel.863-6811.Natural food store owned
and operated by lesbians. 'We provide extensive gay and lesbian networking for
this area. Open M-F 10am-5:30pm/ Sat. 10am-3pm",,,,,,,1985,,8/8/2024 8:42am
Just Out,Services,923 South West 17th St.,,Portland,OR,,Tel. 223-9652 HEALTH CENTERS/CLINICS/COUNSELLING,,,,,,,1985,,8/8/2024 8:42am
Portland Women’s Feminist Health Center,Services,6510 S.E. Foster Road,,Portland,OR,,Tel 777-7044. Well-woman clinic. Phone counseling,,,,,,,1985,,8/8/2024 8:42am
Jonah’s Gallery & Pub,Restaurants,7425 SW Barbur Blovd.,,Portland,OR,,"Tel. 245-2188 Excellent seafood
restaurant.",*,Restaurants,,,,,1985,,8/8/2024 8:42am
Chuckles,Bars,1810 North West Lovejoy St,,Portland,OR,,"Tel. 223-2372. Pool tables, good food, lots
of gay women and recommended.
",**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
A Woman’s Place Bookstore,Feminist Bookstore,2349 SE Ankeny,,Portland,OR,,"Tel. 236-3609. Open noon-6pm.
Books + posters, magazines and newspapers, jewlery, buttons, cards.
Acknowledged local info center. Say 'hi' from GAIA",,,,,,,1985,,8/8/2024 8:42am
