"title","type","address","unclear.address","city","state","description","stars","star.type","mentions.race","mentions.disability","notes","year","publication","country","geocode.value","lon","lat","geoAddress"
"Lesbian/Feminist Collective","Groups","P.O. Box 47","checked","Penacook","NH","A large group with a political orientation plus lots of social activities. ","**","","",NA,"",1981,"Gaia's Guide","United States","Penacook, NH, United States",-71.5990999,43.2801927,"penacook, concord, nh 03303, usa"
"Apple Tree Bookstore","Bookstore","24 Warren Street","","Concord","NH","Tel. (603) 228-8451.Full range of women’s and gay titles.","-","","",NA,"",1981,"Gaia's Guide","United States","Concord, NH, United States",-71.5375718,43.2081366,"concord, nh, usa"
"Tigris-Euphrates","Feminist Bookstore","20 Main Street, 03561","","Littletown","NH","Tel. (603) 444-3349. Lesbian feminist books and records. They sell GAIA'S GUIDE and are open 10am-6pm.","-","","",NA,"",1981,"Gaia's Guide","United States","Littletown, NH, United States",-71.7701237,44.3061628,"littleton, nh 03561, usa"
"Women's Words Books","Feminist Bookstore","Fountain Square, 03229","","Contookook","NH","","","","",NA,"",1981,"Gaia's Guide","United States","Contookook, NH, United States",-71.7139655,43.2220234,"contoocook, hopkinton, nh 03229, usa"
"Nashua Area Gays","Groups","P.O. BOX 3472, 03061","checked","Nashua","NH","Tel. 882-8732.","*","Organizations/Groups","",NA,"",1981,"Gaia's Guide","United States","Nashua, NH, United States",-71.467566,42.7653662,"nashua, nh, usa"
"Cafe Mews","Bar/Restaurant","North Main Street, 03860","","North Conway","NH","Tel.(603)356- 2313. Disco and quiet lounge. Open-3pm-lam Tues-Sun. Fri/Sat. till
3en.Closed on Mondays.","**","Bar/Restaurant","",NA,"",1981,"Gaia's Guide","United States","North Conway, NH, United States",-71.1284041,44.0536805,"north conway, conway, nh, usa"
"UNH Women’s Center","Women's Centers","134, Memorial Union Building, 03824","","Durham","NH","Tel.(603)862-1968.Workshop, varied programs and lectures, lending library, political and general resource center for: women’s interests and needs. Open 10am-4pm.","****","","",NA,"",1981,"Gaia's Guide","United States","Durham, NH, United States",-70.9264393,43.1339545,"durham, nh 03824, usa"
"""484"" Club","Show-Bars","484 Chestnut","","Manchester","NH","Elegant show-bar. Most popular with lesblans. (Or 1s it Elm St.?)- correct address,please.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Manchester, NH, United States",-71.4547891,42.9956397,"manchester, nh, usa"
"Women's News Service of New Hampshire","Publications","38 South Main Street, 03229","","Contookook","NH","","-","","",NA,"",1981,"Gaia's Guide","United States","Contookook, NH, United States",-71.7139655,43.2220234,"contoocook, hopkinton, nh 03229, usa"
"Daughter of Bilitis, (D.OB.)","Groups","03261","checked","Northwood","NH"," Tel.(603)431-9857","**","Organizations/Groups","",NA,"",1981,"Gaia's Guide","United States","Northwood, NH, United States",-71.1508969,43.194249,"northwood, nh 03261, usa"
"Full Circle Books","Feminist Bookstore","135 Harvard,S.E., 87106.","","Albuquerque","NM","Tel.(505) 266-0022.","-","","",NA,"",1981,"Gaia's Guide","United States","Albuquerque, NM, United States",-106.650422,35.0843859,"albuquerque, nm, usa"
"The Rusty Cork","Bars","2428 San Mateo Place,North East.","","Albuquerque","NM","Tel. 255-0743. Private club. Dance bar/country western music. Highly recommended. (Guests welcome.)","****","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Albuquerque, NM, United States",-106.650422,35.0843859,"albuquerque, nm, usa"
"N.L.F.O./Albuquerque Chapter","Groups","Moontree Press 3804-4th, NW","","Albuquerque","NM","Tel.(505)345-9226. N.L.P.O.-National Lesbian/Feminist Organization.","**","Organizations/Groups","",NA,"",1981,"Gaia's Guide","United States","Albuquerque, NM, United States",-106.650422,35.0843859,"albuquerque, nm, usa"
"The Senate","Bars"," 221 Galisteo","","Albuquerque","NM","""Filled with straight turistas on weekends—but during the week it's like a gay family"". Highly recommended.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Albuquerque, NM, United States",-106.650422,35.0843859,"albuquerque, nm, usa"
"Women's Health Service","Women's Centers","316 East Marcy","","Albuquerque","NM"," Tel-(505) 900-3369.Lesbian support group meets Tuesdays—7:30pm-9pm.","****(*)","","",NA,"",1981,"Gaia's Guide","United States","Albuquerque, NM, United States",-106.650422,35.0843859,"albuquerque, nm, usa"
"Crickets Club","Bars","5511 Central Ave. N.W.","","Albuquerque","NM","Tel.(505)831- ...e A private club for women/collectively owned and operated. Dancing/pool table/entertainment. Open 6pm-2am Tues.-Sat. & 3-12am Sundays. Closed Mondays. Non-members can get in with a copy of GAIA'S GUIDE plus valid I.D.","****","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Albuquerque, NM, United States",-106.650422,35.0843859,"albuquerque, nm, usa"
"Charlotte Women’s Center","Centers","1615 Lyndhurst Avenue","","Charlotte","NC","Tel. (704) 334-9655. Coffeehouse nights, self-defense classes and socials plus newsletter and swichboard service.","****(*)","","",NA,"",1981,"Gaia's Guide","United States","Charlotte, NC, United States",-80.8431267,35.2270869,"charlotte, nc, usa"
"The Odessey","Bars","105 West Morehead. ","","Charlotte","NC","Tel.(704)332- 3631.Several bars including separate disco space and quiet
lounge.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Charlotte, NC, United States",-80.8431267,35.2270869,"charlotte, nc, usa"
"Odyssey I","Bars","corner of Morehead and Tryon.","checked","Charlotte","NC","Tel. (704)322-
3621","-","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Charlotte, NC, United States",-80.8431267,35.2270869,"charlotte, nc, usa"
"The New Women’s Playhouse","Theater/Arts Center","—at the Women’s Center.","checked","Charlotte","NC","Tel.344-9655-Rlng them up for details of current programs and information.","-","","",NA,"",1981,"Gaia's Guide","United States","Charlotte, NC, United States",-80.8431267,35.2270869,"charlotte, nc, usa"
"A Woman's Place","Centers","PP.O. 509 110 Henderson St, 27514","","Chapel Hill","NC","Tel.(919) 967-8006.","****","","",NA,"",1981,"Gaia's Guide","United States","Chapel Hill, NC, United States",-79.0558445,35.9131996,"chapel hill, nc, usa"
"St. John's Metropolitan Community Church","Religious Groups","P.O. Box, 16605, 27611","checked","Raleigh","NC","Tel.(919)832-1582.Worship services, socials ","-","","",NA,"",1981,"Gaia's Guide","United States","Raleigh, NC, United States",-78.6381787,35.7795897,"raleigh, nc, usa"
"42nd Street","Bars","315 West Main Street","","Durham","NC","Tel.(919)683-1151.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Durham, NC, United States",-78.898619,35.9940329,"durham, nc, usa"
"Odyssey I","Music","corner of Morehead and Tryon.","checked","Charlotte","NC","Tel. (704)322-
3621","-","","",NA,"",1981,"Gaia's Guide","United States","Charlotte, NC, United States",-80.8431267,35.2270869,"charlotte, nc, usa"
"The Androgyny Center","Counselling/Therapy","P.O. Box 31165, 27612","checked","Raleigh","NC","Tel. (9191) 787-6681. Individuals, couples and groups.","-","","",NA,"",1981,"Gaia's Guide","United States","Raleigh, NC, United States",-78.6381787,35.7795897,"raleigh, nc, usa"
"Gay Group","Groups","P.O. Box 19332, 27410","checked","Greensboro","NC","","-","Organizations/Groups","",NA,"",1981,"Gaia's Guide","United States","Greensboro, NC, United States",-79.7919754,36.0726354,"greensboro, nc, usa"
"Wham!","Bars","1011 Arnold Street. ","","Greensboro","NC","Tel.(919)373-9223.Disco","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Greensboro, NC, United States",-79.7919754,36.0726354,"greensboro, nc, usa"
"Sound System","Music","","checked","Charlotte","NC","Tel. (704)399-2085.This is a woman-owned. I woman-run sound system which is for rent to gay women ' entertainers and producers in the southeast—small concerts,
clubs. Crew with sound technology and transportation included.","-","","",NA,"",1981,"Gaia's Guide","United States","Charlotte, NC, United States",-80.8431267,35.2270869,"charlotte, nc, usa"
"Reflections","Disco","2806 Battleground Ave. ","","Greensboro","NC","Tel.(919)282-1917-Located 1 block above Rice’s ToyotaWorld. ID required and must be over 21. Open Wed-Sun. 8-30 -- Until.","-","","",NA,"",1981,"Gaia's Guide","United States","Greensboro, NC, United States",-79.7919754,36.0726354,"greensboro, nc, usa"
"The Front Page","Publications","P.O. Box 25642, 27611","checked","Ashville","NC","Published twice monthly. Subscription rate $12.00 per year (24 issues). May news items provided by the International Gay News Service.","-","","",NA,"",1981,"Gaia's Guide","United States","Ashville, NC, United States",-82.5514869,35.5950581,"asheville, nc, usa"
"Christopher's","Bars","15-501 Chapel Hill Blvd","","Chapel Hill","NC","Tel.(919) 912-3536.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Chapel Hill, NC, United States",-79.0558445,35.9131996,"chapel hill, nc, usa"
"David's Lounge","Bars","114 Market Street","","Wilmington","NC","Tel.(919 )763-8068.Hot disco open daily from 7pm-1:30am. Closed Tuesdays.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Wilmington, NC, United States",-77.8868117,34.2103894,"wilmington, nc, usa"
"Scorppio Lounge","Bars","2301 Freedom Drive","","Charlotte","NC","
Tel. (704)373-9124.","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Charlotte, NC, United States",-80.8431267,35.2270869,"charlotte, nc, usa"
"Oleen’s Lounge","Bars","1831 South Blvd.. ","","Charlotte","NC","Tel.(704) 373- 9604.""Has a local reputation of being rough.""","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Charlotte, NC, United States",-80.8431267,35.2270869,"charlotte, nc, usa"
"Brass Rall","Bars","3513 Wilkinson Blvd.","","Charlotte","NC","Tel.399-8413.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Charlotte, NC, United States",-80.8431267,35.2270869,"charlotte, nc, usa"
"Lesbian Center Newsletter ","Publications","from-Carolyn & De, 2115 Kenmore Ave., 28204.","","Charlotte","NC","","-","","",NA,"",1981,"Gaia's Guide","United States","Charlotte, NC, United States",-80.8431267,35.2270869,"charlotte, nc, usa"
"Feminary","Publications","P.O. Box 954, 25415","checked","Chapel Hill","NC","A feminist Journal for the South—emphasizing the Lesbian Vision. $1.50 per copy.","-","","",NA,"",1981,"Gaia's Guide","United States","Chapel Hill, NC, United States",-79.0558445,35.9131996,"chapel hill, nc, usa"
"O’Henry’s","Bar/Restaurant","59, Haywood Street","","Ashville","NC","Tel.254-1891.","*","Bar/Restaurant","",NA,"",1981,"Gaia's Guide","United States","Ashville, NC, United States",-82.5514869,35.5950581,"asheville, nc, usa"
"Tree Top","Bars","85 Patton Avenue. ","","Ashville","NC","Tel.255-9921.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Ashville, NC, United States",-82.5514869,35.5950581,"asheville, nc, usa"
"Aware","Groups","6,East Lynmar, 58102","","Fargo","ND","Tel.280-1 498.Information and counselling center. Also contact them for Gay A.A.","*","Organizations/Groups","",NA,"",1981,"Gaia's Guide","United States","Fargo, ND, United States",-96.7898034,46.8771863,"fargo, nd, usa"
"David's Lounge","Bars","160 North Fourth Street","","Steubenville","OH","Tel.(614)283-9274.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Steubenville, OH, United States",-80.6339638,40.3697905,"steubenville, oh, usa"
" Richard's Nite Club","Bars","15 East 5th Street. ","","Mansfield","OH","Tel.562-2462. Located after junction 1-71 & US. 30.","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Mansfield, OH, United States",-82.5154471,40.75839,"mansfield, oh, usa"
"J.J.'s on The Strip","Bars","2402 St. Clair","","Cleveland","OH","Tel.566-9576.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"Golden Lions","Bars","340 Ludlow Street","","Cincinnati","OH","Tel.281-4179.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Cincinnati, OH, United States",-84.5120196,39.1031182,"cincinnati, oh, usa"
"Outpost 11","Bars","3143 Mahoning Avenue","","Youngstown","OH","Tel.(216) 793-0408.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Youngstown, OH, United States",-80.6495194,41.0997803,"youngstown, oh, usa"
"Ann's","Bars","126 Pine Street","","Warren","OH","Tel.392-8719-","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Warren, OH, United States",-80.8184166,41.2375569,"warren, oh, usa"
"All-Woman's Bookstore","Feminist Bookstore","1938 Rugby Road, 45406","","Dayton","OH","Tel.275-3606.","-","","",NA,"",1981,"Gaia's Guide","United States","Dayton, OH, United States",-84.1916069,39.7589478,"dayton, oh, usa"
"Epic Book Shop","Bookstore","232 Xenia Avenue, 45387","","Yellow Springs","OH","Carries a lot of feminist and womon-identiried books and magazines plus other information:","-","","",NA,"",1981,"Gaia's Guide","United States","Yellow Springs, OH, United States",-83.886874,39.8064486,"yellow springs, oh 45387, usa"
"Charlie Brown's","Bars","2329 West Tuscararas","","Canton","OH","","*","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Canton, OH, United States",-81.378447,40.7989473,"canton, oh, usa"
"Twylight Lounge","Bars","2467 Cleveland Avenue","","Columbus","OH","Tel.268-7724.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Columbus, OH, United States",-82.9987942,39.9611755,"columbus, oh, usa"
"The Mad Greek","Restaurants","Euclid Heights Blvd.","","Cleveland","OH","Tel.621-8328.","-","Restaurants","",NA,"",1981,"Gaia's Guide","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"Fantasy Bookstore","Bookstore","113 North Erle Street ","","Toledo","OH","Tel (419) 241-0717","-","","",NA,"",1981,"Gaia's Guide","United States","Toledo, OH, United States",-83.5378674,41.6528052,"toledo, oh, usa"
"P’n’G’s Smoke Pit","Bars","210 Snyder","","Akron","OH","Tel.(216)745-3316.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Akron, OH, United States",-81.5188377,41.081199,"akron, oh, usa"
"Ivanhoe","Bars","300 Main Street","","Toledo","OH","Tel.241-0080.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Toledo, OH, United States",-83.5378674,41.6528052,"toledo, oh, usa"
"Changes","Bars","2463 East Dublin.","","Columbus","OH","","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Columbus, OH, United States",-82.9987942,39.9611755,"columbus, oh, usa"
"Studio One","Bars","810 North Main Street. ","","Dayton","OH","Tel.(513) 228-9916","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Dayton, OH, United States",-84.1916069,39.7589478,"dayton, oh, usa"
"Camel Lot Complex","Bars","11, 532 South Street(route 422).","","Warren","OH","Tel.(216) 399-1051.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Warren, OH, United States",-80.8184166,41.2375569,"warren, oh, usa"
"Zanzibar","Bars","1630 Payne AVENUE","","Cleveland","OH","Tel.621-3719.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"Dinah","Publications","P.O. Box 1485, 45201","checked","Cincinnati","OH","Open-forum style lesbian
review. Local news and resources/classifled ad. section. Bi- monthly. It costs $3.00 per year and is also very, very funny.","-","","",NA,"",1981,"Gaia's Guide","United States","Cincinnati, OH, United States",-84.5120196,39.1031182,"cincinnati, oh, usa"
"Rider's Tavern","Bars","792 Mentor Avenue","","Painesville","OH","Tel.354-8200:","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Painesville, OH, United States",-81.245657,41.7244885,"painesville, oh 44077, usa"
"Adam's Rib","Bars","217 Calhoun Street, 45219","","Cincinnati","OH","Tel.(513) 281-9691","****","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Cincinnati, OH, United States",-84.5120196,39.1031182,"cincinnati, oh, usa"
"Gay Switchboard","Services","","checked","Cleveland","OH","Tel.696-5330.","-","Hotels, Motels, Services","",NA,"",1981,"Gaia's Guide","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"Stage Coach Inn","Bars","259 East Market Street","","Akron","OH","Tel.(216) 434-4314","**(**)","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Akron, OH, United States",-81.5188377,41.081199,"akron, oh, usa"
"New Jimmy’s","Bars","35 West 5th Street","","Dayton","OH","Tel.278-3963.","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Dayton, OH, United States",-84.1916069,39.7589478,"dayton, oh, usa"
"Buck's Tavern","Bars","1052 Broadway (route 57). ","","Lorain","OH","Tel.(419) 227-9498","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Lorain, OH, United States",-82.1823746,41.452819,"lorain, oh, usa"
"Women's","Art Gallery","Gallery at the Downtown and YMCA, 9th & Walnut.","","Cleveland","OH","Tel.241-7090-ext. 33","-","","",NA,"",1981,"Gaia's Guide","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"The Vaults","Bars","1281 West 9th Street","","Cleveland","OH"," Tel.241-8677.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"Dignity","Religious Groups","Box 983. ","checked","Cincinnati","OH","Tel.621-4811.Gay Catholics.","-","","",NA,"",1981,"Gaia's Guide","United States","Cincinnati, OH, United States",-84.5120196,39.1031182,"cincinnati, oh, usa"
"L.I.P.S.","Groups","193 East College Street, 44074","","Oberlin","OH","""Lesbians Into Preserving Sappho.""","**","Organizations/Groups","",NA,"",1981,"Gaia's Guide","United States","Oberlin, OH, United States",-82.2173786,41.2939386,"oberlin, oh 44074, usa"
"T.J.'s Adventurer Lounge","Bars","417 Jackson Street","","Toledo","OH","Tel.241-0080","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Toledo, OH, United States",-83.5378674,41.6528052,"toledo, oh, usa"
"Traxx","Bars","1812 Payne at 18th.","","Cleveland","OH","Tel.241-1769.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"Shaker’s Club","Bars","2775 South Moreland Avenue","","Cleveland","OH"," Tel.752-4100.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"American Disco","Bars","417 Kenmore Blvd, 44301","","Akron","OH","Tel.(216) 253-0264","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Akron, OH, United States",-81.5188377,41.081199,"akron, oh, usa"
" Antioch Gay Center/Women's Center","Women's Centers"," Antioch College, 45387","","Yellow Springs","OH","Tel.(513)767-7331-The gay center extension is: 456 and the
womyn’s center 13 ext. 311. ""Both are well attended with active support and exciting ideas.""","****","","",NA,"",1981,"Gaia's Guide","United States","Yellow Springs, OH, United States",-83.886874,39.8064486,"yellow springs, oh 45387, usa"
"New Dimensions","Bars","1012 Sumner","","Cleveland","OH","Tel.621-6900.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"The Outpost","Bars","Next to Betsy Ross Motel,Exit 14 Route 5. ","","Warren","OH","Tel.(419) 241-0717-","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Warren, OH, United States",-80.8184166,41.2375569,"warren, oh, usa"
"The Water Main","Bars","2020 North Main Street, 45356.","","Piqua","OH","Tel.(513) 773-9277.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Piqua, OH, United States",-84.2424449,40.1447732,"piqua, oh 45356, usa"
"Village Grotto","Bars","622 South High Street. ","","Columbus","OH","Tel.(614) 221-4784","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Columbus, OH, United States",-82.9987942,39.9611755,"columbus, oh, usa"
"Godmother","Bars","1014 East 63rd Street","","Cleveland","OH","Tel.361-5172.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"Metropolitan Community Church","Religious Groups","","checked","Cincinnati","OH","Tel. 59 1-0303. The
Christian Church with an out-reach to the Gay Community.","-","","",NA,"",1981,"Gaia's Guide","United States","Cincinnati, OH, United States",-84.5120196,39.1031182,"cincinnati, oh, usa"
"Darwin’s","Bars","214 West Fourth Street","","Cincinnati","OH","Tel.(513) 621-5935.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Cincinnati, OH, United States",-84.5120196,39.1031182,"cincinnati, oh, usa"
"Nantucket","Bars","11624 Clinton","","Cleveland","OH","Tel.(216) 969-9750.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"Kent Gay Liberation Front","Groups","233 Student Center,Kent State University, 44242","","Kent","OH","Tel.672-2068.","*","Organizations/Groups","",NA,"",1981,"Gaia's Guide","United States","Kent, OH, United States",-81.3578859,41.1536674,"kent, oh, usa"
"Dayton Gay Center, Inc.","Organisation and Services"," 665 Salem Avenue, 45406","","Dayton","OH","Tel.278-3963.","***","Organizations/Groups","",NA,"",1981,"Gaia's Guide","United States","Dayton, OH, United States",-84.1916069,39.7589478,"dayton, oh, usa"
"GayLine","Services","65 East Hollister","","Cincinnati","OH","Tel.241-0001.Counseling service.","-","Hotels, Motels, Services","",NA,"",1981,"Gaia's Guide","United States","Cincinnati, OH, United States",-84.5120196,39.1031182,"cincinnati, oh, usa"
"Martinique","Bars","148 Salem Avenue","","Dayton","OH","Tel.(513) 226-9017.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Dayton, OH, United States",-84.1916069,39.7589478,"dayton, oh, usa"
"Oberlin Women's Hotline","Services","","checked","Oberlin","OH","Tel.(216)774-HERS.Serving the i local women’s community—not only the college:","-","Hotels, Motels, Services","",NA,"",1981,"Gaia's Guide","United States","Oberlin, OH, United States",-82.2173786,41.2939386,"oberlin, oh 44074, usa"
"Genesis","Restaurants","12200 Euclid","","Cleveland","OH","Tel.421-9359-","-","Restaurants","",NA,"",1981,"Gaia's Guide","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"Gaslite Inn","Bars","638 West Main Street, 45504. ","","Springfield","OH","Tel.324-9300. Cllentel: 50% gay women and the owners go out of their wa. to please. Very highly recommended. Dancing/pool table/game. Open 7pm-2:30am. Closed Sundays.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Springfield, OH, United States",-83.8088171,39.9242266,"springfield, oh, usa"
"Lesbians United","Groups","P.O. Box 303, 45402","checked","Dayton","OH","Tel.256-9221.","**","Organizations/Groups","",NA,"",1981,"Gaia's Guide","United States","Dayton, OH, United States",-84.1916069,39.7589478,"dayton, oh, usa"
"Fan The Flames","Feminist Bookstore","127E Woodruff Avenue, 43201. ","","Columbus","OH","Tel.(614) 291-7756.","-","","",NA,"",1981,"Gaia's Guide","United States","Columbus, OH, United States",-82.9987942,39.9611755,"columbus, oh, usa"
"Dignity/Cleveland","Religious Groups","P.O. Box 18479, 44118","checked","Cleveland","OH","Big gay newspaper, with lots of news and resource information. $15.00 per year.","-","","",NA,"",1981,"Gaia's Guide","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"Scenic Bar","Bars","702 Monroe","","Toledo","OH","Tel.(419) 241-0717.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Toledo, OH, United States",-83.5378674,41.6528052,"toledo, oh, usa"
"The Keg Lounge","Bars","1616 Cleveland Road","","Sandusky","OH","Tel.627-9582.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Sandusky, OH, United States",-82.7116821,41.4561754,"sandusky, oh 44870, usa"
"Satans Inc","Bars","839 S.Arlington Street, 44306","","Akron","OH","Tel. (216) 733-9317. Dance bar/pool table/other games. Drag shows + other live entertainment. A private club but you can get in with a copy of GAIA'S GUIDE and a valid I.D.--A very highly recommended place.","****","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Akron, OH, United States",-81.5188377,41.081199,"akron, oh, usa"
"Gypsy's","Bars","2418 St. Clair","","Cleveland","OH","Tel.621-8328.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"Five Forty Club","Bars","540 Walnot Ave., NE","","Canton","OH","","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Canton, OH, United States",-81.378447,40.7989473,"canton, oh, usa"
"Nativity Fellowship Church","Religious Groups","9312 Madison Avenue","","Cleveland","OH","Tel.(216)631-0167.An unbiased, interfaith church with an outreacn to the gay community.","-","","",NA,"",1981,"Gaia's Guide","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"Vault","Bars","316 South Main Street. ","","Akron","OH","Tel.434-4606.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Akron, OH, United States",-81.5188377,41.081199,"akron, oh, usa"
"Baker's Bar","Bars","24 Public Square","","Lima","OH"," Tel.(419) 227-9498.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Lima, OH, United States",-84.1052256,40.742551,"lima, oh, usa"
"The Troubador Lounge","Bars","2010 Market Street","","Youngstown","OH","Tel.(216) 788- 0872.","MGM**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Youngstown, OH, United States",-80.6495194,41.0997803,"youngstown, oh, usa"
"Mist A' Henry's","Bars","2163 Payne Avenue","","Cleveland","OH","Tel. (216) 696-9851. Offering every pleasure you desire!""","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"Oberlin Women’s Center","Women's Centers","Room 204-(Box 31). ","checked","Oberlin","OH","Tel.(216)775-8127.","****","","",NA,"",1981,"Gaia's Guide","United States","Oberlin, OH, United States",-82.2173786,41.2939386,"oberlin, oh 44074, usa"
"Stage Door","Bars","44 North Jefferson. ","","Dayton","OH","Tel.(513) 223-7418","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Dayton, OH, United States",-84.1916069,39.7589478,"dayton, oh, usa"
" Olde English Tavern","Bars","3442 Cleveland","","Columbus","OH","Tel.236-3325.","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Columbus, OH, United States",-82.9987942,39.9611755,"columbus, oh, usa"
"Tradewind II","Bars","117 East Chestnut Street","","Columbus","OH","","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Columbus, OH, United States",-82.9987942,39.9611755,"columbus, oh, usa"
"Book and Cranny","Feminist Bookstore","27 West Sasilly, 45504","","Springfield","OH","Tel.324-9300","-","","",NA,"",1981,"Gaia's Guide","United States","Springfield, OH, United States",-83.8088171,39.9242266,"springfield, oh, usa"
