"title","type","address","unclear.address","city","state","description","stars","star.type","mentions.race","mentions.disability","notes","Last.Modified","Notes.2","year","publication","country","geocode.value","lon","lat","geoAddress"
"Eastern Oregon Gay Community","Group","","checked","La Grande","OR","Tel. 963-0376.","*","Organizations","","","PO Box 514","",NA,1983,"Gaia's Guide","United States","La Grande, OR, United States",-118.0877188,45.3245771,"la grande, or 97850, usa"
"Orpheus Club","Bars","4701 North Front Street","","Harrisburg","PA","Tel. 921 8338. Opens 12 midnight 5/6pm. Fri and
Sat wild disco. Reportedly an after hours club and it's BYOB.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Harrisburg, PA, United States",-76.8867008,40.2731911,"harrisburg, pa, usa"
"Sneakers","Bars","7 N 3rd Street","","Philadelphia","PA","Tel. 922 9306. Women's bar, disco. Very highly recommended.","****","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Natural Foods Eatery","Restaurant","","checked","Philadelphia","PA","Tel. KL-6-1360 Vegetarian cuisine. Eat in and take out. ","*","Restaurants","","","2 doors from Broad and Locust","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"1 Metropolitan Community Church","Religious Groups","","checked","Philadelphia","PA","Tel. 546 5730. They hold their Sunday services at 6pm at the FIRST UNITARIAN
CHURCH, 2125 Chestnut St. Ring for other events, too.","","","","","PO Box8174 19101 Office 1706 Fairmount
Ave 19101","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"DCA","Bars","204 S Camac St","","Philadelphia","PA","Tel. 735 5772. After hours. Downstairs is open to women.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Gay News","Publication","1108 Spruce Street","","","PA","Tel. 625 8501. Statewide
gay newspaper - somewhat more for men than women in content, but its approach is
totally non-sexist. List of women's resources/bar guide and high standard book reviews.
$18.00. 26 issues $36.00.","","","","","","",NA,1983,"Gaia's Guide","United States",", PA, United States",-77.1945247,41.2033216,"pennsylvania, usa"
"Apartment and House Sharing Inc","","","checked","Philadelphia","PA","Tel. 735 0500.","","","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Dee's Place","Restaurant","512 South St","","Philadelphia","PA","Tel. 922 5510.","*","Restaurants","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Tel-A-Woman","Public Relations","2027 Chestnut St","","Philadelphia","PA","Tel. 103 8599. Monthly: free 'Information about
women's concems. We also publish a women's guide to Philadelphia and its vicinity. Taped
message for current local events.'","","","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Shadows","Bars","704 North Front Street","","Harrisburg","PA","No Phone Listing. Downtown bar.
Quiet. Video Games. 70% gay men, 30% gay women.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Harrisburg, PA, United States",-76.8867008,40.2731911,"harrisburg, pa, usa"
"The Eromin Center","Centers","","checked","Philadelphia","PA","Tel. 732 3212 for information or appointment. Provides professional
counselling for individuals, couples, families and groups serving lesbians, gay men, bisexuals,
transsexuals and transvestites and local black gays chapter. Fees determined on a sliding
scale.","","","checked","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Rittenhouse Medical Associates","","2031 Locust St","","Philadelphia","PA","Tel. 567 2031. 'Genera lmedicine
for the gay community.'","","","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Players","Bars","430 E 8th Ave","","Pittsburgh","PA","Tel. 461 9231.","*****","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Pittsburgh, PA, United States",-79.9958864,40.4406248,"pittsburgh, pa, usa"
"Golden Arrow","Bars","134 East Pittsburgh St","","Greensburg","PA","Tel. 834 9757. Quiet bar older group.","MGM**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Greensburg, PA, United States",-79.5389289,40.3014581,"greensburg, pa 15601, usa"
"Shawn's","Bars","1209 5th Ave","","Pittsburgh","PA","Tel. 566 9194. A real old timer, but caution: this
bar Is located in the worst part of Pittsburgh.","***","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Pittsburgh, PA, United States",-79.9958864,40.4406248,"pittsburgh, pa, usa"
"The Inner Circle","Restaurant","1241 Penn Ave ","","Pittsburgh","PA","Tel. 3911593.
Very small but good food and a small bar. Clientele all gay women and men. Across the street
from BUYERS' MART. Highly recommended. Pittsburgh's No 1 gay restaurant.","**","Restaurants","","","","",NA,1983,"Gaia's Guide","United States","Pittsburgh, PA, United States",-79.9958864,40.4406248,"pittsburgh, pa, usa"
"The New Prelude","Bars","408 York Road","","New Hope","PA","Tel. 862 5171. 'Bar and disco that's still jumping.
Clientele: gay women and men. Atmosphere: lots of fun. $4.00 cover charge now but that
does get you two drinks.' Closed Sundays.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","New Hope, PA, United States",-74.9512785,40.3642728,"new hope, pa 18938, usa"
"The Gold Standard","Restaurant","1107 S 47 Street","","Philadelphia","PA","Tel. 729 6707. Seating for dinner: Tues-Sat 6-1Opm, Sunday 5-9pm. Please call ahead for menu and reservations.","*","Restaurants","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Pegasus","Bars","818 Liberty Ave Downtown","","Pittsburgh","PA","No Phone Listing. Cocktail hour 4pm-8pm. Disco 9pm-2am. Mon-Sat 4pm-2am. Closed Sundays. Cover charge. Drag shows.","MGM**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Pittsburgh, PA, United States",-79.9958864,40.4406248,"pittsburgh, pa, usa"
"The Blue Bugle","Bars","724 Main Street","","Stroudsburg","PA","Tel. 4219370 Two bars/tables/juke box and dance floor.
Saturday nights you'll meet the women from Pacono mountains and Jersey who frequent thisbar on weekends. Recommended.","MGM**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Stroudsburg, PA, United States",-75.1946248,40.9867609,"stroudsburg, pa 18360, usa"
"Neptune","Bars","268 North Street","","Harrisburg","PA","No Phone Listing. ","MGM**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Harrisburg, PA, United States",-76.8867008,40.2731911,"harrisburg, pa, usa"
"Two Faces","Bars","5th and Venango Streets","","Philadelphia","PA","No Phone Listing., ","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Stonewall","Bars","28-30 North 10th St","","Allentown","PA","Tel. 432 0706. 'Has two bars and a really great dance floor plus fantastic music. It's mostly gay men but on weekends there are a lot of gay
women. ","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Allentown, PA, United States",-75.4714098,40.6022939,"allentown, pa, usa"
"Gay Switchboard","Switchboard","","checked","Harrisburg","PA","Tel. 234 0328 Volunteer staff badly needed infrequent service as a result of under staffing.","","","","","","",NA,1983,"Gaia's Guide","United States","Harrisburg, PA, United States",-76.8867008,40.2731911,"harrisburg, pa, usa"
"Wooden Shoe Books & Records","","112 South 20th St","","Philadelphia","PA","Tel. 569 2477. An excellent
alternative bookstore featuring lots of women's titles, gay and lesbian titles. They sell records,
buttons, posters and magazines and have an annual lecture and film series. Theys ell GAIA'S
GUIDE.","","","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Psychological Alternatives","Centers","927 Pine Street","","Philadelphia","PA","Tel. 5461767. Hours by appointment.
Mon-Fri 8am-8pm. Sat9am to 5pm. Hours by appointment. Moderate fees. Professional
mental health service for sexual minorities.","","","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Woody's ","Restaurant","202 South 13th Street","","Philadelphia","PA","Tel. 5459188. Serving lunch Monday through Saturday 11am
to 3pm. Appetizers, salads,o omelets, strudel, chili, hot and cold sandwiches.Also take out
and local delivery","*","Restaurants","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"D-Gem","Bars","4425 North Front St","","Harrisburg","PA","Tel. 255 9488. Disco bar 'very good' and lots of letters of
recommendation. Closed Mondays. Another report: spacious and charming - but difficult to
find: the entrance is kept dark and the front doors are locked. It might look closed even when
it's open. Enter rear. Your best bet in Harrisburg.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Harrisburg, PA, United States",-76.8867008,40.2731911,"harrisburg, pa, usa"
"Gay Switchboard","Switchboard","","checked","Philadelphia","PA","Tel. 546 7100. Hours: Mon-Fri 6-11 pm plus Sat-Sun.","","","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Venture Inn","Bars","255 S Camac St","","Philadelphia","PA","Tel. 545 8731. Bar, restaurant. Mostly men. Particularly
friendly for women.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Sisterspace","Group","","checked","Philadelphia","PA","Tel. 2225110.6-9pmMon/Tues.","**","Organizations","","","PO Box 1852119129","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"The Raven","Bar/Restuarant","385 West Bridge Street","","New Hope","PA","Tel. 862 2081/2. Sunday brunch
1pm.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","New Hope, PA, United States",-74.9512785,40.3642728,"new hope, pa 18938, usa"
"RP Club","Bars","1219 Lucust Street","","Philadelphia","PA","Tel. 545 9181. Private Club, disco. 'A fabulous women's
bar, the music is great for dancing and it's open till 3am.' Gay women and men. Hours: Wed,
Fri, Sat & Sun 9pm till ? Very highly recommended.","***","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"The Westbury","Bar/Restuarant","271 S 15th Street","","Philadelphia","PA","Tel. 545 9836. Sunday brunch 1pm.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Land of Pizza","Restaurant","260 South 12th Street","","Philadelphia","PA","Tel. 735 6650. The food is good and so is the
atmosphere. Very friendly to gay women and helpful with advice about local women's bars","*","Restaurants","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Lenape Kennels","Kennels","976 Clifton Heights Road","","Hummelstown","PA","Tel. 566 2035. German short haired
pointers/shetland sheep dogs. Complete boarding service/all-breed grooming/puppies and
stud service.","","","","","","",NA,1983,"Gaia's Guide","United States","Hummelstown, PA, United States",-76.7083033,40.2653681,"hummelstown, pa 17036, usa"
"Atland's Ranch","Resort","","checked","York","PA","Tel. 225 4479. 10 miles west of town off Rte 30. Bar, disco Sunday night: gay disco 6pm-2am.","","","","","PO Box 4131 Spring Grove","",NA,1983,"Gaia's Guide","United States","York, PA, United States",-76.727745,39.9625984,"york, pa, usa"
"P C Club","Bar/Restuarant","615 Port Providence Rd","","Montclaire","PA","Tel. 9359341/384 6091 (call for schedule and information).
Private women's club. Wed 9pm-3am, Fri-Sat 1 Opm-3am. Sun 1 pm-7pm. OJ dancing. Women
only Sat. Men welcome other nights. Sun $1 cover includes buffets","***(**)","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Montclaire, PA, United States",-75.502411,40.1389933,"mont clare, pa 19453, usa"
"Paradise Cove","Bars","Off Route 66N","checked","Schenley","PA","Tel. 2952070.
Dance bar serving food, also game room and overnight accommodation in the Hotel. Fri and
Sat nights it's all gay. Occasional Sunday parties with free buffet. Special women's nights.
Highly recommended.","**(**)","Bars, Clubs, Coffeehouses","","","PO Box 11515682.L","",NA,1983,"Gaia's Guide","United States","Schenley, PA, United States",-79.6617143,40.6845096,"schenley, pa 15682, usa"
"SMC Club","Bars","1215 Walnut Street","","Philadelphia","PA","Tel. 928 0670 (located at
Camac-Center City Area). 'A really nice, complete women's bar with game room, disco and
lounge.' Closed Mondays and Tuesdays. Opens the rest of the week at 11 pm. Includes
men-only LOFT. If you're from outside the State, just show license, entrance $3.00 plus $5.00
cover.","****","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Gay Community Center","Centers","231 Oakland Ave","","Pittsburgh","PA","Tel. 661 4129 Hotline","***","Organizations","","","","",NA,1983,"Gaia's Guide","United States","Pittsburgh, PA, United States",-79.9958864,40.4406248,"pittsburgh, pa, usa"
"Philadelphia Lesbian and Gay Task Force","Organization","3601 Locust Walk","","Philadelphia","PA","Tel. 386
1610/387 4626. We are a Civil rights organization and publish a quarterly bulletin.'","","","checked","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Giovanni's Room","","345 South 12th Street","","Philadelphia","PA","Tel. 923 2960A gay bookstore with a huge variety of feminist and lesbian titles.","","","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Paper Moon","","329 South St","","Philadelphia","PA","Tel. 574-9014.","","","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Mamzelles","Bars","204 South Quince St","","Philadelphia","PA","Tel. 924 9524. Private women's bar. Open Wed-Sat: 9pm till ? Sunday 6pm till ? Sunday buffet. New disco just opened. Very highly
recommended","****","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Candida","Bars","247 N 12th St","","Allentown","PA","Tel. 4343071.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Allentown, PA, United States",-75.4714098,40.6022939,"allentown, pa, usa"
"The Railroad House","Bar/Restuarant","Front and Perry St","checked","Marietta","PA","Tel. 4264141. 'The restaurant is exquisite with fireplaces and the food is superb. The bar is large - a lot of atmosphere. Clientele:
professional-type women.' Closed Mondays and Tuesdays and very highly recommended.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Marietta, PA, United States",-76.5521882,40.0570411,"marietta, pa 17547, usa"
"Out Publishing Company","","500 South Aiken Avenue","","Pittsburgh","PA","Tel. 621 6577.
Monthly gay news magazine.","","","","","","",NA,1983,"Gaia's Guide","United States","Pittsburgh, PA, United States",-79.9958864,40.4406248,"pittsburgh, pa, usa"
"Dignity/Philadelphia Inc","Religious Groups","252 South 12th St","","Philadelphia","PA","Tel. 546 2093. Gay and concernedRoman Catholics. Mass is celebrated every Sunday night at 7pm at 2212 Spruce St. Also
social, counseling and referrals. Monthly newsletter.","","","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"MSA Club","Bars","6505 Market St","","Upper Darby","PA","Tel. 352 9762. Private club/disco. Very much the same
clientele as C R CLUB.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Upper Darby, PA, United States",-75.2878235,39.9593175,"upper darby, pa, usa"
"C R Club","Bars","6405 Market St","","Upper Darby","PA","Tel. 352 9762. Men 60% Women 40%.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Upper Darby, PA, United States",-75.2878235,39.9593175,"upper darby, pa, usa"
"Amazon Country","Radio Program","3905 Spruce Street","","Philadelphia","PA","Tel. 387 5401. Lesbian feminist radio show. Sun 1-2pm, 88.9FM.","","","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Lancaster Gay Switchboard","Switchboard","","checked","Lancaster","PA","Tel. 898 2876.","**","Organizations","","","","",NA,1983,"Gaia's Guide","United States","Lancaster, PA, United States",-76.3055144,40.0378755,"lancaster, pa, usa"
"Beth Ahavah","Religious Groups","2116Walnut St","","Philadelphia","PA","Tel. 922 3872. Mail address: PO Box 756619101. Women's
night: First Friday of the month.","","","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Oakland Women's Center","Centers","3802 Forbes Ave Oakland","","Pittsburgh","PA","Tel. 624 5956. political and
social activities plus counseling and referrals","****(*)","Organizations","","","","",NA,1983,"Gaia's Guide","United States","Pittsburgh, PA, United States",-79.9958864,40.4406248,"pittsburgh, pa, usa"
"The Baron","Bar/Restuarant","Route 202/437 York Road","checked","New Hope","PA","Tel. 862 9431.
Viscount Lounge overlooking the Garden, intimate living room atmosphere. The Fireside
Room is run by two friendly women who make you feel at home beside a cheerful fire or at the
Piano Bar. Open 1 pm till 2am.","**(**)","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","New Hope, PA, United States",-74.9512785,40.3642728,"new hope, pa 18938, usa"
"Travelers","Bars","6525 Hamilton Ave","","Pittsburgh","PA","Tel. 361 9620. Clientele gay women and men, took over from the old TILDEN.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Pittsburgh, PA, United States",-79.9958864,40.4406248,"pittsburgh, pa, usa"
"Karla's","Bar/Restuarant","5 West Mechanic St","","New Hope","PA","Tel. 862 2612. Breakfast lunch/dinner. Cocktails. Daily
9.30am. Tea Dance Tuesdays 4pm. Late Nite Breakfast Fri/Sat 1-4am. 'After the bars close,
many people go there for breakfast.' Your host: Rolf 'Yetta'.","MGM**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","New Hope, PA, United States",-74.9512785,40.3642728,"new hope, pa 18938, usa"
"Catacombs","Bars","1127 Walnut St","","Philadelphia","PA","Tel. 925 6686. Closed Mondays. Disco.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Mountain Meadow","Retreat","373 Kanawha St NW Washington","","","PA","No Phone Listing.  Sleep away program for young women located on one entire side of a mountain. The average cost per young participant is $250.00 per two week session. ","","","","","","",NA,1983,"Gaia's Guide","United States",", PA, United States",-77.1945247,41.2033216,"pennsylvania, usa"
"Safari Lounge","Bars","108 West Pittsburgh St","","Greensburg","PA","Tel. 837 9948. Dance bar. Clientele: 30% gay women.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Greensburg, PA, United States",-79.5389289,40.3014581,"greensburg, pa 15601, usa"
"Brigantine Womonstore","","9301 Ridge Pike","","Philadelphia","PA","No Phone Listing. 'I stock turtlenecks, drawstring
pants, (for ritual, play, work), blue chambray shirts, the Jogbra, Womonsound tapes, classical music by women on records, signmaker cards, women-authored books, herbels for healing cooking, in soap and in toothpaste, the amazon tarot, dream pillows, canvas carryalls and more. My catalog is amazing. Send two stamps. ","","","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Rainbow Mountain Resort","Resort","","checked","East Stroudsberg","PA","Tel. 223 8484. A great gay
resort. 50% gay women, 50% gay men.","","","","","Rd 5 PO Box 788 18301","",NA,1983,"Gaia's Guide","United States","East Stroudsberg, PA, United States",-75.1817547,41.0030522,"east stroudsburg, pa 18301, usa"
"La Pierre","Bars","2523 Union Avenue","","Altoona","PA","Tel. 943 9134. Good sized bar, a dance floor, a room in the back, and a pool table. $1.50 C0\18rc charge. Everyone is carded at the door. Phone GAYLINE8 63 0588
7.00-9.00 for complete directions. Hotel accommodation, too.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Altoona, PA, United States",-78.3947359,40.5186809,"altoona, pa, usa"
"Tally Ho","Bars","201 W Orange","","Lancaster","PA","Tel. 898 2876.","MGM**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Lancaster, PA, United States",-76.3055144,40.0378755,"lancaster, pa, usa"
"Homophiles of Penn State (Hops)","","","checked","State College","PA","Tel. 863 0588. 7pm-9pm.","","","","","","",NA,1983,"Gaia's Guide","United States","State College, PA, United States",-77.8600012,40.7933949,"state college, pa, usa"
"Sundown Lounge","Bars","429 N Mulberry St","","Lancaster","PA","Tel. 392 2737. Women's bar.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Lancaster, PA, United States",-76.3055144,40.0378755,"lancaster, pa, usa"
"The Great Skate","Roller Disco","7050 Terminal Square","","Upper Darby","PA","No Phone Listing. The Tuesday Night Club
every Tuesday evening from:, 9.30pm till 1 am plus the Sunday Night Club every Sunday
evening from 8pm till midnight. Memberships required.","","","","","","",NA,1983,"Gaia's Guide","United States","Upper Darby, PA, United States",-75.2878235,39.9593175,"upper darby, pa, usa"
"The Marc","Bar/Restuarant","76 Walnut St","","Johnstown","PA","Tel. 539 7214. 50/50 gay women/gay men.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Johnstown, PA, United States",-78.9219698,40.3267407,"johnstown, pa, usa"
"14 Karat","Bars","659 West Market St.","","York","PA","No Phone Listing. Bar: mixed clientele.","*","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","York, PA, United States",-76.727745,39.9625984,"york, pa, usa"
"Cafe Lafitte","Restaurant","1302 Drury Lane","","Philadelphia","PA","Tel. 985 1181. Cafe Lafitte Special. Sunday brunch from
1-5pm.","*","Restaurants","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Backstage","Restaurant","614 South 4th St","","Philadelphia","PA","Tel. MA7 9887.","*","Restaurants","","","","",NA,1983,"Gaia's Guide","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Corner Cafe","Bar/Restuarant","700 North James St","","Hazleton","PA","Tel. 455 7889. Restaurant bar; mixed.","*","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Hazleton, PA, United States",-75.9746472,40.9584181,"hazleton, pa, usa"
"Metropolitan Community Church","","4401 Fifth Ave","","Pittsburgh","PA","Tel. 681 0765. Sundays services 7:30pm.","","","","","PO Box 8106815217","",NA,1983,"Gaia's Guide","United States","Pittsburgh, PA, United States",-79.9958864,40.4406248,"pittsburgh, pa, usa"
"Lizzy Borden's","Bars","3412 W 12th St","","Erie","PA","Tel. 833 4360. Dance bar, 2 bars, occasional shows
clientele all gay, women and men. There is a cover charge and it's highly recommended.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","Erie, PA, United States",-80.085059,42.1292241,"erie, pa, usa"
"Town Tavern","Bars","41 North George St","","York","PA","Tel. 8438591. Mon-sat 9pm-2am.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","York, PA, United States",-76.727745,39.9625984,"york, pa, usa"
"Woman's World","","","checked","Stroudsburg","PA","Tel. 4245367. Cross-country skiing.All women. For
info send self-addressed, stamped envelope.","","","","","PO Box 70218301","",NA,1983,"Gaia's Guide","United States","Stroudsburg, PA, United States",-75.1946248,40.9867609,"stroudsburg, pa 18360, usa"
"Strawberry Inn","Bar/Restuarant","34 North 2nd St","","Harrisburg","PA","Tel. 234 4228. Sunday night is best. Downtown
type bar/ type people.","","","","","","",NA,1983,"Gaia's Guide","United States","Harrisburg, PA, United States",-76.8867008,40.2731911,"harrisburg, pa, usa"
"A Nameless Women's Bar","Bars","","checked","San Juan","PR","No Phone Listing. Via Cairnito (San Juan to Caguas Road). Sony about this.
Apparently, it does exist at this address, but I just can't get any more information - reports,
please!","***","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","San Juan, PR, United States",NA,NA,NA
"La Vista","Bars","151 Tetuan","","San Juan","PR","Tel. 722 2514. Roof top garden bar with dance floor,
pool table, snacks. Clientele: straight cruise ship members, but lots of lesbians at the pool
table.","*","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","San Juan, PR, United States",NA,NA,NA
"La Condesa Inn","Hotel/Motel","2071 Cacique","","San Juan","PR","Tel. 727 3698. A gay owned and operated
guest house with pool/patio/restaurant/all the comforts. Continental breakfast. The location
is very charming - in one of the less built up areas. Clientele,  mostly gay men and few
straights but the gay and lesbian travel agents are sending lesbians there so it should look up
soon. Highly recommended.","","","","","","",NA,1983,"Gaia's Guide","United States","San Juan, PR, United States",NA,NA,NA
"Lutece-On-The-Beach","Hotel/Motel","1 Atlantic Place","","San Juan","PR","Tel. 725 0893/724 9800.
Truly charming gay guest house directly on the most beautiful beach in San Juan. Outdoor
patio bar/restaurant. Breakfast/lunch/dinner. All rooms with private baths, air-oonditioning or
tropical ceiling fans. Free continental breakfast. Their newest addition to this _very highly
recommended place is a terrific swimming pool and sunning terrace. Be sure and say hi from
GAIA.","","","","","","",NA,1983,"Gaia's Guide","United States","San Juan, PR, United States",NA,NA,NA
"Stars Disco","Bars","1 Calle Vendig","","San Juan","PR","Tel. 724 0034. Outside, on the
roof, is a quiet bar.","MGM**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","San Juan, PR, United States",NA,NA,NA
"Barefoot","Bars","2 Calle Vendig","","San Juan","PR","No Phone Listing. Small and friendly, there's a patio on the beach and live
music on weekends. Highly recommended.","**","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","San Juan, PR, United States",NA,NA,NA
"Bocaccio's","Bars","","checked","San Juan","PR","No Phone Listing. Near the comer of FD Roosevelt and Fernandez Juncos. Near the
University.","***","Bars, Clubs, Coffeehouses","","","","",NA,1983,"Gaia's Guide","United States","San Juan, PR, United States",NA,NA,NA
"Small World","Bars","250 Calle San Jose","","San Juan","PR","Tel. 724 9491. Open 1 10am-2am, in tourist section of Old San Juan. Days are very mixed with many
cruise ship passengers and crew. Nights mostly gay - more men, but some women who
certainly are welcome.","*","Bars, Clubs, Coffeehouses","","","PO Box 2221","",NA,1983,"Gaia's Guide","United States","San Juan, PR, United States",NA,NA,NA
"El Prado","Hotel/Motel","1350 Luchetti","","San Juan","PR","Tel. 724 2542. An elegant, old spanish guest house in the
heart of the oondado. An immaculate and quiet environment, a 5 minute walk to the beach,
restaurants and bars. All with private bedrooms and air conditioning. New swimming pool, sun
terrace.","","","","","","",NA,1983,"Gaia's Guide","United States","San Juan, PR, United States",NA,NA,NA
