"title","description","type","city","state","country","publication","year","notes","geocode.value","lon","lat","geoAddress"
"S.F. State U.","(Library)","Cruising Areas","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"S.F. State U.","(Creative Arts Bldg.)","Cruising Areas","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"S.J. State U.","(Journalism Bldg.)","Cruising Areas","San Jose","CA","United States","Bob Damron's Address Book",1983,"","San Jose, CA, United States",-121.8852525,37.33874,"san jose, ca, usa"
"S.J. State U.","(Library) (3rd floor T-Room)","Cruising Areas","San Jose","CA","United States","Bob Damron's Address Book",1983,"","San Jose, CA, United States",-121.8852525,37.33874,"san jose, ca, usa"
"S.J. State U. - Journalism Bldg.","","Cruising Areas","San Jose","CA","United States","Bob Damron's Address Book",1981,"","San Jose, CA, United States",-121.8852525,37.33874,"san jose, ca, usa"
"S.J. State U. - Library","(3rd floor T-Room)","Cruising Areas","San Jose","CA","United States","Bob Damron's Address Book",1981,"","San Jose, CA, United States",-121.8852525,37.33874,"san jose, ca, usa"
"S.S. Friendship","(Summers)","Bars/Clubs","Santa Monica","CA","United States","Bob Damron's Address Book",1981,"","Santa Monica, CA, United States",-118.4911912,34.0194543,"santa monica, ca, usa"
"Sacramento Film Exchange","","Business","Sacramento","CA","United States","Bob Damron's Address Book",1983,"","Sacramento, CA, United States",-121.4943996,38.5815719,"sacramento, ca, usa"
"Sacramento Women's Center","(Book store)","Book Store","Sacramento","CA","United States","Bob Damron's Address Book",1981,"","Sacramento, CA, United States",-121.4943996,38.5815719,"sacramento, ca, usa"
"Saddle Tramp","(WE*)","Bars/Clubs","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Saddleback College N. Campus","(1st floor) (T-Room) (Fine Arts Bldg.)","Cruising Areas","Mission Viejo","CA","United States","Bob Damron's Address Book",1983,"","Mission Viejo, CA, United States",-117.6581562,33.5968913,"mission viejo, ca, usa"
"Saddleback College N. Campus","(3rd floor T-Room) (Science Math Bldg.)","Cruising Areas","Mission Viejo","CA","United States","Bob Damron's Address Book",1983,"","Mission Viejo, CA, United States",-117.6581562,33.5968913,"mission viejo, ca, usa"
"Safari","(Looks promising)","Bars/Clubs","San Diego","CA","United States","Bob Damron's Address Book",1981,"","San Diego, CA, United States",-117.1610838,32.715738,"san diego, ca, usa"
"Safari","","Bars/Clubs","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Saharan Motor Hotel","","Hotel","Los Angeles","CA","United States","Bob Damron's Address Book",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Saharan Motor Hotel","","Hotel","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Sail Inn","","Restaurant","Long Beach","CA","United States","Bob Damron's Address Book",1981,"","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Saloon III","","Bars/Clubs","San Diego","CA","United States","Bob Damron's Address Book",1981,"","San Diego, CA, United States",-117.1610838,32.715738,"san diego, ca, usa"
"Saloon III","(Neighborhood)(Tippy's Tack Room)","Bars/Clubs","San Diego","CA","United States","Bob Damron's Address Book",1983,"","San Diego, CA, United States",-117.1610838,32.715738,"san diego, ca, usa"
"Salt Lake Park","","Cruising Areas","Huntington Park","CA","United States","Bob Damron's Address Book",1983,"","Huntington Park, CA, United States",-118.2250725,33.9816812,"huntington park, ca, usa"
"Sam's Place","(Burned)","Bars/Clubs","Long Beach","CA","United States","Bob Damron's Address Book",1981,"","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Sam's Place","","Bars/Clubs","Long Beach","CA","United States","Bob Damron's Address Book",1983,"","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"San Diego St. U.","(2nd floor) (Music Speech Bldg.)","Cruising Areas","San Diego","CA","United States","Bob Damron's Address Book",1983,"","San Diego, CA, United States",-117.1610838,32.715738,"san diego, ca, usa"
"San Diego St. U. Art Bldg.","","Cruising Areas","San Diego","CA","United States","Bob Damron's Address Book",1981,"","San Diego, CA, United States",-117.1610838,32.715738,"san diego, ca, usa"
"San Diego St. U. Library","","Cruising Areas","San Diego","CA","United States","Bob Damron's Address Book",1981,"","San Diego, CA, United States",-117.1610838,32.715738,"san diego, ca, usa"
"San Francisco Eagle","(Cocktail hour)(Super Sunday days)(Patio)(DJ but no D)(Cruisy) at Harrison","Bars/Clubs,Cruising Areas","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"San Francisco Gym","","Gym","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"San Gregorio","'B.A.' Beach","Cruising Areas","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"San Gregorio","'B.A.' Beach S. on Hwy 1","Cruising Areas","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"San Lorenzo Park","(Days *)","Cruising Areas","Santa Cruz","CA","United States","Bob Damron's Address Book",1983,"","Santa Cruz, CA, United States",-122.0307963,36.9741171,"santa cruz, ca, usa"
"San Onofre Beach","'B.A.' area at N. end of Camp Pendleton","Cruising Areas","San Clemente","CA","United States","Bob Damron's Address Book",1983,"","San Clemente, CA, United States",-117.6126004,33.4273521,"san clemente, ca, usa"
"San Onofre Beach St. Park","-'B.A.' area at N. end of Camp Pendleton","Cruising Areas","San Clemente","CA","United States","Bob Damron's Address Book",1981,"","San Clemente, CA, United States",-117.6126004,33.4273521,"san clemente, ca, usa"
"Sanctuary","(Back room)","Bars/Clubs","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Santa Monica Blvd.","-'Hitch-hikers' from La Brea to Beverly HIlls","Cruising Areas","Los Angeles","CA","United States","Bob Damron's Address Book",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Santa Rosa Inn","(Some L)","Bars/Clubs","Santa Rosa","CA","United States","Bob Damron's Address Book",1981,"","Santa Rosa, CA, United States",-122.7140548,38.440429,"santa rosa, ca, usa"
"Santa Rosa Inn","(Some L)","Bars/Clubs","Santa Rosa","CA","United States","Bob Damron's Address Book",1983,"","Santa Rosa, CA, United States",-122.7140548,38.440429,"santa rosa, ca, usa"
"Santa Rosa Park","","Cruising Areas","San Luis Obispo","CA","United States","Bob Damron's Address Book",1981,"","San Luis Obispo, CA, United States",-120.6596156,35.2827524,"san luis obispo, ca, usa"
"Santos","","Bars/Clubs","Santa Barbara","CA","United States","Bob Damron's Address Book",1983,"","Santa Barbara, CA, United States",-119.6981901,34.4208305,"santa barbara, ca, usa"
"Sausage Factory","(Pizza - R) at 18th","Restaurant","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Sausage Factory","(Pizza - R) at 18th","Restaurant","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Sausalito Inn","","Restaurant","Sausalito","CA","United States","Bob Damron's Address Book",1981,"","Sausalito, CA, United States",-122.4852507,37.8590937,"sausalito, ca 94965, usa"
"Sausalito Inn","","Restaurant","Sausalito","CA","United States","Bob Damron's Address Book",1983,"","Sausalito, CA, United States",-122.4852507,37.8590937,"sausalito, ca 94965, usa"
"Savoy","","Bars/Clubs","Cupertino","CA","United States","Bob Damron's Address Book",1981,"","Cupertino, CA, United States",-122.0321823,37.3229978,"cupertino, ca, usa"
"Savoy","","Bars/Clubs","Cupertino","CA","United States","Bob Damron's Address Book",1983,"","Cupertino, CA, United States",-122.0321823,37.3229978,"cupertino, ca, usa"
"Savoy Tivoli","(Dull)","Restaurant","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Scene One","(Disco)","Bars/Clubs","West Covina","CA","United States","Bob Damron's Address Book",1983,"","West Covina, CA, United States",-117.9389526,34.0686208,"west covina, ca, usa"
"Score","(R - Open for lunch) (Shades of Sutter's Mill)","Restaurant","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Scott's","","Bars/Clubs","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Scott's","","Bars/Clubs","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Scotty's Castle","","Restaurant","Lakeport","CA","United States","Bob Damron's Address Book",1983,"","Lakeport, CA, United States",-122.9158293,39.0429506,"lakeport, ca 95453, usa"
"Scotty's Den","(Some L)","Bars/Clubs","Stockton","CA","United States","Bob Damron's Address Book",1983,"","Stockton, CA, United States",-121.2907796,37.9577016,"stockton, ca, usa"
"Screening Room Theatre","","Theatre","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Seagull","","Bars/Clubs","Mendocino","CA","United States","Bob Damron's Address Book",1981,"","Mendocino, CA, United States",-123.7994591,39.3076744,"mendocino, ca, usa"
"Seagull","Lashing & Ukiah","Bars/Clubs","Mendocino","CA","United States","Bob Damron's Address Book",1983,"","Mendocino, CA, United States",-123.7994591,39.3076744,"mendocino, ca, usa"
"Seawall","","Cruising Areas","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Seawall","","Cruising Areas","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Sebastian's Playhouse","(Theatre reservations necessary)","Restaurant,Theatre","San Clemente","CA","United States","Bob Damron's Address Book",1981,"","San Clemente, CA, United States",-117.6126004,33.4273521,"san clemente, ca, usa"
"Senda de La Playa Beach","nr. T-Rooms","Cruising Areas","San Clemente","CA","United States","Bob Damron's Address Book",1983,"","San Clemente, CA, United States",-117.6126004,33.4273521,"san clemente, ca, usa"
"Sentinel","(Publication)","Publication","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Sequoia Park","'- (Dull)","Cruising Areas","Eureka","CA","United States","Bob Damron's Address Book",1981,"","Eureka, CA, United States",-124.1636729,40.8020712,"eureka, ca, usa"
"Sequoia Park Zoo","","Cruising Areas","Eureka","CA","United States","Bob Damron's Address Book",1983,"","Eureka, CA, United States",-124.1636729,40.8020712,"eureka, ca, usa"
"Serpent 8 Club Baths","(Greatly Expanded)","Bathhouses","Burbank","CA","United States","Bob Damron's Address Book",1981,"","Burbank, CA, United States",-118.3089661,34.1808392,"burbank, ca, usa"
"Serpent 8 Club Baths","","Bathhouses","Burbank","CA","United States","Bob Damron's Address Book",1983,"","Burbank, CA, United States",-118.3089661,34.1808392,"burbank, ca, usa"
"Sesame & Lilie's","","Restaurant","Los Angeles","CA","United States","Bob Damron's Address Book",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Sesame & Lilies","","Restaurant","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Shadows","(Also C - AH)","Bars/Clubs","San Diego","CA","United States","Bob Damron's Address Book",1981,"","San Diego, CA, United States",-117.1610838,32.715738,"san diego, ca, usa"
"Shandygaff","(Vegetarian R)","Restaurant","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Shaw Exit off US 101","","Cruising Areas","Fresno","CA","United States","Bob Damron's Address Book",1981,"","Fresno, CA, United States",-119.7871247,36.7377981,"fresno, ca, usa"
"Show Biz","","Bars/Clubs","San Diego","CA","United States","Bob Damron's Address Book",1981,"","San Diego, CA, United States",-117.1610838,32.715738,"san diego, ca, usa"
"Show Biz","","Bars/Clubs","San Diego","CA","United States","Bob Damron's Address Book",1983,"","San Diego, CA, United States",-117.1610838,32.715738,"san diego, ca, usa"
"Showcase Inn","","Restaurant","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Signal","(Some W, SM)","Bars/Clubs","Los Angeles","CA","United States","Bob Damron's Address Book",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Signature Plus","(gifts)","Business","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Silver Dollar Saloon","","Bars/Clubs","Los Angeles","CA","United States","Bob Damron's Address Book",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Silver Dollar Saloon","at Fountain","Bars/Clubs","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Silver Fox","(Castro-like cruise bar)","Bars/Clubs","Long Beach","CA","United States","Bob Damron's Address Book",1983,"","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Silver Rose Saloon","","Bars/Clubs","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Silver Saddle Spa","(Baths)","Bathhouses","Los Angeles","CA","United States","Bob Damron's Address Book",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Silver Saddle Spa","(Baths)","Bathhouses","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Sister Suds","","Bars/Clubs","Culver City","CA","United States","Bob Damron's Address Book",1983,"","Culver City, CA, United States",-118.3964665,34.0211224,"culver city, ca, usa"
"Skate World","(Semi P) (Tues. nights - men only)(415) 222-0244 (See ad, p. 22)","Bars/Clubs","El Sobrante","CA","United States","Bob Damron's Address Book",1981,"","El Sobrante, CA, United States",-122.2952474,37.9771452,"el sobrante, ca, usa"
"Skateworld Roller Rink","(Tues. nights) (see El Sobrante)","Cruising Areas","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Skivey's","","Bars/Clubs","Los Angeles","CA","United States","Bob Damron's Address Book",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Skivey's","(baths)","Bars/Clubs,Bathhouses","Los Angeles","CA","United States","Bob Damron's Address Book",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Skivey's","","Bars/Clubs","Los Angeles","CA","United States","Bob Damron's Address Book",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Skivey's Capri","","Bars/Clubs","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Skyhorse Saloon","(Male strippers on Thurs)","Bars/Clubs","Eureka","CA","United States","Bob Damron's Address Book",1983,"","Eureka, CA, United States",-124.1636729,40.8020712,"eureka, ca, usa"
"Skylark","(Some W, SM)(Liquor)(Cruisy)","Bars/Clubs,Cruising Areas","San Bernardino","CA","United States","Bob Damron's Address Book",1981,"","San Bernardino, CA, United States",-117.2897652,34.1083449,"san bernardino, ca, usa"
"Skylark","(Some W, SM)(Liquor)(Cruisy)","Bars/Clubs,Cruising Areas","San Bernardino","CA","United States","Bob Damron's Address Book",1983,"","San Bernardino, CA, United States",-117.2897652,34.1083449,"san bernardino, ca, usa"
"Sleepy Hollow","","Hotel","Guerneville","CA","United States","Bob Damron's Address Book",1981,"","Guerneville, CA, United States",-122.9961102,38.5018575,"guerneville, ca 95446, usa"
"Sleepy Hollow","","Hotel","Guerneville","CA","United States","Bob Damron's Address Book",1983,"","Guerneville, CA, United States",-122.9961102,38.5018575,"guerneville, ca 95446, usa"
"Solarius","(Nautilus gym)","Gym","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Solarius","(Nautilus gym)","Gym","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Sorino's","(Some L)","Bars/Clubs","San Diego","CA","United States","Bob Damron's Address Book",1983,"","San Diego, CA, United States",-117.1610838,32.715738,"san diego, ca, usa"
"Sound of Music","","Bars/Clubs","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Sound of Music","(Punk Rock)","Bars/Clubs","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"South Coast Plaza Shopping Center","(T-Rooms are AYOR)","Cruising Areas","Costa Mesa","CA","United States","Bob Damron's Address Book",1983,"","Costa Mesa, CA, United States",-117.9047429,33.6638439,"costa mesa, ca, usa"
"South of the Slot","(Bath-like H)(Uniforms & other 'trip s')","Bathhouses,Hotel","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"South of the Slot","(bath-like H)(Uniforms & other 'trips')","Bathhouses,Hotel","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"South Shore Shopping Center","T-Room","Cruising Areas","Lakeport","CA","United States","Bob Damron's Address Book",1983,"Found the address on main website: https://www.alamedasouthshorecenter.com/","Lakeport, CA, United States",-122.9158293,39.0429506,"lakeport, ca 95453, usa"
"Spartan Spa Steam Baths","","Bathhouses","Los Angeles","CA","United States","Bob Damron's Address Book",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Spartan Spa Steam Baths","","Bathhouses","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Spartan Theatre","(Cinema & Lounge)","Theatre","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Speakeasy","(May be moving across street)","Bars/Clubs","Monterey","CA","United States","Bob Damron's Address Book",1981,"","Monterey, CA, United States",-121.8946761,36.6002378,"monterey, ca, usa"
"Spike Bar","(Some W, SM, FFA) (Patio)(Cruisy)(D.J. but no D)","Bars/Clubs,Cruising Areas","Los Angeles","CA","United States","Bob Damron's Address Book",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Spike Bar","(Some W, SM, FFA)(Patio)(D.J. but no D)","Bars/Clubs","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Sports Connection","(Gym)","Gym","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Sports Locker","","Bars/Clubs","Los Angeles","CA","United States","Bob Damron's Address Book",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Sports Locker","(Men's clothing*)","Business","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Sports Locker","(Men's clothing)","Business","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Spotlight","(Was burned)","Bars/Clubs","Los Angeles","CA","United States","Bob Damron's Address Book",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Spotlight","","Bars/Clubs","Los Angeles","CA","United States","Bob Damron's Address Book",1983,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Spreckel's Mansion","(PE - rooms)","Hotel","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"St. James Square","(Late nights)","Cruising Areas","San Jose","CA","United States","Bob Damron's Address Book",1981,"","San Jose, CA, United States",-121.8852525,37.33874,"san jose, ca, usa"
"St. James Square","(Late nights)(W. side)","Cruising Areas","San Jose","CA","United States","Bob Damron's Address Book",1983,"","San Jose, CA, United States",-121.8852525,37.33874,"san jose, ca, usa"
"Stables","","Bars/Clubs","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Stadium Liquors","","Bars/Clubs","San Jose","CA","United States","Bob Damron's Address Book",1981,"","San Jose, CA, United States",-121.8852525,37.33874,"san jose, ca, usa"
"Stag","","Bars/Clubs","Long Beach","CA","United States","Bob Damron's Address Book",1981,"","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Stag","(Some W, SM, OC) (Looking up)","","Long Beach","CA","United States","Bob Damron's Address Book",1983,"","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Stage Coach","(Some W) at Adams","Bars/Clubs","San Diego","CA","United States","Bob Damron's Address Book",1983,"","San Diego, CA, United States",-117.1610838,32.715738,"san diego, ca, usa"
"Stallion","at Ellis","Bars/Clubs","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Stallion","","Bars/Clubs","Long Beach","CA","United States","Bob Damron's Address Book",1981,"","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Stallion","at Ellis","Bars/Clubs","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Stallion","","","Long Beach","CA","United States","Bob Damron's Address Book",1983,"","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Stallion Oak Ranch","(Resort)","Hotel","Decanso","CA","United States","Bob Damron's Address Book",1981,"","Decanso, CA, United States",-116.6140437,32.8584782,"descanso, ca, usa"
"Stallion Oak Ranch","(Resort)","Hotel","Descanso","CA","United States","Bob Damron's Address Book",1983,"","Descanso, CA, United States",-116.6140437,32.8584782,"descanso, ca, usa"
"Stampede","(Looks promising)","Bars/Clubs","San Jose","CA","United States","Bob Damron's Address Book",1983,"","San Jose, CA, United States",-121.8852525,37.33874,"san jose, ca, usa"
"Stanford Shopping Mall","","Cruising Areas","Palo Alto","CA","United States","Bob Damron's Address Book",1981,"","Palo Alto, CA, United States",-122.1430195,37.4418834,"palo alto, ca, usa"
"Stanford Shopping Mall","","Cruising Areas","Palo Alto","CA","United States","Bob Damron's Address Book",1983,"","Palo Alto, CA, United States",-122.1430195,37.4418834,"palo alto, ca, usa"
"Stanford U.: Educ. Bldg. T-Rooms","","Cruising Areas","Palo Alto","CA","United States","Bob Damron's Address Book",1981,"","Palo Alto, CA, United States",-122.1430195,37.4418834,"palo alto, ca, usa"
"Stanford U.: Meyer Library","","Cruising Areas","Palo Alto","CA","United States","Bob Damron's Address Book",1981,"","Palo Alto, CA, United States",-122.1430195,37.4418834,"palo alto, ca, usa"
"Starlight Resort Motel","(Spa, heated pool. Pvt. sundeck, (707) 998-3232","Hotel","Clearlake","CA","United States","Bob Damron's Address Book",1983,"Called Starlite Restorty","Clearlake, CA, United States",-122.6263728,38.9582307,"clearlake, ca, usa"
"Starlight Room","","Bars/Clubs","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Starlight Room","","Bars/Clubs","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Statements","(Super gift shop)","Business","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Steam Works","(Baths)(Co-Ed on Sun., Mon., Thurs.)(Jacuzzi, pool)","Bathhouses","Sacramento","CA","United States","Bob Damron's Address Book",1981,"","Sacramento, CA, United States",-121.4943996,38.5815719,"sacramento, ca, usa"
"Steam Works","(Baths)(Looks promising)","Bathhouses","Fresno","CA","United States","Bob Damron's Address Book",1981,"","Fresno, CA, United States",-119.7871247,36.7377981,"fresno, ca, usa"
"Steam Works","(Baths)(Hot tub)(See ad next page)","Bathhouses","Berkeley","CA","United States","Bob Damron's Address Book",1981,"","Berkeley, CA, United States",-122.273042,37.8715226,"berkeley, ca, usa"
"Steam Works","(Baths)","Bathhouses","Fresno","CA","United States","Bob Damron's Address Book",1983,"","Fresno, CA, United States",-119.7871247,36.7377981,"fresno, ca, usa"
"Steam Works","(Baths)","Bathhouses","Sacramento","CA","United States","Bob Damron's Address Book",1983,"","Sacramento, CA, United States",-121.4943996,38.5815719,"sacramento, ca, usa"
"Steam Works","(Baths) (Hot tub) 1 block off University Ave.","Bathhouses","Berkeley","CA","United States","Bob Damron's Address Book",1983,"","Berkeley, CA, United States",-122.273042,37.8715226,"berkeley, ca, usa"
"Stockade","(baths)","Bathhouses","Long Beach","CA","United States","Bob Damron's Address Book",1981,"","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Stockaid Mike's Corral","(Leather)","Erotic Shop","Long Beach","CA","United States","Bob Damron's Address Book",1983,"pg. 36 of the pdf...odd entry","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Stop","(Deli)","Restaurant","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Stop Inn","","Hotel","Redondo Beach","CA","United States","Bob Damron's Address Book",1981,"","Redondo Beach, CA, United States",-118.3884078,33.8491816,"redondo beach, ca, usa"
"Stop Inn","","Bars/Clubs","Redondo Beach","CA","United States","Bob Damron's Address Book",1983,"","Redondo Beach, CA, United States",-118.3884078,33.8491816,"redondo beach, ca, usa"
"Strand Theatre","balcony","Cruising Areas,Theatre","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Strand Theatre","balcony","Cruising Areas,Theatre","San Francisco","CA","United States","Bob Damron's Address Book",1983,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Stud","(Heavy Hip)","Bars/Clubs","San Francisco","CA","United States","Bob Damron's Address Book",1981,"","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Stud","(Some WM, SM, FFA)(Patio - good Sun. afternoons)","Bars/Clubs","Los Angeles","CA","United States","Bob Damron's Address Book",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
