"X","title","description","type","address","city","state","country","publication","year","notes","unclear.address","full.address","lon","lat","geoAddress","...1","ID","amenityfeatures","Year"
NA,"Out and About","(Publication)","Publication","519 S.W. 3rd #505","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,45.519319,-122.67515,NA,71305,"4704",NA,1987
NA,"Outrigger","At the Fish Grotto","Bars/Clubs","1035 S.W. Stark","Portland","OR",NA,"Damron's Guide",NA,"pg. 306 took address from a different location that is mentioned on the description",NA,NA,-122.6818283,45.5223861,NA,71306,"4705","(E)",1987
NA,"Primary Domain","(Disco)","Bars/Clubs","1033 N.W. 16th","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6876963,45.5305504,NA,71307,"4706","(L),(D),(*)",1987
NA,"Ray's Ordinary Bar & Grille","(Liquor)","Restaurant,Bars/Clubs","317 N.W. Broadway","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6778385,45.5255129,NA,71308,"4707","(R),(E),(*)",1987
NA,"Roxy Hearts","(Bar)","Restaurant,Bars/Clubs","1121 S.W. Stark","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6824975,45.5225977,NA,71309,"4708","(M),(R),(E)",1987
NA,"Scandels Tavern",NA,"Bars/Clubs","11th & Washington","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.678385,45.515232,NA,71310,"4709","(D),(PT)",1987
NA,"Sin City Adult Books",NA,"Book Store","838 S.W. 3rd Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.675973,45.517006,NA,71311,"4710",NA,1987
NA,"The City","(Teenyboppers)(No booze) (Disco)","Bars/Clubs","13th & S.W. Morrison","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.685162,45.52085,NA,71312,"4711","(AH),(D),(WE)",1987
NA,"The Store","(Cards & gifts)","Business","804 S.W. 10th Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6823797,45.5190677,NA,71313,"4712",NA,1987
NA,"Twenty-Third Ave. Books",NA,"Book Store","1015 N.W. 23rd Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6987429,45.5300973,NA,71314,"4713",NA,1987
NA,"Victoria's Nephew",NA,"Restaurant","312 S.W. Stark","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6749055,45.5202747,NA,71315,"4714","(M),(R)",1987
NA,"Women's Place Book Store",NA,"Book Store","2349 S.E. Ankeny","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6415759,45.5222755,NA,71316,"4715",NA,1987
NA,"Backpocket","'Jocks')(Cruisy)","Cruising Areas,Restaurant","8832 Greenfield Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.196645,42.3587583,NA,75831,"3202","(R),(PT),(*)",1988
NA,"Back Stage Deli","(Open until 4am *) just N. of 6 Mile Rd.","Restaurant","17630 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.106891,42.420919,NA,75832,"3203","(R),(*)",1988
NA,"Back Street","(Disco) (Also pulse)","Bars/Clubs","15606 Joy at Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1974538,42.3703228,NA,75833,"3204","(*),(YC),(D)",1988
NA,"Bingo's",NA,"Bars/Clubs","7101 Puritan","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1428656,42.4096901,NA,75834,"3205","(B)",1988
NA,"Byblo's",NA,"Bars/Clubs","12967 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.094343,42.4006609,NA,75835,"3206",NA,1988
NA,"Carlan's Brass Rail",NA,"Bars/Clubs","6545 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0733316,42.3696695,NA,75836,"3207","(M)",1988
NA,"Chevy's","(Between Conant & Ryan)","Bars/Clubs","3537 E. 7 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0685358,42.433214,NA,75837,"3208","(SM),(*)",1988
NA,"Chosen Books",NA,"Book Store","940 W. McNichols","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.115386,42.417851,NA,75838,"3209","(*)",1988
NA,"Club Detroit Health Club",NA,"Bathhouses","7646 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0748773,42.3731291,NA,75839,"3210",NA,1988
NA,"Club 49","(Sun. brunch)","Restaurant,Bars/Clubs","9217 E. Jefferson","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-82.985221,42.3587269,NA,75840,"3211","(E)",1988
NA,"Country Video Store",NA,"Business","13333 W. 8 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.3678983,42.4407732,NA,75841,"3212",NA,1988
NA,"Cruise Club","(Disco)(Mon.-L)(Inkster)","Bars/Clubs","1641 Middlebelt Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.3292887,42.2981396,NA,75842,"3213","(D),(V),(L),(YC),(*)",1988
NA,"Cruise Magazine","(Publication)","Publications","19136 Woodward North","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0457538,42.331427,NA,75843,"3214",NA,1988
NA,"CT's","(Cock Trap)(Go go boys)","Bars/Clubs","9310 Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1970223,42.3636684,NA,75844,"3215",NA,1988
NA,"Deck","(Opens 12 noon)","Bars/Clubs","14901 E. Jefferson","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-82.9394009,42.3752009,NA,75845,"3216","(E),(*)",1988
NA,"Detroit Eagle","(Some SM)","Bars/Clubs","1501 Holden","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0851869,42.3630305,NA,75846,"3217","(SM),(W),(*)",1988
NA,"Dignity Detroit",NA,"Religious Institution","P.O. Box 32874, Detroit 48232","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.045754,42.331427,NA,75847,"3218",NA,1988
NA,"Famous Door","(Disco) (Closed Sun.)","Bars/Clubs","1256 Griswald at State","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0495011,42.333382,NA,75848,"3219","(B),(YC),(D),(*)",1988
NA,"Fifth Wheel Adult Books",NA,"Book Store,Erotic Shop","9320 Michigan Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1545222,42.3285956,NA,75849,"3220","(M)",1988
NA,"Footlights","(Adj. Back Stage Deli)","Bars/Clubs","17630 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.106891,42.420919,NA,75850,"3221","(E),(*)",1988
NA,"Gas Station","(Disco) (Enter thru rear parking lot)","Bars/Clubs","19106 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1146271,42.4324569,NA,75851,"3222","(YC),(D),(*),(V),(PT)",1988
NA,"Gigi's","L-downstairs, men upstairs)(Mon. nights *) (Rear)","Restaurant","16920 W. Warren","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.2112586,42.3436283,NA,75853,"3224","(R),(D),(L)",1988
NA,"Glass House","(AH-WE)","Restaurant","950 W. McNichols","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.115622,42.417889,NA,75854,"3225","(R),(AH),(WE)",1988
NA,"Gold Coast","(Disco) (Go go boys)","Bars/Clubs","2971 E. 7 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0725873,42.4331029,NA,75855,"3226","(D)",1988
NA,"Hayloft Saloon",NA,"Bars/Clubs","8070 Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1963295,42.3520668,NA,75856,"3227","(C&W),(D),(OC),(PT)",1988
NA,"Heaven","(No booze)(Disco)(AH-WE-*) (Above gas station)","Bars/Clubs","19106 1/2 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1146271,42.4324569,NA,75857,"3228",NA,1988
NA,"Inn by the Park",NA,"Hotel","17500 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1062088,42.419769,NA,75858,"3229","(H)",1988
NA,"Irving Art Theatre","(F&S-back row)","Theatre","21220 Fenkell","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.2500149,42.4006953,NA,75859,"3230","(F&S)",1988
NA,"Joseff's",NA,"Restaurant","18952 N. Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1139473,42.4311977,NA,75860,"3231","(R)",1988
NA,"Laura's",NA,"Bars/Clubs","19326 Conant","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0755854,42.4359017,NA,75861,"3232","(L),(D)",1988
NA,"Male Cinema Theatre","(Melvindale)","Theatre","3920 Oakwood","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1873432,42.281003,NA,75862,"3233",NA,1988
NA,"Manhattan Room","(Theater)","Restaurant,Theatre","17630 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.106891,42.420919,NA,75863,"3234","(R)",1988
NA,"M.C.C.","(Birmingham)","Religious Institution","1152 Bennaville","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.2051434,42.5365535,NA,75864,"3235","(MCC)",1988
NA,"Menjo's Uptown","(Disco)","Bars/Clubs","928 W. McNichols","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1153867,42.4178367,NA,75865,"3236","(YC),(D),(*)",1988
NA,"Metra","(Publication)","Publications","Suite 310, 22750 Woodward Ave. Ferndale 48094","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.045754,42.331427,NA,75866,"3237",NA,1988
NA,"Motor City Business Forum",NA,"Organization","Suite 200, 17344 W. 12 Mile Rd., Southfield 48076","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.218699,42.502943,NA,75868,"3239",NA,1988
NA,"New York Book Store",NA,"Cruising Areas","17530 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1063888,42.4200818,NA,75869,"3240","(B)",1988
NA,"Off Broadway East","(Disco)","Bars/Clubs","12215 Harper Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-82.9816507,42.3996245,NA,75870,"3241","(YC),(D),(*)",1988
NA,"Orca's","(Disco) (Jockey shorts contest)","Bars/Clubs","12841 E. McNichols","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-82.9923652,42.424347,NA,75871,"3242","(PT),(*)",1988
NA,"Railroad Crossing",NA,"Bars/Clubs","6640 E. 8 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0761027,42.4470455,NA,75872,"3243","(L),(D),(*)",1988
NA,"Rhinoceros",NA,"Restaurant","265 Riopelle","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0302374,42.3335098,NA,75873,"3244","(M),(R)",1988
NA,"Rollerdome","(Gay Tue. nights— Check with Back Pocket or Cruise)","Business","8832 Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.196645,42.3587583,NA,75874,"3245",NA,1988
NA,"Roscoe's Junktown",NA,"Book Store","5601 W. Fort St.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.095872,42.309401,NA,75875,"3246",NA,1988
NA,"R & R","adj. Corral","Bars/Clubs","6918 Michigan Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1299368,42.3314542,NA,75876,"3247","(D),(W),(SM),(F&S),(*)",1988
NA,"Salute","(Bar&R) ('Tops')","Restaurant,Bars/Clubs","17546 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.106544,42.4202478,NA,75877,"3248","(*),(R)",1988
NA,"Taboo","(Disco) (Sun. only *)","Bars/Clubs","1940 Woodbridge","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0267915,42.335452,NA,75878,"3249","(D),(*)",1988
NA,"The Flower Hut, Ltd.","(One Stop Gay Wedding Shop)(Ferndale)","Business","845 E. Nine Mile","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1222849,42.4611589,NA,75879,"3250",NA,1988
NA,"Tiffany's on the Park","(Some W,YC)(Crazy days Sun.) (Cl. Mon. & Tue.)","Bars/Clubs","17436 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1059363,42.4193513,NA,75880,"3251","(W),(YC),(*)",1988
NA,"TNT Health Club","(Pool)","Bathhouses","13333 W. 8 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.3678983,42.4407732,NA,75881,"3252","(*)",1988
NA,"Todd's Sway Lounge","(Punk) (B-WE)","Bars/Clubs","8139 E. 7 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0216235,42.4343271,NA,75882,"3253","(YC),(M),(B),(WE)",1988
NA,"Todd's Other Side","(Disco)","Bars/Clubs","8139 E. 7 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0216235,42.4343271,NA,75883,"3254","(D)",1988
NA,"Toobes","(Giant video)","Bars/Clubs","1028 W. 7 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0929449,42.4323269,NA,75884,"3255","(*)",1988
NA,"Triple X","(Books,V)(Cruisy)","Erotic Shop,Cruising Areas,Book Store","1111 W. State Fair","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1162425,42.4391045,NA,75885,"3256","(V)",1988
NA,"Trixx","(Disco)(Go go boys)","Bars/Clubs","870 W. McNichols","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1141386,42.4178614,NA,75886,"3257","(D),(*)",1988
NA,"Ultra Tan","(Tanning Salon)","Business","24486 W. 10 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.2842147,42.471911,NA,75887,"3258",NA,1988
NA,"Underground",NA,"Bars/Clubs","15535 W. 8 Mile Rd. at Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.321484,42.4415093,NA,75888,"3259","(L),(D)",1988
NA,"Uptown Book Stores",NA,"Book Store","16549 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1053705,42.4174251,NA,75889,"3260","(*)",1988
NA,"Uptown Book Stores",NA,"Book Store","16401 W. 8 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.321484,42.4415093,NA,75890,"3261","(*)",1988
NA,"Wood Six Twin Theatre","(All male)","Theatre","16541 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1052423,42.4173826,NA,75891,"3262",NA,1988
NA,"Woodward Cocktail Lounge","(Dynasty) (No sign, but don't miss it!) (Rear entrance after 6pm)","Bars/Clubs,Restaurant","6426 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0721051,42.3689354,NA,75892,"3263","(*),(R),(D)",1988
NA,"AVR","(Books, tapes)","Book Store","426 S.E. Grand","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6605886,45.5196087,NA,77324,"4697","(F&S)",1988
NA,"Boxx's","At the Fish Grotto","Bars/Clubs","1035 S.W. Stark","Portland","OR",NA,"Damron's Guide",NA,"Got address from another entry on pg 315 for 'fish grotto""",NA,NA,-122.6818283,45.5223861,NA,77325,"4698","(V),(E)",1988
NA,"Brig","At the Fish Grotto","Bars/Clubs","1035 S.W. Stark","Portland","OR",NA,"Damron's Guide",NA,"Got address from another entry on pg 315 for 'fish grotto""",NA,NA,-122.6818283,45.5223861,NA,77326,"4699","(*),(SM),(PT),(D)",1988
NA,"C.C. Slaughter's",NA,"Cruising Areas,Restaurant","1014 S.W. Stark","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.681617,45.522011,NA,77327,"4700","(R),(*)",1988
NA,"Chocolate Moose",NA,"Restaurant","211 S.W. Ankeny","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6725658,45.5226276,NA,77328,"4701","(M),(R)",1988
NA,"Cindy's Book Store",NA,"Book Store","N.W. 4th St.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.678385,45.515232,NA,77329,"4702",NA,1988
NA,"Club 927","(Liquor)(SomeL)(Disco)","Bars/Clubs","927 S.E. Morrison","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6562575,45.5174509,NA,77330,"4703","(L),(D),(*)",1988
NA,"Club Portland",NA,"Bathhouses","303 S.W. 12th Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6834309,45.5227888,NA,77331,"4704","(*),(IGHC),(YC)",1988
NA,"COP- City Open Press","(Publication)","Publications","P.O. Box 6650, Portland, OR 97228","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.678385,45.515232,NA,77332,"4705",NA,1988
NA,"Darcelle XV Tavern","(S-WE) (Some L, 'Drags')(Liquor)(Touristy)","Restaurant","208 N.W. 3rd St.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.7873187,45.5986823,NA,77333,"4706","(M),(R),(S),(WE),(L)",1988
NA,"Dignity",NA,"Religious Institution","P.O. Box 5427, Portland 97228","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.678385,45.515232,NA,77334,"4707",NA,1988
NA,"Dirty Duck Tavern",NA,"Bars/Clubs","3rd at N.W. Glisan","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6862768,45.5264439,NA,77335,"4708",NA,1988
NA,"Dugan's","(Liquor)","Restaurant","1441 N.E. Broadway","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6506526,45.5351772,NA,77336,"4709","(M),(R)",1988
NA,"Embers","(The Avenue Disco)(Some YC,L)(Adm.)(Liquor)","Bars/Clubs","110 N.W. Broadway at Couch","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6772242,45.5239836,NA,77337,"4710","(*),(D),(YC),(L)",1988
NA,"Fish Grotto","(Liquor)(R-24 Hrs.)","Restaurant","1035 S.W. Stark","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6818283,45.5223861,NA,77338,"4711","(*),(R)",1988
NA,"Flossie's",NA,"Bars/Clubs","1217 S.W. Stark","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.67463,45.5204767,NA,77339,"4712","(PT),(D),(RT),(*)",1988
NA,"Hamburger Mary's",NA,"Restaurant","840 S.W. Park","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6806815,45.5184889,NA,77341,"4714","(M),(R),(C)",1988
NA,"Hard Times","(Books)","Book Store","311 N.W. Broadway","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.677814,45.5254385,NA,77342,"4715",NA,1988
NA,"Hobo's Inn",NA,"Restaurant","120 N.W. 3rd Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6732813,45.5242541,NA,77343,"4716","(R),(E),(*)",1988
NA,"Joq's",NA,"Bars/Clubs","1422 N.E. Broadway","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6509477,45.5348404,NA,77344,"4717","(PT)",1988
NA,"Jonah's","(Sun. brunch)","Restaurant","7425 S.W. Barbur Blvd.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6861692,45.4714102,NA,77345,"4718","(R)",1988
NA,"Just Out","(Publication)","Publications","1135 S.E. Salmon, 97214","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6539022,45.5145076,NA,77346,"4719",NA,1988
NA,"Leatherworks","(Clothes, etc.)","Erotic Shop","2908 S.E. Belmont","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6358713,45.516256,NA,77347,"4720",NA,1988
NA,"M.C.C.",NA,"Religious Institution","N.E. 24th & Broadway","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.641181,45.535104,NA,77348,"4721","(MCC)",1988
NA,"Old Wives Tale",NA,"Restaurant","1300 E. Burnside","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6523974,45.5226528,NA,77349,"4722","(M),(L),(R)",1988
NA,"Olympic Steam Bath","Downtown (10am-11pm)","Bathhouses","509 S.W. 4th Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.676226,45.519704,NA,77350,"4723",NA,1988
NA,"Olympic Steam Bath","Uptown (Open 24 hours)(Massages)","Bathhouses","531 S.W. 12th Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6839017,45.5214529,NA,77351,"4724",NA,1988
NA,"Pal's","(Some R)(Beer & Wine)","Restaurant","4911 S.E. Powell","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6122633,45.4979331,NA,77352,"4725","(M),(N),(R)",1988
NA,"Primary Domain","(Disco)","Bars/Clubs","1033 N.W. 16th","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6876963,45.5305504,NA,77353,"4726","(L),(D),(*)",1988
NA,"Ray's Ordinary Bar & Grille","(Liquor)","Restaurant","317 N.W. Broadway","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6778385,45.5255129,NA,77354,"4727","(R),(E),(*),(PT)",1988
NA,"Roxy Hearts","(Bar)","Restaurant","1121 S.W. Stark","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6824975,45.5225977,NA,77355,"4728","(M),(R),(E)",1988
NA,"Stark Scandels Tavern",NA,"Bars/Clubs","11th & Washington","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.678385,45.515232,NA,77356,"4729","(D),(PT)",1988
NA,"Silent Partner","(Go go boys)","Bars/Clubs","17th nr. Lovejoy","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.678385,45.515232,NA,77357,"4730","(D)",1988
NA,"Sin City Adult Books",NA,"Book Store,Erotic Shop","838 S.W. 3rd Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.675973,45.517006,NA,77358,"4731",NA,1988
NA,"Starky's 3","(Liquor) (Reopening soon)","Restaurant","2913 S.E. Stark","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6356422,45.5195418,NA,77359,"4732","(R),(*)",1988
NA,"The City","(Teenyboppers)(No booze)(Disco)","Bars/Clubs","13th & S.W. Morrison","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.685162,45.52085,NA,77360,"4733","(AH),(M),(D),(WE)",1988
NA,"The Store","(Cards & gifts)","Business","804 S.W. 10th Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6823797,45.5190677,NA,77361,"4734",NA,1988
NA,"Tours of Interest to Women",NA,"Travel Service","1903 S.E. Ankeny","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6463099,45.5223838,NA,77362,"4735","(IGTA)",1988
NA,"Twenty-Third Ave. Books",NA,"Book Store","1015 N.W. 23rd Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6987429,45.5300973,NA,77363,"4736",NA,1988
NA,"Victoria's Nephew",NA,"Restaurant","312 S.W. Stark","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6749055,45.5202747,NA,77364,"4737","(M),(R)",1988
NA,"Women's Place Book Store",NA,"Book Store","2349 S.E. Ankeny","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6415759,45.5222755,NA,77365,"4738",NA,1988
NA,"Arena","(Patio)","Bars/Clubs","4025 Maple","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8168123,32.8060897,NA,77965,"5340","(*),(D)",1988
NA,"Baby's","(Yuppies)(Disco) (3 bars) (Valet Parking)","Bars/Clubs","3501 Mckinney","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7984708,32.8066995,NA,77966,"5341","(D),(*),(YC),(AH),(V)",1988
NA,"Big Daddies","(Disco)","Cruising Areas,Bars/Clubs","3913 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8110754,32.8107397,NA,77967,"5342","(*),(D)",1988
NA,"Buddie's","(Some L)","Bars/Clubs","3514 Mahanna","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8195288,32.8242021,NA,77968,"5343","(L)",1988
NA,"Century Book Store",NA,"Book Store","3420 Oak Lawn Ave.","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8057926,32.8114055,NA,77970,"5345",NA,1988
NA,"Club Body Center",NA,"Bathhouses","2616 Swiss Ave.","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7880611,32.7867706,NA,77971,"5346","(IGHC)",1988
NA,"Club Delman","(Th-Sun.) (Disco)","Bars/Clubs","3319 Raleigh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8180468,32.8198672,NA,77972,"5347","(D)",1988
NA,"Copa of Dallas","(Disco)","Bars/Clubs","115 N. Carroll","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7681145,32.7918683,NA,77973,"5348","(D)",1988
NA,"Crackers",NA,"Restaurant","2621 McKinney","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8018884,32.7972698,NA,77974,"5349","(M),(R)",1988
NA,"Crews Inn",NA,"Cruising Areas,Bars/Clubs","3215 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7934028,32.8165762,NA,77975,"5350","(*),(D),(PT),(SM)",1988
NA,"Crossroads Market","(Boutiques & books)","Book Store","3930 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8107444,32.8110753,NA,77976,"5351",NA,1988
NA,"Dallas Voice","(Publication)","Publications","2727 Oak Lawn, Suite 105","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8118624,32.8070214,NA,77978,"5353",NA,1988
NA,"Eighth Day","(Some YC, Hustlers) (Go go boys)","Bars/Clubs","2509 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7837218,32.8122391,NA,77979,"5354",NA,1988
NA,"Eurotan",NA,"Business","4012 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8114233,32.8115021,NA,77980,"5355",NA,1988
NA,"Fantastic Voyage",NA,"Travel Service","3701 Fairmont St.","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8128699,32.8041125,NA,77981,"5356","(IGTA)",1988
NA,"Fitness Exchange Gym",NA,"Gym","2615 Oaklawn","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8129538,32.8059099,NA,77982,"5357","(*)",1988
NA,"4001 Club","(Preppy) (Disco) (May be changing name)","Bars/Clubs","4001 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8116146,32.810988,NA,77983,"5358","(*),(D),(C),(AH)",1988
NA,"Fraternity House","(Preppie)","Bars/Clubs","3903 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8109781,32.8104099,NA,77984,"5359","(E)",1988
NA,"Gaspipe","(Head shop)","Bars/Clubs","4435 Maple","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.822421,32.8109495,NA,77985,"5360",NA,1988
