X,title,description,type,address,city,state,country,publication,year,notes,unclear.address,full.address,lon,lat,geoAddress,Status
280,Old Wive's Tales,97214/ (at 13th)-Tel. 238-0470.,Bar / Restaurants,1300 East Burnside,Portland,OR,United States,Gaia's Guide,1989,,NA,"1300 East Burnside, Portland, OR",-122.6523974,45.5226528,"old wives' tales restaurant in portland, 1300 e burnside st, portland, or 97214, usa",Google Verified Location
281,MCC,1644 NE 24th & Broadway -Tel. 281-8868,Religious Groups,1644 NE 24th,Portland,OR,United States,Gaia's Guide,1989,,NA,"1644 NE 24th, Portland, OR",-122.6407976,45.5347748,"1644 ne 24th ave, portland, or 97232, usa",Google Verified Location
282,Choices,-Tel. 236-4321. Food. pool tables. games. Open Mon-Sat. 4pm-2am / Sunday 2pm-Midnight. Looks good.,Bar / Restaurants,2845 SE Stark,Portland,OR,United States,Gaia's Guide,1989,,NA,"2845 SE Stark, Portland, OR",-122.636324,45.5195259,"2845 se stark st, portland, or 97214, usa",Google Verified Location
283,Champagne Claudia's,"-Tel. 287-1425. Serves Sunday
brunch, etc.",Restaurants,3728 NE Sandy Blvd,Portland,OR,United States,Gaia's Guide,1989,,NA,"3728 NE Sandy Blvd, Portland, OR",-122.6243871,45.5340457,"tony starlight's in portland, or, usa, 3728 ne sandy blvd, portland, or 97232, usa",Google Verified Location
284,Healing Crystals,"-Tel 234-2224 similar to Crone
Magic.",Goddess Crafts,8215 South East 13th Street,Portland,OR,United States,Gaia's Guide,1989,,NA,"8215 South East 13th Street, Portland, OR",-122.6533325,45.4633001,"8215 se 13th ave, portland, or 97202, usa",Google Verified Location
285,Dakota Cafe,-Tel 241-4151. Sunday brunch recommended.,Restaurants,239 SW Broadway,Portland,OR,United States,Gaia's Guide,1989,,NA,"239 SW Broadway, Portland, OR",-122.6784163,45.5223104,"239 sw broadway, portland, or 97205, usa",Google Verified Location
286,Rumours,-Tel. 828-4471,Bars,5039 Willis,Dallas,TX,United States,Gaia's Guide,1989,,NA,"5039 Willis, Dallas, TX",-96.785361,32.82052,"5039 willis ave, dallas, tx 75206, usa",Google Verified Location
287,North Forty,-Tel. 350-6327,Bars,6316 Denton Drive,Dallas,TX,United States,Gaia's Guide,1989,,NA,"6316 Denton Drive, Dallas, TX",-96.8390816,32.8287006,"6316 denton dr, dallas, tx 75235, usa",Google Verified Location
288,Theatre Gemini,75219 -Tel. 521-6331.,Theater and Music Events,3920 Cedar Springs,Dallas,TX,United States,Gaia's Guide,1989,,NA,"3920 Cedar Springs, Dallas, TX",-96.8104414,32.8107875,"3920 cedar springs rd, dallas, tx 75219, usa",Google Verified Location
289,Village Station,-Tel. 949-2398,Bars,3911 Cedar Springs,Dallas,TX,United States,Gaia's Guide,1989,,NA,"3911 Cedar Springs, Dallas, TX",-96.8110709,32.810535,"3911 cedar springs rd, dallas, tx 75219, usa",Google Verified Location
290,Dallas Gay Alliance Community Center,"75219-mall to: PO Box 190712; 75219 -Tel. 528-4233.
Switchboard service 7 days a week-11am-10pm, & 'Sapphic Singles' Say 'hi'
from GAIA.",Lesbian / Gay Community Center,3920 Cedar Springs Road,Dallas,TX,United States,Gaia's Guide,1989,,NA,"3920 Cedar Springs Road, Dallas, TX",-96.8104414,32.8107875,"3920 cedar springs rd, dallas, tx 75219, usa",Google Verified Location
291,Community Bookstore,"Crossroads Market, 3930 Cedar Springs Road;
75219 -Tel. (800)992-6404. Full range of lesbian titles / women's studies/
music/ T-shirts/ jewelry/ posters/ &ticket sales and MAIL ORDER SERVICE &
bulletin board for local Information. 'Call toll-free to order or for fun /
Information, facts'. Say 'hi' from GAIA-they sell GAIA'S GUIDE-to this
welcome new addition to our scene.",Lesbian / Gay Bookstore,3930 Cedar Springs Road,Dallas,TX,United States,Gaia's Guide,1989,,NA,"3930 Cedar Springs Road, Dallas, TX",-96.8107444,32.8110753,"3930 cedar springs rd, dallas, tx 75219, usa",Google Verified Location
292,High Country,-Tel 350-2278,Bars,3121 Inwood Road,Dallas,TX,United States,Gaia's Guide,1989,,NA,"3121 Inwood Road, Dallas, TX",-96.8306795,32.8262963,"3121 inwood rd, dallas, tx 75235, usa",Google Verified Location
293,Round-Up Saloon,-Tel. 522-9611.,Bars,3912 Cedar Springs,Dallas,TX,United States,Gaia's Guide,1989,,NA,"3912 Cedar Springs, Dallas, TX",-96.8103996,32.8107459,"3912 cedar springs rd, dallas, tx 75219, usa",Google Verified Location
294,Curious Times,"Resource Center, 4008 D Cedar Springs; 75219 -Tel.
528-4087. Lesbian books & women's studies/ feminist titles, also jewelry
design/ pottery/ music/ women's cards/ T-shirts & a LARGE WOMEN'S
COMMUNITY BULLETIN BOARD for networking. A great new addition to our
scene-they sell GAIA'S GUIDE, say 'hi' from GAIA. Open seven days a week,
11am-7pm.",Lesbian / Gay Bookstore,4008 D Cedar Springs,Dallas,TX,United States,Gaia's Guide,1989,,NA,"4008 D Cedar Springs, Dallas, TX",-96.8119061,32.8117163,"parking lot, 4008 cedar springs rd, dallas, tx 75219, usa",Google Verified Location
295,Jugs,-Tel. 521-3474.,Bars,3414 King's Road,Dallas,TX,United States,Gaia's Guide,1989,,NA,"3414 King's Road, Dallas, TX",-96.8184937,32.8215823,"3414 kings rd, dallas, tx 75235, usa",Google Verified Location
1,Gay Liberator,"12 issues for $4 in US, $5 outside of US, $8 supporting.",Publications,Box 631-A,Detroit,MI,United States,Gaia's Guide,1975,,checked,"Box 631-A, Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",Location could not be verified. General city or location coordinates used.
2,GAY SWITCHBOARD,Tel: 871-0127,Organization and Service,,Detroit,MI,United States,Gaia's Guide,1975,,checked,", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",Location could not be verified. General city or location coordinates used.
3,"""Sir Karp's""",State Fair at East Outer Drive,Bars,,Detroit,MI,United States,Gaia's Guide,1975,,checked,", Detroit, MI",-83.083229,42.440033,"detroit, mi, usa",Verified Location
4,The Casbah,,Bars,Plymouth & Hubble,Detroit,MI,United States,Gaia's Guide,1975,,checked,"Plymouth & Hubble, Detroit, MI",-83.187939,42.373011,"plymouth, ma, usa",Verified Location
5,Gay Women's Lib,"c/o Women's Studies, Portland State University",Organizations,Portland State University,Portland,OR,United States,Gaia's Guide,1975,,checked,"Portland State University, Portland, OR",-122.684891,45.513371,"1825 sw broadway, portland, or 97201, usa",Verified Location
6,THE DOB'R,Local news and views for gay women in the Dallas area. Tel. (214) 742-1947. (Free. but donations appreciated.),Publications,"Box 1242, Dallas, Texas",Dallas,TX,United States,Gaia's Guide,1975,,checked,"Box 1242, Dallas, Texas, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",Location could not be verified. General city or location coordinates used.
7,"D.O.B.-- ""The Center""","""THE CENTER"", P.O. Box 1242;75221. Tel. (214) 742-1947. SWITCHBOARD. Their Publication: ""The DOB'R""",Organizations,P.O. Box 1242,Dallas,TX,United States,Gaia's Guide,1975,,checked,"P.O. Box 1242, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",Location could not be verified. General city or location coordinates used.
8,Three Plus You,Tel. 526-9438,Bars,3014 Throckmorton at Cedar Springs.,Dallas,TX,United States,Gaia's Guide,1975,,checked,"3014 Throckmorton at Cedar Springs., Dallas, TX",-96.811405,32.810642,"3014 throckmorton st, dallas, tx 75219, usa",Verified Location
9,Metro Gay News,PO Box 445-A Tel 956 7423,Publication,,Detroit,MI,United States,Gaia's Guide,1977,,checked,", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",Location could not be verified. General city or location coordinates used.
10,Gay Switchboard,Tel 577 3450 6-10pm Mon-Thurs 6-11pm Fri and Sat. Volunteers needed. Feminist Women's Health Clinic,Gay Hotline,,Detroit,MI,United States,Gaia's Guide,1977,,checked,", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",Location could not be verified. General city or location coordinates used.
11,Integrity,Tel 577 3450 and 763 4186,Religious Group,,Detroit,MI,United States,Gaia's Guide,1977,,checked,", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",Location could not be verified. General city or location coordinates used.
12,Barbary Coast,Inquire locally. Rough.,Bar,,Detroit,MI,United States,Gaia's Guide,1977,,checked,", Detroit, MI",-83.899549,42.596446,"detroit, mi, usa",Verified Location
13,Tramps Disco,Thursday night is your night.,Bar,Michigan Ave,Detroit,MI,United States,Gaia's Guide,1977,,checked,"Michigan Ave, Detroit, MI",-83.1694315,42.3240622,"michigan ave, detroit, mi, usa",Location could not be verified. General city or location coordinates used.
14,Womanself Bookstore,We sell Gaia's Guides,Feminist Bookstore,University Mall 220 MAC,Detroit,MI,United States,Gaia's Guide,1977,,checked,"University Mall 220 MAC, Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",Location could not be verified. General city or location coordinates used.
15,Hamburger Mary's,,Restaurants,SW 9th and Taylor,Portland,OR,United States,Gaia's Guide,1977,,checked,"SW 9th and Taylor, Portland, OR",-122.681878,45.518418,"portland, or, usa",Verified Location
16,A Woman's Place,,Feminist Bookstore,13th and Washington,Portland,OR,United States,Gaia's Guide,1977,,checked,"13th and Washington, Portland, OR",-122.600745,45.360681,"455 sw 13th ave, portland, or 97205, usa",Verified Location
17,Task Force on Lesbianism,PO Box 12431,Organization,,Dallas,TX,United States,Gaia's Guide,1977,,checked,", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",Location could not be verified. General city or location coordinates used.
18,Old Plantation,Tel 528-6550 for information,Bar,,Dallas,TX,United States,Gaia's Guide,1977,,checked,", Dallas, TX",-96.811071,32.810535,"dallas, tx, usa",Verified Location
19,Gay Switchboard,"Tel. 5773450, Mon-Thurs 6pm-10pm; Fri & Sat 6pm-11pm. ""Volunteers needed.""",Service,,Detroit,MI,United States,Gaia's Guide,1979,,checked,", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",Location could not be verified. General city or location coordinates used.
20,My Fair Lady,Jefferson Street. Disco. 80% gay men.,Showbar,Jefferson St,Detroit,MI,United States,Gaia's Guide,1979,,checked,"Jefferson St, Detroit, MI",-82.995119,42.351474,"jefferson st, dearborn, mi 48124, usa",Verified Location
21,Continuity Guild,contact Portland Town Council for full details. An organization designed to serve the older gay woman and man.,Organization and Service,,Portland,OR,United States,Gaia's Guide,1979,,checked,", Portland, OR",-122.6783853,45.515232,"portland, or, usa",Location could not be verified. General city or location coordinates used.
22,Gay Switchboard,"Tel. 557-3450. Mon-Thurs. 6pm-10pm. 6pm-11pm Fridays and Saturdays. ""Volunteers needed"".",Services,,Detroit,MI,United States,Gaia's Guide,1981,,checked,", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",Location could not be verified. General city or location coordinates used.
23,Front Runners,Tel. 231-1271. Alternate phone number: 283-5926 or see NEW FOUNTAIN for details.,Outdoor Group,,Portland,OR,United States,Gaia's Guide,1981,,checked,", Portland, OR",-122.6783853,45.515232,"portland, or, usa",Location could not be verified. General city or location coordinates used.
24,N.W. Fountain,"Tel.248-1990.Gay
monthly with bar guide and some good news but mostly male ( oriented. $6.00 per year or free in bars, etc.",Publications,"P.O. Box 417, 97207",Portland,OR,United States,Gaia's Guide,1981,,checked,"P.O. Box 417, 97207, Portland, OR",-122.6806194,45.5211732,"portland, or 97207, usa",Location could not be verified. General city or location coordinates used.
25,Rainbow's End,Just gay men?,Personal Contacts/Travel Clubs,"P.O. Box 13042, 97213",Portland,OR,United States,Gaia's Guide,1981,,checked,"P.O. Box 13042, 97213, Portland, OR",-122.6037536,45.5352835,"portland, or 97213, usa",Location could not be verified. General city or location coordinates used.
26,Gay Switchboard,"Tel. 577 3450. Mon-Thurs. 6pm-10pm and 6pm-11pm Fridays and Saturdays, 'volunteers needed'.",Services,,Detroit,MI,United States,Gaia's Guide,1983,,checked,", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",Location could not be verified. General city or location coordinates used.
27,Gayline,"Tel. 241-2251 24 hour recorded information on events and meetings in the gay
community.",Service,,Portland,OR,United States,Gaia's Guide,1983,,checked,", Portland, OR",-122.6783853,45.515232,"portland, or, usa",Location could not be verified. General city or location coordinates used.
28,"Van Nuys Travel Service, Inc",Tel. 225-0064. Open 9am-5pm 5 days a week.,Travel Agents,1600 SW Fourth Ave,Portland,OR,United States,Gaia's Guide,1983,,checked,"1600 SW Fourth Ave, Portland, OR",-80.200875,25.762421,"1600 sw 4th ave, portland, or 97201, usa",Verified Location
29,Portland Gay Hotline,"Tel. 228-6785. 8pm to midnight, every night.",Service,,Portland,OR,United States,Gaia's Guide,1983,,checked,", Portland, OR",-122.6783853,45.515232,"portland, or, usa",Location could not be verified. General city or location coordinates used.
30,Keep Listening,"Tel. 239-6896. Ski
trips, biology and bicycling, rafting, backpacking and photography, outdoor leadership classes.
NO DOGS ARE ALLOWED ON KEEP LISTENING TRIPS.",Wilderness Trips,,Portland,OR,United States,Gaia's Guide,1983,PO Box 14743,checked,", Portland, OR",-122.6783853,45.515232,"portland, or, usa",Location could not be verified. General city or location coordinates used.
31,Metropolitan Community Church of Portland,"Tel. 281-8868. The Christian Church with an outreach to the gay community. Social activities
as well as religious, counselling, referrals and job bank. Their publication is THE CHALICE and
they sell GA\A'S GUIDE",Religious Groups,NE 24th and Broadway,Portland,OR,United States,Gaia's Guide,1983,,checked,"NE 24th and Broadway, Portland, OR",-122.641067,45.535412,"ne 24th ave & ne broadway, portland, or 97232, usa",Verified Location
32,Metro Times,Tel. 528 9944 (taped message).,Publication,,Dallas,TX,United States,Gaia's Guide,1983,PO Box 225914,checked,", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",Location could not be verified. General city or location coordinates used.
33,Gayline,Tel. 748 6790 7.30pm-12am 7 days. Serves Dallas and Fort Worth.,Service,,Dallas,TX,United States,Gaia's Guide,1983,,checked,", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",Location could not be verified. General city or location coordinates used.
34,Gay And Lesbian Switchboard,,Bars,,Detroit,MI,United States,Gaia's Guide,1985,,checked,", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",Location could not be verified. General city or location coordinates used.
35,Tenth Street Bakery,"Tel. 224-7940. Emphasis on home-
made and very natural food.",Restaurants,SW 10th & Salmon,Portland,OR,United States,Gaia's Guide,1985,,checked,"SW 10th & Salmon, Portland, OR",-122.683275,45.518194,NA,Verified Location
36,Portland Gay Hotline,Tel. 228-6785,Services,,Portland,OR,United States,Gaia's Guide,1985,,checked,", Portland, OR",-122.6783853,45.515232,"portland, or, usa",Location could not be verified. General city or location coordinates used.
37,Gayline,"Tel.368-6283 (7:30pm-midnight, 7 days a week-serving Dallas & Fort Worth",Services,,Dallas,TX,United States,Gaia's Guide,1985,,checked,", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",Location could not be verified. General city or location coordinates used.
38,Metro Times,Tel 528-9944,Publications,PO Box 225914;75265,Dallas,TX,United States,Gaia's Guide,1985,,checked,"PO Box 225914;75265, Dallas, TX",-96.8,32.78,"dallas, tx 75265, usa",Location could not be verified. General city or location coordinates used.
39,Gay and Lesbian Jew of the Metroplex,Tel.827-9161 or 942-1599,Religious Groups,,Dallas,TX,United States,Gaia's Guide,1985,,checked,", Dallas, TX",-96.80433,32.90185,"dallas, tx, usa",Verified Location
40,Dallas Gay Alliance,"Office: 3920 Cedar Springs (next
to Union Jack);fel. (214)528-4233",Group,P.O. Box 190712;75219,Dallas,TX,United States,Gaia's Guide,1985,,checked,"P.O. Box 190712;75219, Dallas, TX",-96.810441,32.810788,"dallas, tx 75219, usa",Verified Location
41,Affirmation,Tel. 559-3353,Religious Groups,,Dallas,TX,United States,Gaia's Guide,1985,,checked,", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",Location could not be verified. General city or location coordinates used.
42,Radio Cab,Tel.227-1212,Taxi Cabs,,Portland,OR,United States,Gaia's Guide,1987,,checked,", Portland, OR",-122.687766,45.529506,"portland, or, usa",Verified Location
43,Just Out,97215-Tel. 223-1252. Full of local resources.,Services,PO Box 15117,Portland,OR,United States,Gaia's Guide,1987,,checked,"PO Box 15117, Portland, OR",-122.6783853,45.515232,"portland, or, usa",Location could not be verified. General city or location coordinates used.
44,Counseling Service for Sexual Minorities,Tel.228-6785,Services,,Portland,OR,United States,Gaia's Guide,1987,,checked,", Portland, OR",-122.6783853,45.515232,"portland, or, usa",Location could not be verified. General city or location coordinates used.
45,Minorities,Tel.228-6785,Services,,Portland,OR,United States,Gaia's Guide,1987,,checked,", Portland, OR",-122.6783853,45.515232,"portland, or, usa",Location could not be verified. General city or location coordinates used.
46,Broadway Cab,Tel.227-1234,Taxi Cabs,,Portland,OR,United States,Gaia's Guide,1987,,checked,", Portland, OR",-122.572908,45.562451,"portland, or, usa",Verified Location
47,Gayline,"Tel. 368-6283, -7:30pm-midnight, seven days a week-- serving Dallas & Forth Worth.",Services,,Dallas,TX,United States,Gaia's Guide,1987,,checked,", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",Location could not be verified. General city or location coordinates used.
48,Gay and Lesbian Jews of the Metroplex,Tels.521-8288 & 827-9161,Religious Groups,,Dallas,TX,United States,Gaia's Guide,1987,,checked,", Dallas, TX",-96.80433,32.90185,"dallas, tx, usa",Verified Location
49,Dallas Gay Alliance,75219-Ottice:3920 Cedar Springs (neX1to 'Union Jack' - Tel.528-4233,Political Group,PO Box 190712,Dallas,TX,United States,Gaia's Guide,1987,,checked,"PO Box 190712, Dallas, TX",-96.810441,32.810788,"dallas, tx, usa",Verified Location
50,Gay / Lesbian Information Center,-Tel. 345-2722.,Information Services,,Detroit,MI,United States,Gaia's Guide,1989,,checked,", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",Location could not be verified. General city or location coordinates used.
51,Portland Lesbian Boarding House,Tel 281 5386 Rates start about $10.00 ring up to reserve a room,"Accommodation - Guest Houses, etc.",,Portland,OR,United States,Gaia's Guide,1989,,checked,", Portland, OR",-122.66393,45.536362,"portland, or, usa",Verified Location
52,Apartments,One bedroom apartments to rent at SE 10th Tel 233 2833 Start about $180.00 per month,"Accommodation - Guest Houses, etc.",,Portland,OR,United States,Gaia's Guide,1989,,checked,", Portland, OR",-122.655764,45.507236,"portland, or, usa",Verified Location
53,The Lesbian Community Project,"is Oregon's largest Lesbian organization. 'LCP' produces a wide variety of social, political and educational activities. Monthly newsletter. Many volunteer opportunities. Write: PO Box 5931, Portland, OR; 97228- -Tel. (503)233-9079. Be sure and say 'hi' from GAIA to these friendly, helpful and highly recommended people.",Lesbian Service Organization,PO Box 5931,Portland,OR,United States,Gaia's Guide,1989,,checked,"PO Box 5931, Portland, OR",-122.6783853,45.515232,"portland, or, usa",Location could not be verified. General city or location coordinates used.
54,Lesbian Abuse Task Force of Portland,"-Tel. 238-3504, 234-3599, 236-7963 Crisis contacts, sheller services, support groups, counseling and information for lesbians who are being battered and/ or abused by their partners",Information and Emergency Services,,Portland,OR,United States,Gaia's Guide,1989,,checked,", Portland, OR",-122.6783853,45.515232,"portland, or, usa",Location could not be verified. General city or location coordinates used.
55,Radio Cab,Tel 227 1212,Taxi Cabs,,Portland,OR,United States,Gaia's Guide,1989,,checked,", Portland, OR",-122.687766,45.529506,"portland, or, usa",Verified Location
56,Just Out,"write: PO Box 15117; 97215 -Tel. 223-1252. Full of local resources need
a lesbian therapist or counselor?-naturopath or acupuncturist?-chiropractor?-dentist?-lawyer?-old fashioned doctor?-JUST OUT is just full of
information about them & many, many more local groups and other types of resources than space, here will permit pick up your copy at A WOMAN'S PLACE BOOKSTORE before starting out In the Portland area ... $12. 50 for 12 issues by sub",Publications,PO Box 15117,Portland,OR,United States,Gaia's Guide,1989,,checked,"PO Box 15117, Portland, OR",-122.6783853,45.515232,"portland, or, usa",Location could not be verified. General city or location coordinates used.
57,Gay Events Tape,-Tel. 248-6969,Information and Emergency Services,,Portland,OR,United States,Gaia's Guide,1989,,checked,", Portland, OR",-122.6783853,45.515232,"portland, or, usa",Location could not be verified. General city or location coordinates used.
58,Windfire,"-Tel. 223-8299, for lesbians&/ or bi-sexual women under 21. . they meet
at OLD WIVES TALES. & see ·Just Out' & I or 'Lavender Network' for current details. TLAND PROFESSIONAL ORGANIZATION OF WOMEN-PPOW, PO Box 22821, Milwaukee. WI; 97222-A social organization",Organizations and Groups - Including Special Interests,,Portland,OR,United States,Gaia's Guide,1989,,checked,", Portland, OR",-122.652583,45.52275,"portland, or, usa",Verified Location
59,Counseling Services for Sexual Minorities,-Tel 228-6785,Health Centers / Clinics / Counseling / Practitioners,,Portland,OR,United States,Gaia's Guide,1989,,checked,", Portland, OR",-122.6783853,45.515232,"portland, or, usa",Location could not be verified. General city or location coordinates used.
60,Lesbian / Gay Political Caucus,"write-PO Box 224424: 75222 -Tel
828-9882.",Group,PO Box 224424,Dallas,TX,United States,Gaia's Guide,1989,,checked,"PO Box 224424, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",Location could not be verified. General city or location coordinates used.
61,Little Feather Productions,PO Box 64720; 75206,Theater and Music Events,PO Box 64720,Dallas,TX,United States,Gaia's Guide,1989,,checked,"PO Box 64720, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",Location could not be verified. General city or location coordinates used.
62,"Lesbian Information Line - ""LIL""","-Tel. 528-2426. 24 hour/ seven day a week
recording of events and services, meetings and referrals",Information Services,,Dallas,TX,United States,Gaia's Guide,1989,,checked,", Dallas, TX",-96.813775,32.807854,"dallas, tx, usa",Verified Location
63,Gayline,Tel. 368-6283,Information Services,,Dallas,TX,United States,Gaia's Guide,1989,,checked,", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",Location could not be verified. General city or location coordinates used.
64,Lesbian Visionaries,"write: PO Box 710185: 75371 -Tel. (214)528-2426. Nonprofit
lesbian membership organization",Group,PO Box 710185,Dallas,TX,United States,Gaia's Guide,1989,,checked,"PO Box 710185, Dallas, TX",-96.813775,32.807854,"dallas, tx, usa",Verified Location
65,Integrity,-Tel. 739-5899 Lesbian and Gay Episcopalians,Religious Groups,,Dallas,TX,United States,Gaia's Guide,1989,,checked,", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",Location could not be verified. General city or location coordinates used.
66,Lesbian / Gay Unitarians,-Tel. 324-2732.,Religious Groups,,Dallas,TX,United States,Gaia's Guide,1989,,checked,", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",Location could not be verified. General city or location coordinates used.
67,Among Friends,"write PO Box 710185: 75371. Non-membership lesbian events
group.",Group,PO Box 710185,Dallas,TX,United States,Gaia's Guide,1989,,checked,"PO Box 710185, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",Location could not be verified. General city or location coordinates used.
