"title","description","type","address","city","state","publication","year","notes","full.address","lon","lat","geoAddress","amenityfeatures"
"Tramps Disco","Thursday night is your night.","Bar","Michigan Ave","Detroit","MI","Gaia's Guide",1977,"","Michigan Ave, Detroit, MI",-83.1694315,42.3240622,"michigan ave, detroit, mi, usa",""
"Womanself Bookstore","We sell Gaia's Guides","Feminist Bookstore","University Mall 220 MAC","Detroit","MI","Gaia's Guide",1977,"","University Mall 220 MAC, Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",""
"Hamburger Mary's","","Restaurants","SW 9th and Taylor","Portland","OR","Gaia's Guide",1977,"","SW 9th and Taylor, Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"A Woman's Place","","Feminist Bookstore","13th and Washington","Portland","OR","Gaia's Guide",1977,"","13th and Washington, Portland, OR",-122.6846997,45.5224287,"455 sw 13th ave, portland, or 97205, usa",""
"Task Force on Lesbianism","PO Box 12431","Organization","","Dallas","TX","Gaia's Guide",1977,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"Old Plantation","Tel 528-6550 for information","Bar","","Dallas","TX","Gaia's Guide",1977,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"Gay Switchboard","Tel. 5773450, Mon-Thurs 6pm-10pm; Fri & Sat 6pm-11pm. ""Volunteers needed.""","Service","","Detroit","MI","Gaia's Guide",1979,"",", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",""
"My Fair Lady","Jefferson Street. Disco. 80% gay men.","Showbar","Jefferson St","Detroit","MI","Gaia's Guide",1979,"","Jefferson St, Detroit, MI",-83.2563017,42.3030126,"jefferson st, dearborn, mi 48124, usa",""
"Continuity Guild","contact Portland Town Council for full details. An organization designed to serve the older gay woman and man.","Organization and Service","","Portland","OR","Gaia's Guide",1979,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"Gay Switchboard","Tel. 557-3450. Mon-Thurs. 6pm-10pm. 6pm-11pm Fridays and Saturdays. ""Volunteers needed"".","Services","","Detroit","MI","Gaia's Guide",1981,"",", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",""
"Front Runners","Tel. 231-1271. Alternate phone number: 283-5926 or see NEW FOUNTAIN for details.","Outdoor Group","","Portland","OR","Gaia's Guide",1981,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"N.W. Fountain","Tel.248-1990.Gay
monthly with bar guide and some good news but mostly male ( oriented. $6.00 per year or free in bars, etc.","Publications","P.O. Box 417, 97207","Portland","OR","Gaia's Guide",1981,"","P.O. Box 417, 97207, Portland, OR",-122.6806194,45.5211732,"portland, or 97207, usa",""
"Rainbow's End","Just gay men?","Personal Contacts/Travel Clubs","P.O. Box 13042, 97213","Portland","OR","Gaia's Guide",1981,"","P.O. Box 13042, 97213, Portland, OR",-122.6037536,45.5352835,"portland, or 97213, usa",""
"Gay Switchboard","Tel. 577 3450. Mon-Thurs. 6pm-10pm and 6pm-11pm Fridays and Saturdays, 'volunteers needed'.","Services","","Detroit","MI","Gaia's Guide",1983,"",", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",""
"Gayline","Tel. 241-2251 24 hour recorded information on events and meetings in the gay
community.","Service","","Portland","OR","Gaia's Guide",1983,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"Van Nuys Travel Service, Inc","Tel. 225-0064. Open 9am-5pm 5 days a week.","Travel Agents","1600 SW Fourth Ave","Portland","OR","Gaia's Guide",1983,"","1600 SW Fourth Ave, Portland, OR",-122.6792559,45.5120512,"1600 sw 4th ave, portland, or 97201, usa",""
"Portland Gay Hotline","Tel. 228-6785. 8pm to midnight, every night.","Service","","Portland","OR","Gaia's Guide",1983,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"Keep Listening","Tel. 239-6896. Ski
trips, biology and bicycling, rafting, backpacking and photography, outdoor leadership classes.
NO DOGS ARE ALLOWED ON KEEP LISTENING TRIPS.","Wilderness Trips","","Portland","OR","Gaia's Guide",1983,"PO Box 14743",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"Metropolitan Community Church of Portland","Tel. 281-8868. The Christian Church with an outreach to the gay community. Social activities
as well as religious, counselling, referrals and job bank. Their publication is THE CHALICE and
they sell GA\A'S GUIDE","Religious Groups","NE 24th and Broadway","Portland","OR","Gaia's Guide",1983,"","NE 24th and Broadway, Portland, OR",-122.6411834,45.5351048,"ne 24th ave & ne broadway, portland, or 97232, usa",""
"Metro Times","Tel. 528 9944 (taped message).","Publication","","Dallas","TX","Gaia's Guide",1983,"PO Box 225914",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"Gayline","Tel. 748 6790 7.30pm-12am 7 days. Serves Dallas and Fort Worth.","Service","","Dallas","TX","Gaia's Guide",1983,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"Gay And Lesbian Switchboard","","Bars","","Detroit","MI","Gaia's Guide",1985,"",", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",""
"Tenth Street Bakery","Tel. 224-7940. Emphasis on home-
made and very natural food.","Restaurants","SW 10th & Salmon","Portland","OR","Gaia's Guide",1985,"","SW 10th & Salmon, Portland, OR",NA,NA,NA,""
"Portland Gay Hotline","Tel. 228-6785","Services","","Portland","OR","Gaia's Guide",1985,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"Gayline","Tel.368-6283 (7:30pm-midnight, 7 days a week-serving Dallas & Fort Worth","Services","","Dallas","TX","Gaia's Guide",1985,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"Metro Times","Tel 528-9944","Publications","PO Box 225914;75265","Dallas","TX","Gaia's Guide",1985,"","PO Box 225914;75265, Dallas, TX",-96.8,32.78,"dallas, tx 75265, usa",""
"Gay and Lesbian Jew of the Metroplex","Tel.827-9161 or 942-1599","Religious Groups","","Dallas","TX","Gaia's Guide",1985,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"Dallas Gay Alliance","Office: 3920 Cedar Springs (next
to Union Jack);fel. (214)528-4233","Group","P.O. Box 190712;75219","Dallas","TX","Gaia's Guide",1985,"","P.O. Box 190712;75219, Dallas, TX",-96.8109852,32.8122051,"dallas, tx 75219, usa",""
"Affirmation","Tel. 559-3353","Religious Groups","","Dallas","TX","Gaia's Guide",1985,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"Radio Cab","Tel.227-1212","Taxi Cabs","","Portland","OR","Gaia's Guide",1987,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"Just Out","97215-Tel. 223-1252. Full of local resources.","Services","PO Box 15117","Portland","OR","Gaia's Guide",1987,"","PO Box 15117, Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"Counseling Service for Sexual Minorities","Tel.228-6785","Services","","Portland","OR","Gaia's Guide",1987,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"Minorities","Tel.228-6785","Services","","Portland","OR","Gaia's Guide",1987,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"Broadway Cab","Tel.227-1234","Taxi Cabs","","Portland","OR","Gaia's Guide",1987,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"Gayline","Tel. 368-6283, -7:30pm-midnight, seven days a week-- serving Dallas & Forth Worth.","Services","","Dallas","TX","Gaia's Guide",1987,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"Gay and Lesbian Jews of the Metroplex","Tels.521-8288 & 827-9161","Religious Groups","","Dallas","TX","Gaia's Guide",1987,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"Dallas Gay Alliance","75219-Ottice:3920 Cedar Springs (neX1to 'Union Jack' - Tel.528-4233","Political Group","PO Box 190712","Dallas","TX","Gaia's Guide",1987,"","PO Box 190712, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"Gay / Lesbian Information Center","-Tel. 345-2722.","Information Services","","Detroit","MI","Gaia's Guide",1989,"",", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",""
"Portland Lesbian Boarding House","Tel 281 5386 Rates start about $10.00 ring up to reserve a room","Accommodation - Guest Houses, etc.","","Portland","OR","Gaia's Guide",1989,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"Apartments","One bedroom apartments to rent at SE 10th Tel 233 2833 Start about $180.00 per month","Accommodation - Guest Houses, etc.","","Portland","OR","Gaia's Guide",1989,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"The Lesbian Community Project","is Oregon's largest Lesbian organization. 'LCP' produces a wide variety of social, political and educational activities. Monthly newsletter. Many volunteer opportunities. Write: PO Box 5931, Portland, OR; 97228- -Tel. (503)233-9079. Be sure and say 'hi' from GAIA to these friendly, helpful and highly recommended people.","Lesbian Service Organization","PO Box 5931","Portland","OR","Gaia's Guide",1989,"","PO Box 5931, Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"Lesbian Abuse Task Force of Portland","-Tel. 238-3504, 234-3599, 236-7963 Crisis contacts, sheller services, support groups, counseling and information for lesbians who are being battered and/ or abused by their partners","Information and Emergency Services","","Portland","OR","Gaia's Guide",1989,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"Radio Cab","Tel 227 1212","Taxi Cabs","","Portland","OR","Gaia's Guide",1989,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"Just Out","write: PO Box 15117; 97215 -Tel. 223-1252. Full of local resources need
a lesbian therapist or counselor?-naturopath or acupuncturist?-chiropractor?-dentist?-lawyer?-old fashioned doctor?-JUST OUT is just full of
information about them & many, many more local groups and other types of resources than space, here will permit pick up your copy at A WOMAN'S PLACE BOOKSTORE before starting out In the Portland area ... $12. 50 for 12 issues by sub","Publications","PO Box 15117","Portland","OR","Gaia's Guide",1989,"","PO Box 15117, Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"Gay Events Tape","-Tel. 248-6969","Information and Emergency Services","","Portland","OR","Gaia's Guide",1989,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"Windfire","-Tel. 223-8299, for lesbians&/ or bi-sexual women under 21. . they meet
at OLD WIVES TALES. & see ·Just Out' & I or 'Lavender Network' for current details. TLAND PROFESSIONAL ORGANIZATION OF WOMEN-PPOW, PO Box 22821, Milwaukee. WI; 97222-A social organization","Organizations and Groups - Including Special Interests","","Portland","OR","Gaia's Guide",1989,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"Counseling Services for Sexual Minorities","-Tel 228-6785","Health Centers / Clinics / Counseling / Practitioners","","Portland","OR","Gaia's Guide",1989,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"Lesbian / Gay Political Caucus","write-PO Box 224424: 75222 -Tel
828-9882.","Group","PO Box 224424","Dallas","TX","Gaia's Guide",1989,"","PO Box 224424, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"Little Feather Productions","PO Box 64720; 75206","Theater and Music Events","PO Box 64720","Dallas","TX","Gaia's Guide",1989,"","PO Box 64720, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"Lesbian Information Line - ""LIL""","-Tel. 528-2426. 24 hour/ seven day a week
recording of events and services, meetings and referrals","Information Services","","Dallas","TX","Gaia's Guide",1989,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"Gayline","Tel. 368-6283","Information Services","","Dallas","TX","Gaia's Guide",1989,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"Lesbian Visionaries","write: PO Box 710185: 75371 -Tel. (214)528-2426. Nonprofit
lesbian membership organization","Group","PO Box 710185","Dallas","TX","Gaia's Guide",1989,"","PO Box 710185, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"Integrity","-Tel. 739-5899 Lesbian and Gay Episcopalians","Religious Groups","","Dallas","TX","Gaia's Guide",1989,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"Lesbian / Gay Unitarians","-Tel. 324-2732.","Religious Groups","","Dallas","TX","Gaia's Guide",1989,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"Among Friends","write PO Box 710185: 75371. Non-membership lesbian events
group.","Group","PO Box 710185","Dallas","TX","Gaia's Guide",1989,"","PO Box 710185, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"Zoo Bar","","Bars/Clubs","2629 Oak Lawn","Dallas","TX","Bob Damron's Address Book",1989,"","2629 Oak Lawn, Dallas, TX",-96.8029993,32.8096731,"oak lawn, dallas, tx, usa","(L-1980-1989)"
"Aaron's Place","(Some L)","Bars/Clubs","4420 S.E. 39th St.","Portland","OR","Bob Damron's Address Book",1981,"","4420 S.E. 39th St., Portland, OR",-122.6226518,45.4908845,"4420 se 39th ave, portland, or 97202, usa","(PT),(L-1980-1989)"
"Boot Camp","(L on left, guys on right)","Bars/Clubs","2508 N. Fitzhugh","Dallas","TX","Bob Damron's Address Book",1981,"","2508 N. Fitzhugh, Dallas, TX",-96.7833322,32.8126323,"2508 n fitzhugh ave, dallas, tx 75204, usa","(PT),(L-1980-1989)"
"Highland","('Truck driver' L)","Bars/Clubs","3018 Monticello","Dallas","TX","Bob Damron's Address Book",1981,"","3018 Monticello, Dallas, TX",-96.7842177,32.8268439,"3018 monticello ave, dallas, tx 75205, usa","(L-1980-1989)"
"Dahl & Penne","(Liquor) (Not what it used to be)","Bars/Clubs","604 S.W. 2nd at Alder","Portland","OR","Bob Damron's Address Book",1982,"","604 S.W. 2nd at Alder, OR",-122.674179,45.518676,"unclear_coded_by_hand","(L-1980-1989),(D)"
"Mayfield","(Some M, L, B, Drags) (Disco)","Bars/Clubs","1422 Griswold","Detroit","MI","Bob Damron's Address Book",1982,"","1422 Griswold, Detroit, MI",-83.0496667,42.3342511,"1422 griswold st, detroit, mi 48226, usa","(M-1965-1989),(L-1980-1989),(B-1970-1989),(D)"
"Annie Skinner's","","Restaurant,Bars/Clubs","S.E. 10th & Hawthorne","Portland","OR","Bob Damron's Address Book",1984,"","S.E. 10th & Hawthorne, OR",-122.655706,45.51223,"unclear_coded_by_hand","(L-1980-1989),(M-1965-1989),(R-1965-1989)"
"Gigi's","(L-Downstairs, men upstairs) (Mon. nites ★ ((rear)","Restaurant,Bars/Clubs","16920 W. Warren nr. Southfield","Detroit","MI","Bob Damron's Address Book",1984,"","16920 W. Warren nr. Southfield, MI",-83.211238,42.343646,"unclear_coded_by_hand","(R-1965-1989),(D),(L-1980-1989)"
"Lil Landing","(Some L)","Bars/Clubs","3136 Routh","Dallas","TX","Bob Damron's Address Book",1984,"","3136 Routh, Dallas, TX",-96.806948,32.8011249,"3136 routh st, dallas, tx 75201, usa","(L-1980-1989)"
"Embers","(The Avenue Disco)(Some YC,L)(Adm.)(Liquor) (at Couch)","Bars/Clubs","110 N.W. Broadway","Portland","OR","Bob Damron's Address Book",1985,"","110 N.W. Broadway, OR",-122.677224,45.523984,"unclear_coded_by_hand","(*),(D),(YC),(L-1980-1989)"
"Spring Street Gym","(Some L)","Gym","117 Spring St.","Portland","ME","Bob Damron's Address Book",1986,"","117 Spring St., Portland, ME",-70.2624351,43.6529547,"117 spring st, portland, me 04101, usa","(L-1980-1989),(PT),(D)"
"Darcelle XV Tavern ","(Some L, 'Drags')(Touristy)","Bars/Clubs","208 N.W. 3rd St. ","Portland","OR","Bob Damron's Address Book",1980,NA,NA,-122.6729315,45.5247845,NA,"(S-1965-2002),(WE),(L-1980-1989),(M-1965-1989)"
"Casbah","Plymouth & Hubble","Bars/Clubs","","Detroit","MI","Bob Damron's Address Book",1976,NA,NA,-83.188064,42.372936,NA,"(G),(*)"
"George Inca Room ","(Some B)","Bars/Clubs","13314 Jenkell ","Detroit","MI","Bob Damron's Address Book",1976,NA,NA,-83.0457538,42.331427,NA,"(D),(G),(B-1970-1989)"
"Three Plus You","","Bars/Clubs","Throckmorton at Cedar Springs","Dallas","TX","Bob Damron's Address Book",1975,"",NA,-96.811193,32.810991,NA,"(G),(D),(*)"
