"","title","description","type","address","city","state","publication","year","notes","full.address","lon","lat","geoAddress","amenityfeatures"
"303","Three Plus You","Tel. 526-9438","Bars","3014 Throckmorton at Cedar Springs.","Dallas","TX","Gaia's Guide",1975,"","3014 Throckmorton at Cedar Springs., Dallas, TX",-96.8114048,32.8106421,"3014 throckmorton st, dallas, tx 75219, usa",""
"304","Metro Gay News","PO Box 445-A Tel 956 7423","Publication","","Detroit","MI","Gaia's Guide",1977,"",", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",""
"305","Gay Switchboard","Tel 577 3450 6-10pm Mon-Thurs 6-11pm Fri and Sat. Volunteers needed. Feminist Women's Health Clinic","Gay Hotline","","Detroit","MI","Gaia's Guide",1977,"",", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",""
"306","Integrity","Tel 577 3450 and 763 4186","Religious Group","","Detroit","MI","Gaia's Guide",1977,"",", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",""
"307","Barbary Coast","Inquire locally. Rough.","Bar","","Detroit","MI","Gaia's Guide",1977,"",", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",""
"308","Tramps Disco","Thursday night is your night.","Bar","Michigan Ave","Detroit","MI","Gaia's Guide",1977,"","Michigan Ave, Detroit, MI",-83.1694315,42.3240622,"michigan ave, detroit, mi, usa",""
"309","Womanself Bookstore","We sell Gaia's Guides","Feminist Bookstore","University Mall 220 MAC","Detroit","MI","Gaia's Guide",1977,"","University Mall 220 MAC, Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",""
"310","Hamburger Mary's","","Restaurants","SW 9th and Taylor","Portland","OR","Gaia's Guide",1977,"","SW 9th and Taylor, Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"311","A Woman's Place","","Feminist Bookstore","13th and Washington","Portland","OR","Gaia's Guide",1977,"","13th and Washington, Portland, OR",-122.6846997,45.5224287,"455 sw 13th ave, portland, or 97205, usa",""
"312","Task Force on Lesbianism","PO Box 12431","Organization","","Dallas","TX","Gaia's Guide",1977,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"313","Old Plantation","Tel 528-6550 for information","Bar","","Dallas","TX","Gaia's Guide",1977,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"314","Gay Switchboard","Tel. 5773450, Mon-Thurs 6pm-10pm; Fri & Sat 6pm-11pm. ""Volunteers needed.""","Service","","Detroit","MI","Gaia's Guide",1979,"",", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",""
"315","My Fair Lady","Jefferson Street. Disco. 80% gay men.","Showbar","Jefferson St","Detroit","MI","Gaia's Guide",1979,"","Jefferson St, Detroit, MI",-83.2563017,42.3030126,"jefferson st, dearborn, mi 48124, usa",""
"316","Continuity Guild","contact Portland Town Council for full details. An organization designed to serve the older gay woman and man.","Organization and Service","","Portland","OR","Gaia's Guide",1979,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"317","Gay Switchboard","Tel. 557-3450. Mon-Thurs. 6pm-10pm. 6pm-11pm Fridays and Saturdays. ""Volunteers needed"".","Services","","Detroit","MI","Gaia's Guide",1981,"",", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",""
"318","Front Runners","Tel. 231-1271. Alternate phone number: 283-5926 or see NEW FOUNTAIN for details.","Outdoor Group","","Portland","OR","Gaia's Guide",1981,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"319","N.W. Fountain","Tel.248-1990.Gay
monthly with bar guide and some good news but mostly male ( oriented. $6.00 per year or free in bars, etc.","Publications","P.O. Box 417, 97207","Portland","OR","Gaia's Guide",1981,"","P.O. Box 417, 97207, Portland, OR",-122.6806194,45.5211732,"portland, or 97207, usa",""
"320","Rainbow's End","Just gay men?","Personal Contacts/Travel Clubs","P.O. Box 13042, 97213","Portland","OR","Gaia's Guide",1981,"","P.O. Box 13042, 97213, Portland, OR",-122.6037536,45.5352835,"portland, or 97213, usa",""
"321","Gay Switchboard","Tel. 577 3450. Mon-Thurs. 6pm-10pm and 6pm-11pm Fridays and Saturdays, 'volunteers needed'.","Services","","Detroit","MI","Gaia's Guide",1983,"",", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",""
"322","Gayline","Tel. 241-2251 24 hour recorded information on events and meetings in the gay
community.","Service","","Portland","OR","Gaia's Guide",1983,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"323","Van Nuys Travel Service, Inc","Tel. 225-0064. Open 9am-5pm 5 days a week.","Travel Agents","1600 SW Fourth Ave","Portland","OR","Gaia's Guide",1983,"","1600 SW Fourth Ave, Portland, OR",-122.6792559,45.5120512,"1600 sw 4th ave, portland, or 97201, usa",""
"324","Portland Gay Hotline","Tel. 228-6785. 8pm to midnight, every night.","Service","","Portland","OR","Gaia's Guide",1983,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"325","Keep Listening","Tel. 239-6896. Ski
trips, biology and bicycling, rafting, backpacking and photography, outdoor leadership classes.
NO DOGS ARE ALLOWED ON KEEP LISTENING TRIPS.","Wilderness Trips","","Portland","OR","Gaia's Guide",1983,"PO Box 14743",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"326","Metropolitan Community Church of Portland","Tel. 281-8868. The Christian Church with an outreach to the gay community. Social activities
as well as religious, counselling, referrals and job bank. Their publication is THE CHALICE and
they sell GA\A'S GUIDE","Religious Groups","NE 24th and Broadway","Portland","OR","Gaia's Guide",1983,"","NE 24th and Broadway, Portland, OR",-122.6411834,45.5351048,"ne 24th ave & ne broadway, portland, or 97232, usa",""
"327","Metro Times","Tel. 528 9944 (taped message).","Publication","","Dallas","TX","Gaia's Guide",1983,"PO Box 225914",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"328","Gayline","Tel. 748 6790 7.30pm-12am 7 days. Serves Dallas and Fort Worth.","Service","","Dallas","TX","Gaia's Guide",1983,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"329","Gay And Lesbian Switchboard","","Bars","","Detroit","MI","Gaia's Guide",1985,"",", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",""
"330","Tenth Street Bakery","Tel. 224-7940. Emphasis on home-
made and very natural food.","Restaurants","SW 10th & Salmon","Portland","OR","Gaia's Guide",1985,"","SW 10th & Salmon, Portland, OR",NA,NA,NA,""
"331","Portland Gay Hotline","Tel. 228-6785","Services","","Portland","OR","Gaia's Guide",1985,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"332","Gayline","Tel.368-6283 (7:30pm-midnight, 7 days a week-serving Dallas & Fort Worth","Services","","Dallas","TX","Gaia's Guide",1985,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"333","Metro Times","Tel 528-9944","Publications","PO Box 225914;75265","Dallas","TX","Gaia's Guide",1985,"","PO Box 225914;75265, Dallas, TX",-96.8,32.78,"dallas, tx 75265, usa",""
"334","Gay and Lesbian Jew of the Metroplex","Tel.827-9161 or 942-1599","Religious Groups","","Dallas","TX","Gaia's Guide",1985,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"335","Dallas Gay Alliance","Office: 3920 Cedar Springs (next
to Union Jack);fel. (214)528-4233","Group","P.O. Box 190712;75219","Dallas","TX","Gaia's Guide",1985,"","P.O. Box 190712;75219, Dallas, TX",-96.8109852,32.8122051,"dallas, tx 75219, usa",""
"336","Affirmation","Tel. 559-3353","Religious Groups","","Dallas","TX","Gaia's Guide",1985,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"337","Radio Cab","Tel.227-1212","Taxi Cabs","","Portland","OR","Gaia's Guide",1987,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"338","Just Out","97215-Tel. 223-1252. Full of local resources.","Services","PO Box 15117","Portland","OR","Gaia's Guide",1987,"","PO Box 15117, Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"339","Counseling Service for Sexual Minorities","Tel.228-6785","Services","","Portland","OR","Gaia's Guide",1987,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"340","Minorities","Tel.228-6785","Services","","Portland","OR","Gaia's Guide",1987,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"341","Broadway Cab","Tel.227-1234","Taxi Cabs","","Portland","OR","Gaia's Guide",1987,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"342","Gayline","Tel. 368-6283, -7:30pm-midnight, seven days a week-- serving Dallas & Forth Worth.","Services","","Dallas","TX","Gaia's Guide",1987,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"343","Gay and Lesbian Jews of the Metroplex","Tels.521-8288 & 827-9161","Religious Groups","","Dallas","TX","Gaia's Guide",1987,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"344","Dallas Gay Alliance","75219-Ottice:3920 Cedar Springs (neX1to 'Union Jack' - Tel.528-4233","Political Group","PO Box 190712","Dallas","TX","Gaia's Guide",1987,"","PO Box 190712, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"345","Gay / Lesbian Information Center","-Tel. 345-2722.","Information Services","","Detroit","MI","Gaia's Guide",1989,"",", Detroit, MI",-83.0457538,42.331427,"detroit, mi, usa",""
"346","Portland Lesbian Boarding House","Tel 281 5386 Rates start about $10.00 ring up to reserve a room","Accommodation - Guest Houses, etc.","","Portland","OR","Gaia's Guide",1989,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"347","Apartments","One bedroom apartments to rent at SE 10th Tel 233 2833 Start about $180.00 per month","Accommodation - Guest Houses, etc.","","Portland","OR","Gaia's Guide",1989,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"348","The Lesbian Community Project","is Oregon's largest Lesbian organization. 'LCP' produces a wide variety of social, political and educational activities. Monthly newsletter. Many volunteer opportunities. Write: PO Box 5931, Portland, OR; 97228- -Tel. (503)233-9079. Be sure and say 'hi' from GAIA to these friendly, helpful and highly recommended people.","Lesbian Service Organization","PO Box 5931","Portland","OR","Gaia's Guide",1989,"","PO Box 5931, Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"349","Lesbian Abuse Task Force of Portland","-Tel. 238-3504, 234-3599, 236-7963 Crisis contacts, sheller services, support groups, counseling and information for lesbians who are being battered and/ or abused by their partners","Information and Emergency Services","","Portland","OR","Gaia's Guide",1989,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"350","Radio Cab","Tel 227 1212","Taxi Cabs","","Portland","OR","Gaia's Guide",1989,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"351","Just Out","write: PO Box 15117; 97215 -Tel. 223-1252. Full of local resources need
a lesbian therapist or counselor?-naturopath or acupuncturist?-chiropractor?-dentist?-lawyer?-old fashioned doctor?-JUST OUT is just full of
information about them & many, many more local groups and other types of resources than space, here will permit pick up your copy at A WOMAN'S PLACE BOOKSTORE before starting out In the Portland area ... $12. 50 for 12 issues by sub","Publications","PO Box 15117","Portland","OR","Gaia's Guide",1989,"","PO Box 15117, Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"352","Gay Events Tape","-Tel. 248-6969","Information and Emergency Services","","Portland","OR","Gaia's Guide",1989,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"353","Windfire","-Tel. 223-8299, for lesbians&/ or bi-sexual women under 21. . they meet
at OLD WIVES TALES. & see ·Just Out' & I or 'Lavender Network' for current details. TLAND PROFESSIONAL ORGANIZATION OF WOMEN-PPOW, PO Box 22821, Milwaukee. WI; 97222-A social organization","Organizations and Groups - Including Special Interests","","Portland","OR","Gaia's Guide",1989,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"354","Counseling Services for Sexual Minorities","-Tel 228-6785","Health Centers / Clinics / Counseling / Practitioners","","Portland","OR","Gaia's Guide",1989,"",", Portland, OR",-122.6783853,45.515232,"portland, or, usa",""
"355","Lesbian / Gay Political Caucus","write-PO Box 224424: 75222 -Tel
828-9882.","Group","PO Box 224424","Dallas","TX","Gaia's Guide",1989,"","PO Box 224424, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"356","Little Feather Productions","PO Box 64720; 75206","Theater and Music Events","PO Box 64720","Dallas","TX","Gaia's Guide",1989,"","PO Box 64720, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"357","Lesbian Information Line - ""LIL""","-Tel. 528-2426. 24 hour/ seven day a week
recording of events and services, meetings and referrals","Information Services","","Dallas","TX","Gaia's Guide",1989,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"358","Gayline","Tel. 368-6283","Information Services","","Dallas","TX","Gaia's Guide",1989,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"359","Lesbian Visionaries","write: PO Box 710185: 75371 -Tel. (214)528-2426. Nonprofit
lesbian membership organization","Group","PO Box 710185","Dallas","TX","Gaia's Guide",1989,"","PO Box 710185, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"360","Integrity","-Tel. 739-5899 Lesbian and Gay Episcopalians","Religious Groups","","Dallas","TX","Gaia's Guide",1989,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"361","Lesbian / Gay Unitarians","-Tel. 324-2732.","Religious Groups","","Dallas","TX","Gaia's Guide",1989,"",", Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"362","Among Friends","write PO Box 710185: 75371. Non-membership lesbian events
group.","Group","PO Box 710185","Dallas","TX","Gaia's Guide",1989,"","PO Box 710185, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa",""
"363","The oaks off Park Ave.","","Cruising Areas","","Portland","ME","Bob Damron's Address Book",1988,"",", ME",-70.272969,43.656371,"unclear_coded_by_hand","(AYOR),Cruisy Area"
"364","Club 49","(Sun. brunch)","Restaurant,Bars/Clubs","9217 E. Jefferson","Detroit","MI","Bob Damron's Address Book",1988,"","9217 E. Jefferson, Detroit, MI",-82.985221,42.3587269,"9217 e jefferson, detroit, mi 48214, usa","(E)"
"365","Gold Coast","(Disco) (Go go boys)","Bars/Clubs","2971 E. 7 Mile Rd.","Detroit","MI","Bob Damron's Address Book",1988,"","2971 E. 7 Mile Rd., Detroit, MI",-83.0725873,42.4331029,"2971 seven mile e, detroit, mi 48234, usa","(D)"
"366","Off Broadway East","(Disco)","Bars/Clubs","12215 Harper Ave.","Detroit","MI","Bob Damron's Address Book",1988,"","12215 Harper Ave., Detroit, MI",-82.9816507,42.3996245,"12215 harper, detroit, mi 48213, usa","(YC),(D),(*)"
"367","Triple X","(Books,V)(Cruisy)","Erotic Shop,Cruising Areas,Book Store","1111 W. State Fair","Detroit","MI","Bob Damron's Address Book",1988,"","1111 W. State Fair, Detroit, MI",-83.1162425,42.4391045,"1111 w state fair ave, detroit, mi 48203, usa","(V)"
"368","Boxx's","At the Fish Grotto","Bars/Clubs","1035 S.W. Stark","Portland","OR","Bob Damron's Address Book",1988,"Got address from another entry on pg 315 for 'fish grotto""","1035 S.W. Stark, Portland, OR",-122.6818283,45.5223861,"1035 sw harvey milk st, portland, or 97205, usa","(V),(E)"
"369","Gay Hotline","(7-11pm) (503) 228-6785","Hotlines","","Portland","OR","Bob Damron's Address Book",1988,"",", OR",-122.678385,45.515232,"unclear_coded_by_hand",""
"370","Roxy Hearts","(Bar)","Restaurant","1121 S.W. Stark","Portland","OR","Bob Damron's Address Book",1988,"","1121 S.W. Stark, Portland, OR",-122.6824975,45.5225977,"1121 sw harvey milk st, portland, or 97205, usa","(M-1965-1989),(R-1965-1989),(E)"
"371","Salmon","btw. 3rd & 6th","Cruising Areas","","Portland","OR","Bob Damron's Address Book",1988,"",", OR",-122.678385,45.515232,"unclear_coded_by_hand","Cruisy Area"
"372","Century Book Store","","Book Store","3420 Oak Lawn Ave.","Dallas","TX","Bob Damron's Address Book",1988,"","3420 Oak Lawn Ave., Dallas, TX",-96.8057926,32.8114055,"3420 oak lawn ave, dallas, tx 75219, usa",""
"373","Gaspipe","(Head shop)","Bars/Clubs","4435 Maple","Dallas","TX","Bob Damron's Address Book",1988,"","4435 Maple, Dallas, TX",-96.822421,32.8109495,"4435 maple ave, dallas, tx 75219, usa",""
"374","New Village Station","(Disco)","Bars/Clubs","3911 Cedar Springs","Dallas","TX","Bob Damron's Address Book",1988,"","3911 Cedar Springs, Dallas, TX",-96.8110709,32.810535,"3911 cedar springs rd, dallas, tx 75219, usa","(D)"
"375","Tramps","(Disco)","Bars/Clubs","4117 Maple Ave.","Dallas","TX","Bob Damron's Address Book",1988,"","4117 Maple Ave., Dallas, TX",-96.8171293,32.8064497,"4117 maple ave, dallas, tx 75219, usa","(*),(SM),(D),(AH)"
"376","Mid Continent Truck Stop","on Big Town Blvd., off 1-20, just E. of 1-30","Cruising Areas","","Dallas","TX","Bob Damron's Address Book",1988,"",", TX",-96.667529,32.797768,"unclear_coded_by_hand","Cruisy Area"
"377","Dignity","","Religious Institution","P.O. Box 32874, 48232","Detroit","MI","Bob Damron's Address Book",1989,"","P.O. Box 32874, 48232, MI",-83.045754,42.331427,"unclear_coded_by_hand",""
"378","M.O.H.R.","(Gay Info Line) (313) 537-6647","Hotline","19641 W. Seven Mile Rd.","Detroit","MI","Bob Damron's Address Book",1989,"","19641 W. Seven Mile Rd., Detroit, MI",-83.2364228,42.4294452,"19641 w seven mile rd, detroit, mi 48219, usa",""
"379","Tiffany's","(Some W) (Crazy days Sun)","Bars/Clubs","17436 Woodward","Detroit","MI","Bob Damron's Address Book",1989,"","17436 Woodward, Detroit, MI",-83.1059363,42.4193513,"17436 woodward ave, detroit, mi 48203, usa","(YC),(W-1972-1989),(*)"
"380","Flossie's","(Hustlers)","Bars/Clubs","1217 S.W. Stark","Portland","OR","Bob Damron's Address Book",1989,"","1217 S.W. Stark, Portland, OR",-122.67463,45.5204767,"1217 sw harvey milk st, portland, or 97205, usa","(RT),(PT),(*)"
"381","Roxy Hearts","","Restaurant","1121 S.W. Stark","Portland","OR","Bob Damron's Address Book",1989,"","1121 S.W. Stark, Portland, OR",-122.6824975,45.5225977,"1121 sw harvey milk st, portland, or 97205, usa","(R-1965-1989),(E),(M-1965-1989)"
"382","Dallas Voice","(Publication) (214)251-3239","Publication","2525 Wycliff","Dallas","TX","Bob Damron's Address Book",1989,"","2525 Wycliff, Dallas, TX",-96.8191479,32.8110156,"2525 wycliff ave, dallas, tx 75219, usa",""
"383","Lafitte's","(Quiet bar) (Cocktail hour) (Upstairs in back of Village Station)","Bars/Clubs","","Dallas","TX","Bob Damron's Address Book",1989,"",", TX",-96.796988,32.776664,"unclear_coded_by_hand",""
"384","Six-Fifty-One Dallas","","Bars/Clubs","4117 Maple","Dallas","TX","Bob Damron's Address Book",1989,"","4117 Maple, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa","(C&W)"
"385","Zoo Bar","","Bars/Clubs","2629 Oak Lawn","Dallas","TX","Bob Damron's Address Book",1989,"","2629 Oak Lawn, Dallas, TX",-96.8029993,32.8096731,"oak lawn, dallas, tx, usa","(L-1980-1989)"
"386","Aaron's Place","(Some L)","Bars/Clubs","4420 S.E. 39th St.","Portland","OR","Bob Damron's Address Book",1981,"","4420 S.E. 39th St., Portland, OR",-122.6226518,45.4908845,"4420 se 39th ave, portland, or 97202, usa","(PT),(L-1980-1989)"
"387","Bell Pepper","(Open 24 hours) at Lemmon","Restaurant,Bars/Clubs","3411 McKinney","Dallas","TX","Bob Damron's Address Book",1981,"","3411 McKinney, Dallas, TX",-96.7988702,32.8056021,"3411 mckinney ave, dallas, tx 75204, usa","(R-1965-1989),(*)"
"388","Boot Camp","(L on left, guys on right)","Bars/Clubs","2508 N. Fitzhugh","Dallas","TX","Bob Damron's Address Book",1981,"","2508 N. Fitzhugh, Dallas, TX",-96.7833322,32.8126323,"2508 n fitzhugh ave, dallas, tx 75204, usa","(PT),(L-1980-1989)"
"389","Congress","from Hood to Welburn","Cruising Areas","","Dallas","TX","Bob Damron's Address Book",1981,"",", TX",-96.80979,32.805882,"unclear_coded_by_hand","Cruisy Area"
"390","Highland","('Truck driver' L)","Bars/Clubs","3018 Monticello","Dallas","TX","Bob Damron's Address Book",1981,"","3018 Monticello, Dallas, TX",-96.7842177,32.8268439,"3018 monticello ave, dallas, tx 75205, usa","(L-1980-1989)"
"391","Kiest Park","('Trade' - best Sundays)","Cruising Areas","","Dallas","TX","Bob Damron's Address Book",1981,"",", TX",-96.852711,32.710241,"unclear_coded_by_hand","Cruisy Area"
"392","Menjo's","(Disco)","Bars/Clubs","928 W. McNichols","Detroit","MI","Bob Damron's Address Book",1981,"","928 W. McNichols, Detroit, MI",-83.1153867,42.4178367,"928 w mcnichols rd, detroit, mi 48203, usa","(*),(D),(YC)"
"393","New Metropolis","(Disco)(Ice cream fountain)(Connecting tavern)(WE*)","Bars/Clubs","1 S.W. 3rd Ave.","Portland","OR","Bob Damron's Address Book",1981,"","1 S.W. 3rd Ave., Portland, OR",-122.6736595,45.5225046,"1 sw 3rd ave, portland, or 97204, usa","(YC),(D),(AH),(WE),(*)"
"394","Oxford Book Store","(Cruisy)","Cruising Areas,Book Store","17530 Woodward Ave.","Detroit","MI","Bob Damron's Address Book",1981,"","17530 Woodward Ave., Detroit, MI",-83.1063888,42.4200818,"17530 woodward ave, detroit, mi 48203, usa",""
"395","Six Mile Theatre","","Theatre","16525 Woodward Ave.","Detroit","MI","Bob Damron's Address Book",1981,"","16525 Woodward Ave., Detroit, MI",-83.1051091,42.4171825,"16525 woodward ave, highland park, mi 48203, usa",""
"396","State Theatre II","","Cruising Areas,Theatre","","Portland","ME","Bob Damron's Address Book",1981,"",", ME",-70.263684,43.653982,"unclear_coded_by_hand","Cruisy Area"
"397","Ted's on the Park","","Restaurant","18002 Woodward Ave.","Detroit","MI","Bob Damron's Address Book",1981,"","18002 Woodward Ave., Detroit, MI",-83.1089539,42.4238519,"18002 woodward ave, detroit, mi 48203, usa","(YC),(M-1965-1989),(R-1965-1989),(AH)"
"398","Tom Kat Theatre","","Theatre","425 S.W. Glisson","Portland","OR","Bob Damron's Address Book",1981,"","425 S.W. Glisson, Portland, OR",-122.677976,45.517004,"900 sw 5th ave #2600, portland, or 97204, usa",""
"399","Woodward Cocktail Lounge","(No sign, but don't miss it! Enter thru parking lot in rear)","Restaurant","6426 Woodward","Detroit","MI","Bob Damron's Address Book",1981,"","6426 Woodward, Detroit, MI",-83.0721051,42.3689354,"6426 woodward ave, detroit, mi 48202, usa","(*),(R-1965-1989)"
"400","Baja","","Restaurant,Bars/Clubs","2508 Maple Ave.","Dallas","TX","Bob Damron's Address Book",1982,"","2508 Maple Ave., Dallas, TX",-96.8034663,32.7950414,"2508 maple ave, dallas, tx 75201, usa","(R-1965-1989),(*),(E)"
"401","Cafe Gigi's","(Use rear entrance) (Mon. go-go boys) (nr. Southfield)","Restaurant","16920 W. Warren","Detroit","MI","Bob Damron's Address Book",1982,"","16920 W. Warren, Detroit, MI",-83.2112377,42.3436462,"16920 w warren ave, detroit, mi 48228, usa","(R-1965-1989),(YC),(D),(*)"
"402","Cannon Beach","(10 mi. S. (Summers only))","Cruising Areas","","Portland","OR","Bob Damron's Address Book",1982,"",", OR",-123.961527,45.891774,"unclear_coded_by_hand","Cruisy Area"
"403","Chuckles","(Liquor)","Bars/Clubs","Lovejoy nr. N.W. 17th","Portland","OR","Bob Damron's Address Book",1982,"","Lovejoy nr. N.W. 17th, OR",-122.68847,45.529978,"unclear_coded_by_hand",""
"404","Continental Club Baths of Portland","(Baths for men) (Health club - gym)","Bathhouses,Gym","531 S.W. Park Ave.","Portland","OR","Bob Damron's Address Book",1982,"","531 S.W. Park Ave., Portland, OR",-122.6802848,45.5204919,"531 sw park ave, portland, or 97205, usa","(*),(P-1965-1989),(YC)"
"405","Dahl & Penne","(Liquor) (Not what it used to be)","Bars/Clubs","604 S.W. 2nd at Alder","Portland","OR","Bob Damron's Address Book",1982,"","604 S.W. 2nd at Alder, OR",-122.674179,45.518676,"unclear_coded_by_hand","(L-1980-1989),(D)"
"406","Family Zoo","(Hip)","Hotel","820 S.W. 16th","Portland","OR","Bob Damron's Address Book",1982,"","820 S.W. 16th, Portland, OR",-122.6884308,45.5207094,"820 sw 16th ave, portland, or 97205, usa","(*),(H-1965-1989),(W-1972-1989)"
"407","Glory Hole","(No booze) ('Wild back room') ('Flicks')","Cruising Areas,Theatre","862 McNichols West","Detroit","MI","Bob Damron's Address Book",1982,"","862 McNichols West, Detroit, MI",-83.231103,42.415227,"mcnichols & w outer dr, detroit, mi 48219, usa","(P-1965-1989)"
"408","Greyhound Bus Depot","","Cruising Areas","","Dallas","TX","Bob Damron's Address Book",1982,"",", TX",-96.804419,32.778374,"unclear_coded_by_hand","Cruisy Area"
"409","Hidden Door","(Fun W, SM, neighborhood cruise bar)","Cruising Areas,Bars/Clubs","5025 Bowser at Mahanna","Dallas","TX","Bob Damron's Address Book",1982,"","5025 Bowser at Mahanna, TX",-96.818838,32.824651,"unclear_coded_by_hand","(*),(W-1972-1989),(SM)"
"410","J & J Tavern","","Bars/Clubs","1719 W. Burnside","Portland","OR","Bob Damron's Address Book",1982,"","1719 W. Burnside, Portland, OR",-122.6886867,45.5231052,"1719 w burnside st, portland, or 97209, usa",""
"411","Lloyd's Center T-Room","(AYOR)","Cruising Areas","","Portland","OR","Bob Damron's Address Book",1982,"",", OR",-122.654286,45.534613,"unclear_coded_by_hand","Cruisy Area,(AYOR)"
"412","Mayfield","(Some M, L, B, Drags) (Disco)","Bars/Clubs","1422 Griswold","Detroit","MI","Bob Damron's Address Book",1982,"","1422 Griswold, Detroit, MI",-83.0496667,42.3342511,"1422 griswold st, detroit, mi 48226, usa","(M-1965-1989),(L-1980-1989),(B-1970-1989),(D)"
"413","Roxy Hearts","","Restaurant","1121 S.W. Stark St.","Portland","OR","Bob Damron's Address Book",1982,"","1121 S.W. Stark St., Portland, OR",-122.6824975,45.5225977,"1121 sw harvey milk st, portland, or 97205, usa","(M-1965-1989),(R-1965-1989)"
"414","The Oaks","(off Park Ave.) (AYOR)","Cruising Areas","","Portland","ME","Bob Damron's Address Book",1982,"",", ME",-70.272969,43.656371,"unclear_coded_by_hand","Cruisy Area,(AYOR)"
"415","Throckmorton Mining Co.","(Cruisy) (Mahco)","Cruising Areas,Bars/Clubs","3014 Throckmorton","Dallas","TX","Bob Damron's Address Book",1982,"","3014 Throckmorton, Dallas, TX",-96.8114048,32.8106421,"3014 throckmorton st, dallas, tx 75219, usa","(PT)"
"416","Underground","(WE-AH, 2-4am) (at Greenfield)","Bars/Clubs","15535 W. 8 Mile Rd.","Detroit","MI","Bob Damron's Address Book",1982,"","15535 W. 8 Mile Rd., Detroit, MI",-83.3214984,42.4415094,"15535 w 8 mile rd, livonia, mi 48152, usa","(D),(WE),(AH)"
"417","Uptown Books Stores","","Book Store","16549 Woodward","Detroit","MI","Bob Damron's Address Book",1982,"","16549 Woodward, Detroit, MI",-83.1053705,42.4174251,"16549 woodward ave, highland park, mi 48203, usa",""
"418","Club Detroit Baths","(Some YC, W, SM, FFA)","Bathhouses","7646 Woodward Ave.","Detroit","MI","Bob Damron's Address Book",1983,"","7646 Woodward Ave., Detroit, MI",-83.0748773,42.3731291,"7646 woodward ave, detroit, mi 48202, usa","(YC),(W-1972-1989),(SM),(FFA),(*)"
"419","Fraternity House","(Disco)","Bars/Clubs","3215 N. Fitzhugh","Dallas","TX","Bob Damron's Address Book",1983,"","3215 N. Fitzhugh, Dallas, TX",-96.7934028,32.8165762,"3215 n fitzhugh ave, dallas, tx 75204, usa","(D),(*)"
