"title","type","address","city","state","description","stars","star.type","notes","year","unclear.address","statewide.address","mentions.race","mentions.disability","transcription.method"
"Kings & Queens","Bars","285 Front St","Woonsocket","RI","02895 -Tel. 762-9538","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Brinley Victorian Inn","Guest Houses","23 Brinley Street","Newport","RI","02840. -Tel. 849-7645. 17 roomed, 9 with private bath, newly restored victorian guest house. Home baked continental breakfast/ immaculately clean / friendly service. Charming patio area. Rates: $65.00-$80. 00 with private bath (double). No dogs allowed. Clientele: gay and straight. Gay owned and operated, say 'hi' to Amy for GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Old Cabana","Bars","681 Valley St.","Providence","RI","02908 Tel 331 8355 Bar and restaurant. disco, pool tables. entertainment women entertainers every weekend Open Weds / Th / Sun 7pm-1 am & weekends and holidays 7pm-2am Very highly recommended Say 'hi' from GAIA","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Loft","Bar / Swimming Pool","","Smithfield","RI","Farnum Pike. Tel 231-1180 Open 6pm-1am 7 days a week","**(MGM)","Bars, Clubs, Coffeehouses","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"The Narragansett Pier Inn","Guest Houses","7 Prospect Ave","Narragansett","RI","02882 -Tel. 783-8090 Turn of the century ocean resort. Comfortable lodgings and hearty breakfasts. spacious treed grounds. Bed and breakfast from $40. 00-$50 00-year round. Judy Alexander. Innkeeper.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Dignity / Piedmont","Religious Groups","","Greenville","SC","-Tel. 299-1847. Gay Catholics","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Crews Inn","Bars","8 Pope Avenue","Hilton Head","SC","Executive Park; -Tel. 785-CREW. Disco/ late night dancing. Sat. & sun. beer busts, 3pm.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Dudley's ","Bars","346 King Street","Charlestown","SC","(near Burns Alley): -Tel. 723-2784.","*","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church","Religious Groups","37 East Hillcrest Drive","Greenville","SC","29609-4706. write PO Box 6322: Greenville, SC: 29606-6322. -Tel. 233-0919.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Fifty Folly Place","Guest Houses","50 Folly Road","Charlestown","SC","-Tel. 571-4171. Bed & breakfast for gay
women & men.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Games","Bars","","Columbia","SC","-Tel. 254-3077","**","Bars, Clubs, Coffeehouses","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Traces","Bars","416 Lincoln ","Columbia","SC","-Tel. 256-1084.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Rap Around","Discussion Group","","Greenville","SC","-Tel. 233-5780","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"The Mix","Bars","","Charlestown","SC","-Tel. 723-4347","**","Bars, Clubs, Coffeehouses","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Partners","Bars","","Columbia","SC","-Tel. 254-3077","**","Bars, Clubs, Coffeehouses","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Club Gemini","Bars","443 East Stone Avenue","Greenville","SC","-Tel. 235-8175.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church","Religious Groups","8 Archdale St","Charlestown","SC","-Tel. 723-2847.
Answering machine.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Sioux Empire Gay & Lesbian Coalition","Gay / Lesbian Organization","PO Box 220","Sioux Falls","SD","Box 220, Sioux Falls; 57101 -Tel. (605)332-4599. switchboard hours: 12 noon-3pm / 6pm-midnight. local info and referrals/ counseling and outreach/ educational services/ political and social interests. say 'hi' from GAIA.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Club 332","Bars","332 South Phillips","Sioux Falls","SD","Sioux Falls; -Tel. 335-9874. 8pm-2am 7 days a
week.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay Alternative - WEVL FM90.3","Radio Program","","Memphis","TN","Presented by MEMPHIS GAY COALITION,
Sundays 3pm.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"The 8th Day","Bars","1382 Popular St","Memphis","TN","Predominantly women.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"R.M. Mills Bookstore","Bookstores","1817 21st Ave","Nashville","TN","South; -Tel. 383-5520","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Chute","Bar / Restaurants","2535 Franklin Rd","Nashville","TN","Tel 297-4571","*","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Alternative (nee French Connection)","Bars","598 Marshall ","Memphis","TN","-Tel. 526-1038. Liquor-by-the-drink / free valet parking/master card & visa accepted / Sunday brunch & show-bar.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Dignity","Religious Groups","PO Box 9451","Knoxville","TN","PO Box 9451: 37940-0451: -Tel. 577-3772","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Go-Go Club","Bars","1077 Duncan Avenue","Chatanooga","TN","-Tel. 698-1023","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay Rights","Gay / Lesbian Group","","Clarksville","TN","Tel. (615)645-7118","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Book Cottage","Gay / Lesbian Bookstore","2113 Madison","Memphis","TN","(Overton Square), -Tel. 726-5857. Gay, lesbian &
feminist titles.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Latitude 85","Bars","2106A 8th Ave","Nashville","TN","South; 37204- -Tel. 269-9150. Highly recommended. Say 'hi' from GAIA.","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"ETAL","Gay / Lesbian Group","PO Box 23063","Johnson City","TN","write ETAL, Box 23063: 37614 -Tel. 753-6237","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"World's End","Bar / Restaurants","1713 Church St.","Nashville","TN","-Tel. 329-3480","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Women's Resource Center","Centers","1608 Woodmont ","Nashville","TN","1608 Woodmont YWCA. -Tel. 385-3952. General services for women.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"B. Palola's ","Bar / Restaurants","1812 Hayes St","Nashville","TN","Tel.320-0713","*","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"J-Wag's Lounge and Restaurant","Bar / Restaurants","1268 Madison Ave","Memphis","TN","38104/(at Claybrook)
-Tel. 726-9011. Memphis' only 24-hour gay bar(BYOB). Patio/food /wide screen TV / twin bar/ game room/ mixed crowd: drag/ leather/ -men and women. J-WAGS is the home of WINGS, a leather club & MEN OF LEATHER, shop is also located in the bar. The gay card and gift shop ENCORE has a door into the bar. Say 'hi' from GAIA","**(MGM)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Office","Bars","130 Franklin St","Clarksville","TN","-Tel. 645-1157.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Warehouse 28","Bars","2529 Franklin Road","Nashville","TN","37204-(near Woodmont). -Tel. 385-9689.
Disco and show bar. Closed Mon. & Tues. , open all other days, 9pm-3am.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Cabaret","Bars","1711 Hayes Street","Nashville","TN","-Tel. 320-7082","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Dr's","Bars","12 N. Cleveland","Memphis","TN","-Tel. 726-9245. Mixed gay women & men.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"National Organization for Women (NOW)","Organizations","PO Box 40928","Memphis","TN","Box 40928: 38104. -Tel 458-1661","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"The Pepper Tree","Bar / Restaurants","317 North Gay Street","Knoxville","TN","-Tel. 525-5647. Disco, deli restaurant, lounge and bar & 2 level patio. Open 11. 30am-2: 30am. closed Mondays Recommended gay complex.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Veteran's Cab","Taxi Cabs","","Memphis","TN","-Tel. 525-3535","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Nashville Metropolitan Community Church ","Religious Groups","131 15th Ave","Nashville","TN","North;
-Tel. 320-0288","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Upstage 54","Bar / Restaurants","1501 White","Knoxville","TN","Tel 522-6966","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"P.W. Bumps","Bars","238 N. Cleveland","Memphis","TN","-Tel. 726-9953","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Connection","Bars","429 West Walnut","Johnson City","TN","-Tel. 928-9925","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church of the Tri-Cities","Religious Groups","PO Box 1512-37605-1612","Johnson City","TN","PO Box 1512-37605-1612: -Tel. 349-7707 Services at: Holston Valley Unitarian Church. Route 6: Box 451 A, Exit 45, Interstate Highway 181, in Gray.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Womankind Health Service","Health Clinic","1727 Church St","Nashville","TN","-Tel. 329-1478. Feminist, confidential clinic.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"George's","Gay Complex","600 Marshall St","Memphis","TN","-Tel. 526-1038. Recommended.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Healthy Trading","Restaurants","1783 Union Ave","Memphis","TN","","*","Restaurants","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lord Lindsay's","Restaurants","615 Hill Ave","Knoxville","TN","-Tel. 522-2178. Gay owned and operated. Open
11am-12am.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Office","Bars","130 Franklin St","Chatanooga","TN","-Tel. 645-1157.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Alan Gold's","Bar / Restaurants","1100 McCallie Ave","Chatanooga","TN","37404. Write: PO Box 1093; 37401 -Tel. 629-8080. Lesbian / Gay bar and restaurant. Dancing, live entertainment. women entertainers. Open daily 5pm-3am. TV lounge, patio. pool table. great deli sandwiches. Say 'hi' from GAIA.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Jungle","Bar / Restaurants","306 4th Ave","Nashville","TN","Tel. 256-9411. Plus shows and patio.","*","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Women's Music and Camping Retreat","Retreat","","Counce","TN","write: Guinn-Gaylor WMCR, Rt. 1, Counce. TN; 38326-located 40 miles east of Memphis. Say 'hi' from GAIA.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Georgetown Inn","Hotel","628-630 Madison Ave","Memphis","TN","38103-Tel. 525-0725","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gaze","Publications","PO Box 3038","Memphis","TN","'-Tel. (901 )454-1411","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Memphis Center for Reproductive Health","Health Center","1462 Poplar","Memphis","TN","1462 Poplar at McNeiI. 38104. -Tel. 274-3550. Non-profit feminist health clinic offering a full range of gynecological care.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Encore - Cards & Gifts","Books, Cards and Gift Shop","1266 Madison Ave","Memphis","TN","(next to J Wags): -Tel. 772-8963. Open noon to 9pm Mon-Sat. Ceramics, posters, calendars, T-shirts, Brass, cards. gift wrap, books. Mail order available on books (largest selection in Mid-South). Lesbian/women's studies literature. women's music.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gaze","Publications","PO Box 3038","Memphis","TN","PO Box 3038, Memphis; 38103. -Tel. (901)454-1411. $8.00 p.a .. includes
statewide directory for special interest groups/ sports/ A. A .. etc.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Lee Valley Farm","Accommodation","PO Box 145","Rogersville","TN","-Rte. Box, 145; 37857 -Tel. 272-4068","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Gay Switchboard","Organization and Service","","Memphis","TN","Tel. 726-4299 (726-GAYY)- 7. 30pm-11 30pm nightly Also
324-4297.
bGAYRAP -Tel. 454-1411","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Mountain Womyn's Coalition","Organizations","PO Box 18074","Knoxville","TN","PO Box 18074: 37928","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"The Pendulum","Bars","92 North Avalon","Memphis","TN","(upstairs)-Tel. 725-1530","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church ","Religious Groups","","Memphis","TN","-Tel. 324-1769","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Rumours","Bars","5039 Willis","Dallas","TX","-Tel. 828-4471","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"North Forty","Bars","6316 Denton Drive","Dallas","TX","-Tel. 350-6327","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Theatre Gemini","Theater and Music Events","3920 Cedar Springs","Dallas","TX","75219 -Tel. 521-6331.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lesbian / Gay Political Caucus","Group","PO Box 224424","Dallas","TX","write-PO Box 224424: 75222 -Tel
828-9882.","*","Organizations","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Book Woman","Feminist Bookstore","324 East 6th Street","Austin","TX","78701-its of lesbian titles/ women's studies/ music/ T-shirts/posters/ non-sexist children's books, & ticket sales, MAIL ORDER, bulletin board and local information. Say 'hi' from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Ranch","Bars","9150 South Main","Houston","TX","-Tel. 666-3464","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Organization for Older Gay Men and Women","Organizations and Groups - Including Special Interests","","El Paso","TX","-Tel. 775-0645 After
5pm-ask for Joe.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Blue Goose","Bars","919 East Paisano","El Paso","TX","","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Ritz","Bars","323 West 10th St","Amarillo","TX","-Tel 379-7127","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Celebration!","Alternative Bookstore","108 West 43rd Street","Austin","TX","78751 -Tel. 453-6207. Lesbian titles/women's studies/ music/ T-shirts/ the sell GAIA'S GUIDE & carry many excellent feminist publications. & Sliver and brass jewelry/ amber/ crystals and minerals / beads / herbal Incenses and oils. Crystal balls / music for meditation and more. Say 'hi' from GAIA when visiting these friendly, helpful
people.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Austin's Alternative","Bars","5500 South Congress","Austin","TX","-Tel. 440-0777","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Our Place","Bars","115 General Kruger","San Antonio","TX","-Tel. 340-1758","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Austin Lambda","Organizations and Groups","PO Box 5455","Austin","TX","write PO Box 5455: 78763-Tel. 458-8050. Activities/ discussion
group-women's events.","*","Organizations","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Village Station","Bars","3911 Cedar Springs","Dallas","TX","-Tel. 949-2398","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Kindred Spirits","Bars","4902 Richmond","Houston","TX","-Tel. 623-6135","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Blue Angel West","Bars","1583 Bandera","San Antonio","TX","·Tel. 434·5652","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Bar Hotline","Information Services","","San Antonio","TX","-Tel. 734-2833, -a tape with local bar info.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Chances","Bars","900 Red River","Austin","TX","-Tel. 472-8273","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lambda Al-Anon","Counseling and Health Services --Community Organized","3800 D. Piedras","El Paso","TX","-Tel. 562-4081.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Dallas Gay Alliance Community Center","Lesbian / Gay Community Center","3920 Cedar Springs Road","Dallas","TX","75219-mall to: PO Box 190712; 75219 -Tel. 528-4233.
Switchboard service 7 days a week-11am-10pm, & 'Sapphic Singles' Say 'hi'
from GAIA.","***(**)","Organizations","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Community Bookstore","Lesbian / Gay Bookstore","3930 Cedar Springs Road","Dallas","TX","Crossroads Market, 3930 Cedar Springs Road;
75219 -Tel. (800)992-6404. Full range of lesbian titles / women's studies/
music/ T-shirts/ jewelry/ posters/ &ticket sales and MAIL ORDER SERVICE &
bulletin board for local Information. 'Call toll-free to order or for fun /
Information, facts'. Say 'hi' from GAIA-they sell GAIA'S GUIDE-to this
welcome new addition to our scene.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gaypulse","Publications","PO Box 13280","El Paso","TX","PO Box 13280; 79913","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Little Feather Productions","Theater and Music Events","PO Box 64720","Dallas","TX","PO Box 64720; 75206","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Lesbian Information Line - ""LIL""","Information Services","","Dallas","TX","-Tel. 528-2426. 24 hour/ seven day a week
recording of events and services, meetings and referrals","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Bacchus","Bars","523 Lovett","Houston","TX","-Tel. 523-3396","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gayline","Information Services","","Dallas","TX","Tel. 368-6283","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Partners","Bars","1612 Park Place","Fort Worth","TX","(at 8th); -Tel. 927-9546. Lesbian entertainment
complex.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lesbian Visionaries","Group"," PO Box 710185","Dallas","TX","write: PO Box 710185: 75371 -Tel. (214)528-2426. Nonprofit
lesbian membership organization","**","Organizations","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"High Country","Bars","3121 Inwood Road","Dallas","TX","-Tel 350-2278","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Our Memories","Bars","2031 Myrtle","El Paso","TX","-Tel. 533-6969","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Just Marion and Lynn's","Bars","817 Fairview St","Houston","TX","-Tel. 528-9110","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lesbian Information - San Antonio: 'LISA'","Information Services","","San Antonio","TX","'-Tel. 828-LISA (5472)","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Noo Zoo","Bars","10127 Coachlight","San Antonio","TX","(in San Pedro); -Tel. 341-4778","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Circle","Bars","8021 Pinebrook","San Antonio","TX","-Tel 341-2818","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Nexus / Petticoat Junction","Bars","401-B East 2nd St","Austin","TX","'-Tel. (512)472-2199","****","Bars, Clubs, Coffeehouses","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Rock 'n' Horse","Bars","2775 Fondren","Houston","TX","-Tel. 782-6111","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"San Antonio Mining Company","Bars","800 East San Antonio","El Paso","TX","-Tel. 546-9903","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Maggie's","Bars","1515 S. Harrison","Amarillo","TX","-Tel. 372-5081","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Briar  Patch / Kim's Kitchen","Bars","204 East Rio Grande","El Paso","TX","-Tel. 546-9100","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Dimensions","Publications"," PO Box 856","Lubbock","TX","From: Visions Publishing Co. PO Box 856, Lubbock; TX; 79408 • Tel
(806)797-9647. Lesbian entertainment magazine-it's FREE & it's excellent","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Round-Up Saloon","Bars","3912 Cedar Springs","Dallas","TX","-Tel. 522-9611.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Mary's II","Bars","2502 Q St","Galveston","TX","-Tel. 763-9435","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church","Religious Groups","","Amarillo","TX","-Tel. 372-4557","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Liberty Books","Other Bookstores","1014-B North Lamar Blvd","Austin","TX","78703 -Tel. 495-9737. Huge selection of lesbian books and women's studies, etc.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Copa","Bars","304 Orleans","Beaumont","TX","-Tel. 832·4206","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Helpline","Information Services","","Corpus Christi","TX","·Tel. 882·8255","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Old Plantation","Bars","219 South Ochoa","El Paso","TX","-Tel. 533-6055","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lyle's Guest House","Guest Houses","120 East Atol Street","South Padre Island","TX","write: PO Box 2326, South
Padre Island; 78597-Tel. (512)761-L YLE/761-5953. Twelve private rooms with
private baths/ free continental breakfast/ B. Y. 0. B. & setups cocktail hour
each afternoon. pool table / reading and videos/ swimming pool / jacuzzi /
pinball machine and gas grill available for our guests. -Located 500 feet from
the beach, which has been acclaimed as one of the top ten In the nation.
Activities include surfing/ deep-sea/ party-boat/. Package tours Including air
fares. Send for their brochure and be sure & say 'hi' to Don Marx from GAIA.
Seem like nice people-wish I could go visit them, London Is FREEZING right
now.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay / Lesbian Switchboard","Information Services","PO Box 66591","Houston","TX","-Tel. 529-3211, write: PO Box 66591; 77266","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"El Jalisco Cafe","Restaurants","Hills & 7th","El Paso","TX","Hills & 7th; -Tel. 532-7174. Open daily 7am-4pm, Sunday
6am-noon.","*","Restaurants","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Curious Times","Lesbian / Gay Bookstore","4008 D Cedar Springs","Dallas","TX","Resource Center, 4008 D Cedar Springs; 75219 -Tel.
528-4087. Lesbian books & women's studies/ feminist titles, also jewelry
design/ pottery/ music/ women's cards/ T-shirts & a LARGE WOMEN'S
COMMUNITY BULLETIN BOARD for networking. A great new addition to our
scene-they sell GAIA'S GUIDE, say 'hi' from GAIA. Open seven days a week,
11am-7pm.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"TJ's","Bars","1215 E. University ","Denton","TX","","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Other Door","Bars","1911 South Staples","Corpus Christi","TX","·Tel. 882·0042","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Kon Tiki","Bars","211 23rd St","Galveston","TX","-Tel. 763-6264","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lobo","Video / Cards, etc.","1424-C Westheimer","Houston","TX","77006 -Tel. (713)522-5156. Video rentals /lesbian titles
and cards.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Cliff's Lounge","Bars","701 East Paisano","El Paso","TX","-Tel. 533-3558.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church ","Religious Groups","2201 Mills","El Paso","TX","-Tel. 542-1227","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lambda Center for Alcoholics","Counseling and Health Services --Community Organized","1214 Joanne","Houston","TX","-Tel. 521-9772","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Just Magic","Information Services","5503 Brownfield Highway","Lubbock","TX","-Tel. 799-2016","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"DJ's","Bars","1308 St. Louis","Fort Worth","TX","-Tel. 927-7321","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Waterloo Counseling Center","Counseling / Health Services","507 Powell","Austin","TX","-Tel. 322-9654","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Integrity","Religious Groups","","Dallas","TX","-Tel. 739-5899 Lesbian and Gay Episcopalians","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Lesbian / Gay Unitarians","Religious Groups","","Dallas","TX","-Tel. 324-2732.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Among Friends","Group","PO Box 710185","Dallas","TX","write PO Box 710185: 75371. Non-membership lesbian events
group.","**","Organizations","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Jugs","Bars","3414 King's Road","Dallas","TX","-Tel. 521-3474.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Alexander's","Bars","1219 West 10th","Amarillo","TX","-Tel. 372-7414.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Backstreet","Bars","108 South First West","Salt Lake City","UT","-Tel. 532-9075","**(MGM)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"A Woman's Place","Feminist Bookstore","1615 Foothill Drive","Salt Lake City","UT","84108 -Tel. 583-6431. Lesbian titles and women's studies/ music/T-shirts/ jewelry/ non-sexist children's books. They serve coffee and tea, do ticket sales. Say 'hi' from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Blue Horizon","Bars","430 25th Street","Ogden","UT","-Tel. 621-9325","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Radio City","Bars","147 South State","Salt Lake City","UT","-Tel. 532-9327","**(MGM)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
