"title","type","address","city","state","description","stars","star.type","notes","year","unclear.address","statewide.address","mentions.race","mentions.disability","transcription.method"
"The Other Side","Bars","410 Lea Avenue","Nashville","TN","Tel.255-6174.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"P&H Cafe (Poor & Hungry)","Restaurants","1528 Madison Ave.","Memphis","TN","""Our H.O.W. goes there after our meetings and gays do frequent it during the week.""","*","Restaurants","",1981,"","","",,"manual"
"Bishop's","Bars","3201 West End Avenue","Nashville","TN","Tel-383-9288.A
neighborhood bar which serves a lot of gay people--also Serves good food.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Lesbian Rap Group","Organisation and Services","M.C.C. 1207 N.McLean","Memphis","TN","Tel.725-4673.","**","Organizations/Groups","",1981,"","","",,"manual"
"Dignity","Religious Groups","P.O. Box 11873, 84147","Salt Lake City","UT","","-","","",1981,"checked","","",,"manual"
"Affirmation","Religious Groups","P.O. Box 8362","Salt Lake City","UT","","-","","",1981,"checked","","",,"manual"
"Metropolitan Community Church","Religious Groups","261 South 300 East","Salt Lake City","UT","Tel. 351-8299. The Christian church with an outreach to the gay community.","-","","",1981,"","","",,"manual"
"HON","Mail Order","P.O. Box 16289, 84116","Salt Lake City","UT","Tel.521-7459.Mail order
business specializing in women's books and lesbian books. Also | non-sexist children's books. Special lesbian book list","-","","",1981,"checked","","",,"manual"
"Radio City Lounge","Bars","147 South State Street","Salt Lake City","UT","Tel.(801) 532-9327. ","MGM**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Studio 8, (Tiffany's Attic)","Bars","","Salt Lake City","UT","Tel.532-8280.","**","Bars, Clubs, Coffeehouses","",1981,"checked","","",,"manual"
"The Open Door","Publications","1280 South 1300 East","Salt Lake City","UT","Tel.66-2377.i newspaper for the gay community.","-","","",1981,"","","",,"manual"
"Sun Tavern","Bars","One, South 400 West","Salt Lake City","UT","Tel.532-9052.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Woman Aware","Groups","P.O. Box 26363, 84125","Salt Lake City","UT","Tel.486-9527.","**","Organizations/Groups","",1981,"checked","","",,"manual"
" The Oar House","Bars","4107 Colley Avenue","Norfolk","VA","""Nice atmosphere.""","MGM**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"J. Dunhill","Bars","Richmond Shopping Center 3526 West Cary","Richmond","VA","Tel.(804) 355-9253.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Cloud Nine","Bars","-in the old Stage Center Building, 100 block","Richmond","VA","","(****)","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Park","Bar/Restaurant","615 West Salem Avenue, 24016","Roanoke","VA","Tel. (703)342-
0946.Bar/restaurant with dancing, pool tables and other games. They have amateur nights and drag shows. It’s a private club but you can get in with valid I.D. and a copy of GAIA’S GUIDE. They a18o sell GAIA’S GUIDE. Very highly recommended.","***","Bar/Restaurant","",1981,"","","",,"manual"
"Gay Women's Rap Group","Groups","739 Yarmouth Street","Norfolk","VA","Tel.671-3762","**","Organizations/Groups","",1981,"","","",,"manual"
"Tabor’s","Bars","204 East Grace Street (Corner of Second)","Richmond","VA","","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Nutcracker","Bars","846 East Little Creek Road.","Norfolk","VA","Disco and restaurant--clientel: 50% gay women. Highly recommended","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Ruth's Tea Room","Bars","128 East Cecil Street","Winchester","VA","Tel.662-9751.","*","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Nutcracker","Restaurants","846 East Little Creek Road","Norfolk","VA","","*","Restaurants","",1981,"","","",,"manual"
"Elixir","Bars","742 West Pike Street","Clarksburg","VA","Tel.671-3762.","***(?)","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Gay Women’s Open House","Groups","","Arlington","VA","Tel.671-3762.","*","Organizations/Groups","",1981,"checked","","",,"manual"
"Labrys Book","Store","8 North Allen Avenue, 23220","Richmond","VA","Tel.(804)355- 2001.Records/ jewelry/ posters/ magazines/ T-shirts/ postcards/ woman-made crafts/ notecards. Mail order catalog: $.50. They sell GAIA'S GUIDE.","*","","",1981,"","","",,"manual"
"Ch-Cha Palace","Bars","719 Broad Street","Richmond","VA","Tel.(804) 625-1130.","*","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Cary Towne Inn","Bars","","Richmond","VA","Tel.(804) 625-1130.","**(**)","Bars, Clubs, Coffeehouses","",1981,"checked","","",,"manual"
"Shirley's","Bars","811 Colley Avenue","Norfolk","VA","Small, intimate beer and wine abr. Recommended.","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Cue","Bars","4601 Killam Street","Norfolk","VA","Tel.(804) 625-1130.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Virginia Coalition for Lesbian & Gay Rights","Groups","P.O. Box 5522, 23220","","VA","Tel. 775-1518","****","Organizations/Groups","",1981,"checked","","",,"manual"
"Mickey’s","Bars","135 Brooke Avenue","Norfolk","VA","Tel. (804) 625-1130.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"""The Lesbian/Feminist Flyer"",","Publications","P.O.Box 7089, 23221.","Richmond","VA","Tel. (801) 625-1130.Monthly newsletter. Includes events calender.
$5.00 Per year.","**","","",1981,"checked","","",,"manual"
"Trust, The Roanake Valley Trouble Center, ","Centers","3515 Williamson Road, N.E., 24012","Roanoke","VA","Tel.(703)563-0311.Swltchboard/counselling and referrals. A social service center for gay Women/men/and others.","-","","",1981,"","","",,"manual"
"Old Dominion University Gay Alliance","Groups","P.O. Box 11123, 23517.","Norfolk","VA","Tel. (804) 625-1130.","*","Organizations/Groups","",1981,"checked","","",,"manual"
"Integrity/Richmond","Religious Groups","St. Paul's Episcopal Church, 815 E. Grace St; ","Richmond","VA","Mail-Box 5351, 23220. Gay and
concerned Episcopalians. Religious and social activities plus referral and counselling services. Meetings held at St. Paul's Episcopal Church, 815 E. Grace St; 23219-Sunday nights
j 6:30pm-8: 30pm.-Their publication: THE VOICE, (monthly)","-","","",1981,"","","",,"manual"
"Oliver’s at the Mayflower Hotel","Bars","14th & Olive","Seattle","WA","Tel.623-8700","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Aradia Women's Health Center","Health Center","1827 12th Avenue, 98122","Seattle","WA","Tel. (206)323-9388.Counselling, gynecological health services lesbian health worker available on request.","-","","",1981,"","","",,"manual"
"It’s About Time Women’s Bookcenter","Feminist Bookstore","5241 University Way N.E. 98105","Seattle","WA","Tel.(206)525-0999.","*","","",1981,"","","",,"manual"
"The Riverboat Tavern","Show-Bars","922 Madison","Seattle","WA","Tel.622-5304.","MGM**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"First Emperor's Club","Bars","425 W. First Avenue","Spokane","WA","Tel.747-9270","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Seattle Uniform Company","Bars","207-2nd South","Seattle","WA","Tel.623-5618.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Barbary Coast","Bars","1554 Jefferson Avenue","Tacoma","WA","Tel.627-9888.","*","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"D.J.’s Tavern","Bars","1309 Commerce Street","Tacoma","WA","Tel.627-9587","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Great Northern Bookstore","Bookstore","1306 Railroad, 98225.","Bellingham","WA","Tel.(206)733-1650.","**","","",1981,"","","",,"manual"
"Morningtown","Restaurants","4110 Roosevelt Way,N.E.","Seattle","WA","Tel-632-
6317.Collectively owned. Open 11:30am-mldnight/2am Fri. I Sat","*","Restaurants","",1981,"","","",,"manual"
"S.D.A.-Outreach","Religious Groups","P.O. Box 128-45, 98111","Seattle","WA","Universal fellowship of Sabbath Day Adventists. Gay Seventh Day Adventists, hey meet every Friday evening at 7pm-in the chapel of
"".C.C./16th Ave. E and E John Street. Monthly newsletter.","-","","",1981,"checked","","",,"manual"
"Lesbian Resource Center, ","Centers","4224 University Way N.E., 98105","Seattle","WA","","*****","","",1981,"","","",,"manual"
"Metropolitan Community Church","Groups","mail-P.O. Box 12216.","Seattle","WA","Tel.(206)325-1872.The Christian Church with an outreach to the
gay community.","-","","",1981,"checked","","",,"manual"
"Casa Del Rey","Restaurants","","Seattle","WA","Tel.(206)885-9927.","*","Restaurants","",1981,"checked","","",,"manual"
"Riverboat","Bars","922-Third Avenue","Seattle","WA","Tel.622-3625.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Greek Villa","Restaurants","301-2nd Avenue, 98104","Seattle","WA","Tel. (206)622-6425","*","Restaurants","",1981,"","","",,"manual"
"Canterbury Ale & Eats","Bars","534-15th East","Seattle","WA","Tel.322-3130.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Left Bank Book Collective","Bookstore","92, Pike Place, 98101","Seattle","WA","Tel.622-0195.Gay and lesbian titles.","-","","",1981,"","","",,"manual"
" Homestead Book Company","Bookstore","11009 Stoneway North, 98103","Seattle","WA","Tel.(206)634-2212","*","","",1981,"","","",,"manual"
"Gay Community Center","Centers","Urban League Building 105 14th Ave, 98122.","Seattle","WA"," Tel.(206)322-2000 Services include reception desk  which is frequently the out-of- towner's first contact with the gay community in Seattle. Also Jobline employment counselor and information about the TRIANGLE LAND PROJECT, which is holiday
land situated on the north fork of the Skykomish River.","***(**)","","",1981,"","","",,"manual"
"Silver Slipper","Bars","103.5 Prefontaine Place South 98104","Seattle","WA","Tel. (206)345-9928.","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Chemical Dependency Program","Chemical Dependency Association","","Seattle","WA","Tel. 323-8992","-","","",1981,"checked","","",,"manual"
"Its Your World Travel Inc.","Travel Agencies","1411 Fourth Avenue, 98101","Seattle","WA","Tel. (206)682-5651.","*","","",1981,"","","",,"manual"
"""Seattle Gay News""","Publications","107 Eastlake Ave. 98109-","Seattle","WA","Tel.622-
7403.Bi-weekly gay newspaper. Includes a bar guide and community events calender.","","","",1981,"","","",,"manual"
"Cafe Intermezzo","Restaurants","—4th Street","Olympia","WA","""Frequented by lesbians""","*","Restaurants","",1981,"","","",,"manual"
"Lost Words Bookstore","Bookstore","1305 Columbia","Vancouver","WA","Tel. (206)694-9462.Women's titles/gay titles.","-","","",1981,"","","",,"manual"
"Book Project","Bookstore","1502 East Olive Way, 98122","Seattle","WA","""A bookstore for new writing.""—Lesbian titles/women's titles/gay titles.","-","","",1981,"","","",,"manual"
"The Zoo","Bars","301 West Main Avenue(Bernard Street)","Spokane","WA","Tel-747-9961","MGM**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Cheri’s Cafe","Restaurants","Broadway Arcade, 112 Broadway East","Seattle","WA","Tel.624-6685.","*","Restaurants","",1981,"","","",,"manual"
"Lesbian Rights Task Force N.O.W.","Groups","","Seattle","WA","Tel.784-7639.","***(**)","","",1981,"checked","","",,"manual"
"Mother's","Bars","-corner of Harvard and Pine","Seattle","WA","Tel.322. 9870.Surroundings that encourage conversation/full dell menu.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Bea's Kosy Korner Kafe","Restaurants","10th A East Pike","Seattle","WA","Tel.624-6685.","*","Restaurants","",1981,"","","",,"manual"
"Women's Gay Al-Anon","Chemical Dependency Association","","Seattle","WA","-see Seattle Gay News for Details","-","","",1981,"checked","","",,"manual"
"Oasis","Groups","","Tri-Cities","WA","Tel.(509)943-9104.","*","","",1981,"checked","","",,"manual"
"Mildred's Palace","Bars","918 South West Yamhill","Seattle","WA","""Sound insensaround!""—open: Sun.-Tnurs.8pm-1am/Fri & Sat: 8pm-5am.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Gay Hiking Group","Outdoor Group","","Seattle","WA","-see Seattle Gay News for Details. Tel.682-6044","-","","",1981,"checked","","",,"manual"
"The Womyn's Theater","Theater/Arts Center","","Seattle","WA","Tel.782-0567.Current schedules are always in Seattle Gay News.","-","","",1981,"checked","","",,"manual"
"Tug's Belltown Tavern","Show-Bars","","Seattle","WA","Tel.622-5304.","**","Bars, Clubs, Coffeehouses","",1981,"checked","","",,"manual"
"Lesbian Mothers’ National Defense Fund","Lesbian Mothers","P.O. Box 21567, 98111","Seattle","WA","Tel.(206)325-2643.""We offer legal, emotional and financial ! support to lesbian mothers undergoing custody battles."" Their publication: Mom’s Appple Pie—bi-monthly, $5.00 per year.","**","","",1981,"checked","","",,"manual"
"The Golden Crown","Show-Bars","1608 Time’s Square Alley, 98101.","Seattle","WA","Tel. 622-5304.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"jack's Nite Hawk Tavern","Bars","330 West Riverside Avenue","Spokane","WA","Tel. 747-9980","MGM**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Beltain Books","Bookstore","1407 East Madison, 98122.","Seattle","WA","","-","","",1981,"","","",,"manual"
"Aurora Realty","Real Estate Agent","4000 Aurora Avenue North, 98103","Seattle","WA","","-","","",1981,"","","",,"manual"
"Mr Larry’s Restaurant","Restaurants","801 Pike Street","Seattle","WA","Tel.624-6685.","*","Restaurants","",1981,"","","",,"manual"
"Union of Sexual Minorities","Centers","216 Western Washington University, 98225","Bellingham","WA","Tel.(206)676-3460.","*","","",1981,"","","",,"manual"
"Crescent Tavern","Bars","1413 E Olive Way","Seattle","WA","Tel.322-9925","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Name of the Game","Bars","422-4th Avenue","Seattle","WA","Tel.(206)624-6685.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Lambda Nearly New & Wonderfully old Shop","Store","600 East Pike","Seattle","WA","Tel. 323-5120.","*","","",1981,"","","",,"manual"
"Women's Bowling League","Sports","","Seattle","WA","-see Seattle Gay News for details. Tel.283-6509.","-","","",1981,"checked","","",,"manual"
"Boren Street Disco","Bars","2015 Boren","Seattle","WA","Tel.464-9951.","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Mr Larry’s","Bars","Mr Larry’s, 801 Pike Street","Seattle","WA","Tel.(206)624-6685.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Mama Dot’s","Restaurants","233 Westlake Avenue North","Seattle","WA","Tel.345- 9796.Salad bar/buffets and brunches. Different dinner entrees nightly. Plentiful free parking. Highly recommended.","**","Restaurants","",1981,"","","",,"manual"
" Sonya's Magic Inn","Show-Bars","425 West First Avenue. 99204","Spokane","WA","Tel.747-9270","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Women's Center","Women's Centers","CAB 305 The Evergreen State College, 98505","Olympia","WA","Tel.(206)366-6162.Very helpful people — large lesbian participation. Social activities, counselling and referrals.","****(*)","","",1981,"","","",,"manual"
"SAGE","Services","","Seattle","WA","Tel.522-2334.""Seattle Area Gav Eventa""- alternate phone number: AT 4-5781 (evenings).","-","Hotels, Motels, Services","",1981,"checked","","",,"manual"
"Innerspace Coffeehouse","Coffeehouses","5241 University Way,NE","Seattle","WA","Varied
happenings including: ""Heterosexual women plus lesbian night(s)"".","(****)","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Hut Tavern","Bars","1317.5 State Street","Bellingham","WA","Tel.733-9749.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"‘B‘ Street Restaurant and Deli","Restaurants","215 First Street Langley, 98260","Whidbey Island","WA","Tel.(206)321-1391.Good food plus coffee/ tea/ expresso/ desserts. Live entertainment and local art on display.","*","Restaurants","",1981,"","","",,"manual"
"Evangelicals' Concerned","Religious Groups","P.O. Box 495, 98111","Seattle","WA"," Tel. (206)935-9919.Sunday Services at Grace Gospel Chapel, 7pm: -001-9th N.E. ""We feature sexist,'incluslve' language and we try to educate the kinds of Christians who persecute us about their errors. Evangelicals' Concerned is our more political arm-Grace Gospel Chapel is the more religious arm. Their newsletter: LIFELINES. Very helpful people.","-","","",1981,"checked","","",,"manual"
"Gay Swimming Group","Sports","","Seattle","WA","-see Seattle Gay News for Details.","-","","",1981,"checked","","",,"manual"
"The Lesbian and Children Group","Lesbian Mothers","","Seattle","WA","-see Seattle Gay News. Potlucks and playtimes for lesbian mothers and their children.","-","","",1981,"checked","","",,"manual"
"Flamingo Lounge","Bars","1516 Broadway","Tacoma","WA","Tel.627-9082.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Eastlake East","Bars","101 Eastlake East","Seattle","WA","Tel.623-1089.Y... , bands and playhouse productions. Hours: Sun.-Thurs. 8pm-2am..‘ 2 till 4am Fri. & Sat. Open 7 days a week. One of the most hies recommended women’s bars.","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Gay Resource Center","Organisation and Services","CAB 305 The Evergreen State College, 98505","Olympia","WA"," Tel.(206)866-6544.","***","Organizations/Groups","",1981,"","","",,"manual"
"A Different Drummer","Bookstore","420 Broadway East, 98102","Seattle","WA","Tel.(206) 324-0525","*","","",1981,"","","",,"manual"
"The Guesthouse","Restaurants","303 Occidental South Pioneer Sq.","Seattle","WA","Tel.622-0294.Open ll:30am-10pm. Sunday brunch: llam.","*","Restaurants","",1981,"","","",,"manual"
"Love Season","Sexual Boutique","12001 N.E. 12th. ","Bellevue","WA","Tel.455-0533.","*","","",1981,"","","",,"manual"
"Metropolitan Community Church","Religious Groups","write-P.O. Box 1612, 53201","Milwaukee","WI","Meetings at Farwell Center.","-","","",1981,"checked","","",,"manual"
"Factory on Broadway","Show-Bars","158 North Broadway","Milwaukee","WI","Tel.278-7030.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Wisconsin’s Wowyn’s Land Co-Op","Retreat","Rte. 2 , 54648","Milwaukee","WI","Tel. (608) 269-5301.Primitive camping/barns and campers’ kitchen. Farm animals. Workshops in: bee-keeping, wholistic health, etc. etc.—also very special celebrations.","-","","",1981,"","","",,"manual"
"Doris’s Super Club/Lambda Lounge","Bars","343 West College","Appletown","WI","Tel.733-9757.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Jodee’s Bar","Bars","2139 Racine Street, 53403","Racine","WI","Tel.634-9804-","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Fox Valley Gay Alliance","Organisation and Services","P.O.Box 332, 54952","Fox Valley","WI","Tel.(414) 731-5576.","*","Organizations/Groups","",1981,"checked","","",,"manual"
"Lutherans Concerned","Religious Groups","P.O. Box 92872, 53202","Milwaukee","WI","Tel.963-9833","-","","",1981,"checked","","",,"manual"
"Going My Way?","Bars","Ill West Main Street, 53704","Madison","WI","Tel.256-4144","**(**)","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Cleo Brown's Beam","Bars","205 West College","Appletown","WI","Tel.733-9757.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Black Forest","Restaurants","814 South Second Street","Milwaukee","WI","Tel.643-9780.","*","Restaurants","",1981,"","","",,"manual"
"M&M's","Bars","124 North Water Street","Milwaukee","WI","Tel.347-9662.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Casablanca","Bars","1753 South Kinnickinnic Avenue","Milwaukee","WI","Disco/clientel: gay women and men.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Mother Courage Bookstore","Feminist Bookstore","224 State Street, 53403","Racine","WI","Tel. (414) 632-3120. Feminist bookstore and art gallery-- ""We have the most complete selection of woman-oriented books in the
Racine/Kenosha area.""","-","","",1981,"","","",,"manual"
"Rainbow Grille","Restaurants","","Milwaukee","WI","Tel.647-9114.","*","Restaurants","",1981,"checked","","",,"manual"
"G.P.U. News","Publications","P.O.Box 92203, 53202","Milwaukee","WI","Tel. (414)276.0612.Glossy gay monthly. $7.00 per year. Includes a statewide directory plus events calender. There's also a column called ‘HERE AND THERE'which is full of news not to be found elsewhercl Also classified ads.","*","","",1981,"checked","","",,"manual"
"Lysistrata","Bars","325 West Gorham Street, 53703","Madison","WI","Tel.(608)257- 0675.Shows/dancing/pool table. Thursday nights is women only, open- Bar: llam-lam daily. Restaurant: M-Sat: 11: 15am-l: 45 & =-3Opm-9pm. Sunday: 10:30am-2pm & 5:30pm-9pm. Highly recommended.","**(**)","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"‘A Room of One’s Own","Bookstore","317 West Johnson Street, 53703","Madison","WI","Tel. (608) 257-7 888. Records/but tons /Jewel ry/pos ters/magaz Ines /T- shirts and art by local women. They also have reading tables, bulletin board,referral services, serve coffee and tea and sell GAIA’S GUIDE.","-","","",1981,"","","",,"manual"
"The Manhole","Bars","Washington Street South","Green Bay","WI","Tel.435-1495.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Ten Hundred East","Bars","100 East North Avenue","Milwaukee","WI","Tel.263-9117.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Roxy Lounge","Bars","209 Pine Street, 54301","Green Bay","WI","Tel. (414)432-9826,","MGM**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Gay People’s Union","Organisation and Services","P.O.Box 92203, 53202","Milwaukee","WI","Tel.(414)276-0612","***","Organizations/Groups","",1981,"checked","","",,"manual"
"The Beer Garden","Bars","3743 W.Vilet","Milwaukee","WI","Tel.278-9563-","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Game","Bars","196 South Second","Milwaukee","WI","Tel.273-7474.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Hot Cafe","Bars","636 West Washington","Madison","WI","Tel.256-3302.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Lost 'n' Found","Bars","618 North 27th","Milwaukee","WI","""A place where women | go to enjoy themselves.""","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Lesbian Switchboard","Organisation and Services","306 North Brooks Street, 53715","Madison","WI","Tel.(608)257-7378.","*****","Organizations/Groups","",1981,"","","",,"manual"
"The Shack","Bars","10936 Sheridan Road","Kenosha","WI","Tel.694-9929.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Porker Motorcycle Club","Sports","P.O. Box 11362, 53211. ""","Milwaukee","WI","A riding club for women and men.""","-","","",1981,"checked","","",,"manual"
"Milwaukee N.L.F.O., ","Groups","P.O. Box 11502, 53211","Milwaukee","WI","Wisconsin Lesbians.","**","","",1981,"checked","","",,"manual"
"Pirate Ship","Bars","116 North Fairchild","Madison","WI","Tel.256-9248.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Dignity/Milwaukee","Religious Groups","Chapel-2506 Wauwatosa Avenue, 53201","Milwaukee","WI","Tel.263-9117.
Tel.(414)961-1965.""Mass for gay and lesbian Catholics"". Lesbian retreats. See GPU News for current activities.","-","","",1981,"","","",,"manual"
" The Women’s Coalition","Organisation and Services","2211 East Kenwood Blvd, 53211","Milwaukee","WI","Tel.(414) 964-61 17. Includes ""GRAPEVINE"" the feminist support and social group for lesbians.","*****","Organizations/Groups","",1981,"","","",,"manual"
"""Amazon""","Publications","2211 East Kenwood, 53211","Milwaukee","WI","Tel.(304) 428-9389-","**","","",1981,"","","",,"manual"
"The Barbers Closet","Restaurants","636 West Washington Avenue","Madison","WI","Tel.256-9068","*","Restaurants","",1981,"","","",,"manual"
" Sugar Shack","Bars","135 East National Avenue, 53204","Milwaukee","WI","Tel.643- 9758.Juke box dancing plus pool table and other games. The ;
clientel is 100% women and they sell GAIA’S GUIDE: Very n16h- , recommended.Open daily 7pm-/Sundays 2pm.","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Side Board","Restaurants","124 North Water","Milwaukee","WI","Tel.647-9114.","*","Restaurants","",1981,"","","",,"manual"
"Sistermoon II","Feminist Bookstore","Maryland and Locust Avenues","Milwaukee","WI","","-","","",1981,"","","",,"manual"
"Madison Gay Center","Centers","1001 University Avenue, 53715","Madison","WI","Tel.(608)257-7378.","***","","",1981,"","","",,"manual"
"The Women’s Health Information Service","Bars","Box 317 Beloit College, 53511","Beloit","WI"," Tel.(608)362-0977.","**","Bars, Clubs, Coffeehouses","",1981,"checked","","",,"manual"
"Down Under Club","Bars","787 North Losey","La Crosse","WI","Tel.(608)785-0365.","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Circus","Bars","219 South 2nd Street","Milwaukee","WI","Tel.278-9659-","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Gateways","Organisation and Services","P.O. Box 4213, 53711 ","Madison","WI","Tel.(608)257-7888.","*","Organizations/Groups","",1981,"checked","","",,"manual"
"Sister Moon","Feminist Bookstore","2128 East Locust, 53211","Milwaukee","WI","Tel.(414)962-3323.
Records/ buttons/ Jewlery/ posters/ magazines/ T-shirts. Also reading tables/ bulletin board/ referrals. They serve coffee and
tea and sell GAIA'S GUIDE.","-","","",1981,"","","",,"manual"
"Mac Arthur Park","Bars","2023 South Kinnickinnic","Milwaukee","WI","Dlsco/lunch is served. Clientel: gay women and men.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Farwell Center","Centers","1568 North Farwell.","Milwaukee","WI","","***","","",1981,"","","",,"manual"
"Red Lion","Bars","120 South Third","La Crosse","WI","Tel.782-9172.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Back Door","Bars"," 1415 E Charlston Blvd.","Las Vegas","NV"," Tel.385-2018. Dance bar open 24 hours.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Pop’s Club 99","Bars","1099 South Virginia","Reno","NV","","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Paul’s Lounge","Bars","132 West Street","Reno","NV","","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Bookworm","Bookstore","1350 East Flamingo Road, 89109","Las Vegas","NV","General bookstore—gay titles.","-","","",1981,"","","",,"manual"
"Exchange Lounge","Bars","1278 South Virginia","Reno","NV","Small drinking bar--cozy atmosphere. ","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Maxine’s Cocktail Lounge","Bars","110 East Charleston Blvd, 89122","Las Vegas","NV","Tel.(702) 452-3776.Free gay info - 24-hrs. Gay owned/operated and established 1n 1952. ""Friendly bar with helpful info service for visitors. Dancing, female impersonators, pool table etc., snacks anytime, bar-b-que steaks."" Open 24 hours. ""We never close.""","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Forum","Bars","406 ‘B‘ Street","Reno","NV","Tel.(702) 359-1333.Hot disco--50% gay women and highly recommended.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Vegas Gay Times","Publications","620 Minnesota Street,N. 89107","Las Vegas","NV","$3.00 per year monthly. (I’ve never seen this one.)","-","","",1981,"","","",,"manual"
"Mahone’s","Bars","7350 West 4th St","Reno","NV","","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Trapp","Bars","5201 West Fourth Street","Reno","NV","Tel.747-9999","*","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Dave’s Westside Motel & VIP Bar","Bars","3001 West Fourth Street","Reno","NV","Tel. 322-4403","*","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Club 99","Bars","1099 South Virginia","Reno","NV","Tel. (702)322-4821. Just gay men?","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Outrigger Club","Bars","2460 North West 39th","Oklahoma City","OK","Tel.942-9000.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Outrigger Restaurant","Restaurants","2460 North West 39th Street","Oklahoma City","OK","Tel.(405)942-3336-","*","Restaurants","",1981,"","","",,"manual"
