"","title","description","type","amenityfeatures","city","state","Year","notes","publication","country"
"8911","Holiday Health Spa (Behind bank)","","Bathhouses","(M),(YC),(P)","Costa Mesa","CA",1981,"","Bob Damron's Address Book","United States"
"8912","Holiday Shop","(Travel)","","","Long Beach","CA",1983,"","Bob Damron's Address Book","United States"
"8913","Holiday Spa","(Health Club)","Bathhouses","","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"8914","Hollywood 'Y' Baths","","Bathhouses","(*),(P)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"8915","Hollywood 'Y' Baths","","Bathhouses","(*),(P)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"8916","Hollywood Blvd.","#NAME?","Cruising Areas","Cruisy Area,(AYOR)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"8917","Hollywood Blvd.","walking, hitch-hiking or by car frrom Highland to Vermont","Cruising Areas","Cruisy Area,(AYOR)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"8918","Hollywood Spa","(Baths)","Bathhouses","(*)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"8919","Hoop's Coop","(Friendly)","Bars/Clubs","(PT),(L)","Long Beach","CA",1981,"","Bob Damron's Address Book","United States"
"8920","Hoop's Coop","","Bars/Clubs","(PT),(L)","Long Beach","CA",1983,"","Bob Damron's Address Book","United States"
"8921","Hot 'n' Hunky","(Hamburgers)","Restaurant","(R)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"8922","Hot House","(Baths)(Some W, SM, FFA) (Cl. Mon & Tues)(Looks promising) at Harrison","Bathhouses","(W),(SM),(FFA)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"8923","Hot House","(Baths)(Some W, SM, FFA)(Cl, Mon & Tues) at Harrison","Bars/Clubs,Bathhouses","(W),(SM),(FFA),(*)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"8924","Hot Stuff","(Card, gifts, etc.)","Business","(M)","Long Beach","CA",1983,"","Bob Damron's Address Book","United States"
"8925","Hotel El Dorado","","Hotel","(*)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"8926","Hotel El Dorado","","Hotel","(*)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"8927","Hotel Firenze","(Some PE, OC)","Hotel","(M),(H),(PE),(OC)","Laguna Beach","CA",1981,"","Bob Damron's Address Book","United States"
"8928","Hotel Firenze","","Hotel","(M),(H),(PE),(OC)","Laguna Beach","CA",1983,"","Bob Damron's Address Book","United States"
"8929","Hotel Jan Maarten","","Hotel","(M),(H)","Laguna Beach","CA",1981,"","Bob Damron's Address Book","United States"
"8930","Hotel Newport","","Hotel","(H)","Ocean Beach","CA",1981,"","Bob Damron's Address Book","United States"
"8931","Hotel Newport","","Hotel","(H),(*)","Ocean Beach","CA",1983,"","Bob Damron's Address Book","United States"
"8932","Hotel Paradiso","","Hotel","","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"8933","Hotel Paradiso","","Hotel","(M)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"8934","Hotel San Maarten","","Hotel","(M),(H)","Laguna Beach","CA",1983,"","Bob Damron's Address Book","United States"
"8935","Hotel Stutz","","Hotel","(H),(M)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"8936","Hotel York","(Bar)","Hotel,Bars/Clubs","(H),(E),(*)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"8937","Hotel York","(Bar)","Hotel","(*),(E),(H)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"8938","Hotshots","","Bars/Clubs","","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"8939","Hub","(WE*)","Bars/Clubs","(WE),(D),(*)","Walnut Creek","CA",1981,"","Bob Damron's Address Book","United States"
"8940","Hub","(WE*)","Bars/Clubs","(D),(WE),(*)","Walnut Creek","CA",1983,"","Bob Damron's Address Book","United States"
"8941","Hudson House","(Emergency low cost housing) (213) 465-2443","Community Center/Support Group","","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"8942","Hungry Savage","(Echo Park)","Bars/Clubs","(PT)","Echo Park","CA",1981,"","Bob Damron's Address Book","United States"
"8943","Hunter's Cocktails","('Picking up')","Bars/Clubs","(PT)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"8944","Hunter's Cocktails","(odd neighborhood assortment) (Some L)","Bars/Clubs","(PT),(L)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"8945","Hut","(Also C - AH)","Bars/Clubs","(*),(PT),(C),(AH)","San Diego","CA",1981,"","Bob Damron's Address Book","United States"
"8946","Hut","(Disco)(Liquor)(WE only)(Cruisy)","Cruising Areas,Bars/Clubs","(D),(WE)","Sacramento","CA",1981,"","Bob Damron's Address Book","United States"
"8947","Hut","","Bars/Clubs","(PT)","San Diego","CA",1983,"","Bob Damron's Address Book","United States"
"8948","Hut","(Disco)(Liquor)(Late Fri. & Sat. nights only*)(W. Sacramento)","Bars/Clubs","(D),(*)","Sacramento","CA",1983,"","Bob Damron's Address Book","United States"
"8949","Hyperion Health Club","(Baths)(Good days)","Bathhouses","(*)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"8950","Hyperion Lumber Co.","","Bars/Clubs","","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"8951","I Beam","(Unisex)(Disco)(Game room)(WE*) (Upstairs)","Bars/Clubs","(YC),(D),(WE),(*)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"8952","I Beam","(Unisex)(Disco)(game room)(WE*)(Some punk, unisex, B, C)(Upstairs)","Bars/Clubs","(YC),(D),(WE),(B),(C),(*)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"8953","Imapct Lounge","(Liquor) (Disco) (WE*)","Bars/Clubs,Restaurant","(R),(D),(WE),(*)","Long Beach","CA",1983,"","Bob Damron's Address Book","United States"
"8954","Impact Lounge","(Liquor)(Many L)","Bars/Clubs,Restaurant","(R),(L)","Long Beach","CA",1981,"","Bob Damron's Address Book","United States"
"8955","Imre-Gordon, Inc.","(Electrolysis)","Business","(*)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"8956","In Touch Lounge","(Small disco)(Liquor)","Bars/Clubs","(*),(D)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"8957","In Touch Lounge","(Small disco)(Liquor)","Bars/Clubs","(*),(D)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"8958","Inches","(Some SM, W)(Looks promising)","Bars/Clubs","(SM),(W),(PT)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"8959","Incredible Edible","","Restaurant","(R)","Sacramento","CA",1981,"","Bob Damron's Address Book","United States"
"8960","Incredible Edible","","Restaurant","(R)","Sacramento","CA",1981,"","Bob Damron's Address Book","United States"
"8961","Incredible Edible","","Restaurant","(R)","Sacramento","CA",1981,"","Bob Damron's Address Book","United States"
"8962","Incredible Edible","","Restaurant","(M),(R)","Sacramento","CA",1983,"","Bob Damron's Address Book","United States"
"8963","Incredible Edible","& soon on Fulton Ave.","Restaurant","(M),(R)","Sacramento","CA",1983,"","Bob Damron's Address Book","United States"
"8964","Incredible Edible","","Restaurant","(M),(R)","Sacramento","CA",1983,"","Bob Damron's Address Book","United States"
"8965","Inn on Castro","","Hotel","(H)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"8966","Inspiration","(Neighborhood Disco)(Liquor)","Bars/Clubs","(D),(*)","Long Beach","CA",1981,"","Bob Damron's Address Book","United States"
"8967","Interlude","","Bars/Clubs","","San Jose","CA",1981,"","Bob Damron's Address Book","United States"
"8968","Interlude","","Restaurant","(R)","Cupertino","CA",1981,"","Bob Damron's Address Book","United States"
"8969","Interlude","(Sun. brunch)(Some L)(WE*)","Bars/Clubs,Restaurant","(E),(D),(R),(L),(WE),(*)","San Jose","CA",1983,"","Bob Damron's Address Book","United States"
"8970","International Love Boutique","(Clothes, leather, 'toys', etc.)","Erotic Shop","","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"8971","International Love Boutique","(Clothes, leather, 'toys', etc.)","Erotic Shop","","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"8972","International Male","(Clothes)(Cruisy)","Business,Cruising Areas","","San Diego","CA",1981,"","Bob Damron's Address Book","United States"
"8973","International Male","(Clothing)","Business","","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"8974","International Male","(Clothing)","Business","","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"8975","International Male","(Clothes)","Business","","San Diego","CA",1983,"","Bob Damron's Address Book","United States"
"8976","Iron Hoof","(Liquor)","Bars/Clubs","(PT)","Palm Springs","CA",1981,"","Bob Damron's Address Book","United States"
"8977","Iron Spur","(Leather shop)(Also C -AH)","Bars/Clubs","(W),(SM),(PT),(C),(AH)","Garden Grove","CA",1981,"","Bob Damron's Address Book","United States"
"8978","Iron Spur","(leather shop) (Cruisy) (Also C-AH)","Bars/Clubs,Cruising Areas,Restaurant","(*),(SM),(PT),(C),(W)","Garden Grove","CA",1983,"","Bob Damron's Address Book","United States"
"8979","Iron Spur Saloon","(Some W, YC)(Cruisy) also Way Station","Bars/Clubs,Cruising Areas,Restaurant","(*),(W),(YC),(R),(E)","San Diego","CA",1981,"","Bob Damron's Address Book","United States"
"8980","Iron Spur Saloon","(Some W)(Cruisy)","Restaurant,Bars/Clubs,Cruising Areas","(*),(W),(R),(E)","San Diego","CA",1983,"","Bob Damron's Address Book","United States"
"8981","Ironworks","(Gym)","","(*)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"8982","Islander","(Some Latins)","Bars/Clubs","(D),(PT)","Huntington Park","CA",1981,"","Bob Damron's Address Book","United States"
"8983","Islander","(Some Latins)","","(D),(PT)","Huntington Park","CA",1983,"","Bob Damron's Address Book","United States"
"8984","Ivy's","at Gough","Restaurant","(R)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"8985","J.B.'s Supply","(Leather, etc.) (Above Pits)","Erotic Shop","","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"8986","Jac-Masters","","Bars/Clubs","","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"8987","Jack in the Box","","Cruising Areas","Cruisy Area","Laguna Beach","CA",1983,"","Bob Damron's Address Book","United States"
"8988","Jack's Turkish Bath","","Bathhouses","(OC)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"8989","Jack's Turkish Baths","","Bathhouses","(OC)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"8990","Jackson's","","Restaurant","(R)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"8991","Jaguar Book Store","('Wild back room')(3 floors)","Book Store","(*)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"8992","Jaguar Book Store","('Wild back room')(3 floor) (off Castro)","Book Store","(*)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"8993","Jai Alai Palace","(Green wing)","Cruising Areas","Cruisy Area","Tijuana","CA",1983,"","Bob Damron's Address Book","United States"
"8994","Jail House Motel","","Hotel","(H)","San Diego","CA",1981,"","Bob Damron's Address Book","United States"
"8995","Jason's II","(Book store)","Book Store","","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"8996","Jason's II","(Book store)","Book Store","","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"8997","Jason's Pub","(Some L)","Bars/Clubs","(L),(PT)","Rancho Cordova","CA",1983,"","Bob Damron's Address Book","United States"
"8998","Jewel's","(Some B, L)","Bars/Clubs","(B),(L),(OC),(SM)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"8999","Job Site","(Disco)","Bars/Clubs,Restaurant","(R),(D),(PT),(*)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9000","Jocks Trap","(Some W)","Bars/Clubs","(W)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9001","Joey's Cafe","","Restaurant","(M),(R)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9002","Joly's Pub","","Bars/Clubs","(OC),(WE),(*)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9003","Joly's Pub","(WE*)","Bars/Clubs","(OC),(WE),(*)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9004","Journey's Inn","(Beer & Wine)(Disco D - Thur. thru Sun.* )(Cl. midnight other nights)","Bars/Clubs,Restaurant","(R),(D),(*)","San Luis Obispo","CA",1981,"","Bob Damron's Address Book","United States"
"9005","Jubilee","(Disco - WE)","Bars/Clubs","(*),(L),(D),(WE)","Oakland","CA",1981,"","Bob Damron's Address Book","United States"
"9006","Jubilee","(Disco - WE)","Bars/Clubs","(L),(D),(*),(WE)","Oakland","CA",1983,"","Bob Damron's Address Book","United States"
"9007","Jungle","(Should be a winner)","Bars/Clubs","","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9008","Keith's","(Liquor)","Restaurant","(R),(*)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9009","Kelly's Saloon","","Bars/Clubs","(PT)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9010","Ken's River Club","(Some Orientals)","Bars/Clubs","(D)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9011","Ken's River Club","(Some Latins) (Disco)","Bars/Clubs","(D),(*)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9012","Kimo's","(Upstairs & downstairs cruise bar)","Bars/Clubs,Cruising Areas","(*)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9013","Kimo's","(Upstairs & downstairs cruise bar)","Bars/Clubs,Cruising Areas","(*)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9014","Kimo's","(Upstairs & downstairs cruise bar)","Bars/Clubs,Cruising Areas","(*)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9015","Kimo's","(Upstairs & downstairs cruise bar)","Bars/Clubs,Cruising Areas","(*)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9016","King's Court","(Men's custom hair styling)","Business","(*)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9017","King's Court","(barber)","Business","","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9018","King's Row","(Disco)","Bars/Clubs","(D),(AH),(PT)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9019","Kito's","","Bars/Clubs","(L),(PT)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9020","Kitty's Lounge Caravan Lodge","at Larkin","Bars/Clubs","","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9021","Klondike","(Beer & Wine)","","","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9022","Kneeling Park","T-Room (Nice)","Cruising Areas","Cruisy Area","Clearlake","CA",1983,"","Bob Damron's Address Book","United States"
"9023","Knotty Keg","","Bars/Clubs","(L),(PT)","Garden Grove","CA",1981,"","Bob Damron's Address Book","United States"
"9024","Kokpit","('Queens court')","Bars/Clubs","(OC)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9025","Kokpit","('Queens court')","Bars/Clubs","(OC)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9026","Kung Food","(Vegetarian R)","Restaurant","(M)","San Diego","CA",1981,"","Bob Damron's Address Book","United States"
"9027","L.A. Bar","(Disco)","Bars/Clubs","(D),(PT),(WE),(*)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9028","L.A. Tool Co.","(Wild back room)","Bars/Clubs","(*),(P),(BYOB)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9029","L.A.A.D.","(L.A. After Dark)","Bars/Clubs","(P),(AH),(*)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9030","L.A.C.C.","#NAME?","Cruising Areas","Cruisy Area","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9031","L.A.C.C.","(Downstairs T-Room) (Da Vinci Hall)","Cruising Areas","Cruisy Area","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9032","La Cienega Park","behind tennis courts","Cruising Areas","Cruisy Area","Beverly Hills","CA",1983,"","Bob Damron's Address Book","United States"
"9033","La Mesia","","Restaurant","(M),(PE),(R)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9034","La Palma Park","T-Room","Cruising Areas","Cruisy Area,(AYOR)","Anaheim","CA",1983,"","Bob Damron's Address Book","United States"
"9035","La Palma Park T-Room","","Cruising Areas","Cruisy Area,(AYOR)","Anaheim","CA",1981,"","Bob Damron's Address Book","United States"
"9036","La Rondalla","(Mexican R)","Restaurant","(M),(R)","San Francisco","CA",1981,"Found on Google Search","Bob Damron's Address Book","United States"
"9037","La Tura Motel","","Hotel","(M),(H)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9038","La Tura Motel","","Hotel","(M),(H)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9039","Lafayette Park","","Cruising Areas","Cruisy Area","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9040","Lafayette Park","(Nights)","Cruising Areas","Cruisy Area,(*)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9041","Laguna Hills Mall","","Cruising Areas","Cruisy Area","Laguna Beach","CA",1983,"","Bob Damron's Address Book","United States"
"9042","Laguna Lake Park","at dusk","Cruising Areas","Cruisy Area","San Luis Obispo","CA",1981,"","Bob Damron's Address Book","United States"
"9043","Lake Lounge","(Some W)(Open days)","Bars/Clubs","(W)","Oakland","CA",1981,"","Bob Damron's Address Book","United States"
"9044","Lake Lounge","(Some W)(Open days)","Bars/Clubs","(W)","Oakland","CA",1983,"","Bob Damron's Address Book","United States"
"9045","Lake Merrit","","Cruising Areas","Cruisy Area","Oakland","CA",1981,"","Bob Damron's Address Book","United States"
"9046","Lake Merritt","(Avoid nites)","Cruising Areas","(AYOR),Cruisy Area","Oakland","CA",1983,"","Bob Damron's Address Book","United States"
"9047","Lake Tamescal Park & Beach","","Cruising Areas","Cruisy Area","Berkeley","CA",1981,"","Bob Damron's Address Book","United States"
"9048","Lake Tamescal Park & Beach","","Cruising Areas","Cruisy Area","Berkeley","CA",1983,"","Bob Damron's Address Book","United States"
"9049","Lamp Lighter","","Bars/Clubs","(M),(PT)","Indio","CA",1981,"","Bob Damron's Address Book","United States"
"9050","Lamp Lighter","","Bars/Clubs","(M),(PT)","Indio","CA",1983,"","Bob Damron's Address Book","United States"
"9051","Lancer's","(Disco)(Cruisy)","Cruising Areas,Bars/Clubs","(YC),(D)","Oakland","CA",1981,"","Bob Damron's Address Book","United States"
"9052","Lancer's","(Disco)","Bars/Clubs","(YC),(D)","Oakland","CA",1983,"","Bob Damron's Address Book","United States"
"9053","Land's End","(Some Fuzz - AYOR)","Cruising Areas","Cruisy Area,(AYOR),(*)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9054","Land's End","(Some Fuzz - AYOR)","Cruising Areas","Cruisy Area,(*),(AYOR)","San Francisco","CA",1983,"Trail and look out center: https://www.nps.gov/goga/planyourvisit/landsend.htm","Bob Damron's Address Book","United States"
"9055","Landmark","","Bars/Clubs","(S)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9056","Landmark","","Bars/Clubs","(S)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9057","Last Drop Cafe","","Restaurant","(M),(R)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9058","Laurel Theatre","","Theatre","","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9059","Le Bar","(Looks promising)","Bars/Clubs","","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9060","Le Chalet","(French R)","Restaurant","(R),(M)","Guerneville","CA",1981,"","Bob Damron's Address Book","United States"
"9061","Le Chop Shop","(Haircutters)","Business","","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9062","Le Disque","","Bars/Clubs","(D)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9063","Le Disque","","Bars/Clubs","(*)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9064","Le Domino","(French R Upstairs*) at Florida","Restaurant","(R),(*)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9065","Le Domino","(French R Upstairs*) at Florida","Restaurant","(R),(*)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9066","Le Salon Book Store","","Book Store","(*)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9067","Le Sex Shoppe","(Cruisy back room)","Cruising Areas,Erotic Shop","","San Bernardino","CA",1983,"","Bob Damron's Address Book","United States"
"9068","Le Sex Shoppe","(Cruisy back room)","Cruising Areas,Erotic Shop","","San Bernardino","CA",1983,"","Bob Damron's Address Book","United States"
"9069","Le Tenor","(Should be a winner)","Restaurant","(R)","Guerneville","CA",1983,"","Bob Damron's Address Book","United States"
"9070","Lean Two","","Restaurant","(R),(C),(AH)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9071","Leather by Leather","","Business","","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9072","Leather by Leather","","Erotic Shop","","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9073","Leather Forever","(Clothes, leather, erotica, etc.) nr. Washington","Erotic Shop","(*)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9074","Leather Forever","(Clothes, leather, erotica, etc.) nr. Market & Castro","Erotic Shop","(*)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9075","Leather Forever","(Clothes, leather, etc.)","Erotic Shop","(*)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9076","Leather Forever","(Clothes, leather, etc.)","Erotic Shop","(*)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9077","Leather Game","(Leather, clothes, toys, uniforms, etc.)","Business","(*)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9078","Leather Game","(Leather, clothes, toys, uniforms, etc.)","Erotic Shop","","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9079","Leathermaker","(Clothes, etc.)","Business","","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9080","Lemon Twist","(Some OC)","Bars/Clubs","(OC),(E),(WE)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9081","Lemon Twist","(Some OC) (E-WE)","Bars/Clubs","(OC),(E),(WE)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9082","Li'l Ed's","(Some W)","Bars/Clubs","(W),(AH),(WE)","Hayward","CA",1981,"","Bob Damron's Address Book","United States"
"9083","Li'l Lucy's","(Fun & cruisy)(Also AH - WE)","Cruising Areas,Bars/Clubs","(*),(PT),(AH),(WE)","Long Beach","CA",1981,"","Bob Damron's Address Book","United States"
"9084","Liberty Baths","betw. Polk & Van Ne","Bathhouses","(*)","San Francisco","CA",1981,"pdf scan cut off address description (pg.108--book pg. 106)","Bob Damron's Address Book","United States"
"9085","Liberty Baths","betw. Polk & Van Ness","Bathhouses","","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9086","Liberty Inn","","Hotel","(*),(H)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9087","Library","(Liquor)(Looks promising)","Restaurant","(R),(PT)","San Bernardino","CA",1983,"","Bob Damron's Address Book","United States"
"9088","Library Park","","Cruising Areas","Cruisy Area","Lakeport","CA",1983,"","Bob Damron's Address Book","United States"
"9089","Lil' Lucy's","(Fun & cruisy) (Also AH - WE)","Bars/Clubs,Cruising Areas","(PT),(*),(AH),(WE)","Long Beach","CA",1983,"","Bob Damron's Address Book","United States"
"9090","Lillian's","","Restaurant","(R)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9091","Line-Up","(Mexican)","Restaurant","(R),(*)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9092","Lineup","(SM, W) (DJ but No D)(Cruisy)","Bars/Clubs,Cruising Areas","(SM),(W),(PT),(*)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9093","Lion Pub","(Also good afternoons) Corner of Sacramento & Divisadero Sts.","Bars/Clubs","(*)","San Francisco","CA",1981,"","Bob Damron's Address Book","United States"
"9094","Lion Pub","","Bars/Clubs","","San Francisco","CA",1983,"Closed was up for sale as a single-family home in 2018: https://sf.curbed.com/2018/2/26/17054768/lions-den-pacific-heights-divisadero-bar-house-sale","Bob Damron's Address Book","United States"
"9095","Lioness Book Store","","Book Store","(L)","Sacramento","CA",1983,"","Bob Damron's Address Book","United States"
"9096","Little Joy","(Latins)","Bars/Clubs","","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9097","Little Joy","(Latins)","Bars/Clubs","","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9098","Little Michelle's","","Restaurant","(M),(R)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9099","Little Shrimp","(Piano bar - patio in Summer)","Restaurant,Bars/Clubs","(*),(R),(E)","Laguna Beach","CA",1981,"","Bob Damron's Address Book","United States"
"9100","Little Shrimp","(Piano bar - patio in Summer)","Bars/Clubs,Restaurant","(*),(R),(E)","Laguna Beach","CA",1983,"","Bob Damron's Address Book","United States"
"9101","Lloyd's","(Bar only - late)","Restaurant,Bars/Clubs","(M),(R)","Running Springs","CA",1981,"","Bob Damron's Address Book","United States"
"9102","Llyod's","(Bar only - late) 6 mi. from Arrowhead","Restaurant","(M),(R)","Running Springs","CA",1983,"","Bob Damron's Address Book","United States"
"9103","Loading Zone","at Date","Bars/Clubs","(SM),(W),(FFA),(*)","San Diego","CA",1983,"","Bob Damron's Address Book","United States"
"9104","Lobster Trap","","Restaurant","(M),(R)","Oxnard","CA",1981,"","Bob Damron's Address Book","United States"
"9105","Lobster Trap","","Restaurant","(M),(R)","Oxnard","CA",1983,"","Bob Damron's Address Book","United States"
"9106","Locker Room","(Books & peep shows)","Book Store","(*)","San Francisco","CA",1981,"pdf scan cut off address (pg.108--book pg. 106)","Bob Damron's Address Book","United States"
"9107","Locker Room","(Books & peep shows)","Book Store,Erotic Shop","(*)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9108","Lodge","(Cruisy)(Liquor)","Cruising Areas,Bars/Clubs","(D),(PT),(*)","Los Angeles","CA",1981,"","Bob Damron's Address Book","United States"
"9109","Lodge","(Cruisy)(Liquor)","Bars/Clubs,Cruising Areas","(D),(PT),(*)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9110","Loft","","Bars/Clubs","","San Diego","CA",1981,"","Bob Damron's Address Book","United States"
"9111","Loft","(Neighborhood)","Bars/Clubs","(OC)","San Diego","CA",1983,"","Bob Damron's Address Book","United States"
"9112","Lombard Plaza","","Hotel","(M),(H),(*)","San Francisco","CA",1983,"","Bob Damron's Address Book","United States"
"9113","Lombard-Starfield","(Disco)","Bars/Clubs","(P),(D),(*)","San Diego","CA",1981,"","Bob Damron's Address Book","United States"
"9114","Lone Star","(Some L) (Looks promising) (Disco-WE)","Bars/Clubs","(L),(D),(PT),(WE)","Bakersfield","CA",1983,"","Bob Damron's Address Book","United States"
"9115","Long Beach Travel Service","","Travel Service","(*)","Long Beach","CA",1981,"","Bob Damron's Address Book","United States"
"9116","Long Beach Travel Service","","","(*)","Long Beach","CA",1983,"","Bob Damron's Address Book","United States"
"9117","Los Barrilitos","(Mexican R)","Restaurant","(M),(R),(S)","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States"
"9118","Lost & Found","(Disco)(Has had problems)","Bars/Clubs","(D)","Redondo Beach","CA",1981,"","Bob Damron's Address Book","United States"
