"geocode.value","lon","lat","geoAddress"
"Gahanna, OH",-82.8793446,40.0192307,"gahanna, oh, usa"
"South Kure Beach, NC",-77.9072081,33.9968399,"kure beach, nc, usa"
"Columbus, MS",-88.4272627,33.4956744,"columbus, ms, usa"
"Winter Springs, FL",-81.3081226,28.6988853,"winter springs, fl, usa"
"St.Helena, CA",-122.4703868,38.5052429,"st helena, ca, usa"
"Grandview, OH",-83.0407403,39.9797863,"grandview heights, oh, usa"
"Cranston, RI",-71.4372796,41.7798226,"cranston, ri, usa"
"Deltona, FL",-81.2636738,28.9005446,"deltona, fl, usa"
"Imperial, MO",-90.3784525,38.3697763,"imperial, mo, usa"
"Harrodsburg, KY",-84.8433006,37.7623374,"harrodsburg, ky 40330, usa"
"Grenta, LA",-90.0539603,29.9146493,"gretna, la, usa"
"South Burlington, VT",-73.1771872,44.4654257,"south burlington, vt, usa"
"Boynton Beach, FL",-80.0905465,26.5317866,"boynton beach, fl, usa"
"Alameda, CA",-122.2821855,37.7798721,"alameda, ca, usa"
"Heflin, AL",-85.5842385,33.6444926,"heflin, al 36264, usa"
"West Los Angeles, CA",-118.4317487,34.0438972,"west los angeles, los angeles, ca, usa"
"Wauwatosa, WI",-88.0075875,43.0494572,"wauwatosa, wi, usa"
"Puunene, Kauai, HI",-156.4535238,20.8657526,"puunene, kahului, hi 96732, usa"
"St. Cloud, FL",-81.2812895,28.2488949,"st cloud, fl, usa"
"Humble, TX",-95.2621553,29.9988312,"humble, tx, usa"
"High Point, NC",-80.0053176,35.9556923,"high point, nc, usa"
"New Richmond, MI",-86.1055918,42.6478043,"new richmond, manlius township, mi 49408, usa"
"Stow, OH",-81.4403898,41.1595005,"stow, oh, usa"
"St John Island, SC",-81.1637245,33.836081,"south carolina, usa"
"New Port Richey, FL",-82.7192671,28.2441768,"new port richey, fl, usa"
"East Hollywood, CA",-118.2917536,34.0908443,"east hollywood, los angeles, ca, usa"
"Addison, TX",-96.8291685,32.96179,"addison, tx, usa"
"Riverdale, NY",-73.9088276,40.8996183,"riverdale, bronx, ny, usa"
"Full City, MN",-94.6858998,46.729553,"minnesota, usa"
"Moss Point, MS",-88.5344601,30.4115881,"moss point, ms, usa"
"Sandy Springs, GA",-84.3733147,33.9304352,"sandy springs, ga, usa"
"Catonsville, MD",-76.7319161,39.2720509,"catonsville, md, usa"
"Kearney Mesa, CA",-117.1441227,32.8283909,"kearny mesa, san diego, ca, usa"
"Multnomah, OR",-122.5863212,45.5145659,"multnomah county, or, usa"
"Bay Ridge, NY",-74.0298767,40.6263732,"bay ridge, brooklyn, ny, usa"
"Chipita Park, CO",-104.9972562,38.9204464,"cascade-chipita park, co, usa"
"Gordo, AL",-87.9027962,33.3201178,"gordo, al 35466, usa"
"Sylmar, CA",-118.4588292,34.2994874,"sylmar, los angeles, ca, usa"
"Whitter, CA",-118.0326781,33.9754423,"whittier, ca, usa"
"Vero Beach, FL",-80.3946317,27.638635,"vero beach, fl, usa"
"Fairview Park, OH",-81.8643039,41.4414366,"fairview park, oh, usa"
"Hazel Park, MI",-83.1040912,42.4625362,"hazel park, mi 48030, usa"
"Taylor, MI",-83.2696509,42.240872,"taylor, mi 48180, usa"
"Canton, MI",-83.4871494,42.307458,"canton township, mi, usa"
"Casa Grande, AZ",-111.7733902,32.9110027,"casa grande, az, usa"
"Winslow, AZ",-110.6973571,35.0241873,"winslow, az 86047, usa"
"Prairie Creek, AR",-94.0618685,36.3420189,"prairie creek, ar 72756, usa"
"Barstow, CA",-117.0172826,34.8957957,"barstow, ca, usa"
"Big Bear, CA",-116.9114215,34.2438963,"big bear lake, ca, usa"
"Brea, CA",-117.9002918,33.916475,"brea, ca, usa"
"Burbank, CA",-118.3074827,34.1820605,"burbank, ca, usa"
"Calexico, CA",-115.4988834,32.6789476,"calexico, ca, usa"
"El Centro, CA",-115.5630514,32.792,"el centro, ca, usa"
"Hillsborough, CA",-122.3794163,37.5741032,"hillsborough, ca 94010, usa"
"Indio, CA",-116.2155619,33.7205771,"indio, ca, usa"
"Laguna Hills, CA",-117.6986604,33.5916433,"laguna hills, ca, usa"
"La Mesa, CA",-117.0230839,32.7678287,"la mesa, ca, usa"
"Lompoc, CA",-120.4579409,34.6391501,"lompoc, ca, usa"
"Century City, CA",-118.4162157,34.0531973,"century city, los angeles, ca, usa"
"Myers Flat, CA",-123.8700843,40.2664122,"myers flat, ca 95554, usa"
"Plymouth, CA",-120.844659,38.4818531,"plymouth, ca 95669, usa"
"Bloomington, CA",-117.3958797,34.07029,"bloomington, ca, usa"
"Highland, CA",-117.2015791,34.1211873,"highland, ca, usa"
"South Pasadena, CA",-118.1503488,34.1161196,"south pasadena, ca 91030, usa"
"Dillon, CO",-106.0433518,39.6302643,"dillon, co, usa"
"Wheat Ridge, CO",-105.0772063,39.766098,"wheat ridge, co, usa"
"Brookfield, CT",-73.3877826,41.4660052,"brookfield, ct 06804, usa"
"Meridien, CT",-72.8070435,41.5381535,"meriden, ct, usa"
"Middleton, CT",-72.6506488,41.5623209,"middletown, ct 06457, usa"
"Torrington, CT",-73.1211715,41.8003049,"torrington, ct 06790, usa"
"Boca Ration, FL",-80.1289321,26.3683064,"boca raton, fl, usa"
"Crestview, FL",-86.5727995,30.7541808,"crestview, fl, usa"
"Ft. Walton Beach, FL",-86.6170308,30.4200708,"fort walton beach, fl, usa"
"Valpariso, FL",-86.5027282,30.5085309,"valparaiso, fl, usa"
"Marianna, FL",-85.2268735,30.7743596,"marianna, fl, usa"
"Kalapana Beach, Hawaii, HI",-154.9769444,19.3555556,"kalapana beach, kalapana, hi 96778, usa"
"Kaneohe, Hawaii, HI",-157.799637,21.4028819,"kaneohe, hi 96744, usa"
"Mountain View, Hawaii, HI",-155.131581,19.5305612,"mountain view, hi, usa"
"Lahina, Maui, HI",-156.6816195,20.882371,"lahaina, hi, usa"
"Benton, IL",-88.9201131,37.9968069,"benton, il, usa"
"Danville, IL",-87.6300207,40.124481,"danville, il, usa"
"Des Plains, IL",-87.8876429,42.0416537,"des plaines, il, usa"
"Shiller Park, IL",-87.8708965,41.9558637,"schiller park, il, usa"
"Andrews, IN",-85.6016458,40.8625448,"andrews, in 46702, usa"
"Beverly Shores, IN",-86.9899459,41.679613,"beverly shores, in, usa"
"Lagro, IN",-85.7302608,40.8380995,"lagro, in, usa"
"Clinton, IA",-90.1887379,41.8444735,"clinton, ia, usa"
"Jefferson, IA",-94.3774232,42.0172457,"jefferson, ia 50129, usa"
"Lyons, KS",-98.2017268,38.3450104,"lyons, ks 67554, usa"
"Winfield, KS",-96.9955918,37.2397486,"winfield, ks, usa"
"Florence, KY",-84.6266111,38.9989499,"florence, ky, usa"
"W. Monroe, LA",-92.1193012,32.5093109,"monroe, la, usa"
"Ruston, LA",-92.637927,32.5232053,"ruston, la 71270, usa"
"Sherveport, LA",-93.7514874,32.5130159,"shreveport, la, usa"
"Liberty, ME",-69.3026507,44.3893688,"liberty, me 04949, usa"
"Sanford, ME",-70.7750575,43.438809,"sanford, me, usa"
"Silver Springs, MD",-77.026088,38.9906657,"silver spring, md, usa"
"Bourne, MA",-70.6034258,41.7495852,"bourne, ma, usa"
"Duxbury, MA",-70.6717028,42.0393842,"duxbury, ma, usa"
"Harwich, MA",-70.0713457,41.6880918,"harwich, ma, usa"
"Holyoke, MA",-72.6162009,42.2042586,"holyoke, ma, usa"
"Marlborough, MA",-71.5522874,42.3459271,"marlborough, ma, usa"
"Milford, MA",-71.5191856,42.1415784,"milford, ma 01757, usa"
"Stockbridge, MA",-73.3203862,42.2875874,"stockbridge, ma, usa"
"Sudbury, MA",-71.4161725,42.3834278,"sudbury, ma, usa"
"Swansea, MA",-71.1895617,41.748162,"swansea, ma 02777, usa"
"Taunton, MA",-71.0897674,41.900101,"taunton, ma, usa"
"Uxbridge, MA",-71.6302532,42.0772429,"uxbridge, ma, usa"
"Bay City, MI",-83.8888647,43.5944677,"bay city, mi, usa"
"Big Rapids, MI",-85.4836557,43.6980782,"big rapids, mi 49307, usa"
"Brooklyn, MI",-84.2482819,42.105874,"brooklyn, mi 49230, usa"
"Clare, MI",-84.7686281,43.8194703,"clare, mi 48617, usa"
"Coloma, MI",-86.308356,42.1861494,"coloma, mi 49038, usa"
"New Buffalo, MI",-86.7439154,41.7939302,"new buffalo, mi 49117, usa"
"Rochester, MI",-83.1338214,42.680588,"rochester, mi, usa"
"White Pigeon, MI",-85.6432098,41.7981758,"white pigeon, mi 49099, usa"
"Batesville, MS",-89.9442567,34.3114982,"batesville, ms 38606, usa"
"Forest, MS",-89.4742348,32.3645888,"forest, ms 39074, usa"
"Greenville, MS",-91.0377029,33.399661,"greenville, ms, usa"
"Hernando, MS",-89.9937018,34.823987,"hernando, ms, usa"
"Magee, MS",-89.7336852,31.8737712,"magee, ms, usa"
"Morton, MS",-89.6545171,32.3537557,"morton, ms 39117, usa"
"Huntsville, MO",-92.5451834,39.440589,"huntsville, mo, usa"
"Shawnee, KS",-94.7151865,39.0228485,"shawnee, ks, usa"
"New Madrid, MO",-89.5278547,36.5864488,"new madrid, mo, usa"
"Intervale, NH",-71.1399629,44.0746835,"intervale, conway, nh 03845, usa"
"Salem, NH",-71.2008912,42.7885553,"salem, nh 03079, usa"
"Walpole, NH",-72.4258229,43.0794944,"walpole, nh, usa"
"Bayonne, NJ",-74.1178151,40.6683557,"bayonne, nj, usa"
"Blackwood, NJ",-75.0640602,39.8023363,"blackwood, gloucester township, nj 08012, usa"
"Covent Station, NJ",-74.4457962,40.7802559,"convent station, morris twp, nj 07960, usa"
"Eatontown, NJ",-74.0519945,40.290732,"eatontown, nj, usa"
"Fairview, NJ",-74.0081779,40.8208397,"fairview, nj, usa"
"Hackettstown, NJ",-74.8292036,40.8538072,"hackettstown, nj 07840, usa"
"Kenvil, NJ",-74.6185913,40.8796025,"kenvil, roxbury township, nj, usa"
"Lakewood, NJ",-74.2152899,40.0864132,"lakewood, nj, usa"
"Mine Hill, NJ",-74.601775,40.879911,"mine hill township, nj, usa"
"Neptune, NJ",-74.0270245,40.2094787,"neptune township, nj, usa"
"Paulsboro, NJ",-75.2404408,39.8302256,"paulsboro, nj 08066, usa"
"Alburquerque, NM",-106.650422,35.0843859,"albuquerque, nm, usa"
"Kirkwood, NY",-75.7968698,42.0399825,"kirkwood, ny 13795, usa"
"Lockport, NY",-78.6903098,43.1706128,"lockport, ny 14094, usa"
"Rock Hill, NY",-74.5976603,41.6259256,"rock hill, ny, usa"
"Bakersville, NC",-82.1587351,36.0156735,"bakersville, nc 28705, usa"
"Hertford, NC",-76.4660519,36.1901579,"hertford, nc 27944, usa"
"Roanoke Rapids, NC",-77.6541464,36.4615395,"roanoke rapids, nc 27870, usa"
"Mekinock, ND",-97.3634153,48.012765,"mekinock, nd 58258, usa"
"Coshocton, OH",-81.8595756,40.2720151,"coshocton, oh 43812, usa"
"Lebanon, OH",-84.2029922,39.4353373,"lebanon, oh 45036, usa"
"Marion, OH",-83.1285242,40.5886699,"marion, oh 43302, usa"
"Strasburg, OH",-81.5267864,40.5947844,"strasburg, oh 44680, usa"
"Hugo, OK",-95.5096821,34.01066,"hugo, ok 74743, usa"
"Thackerville, OK",-97.143376,33.7951853,"thackerville, ok 73459, usa"
"Sunnyvale, OR",-122.0363496,37.36883,"sunnyvale, ca, usa"
"Bellwood, PA",-78.3344385,40.6024006,"bellwood, pa 16617, usa"
"Bridgeville, PA",-80.1100556,40.3561805,"bridgeville, pa 15017, usa"
"Collegeville, PA",-75.451571,40.1856597,"collegeville, pa 19426, usa"
"Danville, PA",-76.6127329,40.96342,"danville, pa 17821, usa"
"Edwardsville, PA",-75.9163085,41.2695257,"edwardsville, pa, usa"
"Indiana, PA",-79.1525349,40.6214551,"indiana, pa, usa"
"Mahanoy City, PA",-76.1416033,40.8125881,"mahanoy city, pa 17948, usa"
"Northumberland, PA",-76.7974653,40.8917519,"northumberland, pa 17857, usa"
"Philipsburg, PA",-78.2205688,40.8964465,"philipsburg, pa 16866, usa"
"Pottsville, PA",-76.1970575,40.6877265,"pottsville, pa 17901, usa"
"Selinsgrove, PA",-76.8621935,40.7989735,"selinsgrove, pa 17870, usa"
"Shamokin Dam, PA",-76.8196897,40.8486959,"shamokin dam, pa, usa"
"Soudertown, PA",-75.3251759,40.3117706,"souderton, pa 18964, usa"
"Uniontown, PA",-79.7164326,39.900076,"uniontown, pa 15401, usa"
"Willow Grove, PA",-75.1157286,40.1439985,"willow grove, pa, usa"
"Gaffney, SC",-81.6498195,35.0717945,"gaffney, sc, usa"
"Cowan, TN",-86.0105376,35.1645273,"cowan, tn, usa"
"Dandridge, TN",-83.4148895,36.0153693,"dandridge, tn, usa"
"Jonesborough, TN",-82.4734787,36.2942722,"jonesborough, tn 37659, usa"
"Bastrop, TX",-97.3152701,30.1104947,"bastrop, tx 78602, usa"
"Brownsville, TX",-97.4974838,25.9017472,"brownsville, tx, usa"
"Bryan - College Station, TX",-96.4929797,30.825147,"texas, usa"
"Columbus, TX",-96.5396933,29.7066232,"columbus, tx, usa"
"Dalhart, TX",-102.5132497,36.0594772,"dalhart, tx 79022, usa"
"Gainesville, TX",-97.1333453,33.6259414,"gainesville, tx 76240, usa"
"Grapevine Lake, TX",-97.0874964,32.9847426,"grapevine lake, texas, usa"
"Irving, TX",-96.9546899,32.8136151,"irving, tx, usa"
"Monahans, TX",-102.8926536,31.5942991,"monahans, tx, usa"
"Odessa - Midland, TX",-102.3676431,31.8456816,"odessa, tx, usa"
"Provo, UT",-111.6669789,40.2335349,"provo, ut, usa"
"Spanish Fork Canyon, UT",-111.5960297,40.0838445,"spanish fork canyon, spanish fork, ut 84660, usa"
"Wells River, VT",-72.0470357,44.1542302,"wells river, newbury, vt 05081, usa"
"Charlottte Amalie, VI",-64.93106,18.3418571,"charlotte amalie, st thomas 00802, usvi"
"Frederiksted, VI",-64.8818053,17.7122979,"frederiksted, st croix, usvi"
"St. Barts, VI",-62.833333,17.9,"st barthélemy"
"Blacksburg, VA",-80.4150745,37.2300668,"blacksburg, va, usa"
"Williamsburg, VA",-76.7098049,37.2757305,"williamsburg, va, usa"
"Pomeroy, WA",-117.6026896,46.4748738,"pomeroy, wa 99347, usa"
"Richland, WA",-119.2751996,46.28042,"richland, wa, usa"
"Snohomish, WA",-122.0981848,47.9128756,"snohomish, wa 98290, usa"
"Westport, WA",-124.1040613,46.8900903,"westport, wa 98595, usa"
"Pence, WI",-90.2715658,46.4152257,"pence, wi 54550, usa"
"Rawlins, WY",-107.2386627,41.7910697,"rawlins, wy 82301, usa"
"Descanso, CA",-116.6140437,32.8584782,"descanso, ca, usa"
"Idylwild, CA",-116.7152556,33.7467471,"idyllwild-pine cove, ca, usa"
"Red Buff, CA",-122.2358302,40.1784886,"red bluff, ca 96080, usa"
"Richmond, CA",-122.3432717,37.9374723,"richmond, ca, usa"
"North Haven, CT",-72.8595447,41.3909139,"north haven, ct 06473, usa"
"Madeira, FL",-82.7973247,27.7980814,"madeira beach, fl, usa"
"Pompano, FL",-80.1251021,26.2305913,"pompano beach, fl, usa"
"Kalapana Beach, HI",-154.9769444,19.3555556,"kalapana beach, kalapana, hi 96778, usa"
"Haena, Kauai, HI",-159.5708121,22.2188644,"haena, hi 96746, usa"
"Joilet, IL",-88.0829698,41.5249512,"joliet, il, usa"
"Monroe City, IL",-90.2659501,38.2558874,"monroe city, il 62298, usa"
"Richmond, IL",-88.3059251,42.4758522,"richmond, il 60071, usa"
"Wanatah, IN",-86.8991211,41.429464,"wanatah, in 46390, usa"
"Cave City, KY",-85.9569195,37.1367171,"cave city, ky 42127, usa"
"Elizabethtown, KY",-85.8712385,37.7043065,"elizabethtown, ky, usa"
"Vinton, LA",-93.5813576,30.1911244,"vinton, la 70668, usa"
"South China, ME",-69.5709229,44.3949791,"south china, china, me 04358, usa"
"Cuttyhunk Island, MA",-70.9338747,41.4182719,"cuttyhunk island, gosnold, ma 02713, usa"
"Marshfield, MA",-70.7102896,42.0919178,"marshfield, ma, usa"
"Seekonk, MA",-71.3369972,41.808434,"seekonk, ma 02771, usa"
"Afton, MN",-92.7835373,44.9027452,"afton, mn, usa"
"Madison, NH",-71.1484028,43.8992395,"madison, nh, usa"
"Maplecrest, NJ",-74.1868074,42.2759192,"maplecrest, ny 12454, usa"
"Long Island/Suffolk CO., NY",-72.6151169,40.9848784,"suffolk county, ny, usa"
"Long Island/Nassau CO., NY",-73.5594128,40.6546145,"nassau county, ny, usa"
"Somers, NY",-73.7360175,41.2996305,"somers, ny, usa"
"Cashiers, NC",-83.0996354,35.111906,"cashiers, nc 28717, usa"
"Coos Bay-North Bend, OR",-124.2247088,43.4095958,"750 connecticut ave, north bend, or 97459, usa"
"Mercer, PA",-80.2397852,41.2270025,"mercer, pa 16137, usa"
"Oak Ridge, TN",-84.2696449,36.0103561,"oak ridge, tn, usa"
"St. Andrews, TN",-85.8924777,35.2111925,"st andrews, tn 37375, usa"
"Lopez Island/San Juan Islands, WA",-122.9131636,48.5242704,"lopez island, wa 98261, usa"
"Longvale, CA",-123.428268,39.555126,"longvale, ca 95490, usa"
"Darien, CT",-73.4686858,41.0771914,"darien, ct, usa"
"Palm Bay, FL",-80.5886646,28.0344621,"palm bay, fl, usa"
"Wailua, Kauai, HI",-159.3424803,22.0589139,"wailua, hi 96746, usa"
"Fruitland, ID",-116.9165461,44.0076639,"fruitland, id, usa"
"Newton, KS",-97.3450365,38.0466779,"newton, ks, usa"
"Winthrop, MA",-70.9862693,42.374776,"winthrop, ma, usa"
"Liberty, MI",-84.4172666,42.1204171,"liberty township, mi, usa"
"Redford, MI",-83.2958857,42.3995939,"redford township, mi, usa"
"Derry, NH",-71.3241656,42.8819702,"derry, nh 03038, usa"
"Old Forge, NY",-74.9734809,43.7100885,"old forge, ny, usa"
"Schroon Lake, NY",-73.7618292,43.8383684,"schroon lake, ny 12870, usa"
"Bucyrus, OH",-82.9754649,40.8083909,"bucyrus, oh 44820, usa"
"Marysville, OH",-83.3669504,40.2364032,"marysville, oh 43040, usa"
"Piketon, OH",-83.0143443,39.0681252,"piketon, oh 45661, usa"
"Port Clinton, OH",-82.9376919,41.5119954,"port clinton, oh 43452, usa"
"Talent, OR",-122.7886462,42.2456844,"talent, or 97540, usa"
"Brattlebro, VT",-72.5574085,42.8508016,"brattleboro, vt 05301, usa"
"Nassau, Bahamas, VI",-77.3503609,25.0443312,"nassau, the bahamas"
"Ft. Smith, AK",-94.4209646,35.3843722,"fort smith, ar, usa"
"Prairie Creek, AK",-94.0618685,36.3420189,"prairie creek, ar 72756, usa"
"Russellville, AK",-93.1337007,35.278116,"russellville, ar, usa"
"Texarkana, AK",-94.0361745,33.4304827,"texarkana, ar 71854, usa"
"Kingsburg, CA",-119.5541061,36.5139516,"kingsburg, ca, usa"
"Lake Elsinore, CA",-117.3276917,33.6680447,"lake elsinore, ca, usa"
"Temecula, CA",-117.1488156,33.4934243,"temecula, ca, usa"
"Tulare, CA",-119.3473379,36.2077288,"tulare, ca 93274, usa"
"Crested Butte, CO",-106.9878231,38.8697146,"crested butte, co 81224, usa"
"West Windsor, CT",-72.6846046,41.8978215,"west st, windsor, ct 06095, usa"
"Destin, FL",-86.4836234,30.389606,"destin, fl 32541, usa"
"Navarre Beach, FL",-86.8872587,30.3815556,"navarre beach, fl, usa"
"Coeur D'Alene, ID",-116.7812225,47.6734632,"coeur d'alene, id, usa"
"Yates Center, KS",-95.7333175,37.8811472,"yates center, ks 66783, usa"
"Bar Habor, ME",-68.2042989,44.3875617,"bar harbor, me, usa"
"Mt. Holly, NJ",-74.7855812,39.9931696,"mt holly, nj, usa"
"Vallecitos, NM",-106.1166881,36.4950177,"vallecitos, nm 87581, usa"
"Orangeburg, NY",-73.9451952,41.0468361,"orangeburg, ny, usa"
"Duryea, PA",-75.7624387,41.3513207,"duryea, pa, usa"
"Luquillo Beach, PR",-65.7295596,18.3843827,"luquillo beach, luquillo 00773, puerto rico"
"Fort Mill, SC",-80.9450759,35.0073697,"fort mill, sc, usa"
"Russellville, KY",-86.887219,36.8453199,"russellville, ky 42276, usa"
"N. Hollywood, CA",-118.3877732,34.1866635,"north hollywood, los angeles, ca, usa"
"Idaho Falls, CO",-112.0407506,43.4926602,"idaho falls, id, usa"
"Woodland Hills, CO",-118.6058267,34.1685035,"woodland hills, los angeles, ca, usa"
"Pembroke Park, FL",-80.1752738,25.9847308,"pembroke park, fl, usa"
"Rolling Prairie, IN",-86.6158538,41.6708771,"rolling prairie, in 46371, usa"
"Wayne, MI",-83.3863214,42.2814269,"wayne, mi 48184, usa"
"Beverly Hills, MI",-83.2625577,42.516131,"beverly hills, mi 48025, usa"
"Castle Danger, MN",-91.5032301,47.1207617,"castle danger, silver creek township, mn 55616, usa"
"Rushton, MN",-96.1041752,44.1767938,"ruthton, mn 56170, usa"
"Independence, MO",-94.4155068,39.0911161,"independence, mo, usa"
"Northfield, NJ",-74.5534026,39.3753714,"northfield, nj 08225, usa"
"Voorhees, NJ",-74.9416855,39.8448391,"voorhees township, nj 08043, usa"
"Tonawanda, NY",-78.880315,43.0203347,"tonawanda, ny 14150, usa"
"Wheatfield, NY",-78.8895479,43.086889,"wheatfield, ny, usa"
"N.Y.C. - Brooklyn, NY",-73.9441579,40.6781784,"brooklyn, ny, usa"
"N.Y.C. - Long Island/Nassau County, NY",-73.5594128,40.6546145,"nassau county, ny, usa"
"Westlake, OH",-81.9179173,41.4553232,"westlake, oh 44145, usa"
"Galeton, PA",-77.641931,41.7331245,"galeton, pa 16922, usa"
"Lewisburg, PA",-76.8844101,40.9645293,"lewisburg, pa 17837, usa"
"Ashland City, TN",-87.0641699,36.2742207,"ashland city, tn 37015, usa"
"Gatlingburg, TN",-83.5101638,35.714259,"gatlinburg, tn 37738, usa"
"Athens, TX",-95.8555207,32.2048735,"athens, tx, usa"
"Del Valle, TX",-97.6392834,30.2044784,"del valle, austin, tx, usa"
"Rowlett, TX",-96.56388,32.9029017,"rowlett, tx, usa"
"Orem, UT",-111.6946475,40.2968979,"orem, ut, usa"
"Elkin, WV",-79.8467349,38.9259397,"elkins, wv 26241, usa"
"Ellington, CT",-72.458236,41.9172826,"ellington, ct, usa"
"Gas City, IN",-85.6110251,40.4879006,"gas city, in, usa"
"Ruthland, VT",-72.9726065,43.6106237,"rutland, vt 05701, usa"
"Imperial, NE",-101.6432253,40.5169402,"imperial, ne 69033, usa"
"Culpeper, VA",-77.9961177,38.4733465,"culpeper, va 22701, usa"
"Mt. Shasta, CA",-122.3105666,41.3098746,"mt shasta, ca 96067, usa"
"Lynwood, CA",-118.2114603,33.930293,"lynwood, ca, usa"
"Jackson, AL",-87.8944435,31.5090521,"jackson, al 36545, usa"
"Kalua Koi, Molokai, HI",-157.2453548,21.1858904,"1121 kalua koi rd, maunaloa, hi 96770, usa"
"Englewood Cliffs, NJ",-73.9512436,40.880521,"englewood cliffs, nj 07632, usa"
"Bellmawr, NJ",-75.092841,39.8686729,"bellmawr, nj, usa"
"Forest Grove, OR",-123.1121017,45.5196767,"forest grove, or 97116, usa"
"Harford, PA",-75.7015766,41.7823007,"harford, pa, usa"
"Derby, VT",-72.1304059,44.9544359,"derby, vt, usa"
"Viroqua, WI",-90.8887413,43.5569174,"viroqua, wi 54665, usa"
"Agana, GU",144.754282,13.4769232,"hagåtña, guam"
"Tumon Bay, GU",144.8002661,13.5136156,"tumon bay, guam"
"Kodiak Island, AK",-153.495022,57.4912463,"kodiak island, alaska, usa"
"Morgan, AR",-92.3723763,34.8864784,"morgan, ar 72118, usa"
"Ozark, AR",-93.8272262,35.4869588,"ozark, ar 72949, usa"
"Rogers, AR",-94.1256953,36.3335129,"rogers, ar, usa"
"Alhambra, CA",-118.1268211,34.0927549,"alhambra, ca, usa"
"Brawley, CA",-115.530267,32.9786566,"brawley, ca 92227, usa"
"Dutch Flat, CA",-120.8378103,39.2059586,"dutch flat, ca 95714, usa"
"Hollywood West, CA",-118.3703284,34.0907087,"west hollywood, ca, usa"
"Midtown, CA",-117.1750019,32.7389307,"middletown, san diego, ca, usa"
"Valley, CA",-122.2011075,40.1998777,"central valley, california 96080, usa"
"Montara, CA",-122.5160892,37.5421617,"montara, ca, usa"
"Montclair, CA",-117.6897776,34.0775104,"montclair, ca, usa"
"Castro Village, CA",-122.0759707,37.6967019,"santa maria ave, castro valley, ca 94546, usa"
"Folsom, CA",-121.1612945,38.6719495,"folsom, ca, usa"
"Haight, Filmore & West- S.F., CA",-122.4324936,37.7737605,"lower haight, san francisco, ca, usa"
"Mission District, CA",-122.4173724,37.7635614,"mission district, san francisco, ca, usa"
"Polk Street Area, CA",-122.4208584,37.7913493,"polk st, san francisco, ca, usa"
"Tenderloin, CA",-122.4146535,37.7855867,"tenderloin, san francisco, ca, usa"
"Sunset Beach, CA",-118.0735739,33.7207336,"sunset beach, huntington beach, ca 92649, usa"
"Watsonville, CA",-121.7568946,36.910231,"watsonville, ca, usa"
"Golden, CO",-105.2210997,39.755543,"golden, co, usa"
"Farmington, CT",-72.795027,41.7360305,"farmington, ct, usa"
"Milldale, CT",-72.8990595,41.5669981,"milldale, southington, ct, usa"
"Mystic, CT",-71.966462,41.3542656,"mystic, stonington, ct, usa"
"Newington, CT",-72.7228293,41.6972996,"newington, ct, usa"
"Westhaven, CT",-72.9498129,41.2723527,"west haven, ct 06516, usa"
"Ft. McCoy, FL",-81.9670322,29.3649734,"fort mccoy, fl 32134, usa"
"Ft. Pierce, FL",-80.3259631,27.4469878,"fort pierce, fl, usa"
"Homestead, FL",-80.4757976,25.4724038,"homestead, fl, usa"
"Port Salerno, FL",-80.2006014,27.1442168,"port salerno, fl 34997, usa"
"Tampa Springs, FL",-82.4472521,28.0252795,"sulphur springs, tampa, fl 33604, usa"
"Albany, FL",-81.5157535,27.6648274,"florida, usa"
"Athens, FL",-83.4943107,29.9879937,"athena, fl 32348, usa"
"Atlanta, FL",-84.3885209,33.7501275,"atlanta, ga, usa"
"College Park, FL",-81.389435,28.5711401,"college park, orlando, fl 32804, usa"
"Columbus, FL",-81.5157535,27.6648274,"florida, usa"
"Macon, FL",-84.2790669,30.4946442,"macon, fl 32312, usa"
"Savannah, FL",-81.5157535,27.6648274,"florida, usa"
"St. Simon's Isle, FL",-81.5157535,27.6648274,"florida, usa"
"Valdosta, FL",-83.2771957,30.8328597,"valdosta, ga, usa"
"Cascade, ID",-116.0417983,44.5162821,"cascade, id 83611, usa"
"Fox Lake, IL",-88.1836965,42.3966874,"fox lake, il, usa"
"Hindale, IL",-87.9370052,41.8008642,"hinsdale, il, usa"
"Jacksonville, IL",-90.2290098,39.733936,"jacksonville, il 62650, usa"
"Kenosha, IL",-87.8241994,42.5840629,"kenosha, wi, usa"
"La Salle, IL",-89.0418249,41.3621503,"la salle, il, usa"
"Lyons, IL",-87.8181128,41.8133651,"lyons, il, usa"
"Monee, IL",-87.7417114,41.420034,"monee, il 60449, usa"
"Nashville, IL",-89.3806398,38.3436612,"nashville, il 62263, usa"
"Palatine, IL",-88.03424,42.1103041,"palatine, il, usa"
"Roselle, IL",-88.0797933,41.9847504,"roselle, il, usa"
"Marion, IN",-85.6591442,40.5583739,"marion, in, usa"
"Fairfield, IA",-91.9636914,41.0076114,"fairfield, ia, usa"
"Muscatine, IA",-91.0432051,41.424473,"muscatine, ia 52761, usa"
"Colony, KS",-95.3655356,38.0708626,"colony, ks 66015, usa"
"Independence, KS",-95.7083131,37.2242358,"independence, ks 67301, usa"
"Fort Campbell, KY",-87.4773902,36.6634467,"fort campbell, ky 42223, usa"
"Arcadia, LA",-92.920158,32.5490406,"arcadia, la 71001, usa"
"Colrain, MA",-72.6967587,42.6731396,"colrain, ma 01340, usa"
"Jessup, MD",-76.7752493,39.1492746,"jessup, md, usa"
