"city","new.city","state"
"St. Joseph","St. Joseph","MO"
"St. Louis","St. Louis","IL"
"St. Louis","St. Louis","MO"
"St. Paul","St. Paul","AZ"
"St. Paul","St. Paul","MN"
"St. Peter","St. Peter","MN"
"St. Petersburg","St. Petersburg","FL"
"St. Petersburg Beach","St. Petersburg Beach","FL"
"St. Petersburgh","St. Petersburgh","FL"
"St. Simon's Isle","St. Simon's Isle","FL"
"St. Simons Island","St. Simons Island","GA"
"St. Thomas","St. Thomas","VI"
"St.Helena","St.Helena","CA"
"Stafford","Stafford","KS"
"Stamford","Stamford","CT"
"Stanford","Stanford","CA"
"Stanfordville","Stanfordville","NY"
"Stanley","Stanley","ID"
"Stapleton","Stapleton","NY"
"State College","State College","PA"
"Stateline","Stateline","NV"
"Staten Island","Staten Island","NY"
"Statesville","Statesville","NC"
"Statewide","Statewide","CO"
"Statewide","Statewide","DE"
"Statewide","Statewide","FL"
"Statewide","Statewide","GA"
"Statewide","Statewide","IA"
"Statewide","Statewide","ID"
"Statewide","Statewide","IL"
"Statewide","Statewide","KS"
"Statewide","Statewide","KY"
"Statewide","Statewide","LA"
"Statewide","Statewide","MA"
"Statewide","Statewide","MD"
"Statewide","Statewide","ME"
"Statewide","Statewide","MI"
"Statewide","Statewide","MO"
"Statewide","Statewide","MS"
"Statewide","Statewide","NC"
"Statewide","Statewide","NE"
"Statewide","Statewide","NH"
"Statewide","Statewide","NJ"
"Statewide","Statewide","NM"
"Statewide","Statewide","OH"
"Statewide","Statewide","OK"
"Statewide","Statewide","OR"
"Statewide","Statewide","PR"
"Statewide","Statewide","RI"
"Statewide","Statewide","SC"
"Statewide","Statewide","SD"
"Statewide","Statewide","TN"
"Statewide","Statewide","TX"
"Statewide","Statewide","VA"
"Statewide","Statewide","VT"
"Statewide","Statewide","WI"
"Statewide","Statewide","WV"
"Staunton","Staunton","VA"
"Steamboat Springs","Steamboat Springs","CO"
"Steelville","Steelville","MO"
"Sterling","Sterling","IL"
"Sterling","Sterling","VA"
"Steubenville","Steubenville","OH"
"Stevens Point","Stevens Point","WI"
"Stickney","Stickney","IL"
"Stillwater","Stillwater","MN"
"Stillwater","Stillwater","OK"
"Stockbridge","Stockbridge","MA"
"Stockton","Stockton","CA"
"Stockton","Stockton","NJ"
"Stone Lake","Stone Lake","WI"
"Stone Ridge","Stone Ridge","NY"
"Stoneham","Stoneham","MA"
"Stonington","Stonington","ME"
"Storrs","Storrs","CT"
"Stoughton","Stoughton","WI"
"Stow","Stow","OH"
"Stowe","Stowe","OH"
"Stowe","Stowe","VT"
"Stoy","Stoy","IL"
"Strasburg","Strasburg","OH"
"Stratton Mountain","Stratton Mountain","VT"
"Streamwood","Streamwood","IL"
"Stroudsburg","Stroudsburg","PA"
"Stroundsburg","Stroundsburg","PA"
"Stuart","Stuart","FL"
"Stubenville","Stubenville","OH"
"Studio City","Studio City","CA"
"Sturbridge","Sturbridge","MA"
"Sturgeon Bay","Sturgeon Bay","WI"
"Stuyvesant","Stuyvesant","NY"
"Sudbury","Sudbury","MA"
"Suffern","Suffern","NY"
"Suffolk County","Suffolk County","NY"
"Sugar Hill","Sugar Hill","NH"
"Sullivan","Sullivan","IL"
"Sullivan","Sullivan","NH"
"Sulphur","Sulphur","OK"
"Summers","Summers","GA"
"Summersville","Summersville","WV"
"Sun Valley","Sun Valley","ID"
"Sunapee","Sunapee","NH"
"Sunbury","Sunbury","PA"
"Suncook","Suncook","NH"
"Sunland","Sunland","CA"
"Sunny Isles Beach","Sunny Isles Beach","FL"
"Sunny Valley","Sunny Valley","OR"
"Sunnyside","Sunnyside","NY"
"Sunnyvale","Sunnyvale","CA"
"Sunnyvale","Sunnyvale","OR"
"Sunrise","Sunrise","FL"
"Sunrise Beach","Sunrise Beach","MO"
"Sunriver","Sunriver","OR"
"Sunset Beach","Sunset Beach","CA"
"Superior","Superior","WI"
"Suquamish","Suquamish","WA"
"Surry","Surry","NH"
"Susquehanna","Susquehanna","PA"
"Sussex","Sussex","NJ"
"Sutherlin","Sutherlin","OR"
"Swansea","Swansea","MA"
"Sweet Water","Sweet Water","TX"
"Sweetwater","Sweetwater","TX"
"Sylmar","Sylmar","CA"
"Sylva","Sylva","NC"
"Sylvan Beach","Sylvan Beach","NY"
"Syosset","Syosset","NY"
"Syracuse","Syracuse","NY"
"Tacoma","Tacoma","WA"
"Taftsville","Taftsville","VT"
"Tahoe City","Tahoe City","CA"
"Tahoe Vista","Tahoe Vista","CA"
"Talent","Talent","OR"
"Talequah","Talequah","OK"
"Tallahassee","Tallahassee","FL"
"Tampa","Tampa","FL"
"Tampa Springs","Tampa Springs","FL"
"Tannersville","Tannersville","NY"
"Tannersville","Tannersville","PA"
"Taos","Taos","NM"
"Tarzana","Tarzana","CA"
"Taunton","Taunton","MA"
"Taylor","Taylor","MI"
"Teaneck","Teaneck","NJ"
"Telluride","Telluride","CO"
"Temecula","Temecula","CA"
"Tempe","Tempe","AZ"
"Temple","Temple","TX"
"Temple- Killeen","Temple- Killeen","TX"
"Temple-Killeen","Temple-Killeen","TX"
"Tenants Harbor","Tenants Harbor","ME"
"Tenderloin","Tenderloin","CA"
"Tenderloin to North Beach- S.F.","Tenderloin to North Beach- S.F.","CA"
"Tennants Harbor","Tennants Harbor","ME"
"Terre Haute","Terre Haute","IN"
"Terrel","Terrel","TX"
"Texarcana","Texarcana","AR"
"Texarkana","Texarkana","AK"
"Texarkana","Texarkana","AR"
"Texarkana","Texarkana","TX"
"Thackerville","Thackerville","OK"
"Thackkerville","Thackkerville","OK"
"The Bronx","The Bronx","NY"
"The Castro","The Castro","CA"
"The Hamptons","The Hamptons","NY"
"The Pines","The Pines","NY"
"Thermopolis","Thermopolis","WY"
"Thoreau","Thoreau","NM"
"Thousand Oaks","Thousand Oaks","CA"
"Three Forks","Three Forks","MT"
"Three Rivers","Three Rivers","CA"
"Tiburon","Tiburon","CA"
"Tiffin","Tiffin","OH"
"Tigard","Tigard","OR"
"Tijuana","Tijuana","CA"
"Tijuana","Tijuana","Mexico"
"Tillamook","Tillamook","OR"
"Tiller","Tiller","OR"
"Titusville","Titusville","FL"
"Tivoli","Tivoli","NY"
"Toledo","Toledo","OH"
"Toltec","Toltec","AZ"
"Tomales","Tomales","CA"
"Tombstone","Tombstone","AZ"
"Toms River","Toms River","NJ"
"Tonawanda","Tonawanda","NY"
"Topanga","Topanga","CA"
"Topanga Canyon","Topanga Canyon","CA"
"Topeka","Topeka","KS"
"Torrance","Torrance","CA"
"Torrey","Torrey","UT"
"Torrington","Torrington","CT"
"Tortola","Tortola","VI"
"Tortola, British Virgin Islands","Tortola, British Virgin Islands","VI"
"Townshend","Townshend","VT"
"Towson","Towson","MD"
"Travelers Rest","Travelers Rest","SC"
"Traverse","Traverse","MI"
"Traverse City","Traverse City","MI"
"Treasure Island","Treasure Island","FL"
"Tremont","Tremont","OH"
"Trenton","Trenton","NJ"
"Tri-Cities","Tri-Cities","WA"
"Trinidad","Trinidad","CO"
"Troy","Troy","MI"
"Troy","Troy","NY"
"Truckee","Truckee","CA"
"Trumbell","Trumbell","CT"
"Trumbull","Trumbull","CT"
"Tucson","Tucson","AZ"
"Tujunga","Tujunga","CA"
"Tukwila","Tukwila","WA"
"Tulare","Tulare","CA"
"Tulsa","Tulsa","OK"
"Tumon Bay","Tumon Bay","GU"
"Tumon Bay","Tumon Bay","HI"
"Tupelo","Tupelo","MS"
"Tupper Lake","Tupper Lake","NY"
"Turlock","Turlock","CA"
"Turnersville","Turnersville","NJ"
"Tuscalloosa","Tuscalloosa","AL"
"Tuscaloosa","Tuscaloosa","AL"
"Tuscon","Tuscon","AZ"
"Tusla","Tusla","OK"
"Tustin","Tustin","CA"
"Twenty Nine Palms","Twenty Nine Palms","CA"
"Twentynine Palms","Twentynine Palms","CA"
"Twin Falls","Twin Falls","ID"
"Two Harbors","Two Harbors","MN"
"Tyler","Tyler","TX"
"Tynesboro","Tynesboro","MA"
"Tyngsboro","Tyngsboro","MA"
"Tysons Corner","Tysons Corner","VA"
"Ukiah","Ukiah","CA"
"Union","Union","NJ"
"Union City","Union City","NJ"
"Union Pier","Union Pier","MI"
"Uniondale","Uniondale","NY"
"Uniontown","Uniontown","PA"
"Universal City","Universal City","CA"
"Upland","Upland","CA"
"Upper Darby","Upper Darby","PA"
"Upper Nyack","Upper Nyack","NY"
"Upper Tract","Upper Tract","WV"
"Upton","Upton","KY"
"Upton","Upton","MA"
"Uptown","Uptown","NY"
"Uptown- N.Y.C.","Uptown- N.Y.C.","NY"
"Urbaba","Urbaba","IL"
"Urbana","Urbana","IL"
"Utica","Utica","NY"
"Uxbridge","Uxbridge","MA"
"Uxen Hill","Uxen Hill","MD"
"Vacaville","Vacaville","CA"
"Vail","Vail","AZ"
"Vail","Vail","CO"
"Valdosta","Valdosta","FL"
"Valdosta","Valdosta","GA"
"Valhalla","Valhalla","NY"
"Vallecitos","Vallecitos","NM"
"Vallejo","Vallejo","CA"
"Valley","Valley","CA"
"Valley Forge","Valley Forge","PA"
"Valley Stream","Valley Stream","NY"
"Valparaiso","Valparaiso","IN"
"Valpariso","Valpariso","FL"
"Van Nuys","Van Nuys","CA"
"Van Nuys - Sherman Oaks","Van Nuys - Sherman Oaks","CA"
"Vancouver","Vancouver","WA"
"Vashon Island","Vashon Island","WA"
"Veguita","Veguita","NM"
"Venice","Venice","CA"
"Venice","Venice","FL"
"Venice Beach","Venice Beach","CA"
"Ventura","Ventura","CA"
"Vequita","Vequita","NM"
"Vero Beach","Vero Beach","FL"
"Verona","Verona","PA"
"Versailles","Versailles","KY"
"Vicennes","Vicennes","IN"
"Vicksberg","Vicksberg","MS"
"Vicksburg","Vicksburg","MS"
"Victoria","Victoria","TX"
"Victorville","Victorville","CA"
"Vienna","Vienna","VA"
"Vienna","Vienna","WV"
"Vieques","Vieques","PR"
"Vieques Island","Vieques Island","PR"
"Villa Park","Villa Park","IL"
"Vincennes","Vincennes","IN"
"Vineland","Vineland","NJ"
"Vineyard Haven","Vineyard Haven","MA"
"Vinton","Vinton","LA"
"Virginia Beach","Virginia Beach","FL"
"Virginia Beach","Virginia Beach","VA"
"Virginia City","Virginia City","NV"
"Viroqua","Viroqua","WI"
"Visalia","Visalia","CA"
"Vista","Vista","CA"
"Volcano Village","Volcano Village","HI"
"Volcano Village, Hawaii","Volcano Village, Hawaii","HI"
"Voorhees","Voorhees","NJ"
"W. Hartford","W. Hartford","CT"
"W. Monroe","W. Monroe","LA"
"Waco","Waco","TX"
"Wahiawa","Wahiawa","HI"
"Waikiki","Waikiki","HI"
"Waikiki Beach","Waikiki Beach","HI"
"Waikiki Beach, Oahu","Waikiki Beach, Oahu","HI"
"Wailea","Wailea","HI"
"Wailea, Maui","Wailea, Maui","HI"
"Wailua","Wailua","HI"
"Wailua, Kauai","Wailua, Kauai","HI"
"Wailuku","Wailuku","HI"
"Wailuku, Maui","Wailuku, Maui","HI"
"Wainscott","Wainscott","NY"
"Waitsfield","Waitsfield","VT"
"Wakarusa","Wakarusa","KS"
"Wakefield","Wakefield","MA"
"Walcott","Walcott","AK"
"Walcott","Walcott","AR"
"Walden","Walden","VT"
"Waldport","Waldport","OR"
"Walhala","Walhala","MI"
"Walhalla","Walhalla","SC"
"Wall Township","Wall Township","NJ"
"Walla Walla","Walla Walla","WA"
"Wallingford","Wallingford","CT"
"Wallington","Wallington","NJ"
"Walloomsac","Walloomsac","NY"
"Walnut","Walnut","CA"
"Walnut Creek","Walnut Creek","CA"
"Walpole","Walpole","NH"
"Waltham","Waltham","MA"
"Walton","Walton","KS"
"Wanatah","Wanatah","IN"
"Wantagh","Wantagh","NY"
"Wantagh, L.I.","Wantagh, L.I.","NY"
"Wappingers Falls","Wappingers Falls","NY"
"Ware","Ware","MA"
"Warminster","Warminster","PA"
"Warren","Warren","NH"
"Warren","Warren","OH"
"Warren","Warren","VT"
"Warrensburg","Warrensburg","NY"
"Warrenton","Warrenton","OR"
"Warwick","Warwick","RI"
"Wascott","Wascott","WI"
"Washington","Washington","DC"
"Washington","Washington","NJ"
"Washington","Washington","PA"
"Washington Court House","Washington Court House","OH"
"Washington Depot","Washington Depot","CT"
"Washington, D.C.","Washington, D.C.","Washington, D.C."
"Washingtonville","Washingtonville","NY"
"Waterbury","Waterbury","CT"
"Waterbury","Waterbury","VT"
"Waterford","Waterford","CT"
"Waterford","Waterford","PA"
"Waterloo","Waterloo","IA"
"Watermill","Watermill","NY"
"Watertown","Watertown","MA"
"Watertown","Watertown","NY"
"Waterville","Waterville","ME"
"Watonga","Watonga","OK"
"Watsonville","Watsonville","CA"
"Waukegan","Waukegan","IL"
"Wausau","Wausau","WI"
"Wauwatosa","Wauwatosa","WI"
"Waverly","Waverly","AL"
"Wayne","Wayne","MI"
"Wayne","Wayne","NJ"
"Wayne","Wayne","PA"
"Weatherford","Weatherford","TX"
"Webster","Webster","NY"
"Welches","Welches","OR"
"Wellfleet","Wellfleet","MA"
"Wells","Wells","ME"
"Wells River","Wells River","VT"
"Wenatchee","Wenatchee","WA"
"West Allis","West Allis","WI"
"West Babylon","West Babylon","NY"
"West Chester","West Chester","PA"
"West Covina","West Covina","CA"
"West Des Moines","West Des Moines","IA"
"West Dover","West Dover","VT"
"West Hartford","West Hartford","CT"
"West Haven","West Haven","CT"
"West Hempstead","West Hempstead","NY"
"West Hempstead, L.I.","West Hempstead, L.I.","NY"
"West Hempsted","West Hempsted","NY"
"West Hollywood","West Hollywood","CA"
"West Islip","West Islip","NY"
"West Kill","West Kill","NY"
"West Lafayette","West Lafayette","IN"
"West Lebanon","West Lebanon","NH"
"West Los Angeles","West Los Angeles","CA"
"West New York","West New York","NJ"
"West Palm Beach","West Palm Beach","FL"
"West Park","West Park","NY"
"West Paterson","West Paterson","NJ"
"West Rutland","West Rutland","VT"
"West Sacramento","West Sacramento","CA"
"West Springfield","West Springfield","MA"
"West Wainscott","West Wainscott","NY"
"West Windsor","West Windsor","CT"
"West Yellowstone","West Yellowstone","MT"
"Westbury","Westbury","NY"
"Westbury, L.I.","Westbury, L.I.","NY"
"Westby","Westby","WI"
"Westchester","Westchester","NY"
"Westchester County","Westchester County","NY"
"Westerly","Westerly","RI"
"Western Michigan University","Western Michigan University","MI"
"Westhaven","Westhaven","CT"
"Westlake","Westlake","OH"
"Westland","Westland","MI"
"Westminster","Westminster","CA"
"Weston","Weston","MA"
"Westpark","Westpark","NY"
"Westport","Westport","CT"
"Westport","Westport","MA"
"Westport","Westport","WA"
"Westtown","Westtown","NY"
"Westville","Westville","NJ"
"Wethersfield","Wethersfield","CT"
"Weymouth","Weymouth","MA"
"Wheat Ridge","Wheat Ridge","CO"
"Wheatfield","Wheatfield","NY"
"Wheaton","Wheaton","MD"
"Wheatridge","Wheatridge","CO"
"Wheeler","Wheeler","OR"
"Wheeling","Wheeling","IL"
"Wheeling","Wheeling","WV"
"Whidbey Island","Whidbey Island","WA"
"White Hall","White Hall","CA"
"White Haven","White Haven","PA"
"White Lake","White Lake","NY"
"White Mtns","White Mtns","ME"
"White Mtns","White Mtns","NH"
"White Pigeon","White Pigeon","MI"
"White Pine","White Pine","TN"
"White Plains","White Plains","NY"
"White River Junction","White River Junction","VT"
"White-Plains","White-Plains","NY"
"Whitehorn","Whitehorn","CA"
"Whitestone","Whitestone","NY"
"Whiting","Whiting","IN"
"Whitter","Whitter","CA"
"Whittier","Whittier","CA"
"Wichita","Wichita","KS"
"Wichita Falls","Wichita Falls","TX"
"Wickenburg","Wickenburg","AZ"
"Wilcox","Wilcox","AZ"
"Wiliston","Wiliston","VT"
"Wilkes-Barre","Wilkes-Barre","PA"
"Willard","Willard","WI"
"Willcox","Willcox","AZ"
"Williamantic","Williamantic","CT"
"Williamsburg","Williamsburg","MA"
"Williamsburg","Williamsburg","NY"
"Williamsburg","Williamsburg","VA"
"Williamsport","Williamsport","PA"
"Williamston","Williamston","MI"
"Williamstown","Williamstown","MA"
"Willimantic","Willimantic","CT"
"Willimsburg","Willimsburg","VA"
"Willingboro","Willingboro","NJ"
"Willington","Willington","NC"
"Willis","Willis","TX"
"Williston","Williston","NY"
"Williston","Williston","VT"
"Willits","Willits","CA"
"Willow Grove","Willow Grove","PA"
"Wilmington","Wilmington","CA"
"Wilmington","Wilmington","DE"
"Wilmington","Wilmington","NC"
"Wilmington","Wilmington","VA"
"Wilmington","Wilmington","VT"
"Wilsonville","Wilsonville","OR"
"Wilton","Wilton","NH"
"Wilton Manor","Wilton Manor","FL"
"Wilton Manors","Wilton Manors","FL"
"Wimberley","Wimberley","TX"
"Winchester","Winchester","VA"
"Windham","Windham","ME"
"Windham","Windham","NY"
"Windham","Windham","VT"
"Windsor","Windsor","VA"
"Windward Coast","Windward Coast","HI"
"Windward Coast, Oahu","Windward Coast, Oahu","HI"
"Winfield","Winfield","KS"
"Winnemuca","Winnemuca","NV"
"Winona","Winona","MN"
"Winooksi","Winooksi","VT"
"Winooski","Winooski","VT"
"Winslow","Winslow","AZ"
"Winston","Winston","NC"
"Winston-Salem","Winston-Salem","NC"
"Winter","Winter","WI"
"Winter Harbor","Winter Harbor","ME"
"Winter Park","Winter Park","CO"
"Winter Park","Winter Park","FL"
"Winter Springs","Winter Springs","FL"
"Winthrop","Winthrop","MA"
"Winthrop","Winthrop","WA"
"Wiona","Wiona","MN"
"Wiscasset","Wiscasset","ME"
"Wisconsin Rapids","Wisconsin Rapids","WI"
"Witchita Falls","Witchita Falls","TX"
"Wixom","Wixom","MI"
"Wixon","Wixon","MI"
"Wolf Creek","Wolf Creek","OR"
"Wolverton","Wolverton","MN"
"Wood Bridge","Wood Bridge","NJ"
"Wood River","Wood River","IL"
"Woodacre","Woodacre","CA"
"Woodbridge","Woodbridge","NJ"
"Woodbury","Woodbury","NJ"
"Woodbury","Woodbury","NY"
"Woodland Hills","Woodland Hills","CA"
"Woodland Hills","Woodland Hills","CO"
"Woodland Park","Woodland Park","CO"
"Woods Hole","Woods Hole","MA"
"Woodside","Woodside","NY"
"Woodstock","Woodstock","NY"
"Woodstock","Woodstock","VT"
"Woodville","Woodville","OH"
"Woonsocket","Woonsocket","RI"
"Wooster","Wooster","OH"
"Worcester","Worcester","MA"
"Worchester","Worchester","MA"
"Wrightstown","Wrightstown","NJ"
"Wrightsville","Wrightsville","NC"
"Wrightsville Beach","Wrightsville Beach","NC"
"Wyandotte","Wyandotte","MI"
"Wyanotte","Wyanotte","MI"
"Yachats","Yachats","OR"
"Yakima","Yakima","WA"
"Yamouth Port","Yamouth Port","MA"
"Yankton","Yankton","SD"
"Yardley","Yardley","PA"
"Yarmouth Port","Yarmouth Port","MA"
"Yates Center","Yates Center","KS"
"Ybor City","Ybor City","FL"
"Yellow Springs","Yellow Springs","OH"
"Yonkers","Yonkers","NY"
"York","York","ME"
"York","York","PA"
"York Beach","York Beach","ME"
"York Harbor","York Harbor","ME"
"Yorktown","Yorktown","NY"
"Yorkville","Yorkville","NY"
"Yosemite","Yosemite","CA"
"Yosemite Nat'l Park","Yosemite Nat'l Park","CA"
"Yosemite National Park","Yosemite National Park","CA"
"Young America","Young America","IN"
"Youngstown","Youngstown","OH"
"Ypsilanti","Ypsilanti","MI"
"Yreka","Yreka","CA"
"Yuba City","Yuba City","CA"
"Yuma","Yuma","AZ"
"Zebulon","Zebulon","KY"
"Zion","Zion","IL"
"Zion Nat'l Park","Zion Nat'l Park","UT"
"Zionsville","Zionsville","IN"
"beacon","beacon","NY"
"lake Geneva","lake Geneva","WI"
"miami","miami","FL"
